matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,58l4ptiqjtwi7a2bcfyik5bmc,Canada,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/eg7vduna0h3vis1wd47s41za7,United States,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/9vh2u1p4ppm597tjfahst2m3n,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/match/view/58l4ptiqjtwi7a2bcfyik5bmc,19/06/2023,2022-2023,Concacaf_Concacaf_Nations_League
3rd Place Final,98xytxvc8v3mo6nfkwi83c4r8,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/8856r86rattc8kxn6a0l9tb2t,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/4vofb84dzb5fyc81n2ssws6ah,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/match/view/98xytxvc8v3mo6nfkwi83c4r8,19/06/2023,2022-2023,Concacaf_Concacaf_Nations_League
Semi-finals,6087iscsyn2nuyfxe71ldmxw4,United States,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/9vh2u1p4ppm597tjfahst2m3n,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/4vofb84dzb5fyc81n2ssws6ah,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/match/view/6087iscsyn2nuyfxe71ldmxw4,16/06/2023,2022-2023,Concacaf_Concacaf_Nations_League
Semi-finals,60l0dbeo5phs5crkisjpsfeac,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/8856r86rattc8kxn6a0l9tb2t,Canada,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/eg7vduna0h3vis1wd47s41za7,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/match/view/60l0dbeo5phs5crkisjpsfeac,16/06/2023,2022-2023,Concacaf_Concacaf_Nations_League
League A,d8h3zj68y4kala2ll58vpkaac,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/bfgqfm4qa3mal7fll74wd04mu,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/8856r86rattc8kxn6a0l9tb2t,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/match/view/d8h3zj68y4kala2ll58vpkaac,29/03/2023,2022-2023,Concacaf_Concacaf_Nations_League
League A,8wv1qv25xeg5cuzhlgogq9dec,Canada,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/eg7vduna0h3vis1wd47s41za7,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/6ngz19ekzqqufux1sswnhzlsw,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/match/view/8wv1qv25xeg5cuzhlgogq9dec,29/03/2023,2022-2023,Concacaf_Concacaf_Nations_League
League C,27zydzigltcp55196t5xplk44,USVI,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/75wey07xf5dwm5t76drg6k4k9,Sint Maarten,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/boop9zthpgh9jhs01ywkvcy8q,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/match/view/27zydzigltcp55196t5xplk44,29/03/2023,2022-2023,Concacaf_Concacaf_Nations_League
League B,3jwlgodfhskmb2j2he3jdhw5w,Guyana,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/bvo5fwy7p1zrkdy5gbcnrx9ed,Montserrat,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/eer5msu8ajonm2fhub25fs153,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/match/view/3jwlgodfhskmb2j2he3jdhw5w,29/03/2023,2022-2023,Concacaf_Concacaf_Nations_League
League C,2837h5gjr6g5rdubu00g5isk4,Bonaire,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/8tjgp47v3kqgyyfo8tvo55av7,Turks & Caicos,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/cc0hi2guykoqjj15atvrsmgs5,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/match/view/2837h5gjr6g5rdubu00g5isk4,29/03/2023,2022-2023,Concacaf_Concacaf_Nations_League
League B,3k0qntvq6n7n3deqm8gj7qyvo,Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/151psmk1h1c846f2lqmflkx75,Bermuda,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/teams/view/88ca766nh0ae9i9kpvwubxpzp,https://www.scoresway.com/en_GB/soccer/concacaf-nations-league-2022-2023/84lurtafp6kpmrh1tdrjwq1hw/match/view/3k0qntvq6n7n3deqm8gj7qyvo,29/03/2023,2022-2023,Concacaf_Concacaf_Nations_League
