liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Times Tackled,Successful Launches,Open Play Passes,Backward Passes,Total Passes,Aerial Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels,Successful Open Play Passes,Tackles Won,Goals from Inside Box,Yellow Cards,Ground Duels won,Throw Ins to Opposition Player,Corners Won,Total Fouls Conceded,Goal Assists,Games Played,Through balls,Unsuccessful Crosses open play,Successful Crosses open play,Assists (Intentional),Successful Passes Own Half,Substitute Off,Unsuccessful Passes Opposition Half,Total Losses Of Possession,Foul Attempted Tackle,Duels lost,Unsuccessful Long Passes,Time Played,Total Touches In Opposition Box,Rightside Passes,Total Shots,PutThrough/Blocked Distribution,Appearances,Total Fouls Won,Total Successful Passes ( Excl Crosses & Corners ) ,Shots On Target ( inc goals ),Right Foot Goals,Aerial Duels won,Ground Duels,Key Passes (Attempt Assists),Leftside Passes,Touches,Throw Ins to Own Player,Blocks,Interceptions,Duels,Duels won,Successful Crosses & Corners,Clean Sheets,Unsuccessful Crosses & Corners,Successful Short Passes,Goals Conceded Inside Box,Ground Duels lost,Goals Conceded,Goals Conceded Outside Box,Offsides,Successful Long Passes,Unsuccessful Launches,Total Clearances,Forward Passes,Goals,Successful Passes Opposition Half,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Unsuccessful Passes Own Half,Overruns,Total Tackles,Starts,Substitute On,Handballs conceded,Recoveries,Tackles Lost,Successful Dribbles,Index,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Successful Lay-offs,Successful Corners into Box,Blocked Shots,Headed Goals,Unsuccessful lay-offs,Left Foot Goals,Unsuccessful Corners into Box,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Penalties Taken,Hit Woodwork,Penalty Goals,Straight Red Cards,Penalties Conceded,Total Red Cards,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Penalties Faced,Saves Made from Inside Box,Catches,Penalties Saved,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Saves made - caught,Saves from Penalty,Punches,Drops,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Last Man Tackle,Second Goal Assists,Penalty Goals Conceded,Other Goals,Penalties Off Target,Red Cards - 2nd Yellow,Last Player Tackle,Crosses not Claimed
Canada_Canadian_Premier_League,2023,Forge FC,8ad2vcq9xcul0kkfms8qo0wk5,A. Achinioti-Jönsson,Midfielder,13,5.0,1.0,7.0,4.0,1555.0,103.0,1604.0,21.0,209.0,52.0,1347.0,22.0,,2.0,80.0,1.0,9.0,21.0,,29.0,1.0,7.0,,,862.0,2.0,136.0,245.0,11.0,66.0,74.0,2399.0,25.0,441.0,12.0,19.0,29.0,41.0,1395.0,6.0,,31.0,125.0,8.0,515.0,1867.0,4.0,15.0,12.0,177.0,111.0,,8.0,7.0,1270.0,25.0,45.0,29.0,4.0,1.0,125.0,27.0,55.0,545.0,,533.0,6.0,135.0,80.0,3.0,32.0,26.0,3.0,1.0,120.0,10.0,8.0,10.0,,,0.0,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,
Canada_Canadian_Premier_League,2023,Forge FC,dmahdc9bw6dscs7avd4dgf65l,B. Badibanga,Forward,39,5.0,21.0,42.0,,388.0,106.0,399.0,9.0,94.0,13.0,294.0,13.0,1.0,2.0,62.0,4.0,9.0,14.0,,12.0,2.0,29.0,12.0,,89.0,3.0,111.0,214.0,7.0,72.0,11.0,1036.0,25.0,105.0,23.0,20.0,12.0,23.0,305.0,14.0,3.0,4.0,125.0,23.0,80.0,645.0,5.0,,3.0,138.0,66.0,13.0,3.0,29.0,286.0,12.0,63.0,13.0,1.0,2.0,19.0,1.0,,108.0,3.0,229.0,9.0,83.0,12.0,7.0,15.0,11.0,1.0,2.0,38.0,2.0,24.0,10.0,2.0,1.0,1.0,5.0,8.0,1.0,3.0,,1.0,,,2.0,2.0,10.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
Canada_Canadian_Premier_League,2023,Forge FC,2zedqkn15thv6wx5xmgv48gd1,K. Bekker,Midfielder,10,15.0,17.0,28.0,2.0,1413.0,274.0,1477.0,9.0,209.0,14.0,1207.0,9.0,2.0,2.0,69.0,1.0,19.0,17.0,8.0,28.0,5.0,39.0,14.0,6.0,531.0,7.0,252.0,376.0,12.0,78.0,56.0,2331.0,40.0,534.0,40.0,41.0,28.0,23.0,1268.0,17.0,1.0,5.0,138.0,47.0,277.0,1910.0,10.0,5.0,22.0,152.0,74.0,32.0,4.0,97.0,1157.0,26.0,69.0,30.0,4.0,,111.0,4.0,25.0,392.0,4.0,769.0,23.0,153.0,54.0,3.0,20.0,26.0,2.0,,142.0,11.0,26.0,10.0,2.0,2.0,1.0,85.0,14.0,18.0,15.0,,1.0,3.0,47.0,,2.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,
Canada_Canadian_Premier_League,2023,Forge FC,6d56vy4w9i65ye4c5t5txgkix,T. Borges,Forward,19,14.0,36.0,58.0,,446.0,130.0,479.0,6.0,90.0,9.0,358.0,16.0,,3.0,88.0,1.0,18.0,18.0,4.0,27.0,4.0,33.0,12.0,4.0,109.0,9.0,142.0,265.0,10.0,110.0,15.0,1346.0,62.0,97.0,20.0,26.0,27.0,26.0,389.0,8.0,1.0,3.0,192.0,41.0,137.0,877.0,12.0,2.0,8.0,201.0,91.0,25.0,,68.0,373.0,11.0,104.0,15.0,4.0,9.0,16.0,7.0,4.0,115.0,2.0,305.0,12.0,75.0,16.0,3.0,30.0,11.0,16.0,1.0,81.0,14.0,32.0,10.0,1.0,1.0,1.0,61.0,13.0,12.0,10.0,,1.0,1.0,27.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Canada_Canadian_Premier_League,2023,Forge FC,3hebpt7rddccp0powpyfwri7d,T. Campbell,Forward,14,4.0,17.0,48.0,,353.0,159.0,391.0,37.0,88.0,55.0,265.0,10.0,9.0,,48.0,1.0,15.0,17.0,1.0,30.0,3.0,3.0,3.0,1.0,111.0,23.0,74.0,199.0,5.0,112.0,10.0,2108.0,129.0,69.0,41.0,14.0,30.0,11.0,303.0,30.0,1.0,18.0,123.0,20.0,90.0,663.0,4.0,,2.0,178.0,66.0,3.0,1.0,3.0,294.0,21.0,75.0,25.0,4.0,16.0,9.0,1.0,19.0,73.0,10.0,195.0,11.0,78.0,17.0,1.0,18.0,26.0,4.0,1.0,47.0,8.0,19.0,10.0,6.0,4.0,2.0,,20.0,,9.0,3.0,8.0,6.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,
Canada_Canadian_Premier_League,2023,Forge FC,26vigipuztwet4ykvtjienvo4,S. Castello,Midfielder,12,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,2.0,,,,,,,,2.0,,1.0,,5.0,,,,1.0,2.0,,,,,,1.0,,,4.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Forge FC,6r8emgp7oeom6yyibdb4g77c9,D. Choinière,Forward,7,7.0,23.0,43.0,,393.0,140.0,400.0,1.0,70.0,1.0,323.0,4.0,2.0,1.0,37.0,1.0,18.0,9.0,3.0,17.0,,24.0,13.0,3.0,89.0,7.0,80.0,173.0,3.0,70.0,10.0,990.0,58.0,46.0,14.0,23.0,17.0,13.0,330.0,3.0,2.0,,106.0,16.0,128.0,621.0,10.0,,1.0,107.0,37.0,13.0,,24.0,315.0,9.0,69.0,12.0,3.0,2.0,15.0,2.0,2.0,86.0,2.0,254.0,11.0,60.0,14.0,7.0,9.0,11.0,6.0,,47.0,5.0,15.0,10.0,0.0,2.0,1.0,6.0,1.0,,10.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Forge FC,bgrez0proyjwfep6h1jkbj40k,M. Duncan,Defender,2,4.0,1.0,1.0,,133.0,20.0,135.0,5.0,30.0,11.0,103.0,8.0,,1.0,18.0,10.0,1.0,3.0,,10.0,,5.0,3.0,,45.0,2.0,25.0,51.0,2.0,8.0,7.0,249.0,2.0,20.0,,9.0,10.0,3.0,105.0,,,6.0,21.0,1.0,43.0,215.0,14.0,,4.0,32.0,24.0,3.0,,5.0,99.0,4.0,3.0,4.0,,,6.0,3.0,6.0,52.0,,63.0,,23.0,10.0,,14.0,2.0,8.0,1.0,17.0,6.0,1.0,10.0,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Canada_Canadian_Premier_League,2023,Forge FC,2mtatdrx4m9thmahby8j2bpxw,D. Firek,Midfielder,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Forge FC,6of4lxl9haj2csl0hxsbf4slx,J. Hamilton,Forward,9,7.0,5.0,13.0,,99.0,48.0,116.0,11.0,25.0,22.0,74.0,,4.0,,16.0,1.0,8.0,9.0,1.0,19.0,1.0,2.0,1.0,,44.0,6.0,19.0,58.0,6.0,37.0,1.0,638.0,44.0,17.0,24.0,12.0,19.0,11.0,91.0,14.0,2.0,11.0,42.0,4.0,34.0,224.0,,2.0,,64.0,27.0,1.0,1.0,2.0,88.0,8.0,26.0,10.0,2.0,6.0,3.0,,3.0,17.0,4.0,48.0,10.0,24.0,8.0,,2.0,7.0,12.0,1.0,19.0,2.0,3.0,10.0,3.0,1.0,0.0,,8.0,,6.0,,,2.0,,,,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
