root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Successful Open Play Passes,Substitute On,Aerial Duels,Forward Passes,Total Clearances,Games Played,Goals Conceded Outside Box,Ground Duels lost,Appearances,Successful Crosses open play,Successful Long Passes,Time Played,GK Successful Distribution,Ground Duels,Total Shots,Successful Passes Own Half,Aerial Duels lost,Index,Key Passes (Attempt Assists),Total Touches In Opposition Box,Blocks,Open Play Passes,Successful Passes Opposition Half,Starts,Ground Duels won,Goals Conceded Inside Box,Shots Off Target (inc woodwork),Touches,Unsuccessful Short Passes,Tackles Won,Substitute Off,Leftside Passes,Backward Passes,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Fouls Conceded,Duels,Aerial Duels won,Throw Ins to Own Player,Tackles Lost,Goal Assists,Interceptions,Unsuccessful Passes Opposition Half,Assists (Intentional),Duels lost,Goals Conceded,Unsuccessful Launches,Total Fouls Won,Goal Kicks,Duels won,Foul Attempted Tackle,Total Losses Of Possession,Successful Launches,Unsuccessful Long Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Unsuccessful Crosses & Corners,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Crosses & Corners,Total Passes,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Dribbles,Throw Ins to Opposition Player,Total Tackles,Winning Goal,Successful Lay-offs,Blocked Shots,Penalties Taken,Corners Won,Clean Sheets,Penalty Goals Conceded,Through balls,Foul Won Penalty,Handballs conceded,Penalty Goals,Yellow Cards,Right Foot Goals,Goals from Inside Box,Left Foot Goals,Goals,Successful Dribbles,Offsides,Headed Goals,Shots On Target ( inc goals ),Overruns,Home Goals,Away Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Penalties Conceded,Own Goal Scored,Hit Woodwork,Catches,Punches,GK Unsuccessful Distribution,Saves made - parried,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Goals from Outside Box,Drops,Saves made - caught,Penalties Faced,Penalties Saved,Saves from Penalty,Red Cards - 2nd Yellow,Crosses not Claimed,Last Player Tackle,Attempts from Set Pieces,Other Goals,Clearances Off the Line,Set Pieces Goals,Penalties Off Target,Last Man Tackle,Goalkeeper Smother,Second Goal Assists
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,FC Cincinnati 2,FC_Cincinnati_2,q12w2p0cgezbfmghgpt7h6hg,S. Adams,Midfielder,41,700.0,3.0,76.0,280.0,23.0,23.0,5.0,132.0,23.0,,71.0,1776.0,,258.0,31.0,368.0,31.0,10.0,9.0,9.0,4.0,872.0,355.0,20.0,126.0,39.0,24.0,1287.0,119.0,38.0,7.0,281.0,104.0,4.0,23.0,48.0,51.0,334.0,45.0,7.0,28.0,1.0,49.0,130.0,1.0,163.0,44.0,18.0,42.0,,171.0,38.0,250.0,5.0,55.0,190.0,723.0,652.0,4.0,232.0,174.0,,897.0,34.0,37.0,11.0,,66.0,1.0,4.0,11.0,,3.0,2.0,4.0,4.0,,1.0,,6.0,1.0,1.0,,1.0,22.0,,,7.0,3.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,FC Cincinnati 2,FC_Cincinnati_2,739dnufx6izfhubwow0n1ijxm,L. Aghedo,Defender,34,331.0,1.0,25.0,161.0,26.0,11.0,4.0,25.0,11.0,,24.0,945.0,,71.0,,246.0,13.0,10.0,2.0,3.0,6.0,382.0,106.0,10.0,46.0,17.0,,542.0,26.0,18.0,,103.0,53.0,1.0,5.0,25.0,11.0,96.0,12.0,7.0,16.0,,19.0,27.0,,38.0,21.0,8.0,10.0,,58.0,7.0,68.0,2.0,25.0,55.0,352.0,328.0,1.0,86.0,51.0,,403.0,5.0,6.0,2.0,,34.0,0.0,,,,,2.0,2.0,,,1.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,FC Cincinnati 2,FC_Cincinnati_2,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,Defender,3,1033.0,,55.0,438.0,109.0,23.0,7.0,33.0,23.0,1.0,149.0,1873.0,,96.0,4.0,829.0,21.0,10.0,5.0,12.0,28.0,1215.0,285.0,23.0,63.0,41.0,2.0,1620.0,95.0,17.0,2.0,504.0,62.0,2.0,18.0,76.0,17.0,151.0,34.0,9.0,11.0,,26.0,118.0,,54.0,48.0,34.0,24.0,,97.0,11.0,224.0,4.0,97.0,128.0,1113.0,964.0,2.0,301.0,192.0,1.0,1305.0,9.0,25.0,4.0,2.0,28.0,0.0,,3.0,,2.0,2.0,5.0,,1.0,1.0,,5.0,,,,,11.0,1.0,,2.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,FC Cincinnati 2,FC_Cincinnati_2,38w9u5vyb9bh5nne7xsyourdg,R. Belal,Midfielder,81,12.0,2.0,2.0,1.0,,3.0,,3.0,3.0,,,155.0,,6.0,2.0,4.0,2.0,10.0,1.0,5.0,,15.0,8.0,1.0,3.0,4.0,1.0,28.0,3.0,,,4.0,5.0,,2.0,2.0,1.0,8.0,,,,,,1.0,,5.0,4.0,,1.0,,3.0,1.0,6.0,,,1.0,12.0,12.0,,5.0,3.0,,15.0,2.0,3.0,1.0,,,0.0,,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,2.0,,,1.0,,0.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,FC Cincinnati 2,FC_Cincinnati_2,3or3t0tdkpkmvbvmk7pduk1ec,N. Brice,Defender,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,FC Cincinnati 2,FC_Cincinnati_2,bpr7u1cp7bzt1w2t1tsmru73e,J. Castellano,Forward,43,598.0,1.0,17.0,176.0,4.0,24.0,6.0,110.0,24.0,,37.0,2071.0,,242.0,20.0,229.0,16.0,10.0,36.0,57.0,1.0,708.0,440.0,23.0,132.0,46.0,10.0,1165.0,97.0,10.0,3.0,139.0,198.0,6.0,9.0,17.0,22.0,259.0,1.0,3.0,5.0,4.0,9.0,130.0,3.0,126.0,52.0,,59.0,,133.0,10.0,271.0,,16.0,65.0,658.0,621.0,34.0,258.0,113.0,11.0,771.0,70.0,29.0,47.0,,15.0,1.0,11.0,13.0,,15.0,2.0,5.0,6.0,,1.0,,5.0,2.0,3.0,1.0,3.0,58.0,7.0,,10.0,2.0,3.0,0.0,22.0,46.0,12.0,,,,,,3.0,,,,,,,,,,,,,,,,,6.0,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,FC Cincinnati 2,FC_Cincinnati_2,7xro49ojdjw9aztwbvg8tlzx0,H. Conteh,Defender,62,170.0,14.0,9.0,68.0,7.0,19.0,1.0,24.0,19.0,1.0,9.0,589.0,,51.0,1.0,99.0,4.0,10.0,3.0,8.0,3.0,212.0,75.0,5.0,27.0,12.0,1.0,359.0,29.0,14.0,4.0,13.0,57.0,9.0,1.0,21.0,9.0,60.0,5.0,37.0,6.0,,8.0,30.0,,28.0,13.0,8.0,2.0,,32.0,4.0,87.0,2.0,13.0,36.0,173.0,164.0,9.0,77.0,42.0,1.0,215.0,11.0,8.0,4.0,10.0,20.0,0.0,,1.0,,4.0,,1.0,,,,,3.0,,,,,5.0,1.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,FC Cincinnati 2,FC_Cincinnati_2,bjk65h9vk125gdcl5l2cx2qz8,M. Dreas,Midfielder,68,123.0,3.0,4.0,78.0,3.0,7.0,3.0,27.0,7.0,,4.0,402.0,,58.0,4.0,61.0,1.0,10.0,3.0,4.0,3.0,172.0,62.0,4.0,31.0,13.0,3.0,257.0,40.0,7.0,2.0,40.0,21.0,,5.0,14.0,6.0,62.0,3.0,3.0,9.0,1.0,8.0,35.0,1.0,28.0,16.0,3.0,8.0,,34.0,4.0,67.0,,9.0,37.0,123.0,119.0,,33.0,49.0,,172.0,7.0,11.0,4.0,3.0,16.0,0.0,1.0,1.0,,,,,1.0,,,,,,,,,7.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,FC Cincinnati 2,FC_Cincinnati_2,d6iso976ais8tquoaiqddbfv8,G. Dupont,Midfielder,90,21.0,,1.0,4.0,1.0,1.0,,8.0,1.0,,5.0,82.0,,14.0,1.0,8.0,1.0,10.0,3.0,4.0,,24.0,13.0,1.0,6.0,,1.0,45.0,2.0,,1.0,4.0,4.0,2.0,1.0,2.0,4.0,15.0,,,1.0,,1.0,3.0,,9.0,,,4.0,,6.0,3.0,12.0,,1.0,3.0,21.0,16.0,2.0,12.0,3.0,,24.0,5.0,3.0,1.0,,1.0,0.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,FC Cincinnati 2,FC_Cincinnati_2,39t59x9q2xumbn2hphk7urp7u,I. Foster,Defender,33,824.0,,51.0,473.0,66.0,24.0,9.0,58.0,24.0,8.0,56.0,2068.0,,150.0,3.0,523.0,21.0,10.0,10.0,14.0,10.0,1007.0,339.0,24.0,92.0,42.0,2.0,1514.0,108.0,43.0,3.0,84.0,142.0,19.0,34.0,71.0,19.0,201.0,30.0,106.0,32.0,,38.0,136.0,,79.0,51.0,33.0,9.0,,122.0,7.0,262.0,11.0,77.0,117.0,854.0,798.0,22.0,340.0,185.0,8.0,1039.0,16.0,59.0,8.0,9.0,75.0,0.0,1.0,4.0,,5.0,2.0,5.0,,,,,3.0,,,,,8.0,4.0,,1.0,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
