liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,Toronto FC,5ulotckza2yjo2wrwuukdyggl,Ø. Alseth,Defender,27,3.0,,269.0,12.0,,1.0,,86.0,1.0,22.0,1.0,45.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,36.0,22.0,3.0,17.0,86.0,2.0,2.0,1.0,63.0,4.0,1.0,20.0,,4.0,1.0,17.0,,5.0,10.0,4.0,6.0,6.0,141.0,,4.0,1.0,14.0,,31.0,3.0,23.0,7.0,,,3.0,1.0,2.0,1.0,2.0,18.0,9.0,5.0,,3.0,4.0,,,,,8.0,29.0,,,66.0,66.0,4.0,,,,,,2.0,11.0,1.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Toronto FC,cvz7rxusmcxxv17fij7dxx6mt,J. Altidore,Forward,17,10.0,16.0,2479.0,8.0,2.0,71.0,17.0,791.0,22.0,190.0,4.0,477.0,2.0,9.0,18.0,9.0,25.0,,28.0,410.0,101.0,13.0,209.0,801.0,15.0,57.0,27.0,542.0,23.0,59.0,227.0,,248.0,36.0,216.0,15.0,1.0,59.0,29.0,36.0,21.0,1229.0,,31.0,21.0,223.0,,181.0,156.0,65.0,133.0,34.0,,32.0,4.0,55.0,38.0,26.0,289.0,15.0,23.0,4.0,10.0,31.0,,7.0,,5.0,128.0,182.0,17.0,5.0,566.0,574.0,66.0,4.0,14.0,6.0,3.0,1.0,11.0,156.0,2.0,4.0,95.0,,3.0,11.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
USA_MLS,2017,Toronto FC,b6u6116764v2j7apsi25vx3v9,S. Beitashour,Defender,33,35.0,2.0,2013.0,129.0,5.0,8.0,,812.0,6.0,198.0,11.0,377.0,24.0,1.0,44.0,21.0,4.0,2.0,13.0,241.0,298.0,26.0,106.0,814.0,3.0,18.0,9.0,635.0,22.0,5.0,150.0,,34.0,12.0,144.0,,21.0,110.0,22.0,46.0,41.0,1222.0,,27.0,10.0,86.0,,301.0,23.0,45.0,59.0,1.0,,29.0,11.0,15.0,11.0,12.0,110.0,31.0,24.0,,35.0,27.0,,3.0,,4.0,38.0,281.0,,,662.0,664.0,24.0,9.0,1.0,4.0,,,21.0,51.0,5.0,33.0,48.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Toronto FC,boojy2a86m5qkyqqzxvdk9jv9,A. Bono,Goalkeeper,25,,,3020.0,,1.0,,,378.0,,,,156.0,211.0,2.0,429.0,1.0,,3.0,1.0,444.0,251.0,1.0,7.0,843.0,,1.0,1.0,195.0,31.0,,436.0,,45.0,1.0,357.0,,,359.0,33.0,2.0,79.0,1191.0,,34.0,1.0,7.0,,727.0,,82.0,14.0,,,212.0,,2.0,10.0,,18.0,20.0,34.0,,,34.0,,,,,3.0,71.0,,,199.0,407.0,11.0,13.0,,1.0,,,,4.0,1.0,1.0,4.0,76.0,,,,,308.0,,142.0,,,83.0,6.0,4.0,1.0,31.0,40.0,28.0,42.0,6.0,6.0,,,,,,,,,1.0,1.0,1.0,,,,,
USA_MLS,2017,Toronto FC,2c8lm8pc33blr2596jt0fxkgl,M. Bradley,Midfielder,4,5.0,,3150.0,4.0,,50.0,,2476.0,10.0,304.0,15.0,1144.0,8.0,10.0,100.0,22.0,10.0,2.0,7.0,427.0,1191.0,80.0,214.0,2634.0,,28.0,19.0,2140.0,31.0,11.0,314.0,12.0,731.0,27.0,262.0,2.0,1.0,394.0,35.0,37.0,78.0,3078.0,32.0,35.0,23.0,237.0,,861.0,11.0,59.0,127.0,1.0,1.0,180.0,,19.0,10.0,9.0,254.0,45.0,33.0,,26.0,35.0,17.0,,1.0,2.0,120.0,738.0,,,2182.0,2320.0,17.0,15.0,,2.0,,4.0,49.0,127.0,31.0,69.0,117.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_MLS,2017,Toronto FC,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,Midfielder,14,2.0,1.0,385.0,1.0,9.0,6.0,1.0,197.0,1.0,40.0,,112.0,2.0,,8.0,4.0,3.0,1.0,5.0,63.0,50.0,13.0,28.0,198.0,3.0,7.0,6.0,157.0,7.0,4.0,36.0,,46.0,4.0,34.0,2.0,,31.0,3.0,7.0,4.0,270.0,,12.0,3.0,42.0,,52.0,12.0,73.0,26.0,1.0,,5.0,,2.0,5.0,5.0,52.0,3.0,8.0,,2.0,12.0,,,,,21.0,60.0,1.0,,161.0,162.0,10.0,,,,,,9.0,26.0,4.0,4.0,21.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Toronto FC,48ov1qmhwufa44p9nykoh8jbp,B. Cheyrou,Midfielder,8,4.0,,616.0,3.0,7.0,8.0,1.0,416.0,2.0,34.0,2.0,221.0,4.0,1.0,24.0,2.0,3.0,1.0,3.0,107.0,132.0,17.0,55.0,430.0,2.0,5.0,11.0,312.0,7.0,7.0,79.0,,116.0,4.0,70.0,4.0,1.0,44.0,7.0,9.0,13.0,543.0,,14.0,5.0,59.0,,184.0,7.0,100.0,40.0,4.0,,39.0,2.0,9.0,3.0,2.0,65.0,9.0,8.0,,4.0,14.0,,,,,22.0,96.0,1.0,,338.0,351.0,6.0,2.0,,,,,13.0,25.0,4.0,11.0,37.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Toronto FC,5fpdf84s7zmskbl4xm3kj3fmd,A. Cooper,Midfielder,31,7.0,,946.0,12.0,13.0,8.0,,521.0,9.0,91.0,2.0,311.0,1.0,2.0,7.0,19.0,7.0,1.0,16.0,186.0,137.0,29.0,74.0,527.0,7.0,33.0,32.0,419.0,20.0,11.0,81.0,,125.0,13.0,73.0,3.0,,75.0,10.0,29.0,16.0,800.0,2.0,23.0,18.0,193.0,,139.0,23.0,31.0,99.0,4.0,,27.0,2.0,31.0,9.0,26.0,218.0,6.0,21.0,,8.0,23.0,1.0,1.0,2.0,1.0,103.0,172.0,,,440.0,446.0,25.0,,1.0,1.0,,1.0,20.0,119.0,9.0,13.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Toronto FC,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,18,26.0,3.0,2456.0,8.0,2.0,81.0,3.0,1456.0,12.0,273.0,3.0,812.0,9.0,1.0,40.0,44.0,13.0,3.0,27.0,357.0,422.0,77.0,190.0,1461.0,12.0,21.0,13.0,1163.0,24.0,18.0,230.0,,253.0,27.0,204.0,3.0,,162.0,29.0,70.0,52.0,1907.0,1.0,31.0,14.0,208.0,,368.0,42.0,100.0,134.0,5.0,,68.0,3.0,26.0,22.0,19.0,257.0,30.0,27.0,1.0,26.0,31.0,,3.0,2.0,1.0,96.0,567.0,3.0,,1226.0,1231.0,49.0,3.0,6.0,2.0,,3.0,48.0,123.0,29.0,51.0,112.0,4.0,11.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Toronto FC,817ltkyap93lk4mew1u7p8xk9,R. Edwards,Forward,44,27.0,5.0,1064.0,47.0,12.0,4.0,1.0,433.0,13.0,107.0,9.0,213.0,5.0,2.0,18.0,14.0,6.0,,24.0,244.0,122.0,40.0,89.0,433.0,4.0,22.0,25.0,306.0,11.0,10.0,107.0,,193.0,9.0,115.0,1.0,15.0,70.0,10.0,24.0,19.0,781.0,,22.0,15.0,165.0,,105.0,51.0,35.0,104.0,4.0,,20.0,9.0,14.0,25.0,28.0,214.0,11.0,11.0,1.0,27.0,22.0,,1.0,,4.0,86.0,28.0,1.0,,326.0,326.0,49.0,2.0,1.0,4.0,,,29.0,110.0,11.0,18.0,79.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
