liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Penalties Conceded,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Games Played,Ground Duels lost,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Successful Lay-offs,Corners Won,Yellow Cards,Penalty Goals Conceded,Successful Dribbles,Goals Conceded Inside Box,Shots On Target ( inc goals ),Successful Long Passes,Unsuccessful Dribbles,Goals Conceded,Unsuccessful Crosses & Corners,Hit Woodwork,Leftside Passes,Clean Sheets,Substitute On,Blocks,Saves Made,GK Successful Distribution,Successful Launches,Punches,Penalties Saved,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Offsides,Throw Ins to Own Player,Successful Crosses & Corners,Throw Ins to Opposition Player,Successful Crosses open play,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Corners into Box,Goals Conceded Outside Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Goals,Headed Goals,Clearances Off the Line,Goals from Inside Box,Right Foot Goals,Goals from Outside Box,Left Foot Goals,Catches,Saves made - caught,Unsuccessful lay-offs,Second Goal Assists,Goalkeeper Smother,Drops,Foul Won Penalty,Set Pieces Goals,Penalties Taken,Penalty Goals,Last Man Tackle,Own Goal Scored,Penalties Off Target,Total Red Cards,Straight Red Cards
Concacaf_Concacaf_Champions_Cup,2019,Sporting Kansas City,czvx554bt0j1jjq8ku3xzcpud,B. Baráth,Defender,2,214.0,,139.0,7.0,30.0,3.0,7.0,1.0,1.0,,16.0,97.0,1.0,7.0,141.0,,5.0,117.0,2.0,14.0,34.0,,9.0,10.0,2.0,1.0,5.0,160.0,3.0,,12.0,49.0,3.0,46.0,8.0,1.0,6.0,18.0,3.0,3.0,10.0,125.0,127.0,6.0,1.0,10.0,,5.0,2.0,,,,,,,3.0,1.0,10.0,,5.0,,,51.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,3.0,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Sporting Kansas City,3zvj76iwkxqp853t8sjt58t1,M. Besler,Defender,5,540.0,,472.0,17.0,130.0,20.0,34.0,2.0,,10.0,88.0,273.0,4.0,46.0,483.0,,11.0,382.0,,80.0,211.0,2.0,50.0,28.0,6.0,4.0,30.0,539.0,6.0,7.0,27.0,207.0,,58.0,20.0,4.0,11.0,48.0,16.0,6.0,18.0,392.0,403.0,21.0,4.0,28.0,,6.0,9.0,,,,,1.0,1.0,10.0,,21.0,,12.0,,,48.0,3.0,,4.0,,,3.0,,,,,,,,,,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Sporting Kansas City,3haxsyfrccsgw6x5jgbwdjze,G. Busio,Forward,13,59.0,,28.0,8.0,17.0,,,1.0,,,8.0,6.0,2.0,5.0,28.0,,1.0,22.0,1.0,5.0,6.0,,4.0,,,1.0,2.0,36.0,3.0,1.0,5.0,5.0,3.0,83.0,3.0,,1.0,6.0,,3.0,3.0,23.0,23.0,1.0,1.0,3.0,1.0,,2.0,,,,,,,3.0,1.0,1.0,1.0,4.0,1.0,,9.0,,3.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Sporting Kansas City,93455tpsmcddxazi8je6f5lud,Y. Croizet,Midfielder,10,108.0,1.0,37.0,7.0,24.0,,1.0,,,1.0,24.0,10.0,,5.0,39.0,1.0,4.0,31.0,,6.0,5.0,4.0,10.0,4.0,1.0,,,70.0,3.0,3.0,22.0,6.0,3.0,15.0,9.0,3.0,3.0,26.0,2.0,3.0,16.0,32.0,33.0,4.0,,17.0,,,6.0,1.0,,,,1.0,3.0,3.0,,2.0,3.0,4.0,4.0,,21.0,,2.0,,,,,,,,,,,,,2.0,,1.0,,,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Sporting Kansas City,16dmszlgoxqwzncidglrv9j9x,R. Espinoza,Midfielder,17,495.0,,280.0,50.0,140.0,2.0,10.0,2.0,3.0,5.0,79.0,87.0,11.0,45.0,282.0,2.0,9.0,197.0,5.0,55.0,52.0,9.0,52.0,36.0,6.0,5.0,8.0,365.0,6.0,2.0,48.0,77.0,7.0,68.0,37.0,11.0,12.0,65.0,9.0,6.0,23.0,225.0,227.0,17.0,7.0,28.0,4.0,7.0,25.0,5.0,3.0,1.0,,1.0,3.0,8.0,2.0,30.0,6.0,9.0,5.0,,103.0,2.0,,2.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Sporting Kansas City,ar5egjfxvgref6nzy4onfmsid,Gerso,Forward,12,438.0,,121.0,43.0,84.0,1.0,1.0,1.0,6.0,5.0,66.0,18.0,4.0,22.0,124.0,1.0,12.0,99.0,12.0,23.0,51.0,5.0,25.0,17.0,4.0,6.0,4.0,206.0,6.0,6.0,49.0,14.0,40.0,71.0,17.0,7.0,2.0,56.0,,6.0,34.0,98.0,101.0,7.0,2.0,39.0,2.0,,15.0,5.0,2.0,8.0,,1.0,4.0,9.0,6.0,2.0,14.0,10.0,6.0,1.0,16.0,1.0,2.0,,,,,,,,,,,,,5.0,1.0,1.0,,1.0,3.0,3.0,1.0,,,1.0,,1.0,2.0,,4.0,,,4.0,1.0,,3.0,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Sporting Kansas City,dvmrpyskb14jzf3kiii5tazth,Andreu Fontàs,Defender,4,326.0,,287.0,11.0,84.0,6.0,11.0,2.0,,5.0,28.0,178.0,3.0,15.0,288.0,1.0,2.0,249.0,,26.0,65.0,1.0,17.0,24.0,4.0,3.0,9.0,316.0,4.0,1.0,9.0,116.0,1.0,56.0,13.0,3.0,9.0,23.0,8.0,4.0,5.0,261.0,262.0,14.0,2.0,10.0,1.0,6.0,4.0,,,,1.0,1.0,,7.0,,13.0,,7.0,,,96.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Sporting Kansas City,97v4i8vhlqwj93tth2fknmq51,F. Gutiérrez,Midfielder,21,413.0,,232.0,51.0,142.0,,2.0,3.0,3.0,3.0,62.0,68.0,11.0,30.0,240.0,2.0,10.0,202.0,6.0,32.0,73.0,6.0,32.0,30.0,5.0,9.0,5.0,327.0,5.0,7.0,56.0,73.0,15.0,51.0,29.0,10.0,4.0,63.0,2.0,5.0,31.0,200.0,208.0,7.0,8.0,34.0,3.0,5.0,25.0,4.0,,1.0,2.0,1.0,4.0,8.0,3.0,6.0,5.0,9.0,5.0,1.0,43.0,2.0,,1.0,,,1.0,,,,,,,,,,2.0,2.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Sporting Kansas City,1l9y46n47adq6puujt4pt072t,N. Hasler,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Sporting Kansas City,5poofr1j8221dhowins42c1jp,E. Hurtado,Forward,19,115.0,,13.0,5.0,8.0,,,1.0,1.0,4.0,11.0,4.0,2.0,3.0,15.0,,6.0,12.0,2.0,3.0,3.0,,3.0,1.0,1.0,2.0,,37.0,3.0,1.0,18.0,2.0,5.0,96.0,10.0,5.0,1.0,23.0,1.0,3.0,9.0,10.0,12.0,5.0,2.0,13.0,,,9.0,,,1.0,,,2.0,1.0,1.0,,,2.0,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
