liga,temporada,equipo,id,nombre,posicion,dorsal,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Starts,Recoveries,Successful Corners into Box,Tackles Won,Successful Passes Own Half,Aerial Duels lost,Aerial Duels,Right Foot Goals,Unsuccessful Crosses & Corners,Goals from Outside Box,Leftside Passes,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Fifty Fifty,PutThrough/Blocked Distribution,Assists (Intentional),Total Unsuccessful Passes ( Excl Crosses & Corners ),Second Goal Assists,Open Play Passes,Blocked Shots,Successful Short Passes,Ground Duels lost,Clean Sheets,Time Played,Duels,Throw Ins to Own Player,Total Fouls Conceded,Goal Assists,Total Fouls Won,Corners Won,Handballs conceded,Unsuccessful lay-offs,Unsuccessful Passes Own Half,Rightside Passes,Total Tackles,Total Clearances,Unsuccessful Dribbles,Unsuccessful Corners into Box,Successful Passes Opposition Half,Appearances,Corners Taken (incl short corners),Successful Dribbles,Hit Woodwork,Goals Conceded Inside Box,Forward Passes,Aerial Duels won,Straight Red Cards,Key Passes (Attempt Assists),Goals,Total Touches In Opposition Box,Times Tackled,Index,Penalty Goals Conceded,Goals Conceded,Goals Conceded Outside Box,Unsuccessful Long Passes,Successful Crosses & Corners,Substitute Off,Total Red Cards,Unsuccessful Launches,Successful Long Passes,Successful Crosses open play,Goals from Inside Box,Attempts from Set Pieces,Successful Lay-offs,Touches,Tackles Lost,Yellow Cards,Substitute On,Interceptions,PutThrough/Blocked Distribution Won,Backward Passes,Ground Duels won,Successful Open Play Passes,Ground Duels,Duels lost,Unsuccessful Crosses open play,Games Played,Through balls,Total Losses Of Possession,Fifty Fifty,Duels won,Total Passes,Total Shots,Foul Attempted Tackle,Shots On Target ( inc goals ),Home Goals,Away Goals,Winning Goal,Blocks,Successful Launches,GK Successful Distribution,Clearances Off the Line,Offsides,Left Foot Goals,Throw Ins to Opposition Player,Headed Goals,GK Unsuccessful Distribution,Last Man Tackle,Saves Made from Outside Box,Drops,Penalties Faced,Penalties Conceded,Saves Made,Punches,Saves made - parried,Catches,Saves Made from Inside Box,Goalkeeper Smother,Saves made - caught,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Penalties Saved,Saves from Penalty,Goal Kicks,Overruns,Last Player Tackle,Goals Openplay,Penalties Off Target,Other Goals,Carries,Progressive Carries,Final Third Touches,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved
USA_MLS,2022,Club de Foot Montréal,3dev7rxsam4451gyu07wwrkkp,Z. Bassong,Defender,19,2.0,10.0,1.0,13.0,,,31.0,6.0,11.0,,6.0,,2.0,16.0,78.0,1.0,5.0,,17.0,,93.0,,75.0,7.0,,181.0,19.0,15.0,4.0,,,2.0,1.0,1.0,7.0,40.0,,6.0,2.0,,48.0,10.0,,1.0,,3.0,24.0,5.0,,2.0,,3.0,2.0,8.0,,3.0,,7.0,1.0,1.0,,6.0,3.0,1.0,,,,139.0,,1.0,9.0,2.0,1.0,29.0,1.0,76.0,8.0,13.0,6.0,10.0,1.0,30.0,1.0,6.0,95.0,2.0,1.0,,,,0.0,1.0,1.0,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Club de Foot Montréal,3dtxx6whin53g58f5rz9xil7t,Z. Brault-Guillard,Defender,15,2.0,43.0,5.0,35.0,,6.0,99.0,10.0,15.0,4.0,19.0,1.0,123.0,50.0,246.0,4.0,20.0,3.0,50.0,1.0,293.0,,239.0,32.0,,631.0,62.0,47.0,4.0,3.0,3.0,6.0,,,19.0,18.0,9.0,5.0,16.0,,164.0,19.0,1.0,3.0,,7.0,78.0,5.0,,12.0,4.0,16.0,23.0,12.0,2.0,9.0,2.0,7.0,17.0,3.0,,2.0,7.0,17.0,3.0,,1.0,483.0,3.0,1.0,14.0,8.0,7.0,77.0,15.0,243.0,47.0,42.0,19.0,19.0,,111.0,5.0,20.0,296.0,6.0,2.0,4.0,3.0,1.0,1.0,2.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
USA_MLS,2022,Club de Foot Montréal,b6bxaibppt85so3xkms5fksmh,S. Breza,Goalkeeper,1,,12.0,23.0,168.0,,,346.0,1.0,7.0,,,,118.0,56.0,386.0,,1.0,,118.0,,283.0,,298.0,1.0,3.0,2070.0,11.0,,2.0,,3.0,,,,62.0,94.0,,26.0,,,40.0,23.0,,,,31.0,292.0,6.0,,,,,,11.0,5.0,38.0,7.0,106.0,,,,33.0,88.0,,,,,724.0,,2.0,,2.0,1.0,,3.0,221.0,4.0,2.0,,23.0,,124.0,,9.0,504.0,,1.0,,,,0.0,,14.0,237.0,,,,,,34.0,,15.0,,5.0,1.0,51.0,13.0,13.0,18.0,34.0,4.0,2.0,,,,,,,1.0,,,162.0,,,,,,,,,,,,
USA_MLS,2022,Club de Foot Montréal,4bjmhb55kv6xfixdff153gudx,R. Camacho,Defender,4,5.0,122.0,30.0,178.0,,21.0,1110.0,26.0,82.0,,2.0,,571.0,135.0,1699.0,37.0,16.0,,227.0,,1794.0,3.0,1577.0,45.0,6.0,2650.0,181.0,2.0,33.0,,8.0,,,,94.0,528.0,38.0,72.0,1.0,,589.0,30.0,,8.0,,38.0,752.0,56.0,,5.0,1.0,21.0,3.0,11.0,7.0,45.0,7.0,105.0,,3.0,,38.0,122.0,,1.0,,2.0,2183.0,17.0,7.0,,54.0,8.0,75.0,54.0,1590.0,99.0,71.0,2.0,30.0,1.0,244.0,57.0,110.0,1926.0,7.0,16.0,2.0,0.0,1.0,0.0,5.0,6.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
USA_MLS,2022,Club de Foot Montréal,ebhq4fl7e2p1zwhwpeu65a4iy,G. Campbell,Defender,24,5.0,86.0,16.0,125.0,,11.0,547.0,29.0,61.0,,,,238.0,79.0,828.0,12.0,29.0,,135.0,,940.0,,779.0,46.0,3.0,1476.0,145.0,9.0,19.0,,8.0,4.0,,,56.0,268.0,21.0,64.0,7.0,,281.0,20.0,,9.0,,17.0,378.0,32.0,,7.0,,13.0,17.0,10.0,1.0,20.0,3.0,49.0,,2.0,,19.0,49.0,,,,,1194.0,10.0,3.0,4.0,20.0,12.0,79.0,38.0,806.0,84.0,75.0,,20.0,2.0,167.0,23.0,70.0,963.0,8.0,5.0,3.0,,,0.0,12.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
USA_MLS,2022,Club de Foot Montréal,eb5gnc53xeybw4q02lijnamay,M. Choinière,Midfielder,29,6.0,90.0,15.0,87.0,,20.0,231.0,12.0,23.0,2.0,17.0,,124.0,81.0,619.0,17.0,38.0,,98.0,1.0,707.0,8.0,600.0,56.0,,1394.0,146.0,61.0,17.0,,22.0,4.0,,,34.0,211.0,36.0,11.0,11.0,1.0,391.0,27.0,4.0,9.0,,20.0,194.0,11.0,,13.0,2.0,27.0,26.0,12.0,1.0,22.0,2.0,8.0,3.0,14.0,,3.0,19.0,3.0,2.0,,6.0,1023.0,16.0,1.0,12.0,11.0,22.0,188.0,67.0,609.0,123.0,68.0,15.0,27.0,,179.0,35.0,78.0,717.0,8.0,6.0,2.0,2.0,0.0,1.0,3.0,,,,2.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,
USA_MLS,2022,Club de Foot Montréal,3ju0ueq9ldm2cqx8cn3p4ecx5,G. Corbo,Defender,25,2.0,51.0,13.0,66.0,,14.0,330.0,10.0,23.0,,3.0,,261.0,66.0,573.0,6.0,12.0,,94.0,,641.0,2.0,529.0,17.0,4.0,1134.0,65.0,6.0,11.0,,3.0,1.0,,,31.0,79.0,21.0,28.0,,,246.0,14.0,,2.0,,14.0,295.0,13.0,,4.0,,6.0,1.0,13.0,2.0,15.0,1.0,43.0,3.0,2.0,,15.0,44.0,3.0,,,,795.0,7.0,3.0,1.0,13.0,4.0,32.0,25.0,550.0,42.0,27.0,3.0,14.0,1.0,110.0,13.0,38.0,667.0,2.0,8.0,,,,0.0,10.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Club de Foot Montréal,c3dtl72eb5ejh6h7ujaspomsq,B. Duke,Midfielder,10,5.0,119.0,16.0,83.0,4.0,15.0,245.0,12.0,19.0,1.0,14.0,,199.0,122.0,617.0,19.0,16.0,2.0,140.0,2.0,734.0,6.0,590.0,92.0,1.0,1486.0,201.0,8.0,26.0,5.0,39.0,9.0,,,32.0,184.0,27.0,8.0,28.0,6.0,381.0,29.0,15.0,24.0,,20.0,225.0,7.0,,23.0,1.0,35.0,50.0,10.0,2.0,22.0,2.0,21.0,9.0,10.0,,5.0,27.0,6.0,1.0,,11.0,1053.0,12.0,5.0,13.0,8.0,4.0,149.0,90.0,595.0,182.0,104.0,7.0,29.0,11.0,256.0,49.0,97.0,757.0,9.0,14.0,4.0,1.0,0.0,0.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_MLS,2022,Club de Foot Montréal,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,Defender,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Club de Foot Montréal,dney1uawdhb2lsnj00jcunn1m,T. Giraldo,Midfielder,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
