root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,Own Goal Scored,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Substitute On,Successful Launches,Unsuccessful Crosses & Corners,Unsuccessful lay-offs,Blocks,Offsides,Successful Lay-offs,Goals,Right Foot Goals,Corners Won,Shots On Target ( inc goals ),Hit Woodwork,Goals from Inside Box,Substitute Off,Through balls,Successful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses open play,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Successful Corners into Box,Left Foot Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Catches,Drops,Foul Won Penalty,Handballs conceded,Penalties Off Target,Clearances Off the Line,Clean Sheets,Goalkeeper Smother,Penalty Goals Conceded,Penalties Conceded,Crosses not Claimed,Penalties Faced,Headed Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Saves made - caught,Set Pieces Goals,Second Goal Assists,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Puerto Rico Under 17,Puerto_Rico_Under_17,ae92o3n6yts7dqkt35mdo0qju,A. Pomales,Midfielder,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Puerto Rico Under 17,Puerto_Rico_Under_17,b9bz5r34tmt9ji5306z5a7koa,L. Antonetti,Forward,13,29.0,,6.0,1.0,,,,1.0,,,,,,4.0,4.0,,2.0,7.0,1.0,,3.0,1.0,,3.0,4.0,,3.0,,,1.0,,,,8.0,1.0,,1.0,2.0,,10.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,3.0,4.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Puerto Rico Under 17,Puerto_Rico_Under_17,6texpsd8mza1fbby9b9z6xsve,J. Bermudez,Forward,16,90.0,,22.0,10.0,7.0,,,,,2.0,,1.0,4.0,12.0,10.0,,7.0,24.0,,,17.0,1.0,,7.0,8.0,1.0,5.0,,,4.0,1.0,4.0,2.0,34.0,1.0,,6.0,2.0,2.0,10.0,4.0,,,1.0,3.0,1.0,13.0,1.0,2.0,1.0,5.0,4.0,15.0,17.0,7.0,,9.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Puerto Rico Under 17,Puerto_Rico_Under_17,7djbfbsqwu0g7wd1xo1ufp2zu,G. Calderón,Defender,2,90.0,,16.0,,10.0,5.0,,8.0,,2.0,,1.0,1.0,14.0,3.0,5.0,3.0,23.0,,,4.0,1.0,,11.0,2.0,,7.0,,,8.0,1.0,2.0,4.0,50.0,1.0,,8.0,20.0,,10.0,8.0,,8.0,2.0,1.0,,10.0,11.0,2.0,1.0,1.0,1.0,9.0,12.0,2.0,3.0,2.0,2.0,2.0,7.0,,,3.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Puerto Rico Under 17,Puerto_Rico_Under_17,2g0eh9bsq85gmdi3rxjw7y1d6,D. Gerena,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Puerto Rico Under 17,Puerto_Rico_Under_17,9270niimj2tcwktokpzccnqlm,J. Sanchez,Midfielder,8,90.0,,25.0,3.0,5.0,3.0,,5.0,,,1.0,1.0,3.0,14.0,14.0,3.0,4.0,27.0,3.0,,18.0,1.0,1.0,9.0,6.0,,8.0,,,10.0,1.0,,1.0,46.0,1.0,3.0,11.0,13.0,1.0,10.0,6.0,,,2.0,1.0,,15.0,4.0,2.0,1.0,6.0,5.0,17.0,18.0,4.0,3.0,9.0,,1.0,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Puerto Rico Under 17,Puerto_Rico_Under_17,8f32yy31fsnawg26hrsrgqa96,A. Olivari,Defender,4,90.0,4.0,13.0,,2.0,2.0,,3.0,,1.0,,1.0,1.0,10.0,5.0,4.0,3.0,13.0,1.0,,6.0,1.0,,6.0,1.0,,4.0,,4.0,5.0,1.0,3.0,2.0,35.0,1.0,1.0,7.0,10.0,,10.0,5.0,,1.0,,1.0,,9.0,3.0,2.0,1.0,3.0,2.0,7.0,7.0,2.0,3.0,4.0,1.0,3.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Puerto Rico Under 17,Puerto_Rico_Under_17,h1081c4cdvmpa43kw60uy6ay,J. Lopez,Midfielder,17,61.0,,21.0,2.0,9.0,,,1.0,,,1.0,1.0,3.0,12.0,4.0,,7.0,21.0,1.0,1.0,12.0,,2.0,8.0,3.0,,7.0,,,4.0,1.0,,1.0,30.0,1.0,1.0,6.0,11.0,,10.0,6.0,,1.0,1.0,4.0,,13.0,1.0,1.0,1.0,4.0,5.0,13.0,13.0,7.0,,7.0,,,2.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Puerto Rico Under 17,Puerto_Rico_Under_17,cnvbxcu2jij6gj605ejik136y,J. Mateo,Defender,7,12.0,,1.0,,,,,,,1.0,,,1.0,3.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,5.0,1.0,,1.0,,,10.0,1.0,,,1.0,,,2.0,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Puerto Rico Under 17,Puerto_Rico_Under_17,2lrzbd7tj41xgrfi00ich1i0a,I. Suarez,Goalkeeper,1,90.0,,2.0,,6.0,,,11.0,,,,1.0,,12.0,6.0,,1.0,24.0,,,2.0,1.0,,12.0,,,7.0,,,10.0,1.0,,5.0,35.0,1.0,,1.0,23.0,,10.0,1.0,,10.0,,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,12.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,11.0,1.0,1.0,2.0,4.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,
