liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,Charleston Battery,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,Defender,22,2.0,9.0,9.0,3.0,8.0,43.0,2.0,4.0,3.0,5.0,1.0,,28.0,131.0,4.0,56.0,,,1.0,1.0,1.0,115.0,47.0,74.0,100.0,,146.0,,20.0,136.0,,120.0,5.0,16.0,151.0,,2.0,9.0,11.0,5.0,7.0,0.0,4.0,2.0,2.0,1.0,6.0,,1.0,1.0,,1.0,1.0,,20.0,,1.0,7.0,2.0,1.0,,,,,,,,,1.0,,,,4.0,,,,1.0,,,1.0,3.0,3.0,,,,,,,,,1.0,,,,,,,12.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charleston Battery,14oq6mvlh5e51d9y20nbpok4p,C. Allan,Midfielder,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charleston Battery,dtb9aa7wp7e73bm367myma1n9,J. Berner,Goalkeeper,1,2.0,,4.0,4.0,,18.0,2.0,4.0,3.0,3.0,3.0,,25.0,46.0,13.0,10.0,,,,,,45.0,3.0,48.0,43.0,,210.0,3.0,2.0,53.0,,51.0,,2.0,68.0,,1.0,2.0,1.0,1.0,,0.0,1.0,,1.0,,,,,,,2.0,7.0,,8.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charleston Battery,660a1dq2kk90vuzw0ru6mbmy,Miguel Berry,Forward,90,2.0,5.0,8.0,4.0,29.0,5.0,2.0,3.0,2.0,7.0,3.0,2.0,4.0,28.0,5.0,15.0,2.0,2.0,1.0,,,24.0,19.0,6.0,25.0,2.0,122.0,1.0,10.0,29.0,3.0,25.0,11.0,4.0,44.0,,,,3.0,1.0,4.0,0.0,1.0,,1.0,2.0,4.0,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,4.0,,1.0,,3.0,,,,,,,,,,,,,,1.0,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charleston Battery,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,Defender,7,2.0,18.0,13.0,8.0,50.0,22.0,2.0,3.0,2.0,11.0,6.0,4.0,48.0,92.0,7.0,4.0,4.0,,,3.0,3.0,76.0,47.0,32.0,69.0,24.0,151.0,1.0,27.0,92.0,,76.0,3.0,16.0,147.0,4.0,1.0,3.0,19.0,1.0,13.0,0.0,2.0,,2.0,2.0,5.0,,2.0,5.0,2.0,2.0,,,7.0,1.0,2.0,2.0,,3.0,,,,,,1.0,,2.0,,,,,5.0,1.0,,,4.0,4.0,,,,,,,,,,,,,1.0,,,,,,,22.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charleston Battery,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,Forward,13,2.0,14.0,28.0,13.0,56.0,10.0,2.0,2.0,1.0,24.0,13.0,1.0,16.0,42.0,3.0,6.0,1.0,2.0,,1.0,,31.0,26.0,10.0,35.0,1.0,176.0,8.0,26.0,46.0,2.0,35.0,13.0,11.0,85.0,1.0,,2.0,11.0,1.0,9.0,0.0,4.0,4.0,,2.0,15.0,,,1.0,1.0,2.0,,,,,3.0,,3.0,3.0,,1.0,,,,2.0,1.0,2.0,2.0,,,2.0,11.0,2.0,,,6.0,1.0,4.0,4.0,,,,,,,,,,,1.0,,,,,,,13.0,9.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charleston Battery,d50x000h9o6i8kd8aihie4lx,M. Foster,Forward,99,2.0,8.0,9.0,2.0,44.0,4.0,2.0,1.0,1.0,9.0,2.0,2.0,19.0,38.0,3.0,8.0,2.0,,1.0,,,28.0,23.0,6.0,27.0,4.0,123.0,1.0,20.0,39.0,3.0,29.0,16.0,10.0,68.0,1.0,,,10.0,1.0,10.0,0.0,,,,5.0,7.0,,1.0,2.0,,1.0,,,2.0,,,2.0,2.0,,,,,,,1.0,,1.0,,1.0,,1.0,7.0,2.0,3.0,1.0,5.0,1.0,5.0,5.0,,,,,,,,,,,,2.0,,,,,,7.0,4.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charleston Battery,cmwt0ezk7xwvni92pnkhgi0b8,K. Held,Defender,2,1.0,,4.0,1.0,6.0,,1.0,1.0,1.0,4.0,1.0,,1.0,2.0,,1.0,,,1.0,,,,,,,,8.0,,7.0,2.0,,,,2.0,9.0,1.0,,,3.0,,2.0,0.0,,,,,3.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,3.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charleston Battery,94zkjopy373mgso15ljxmhd04,N. Houssou,Midfielder,91,2.0,26.0,16.0,9.0,41.0,44.0,2.0,4.0,3.0,14.0,7.0,3.0,45.0,158.0,12.0,45.0,3.0,3.0,,3.0,3.0,136.0,74.0,67.0,126.0,13.0,210.0,5.0,29.0,160.0,4.0,138.0,6.0,22.0,201.0,3.0,2.0,7.0,17.0,8.0,15.0,0.0,2.0,,2.0,4.0,7.0,,1.0,4.0,1.0,2.0,1.0,1.0,12.0,,2.0,3.0,2.0,2.0,,1.0,,,,,,,,,,1.0,7.0,,1.0,,3.0,3.0,1.0,,,,,,,,,,,,1.0,,,,,,,32.0,16.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charleston Battery,bb34lcry9sz8vo09n51f2j3f8,A. Hughes,Forward,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
