liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels lost,Successful Open Play Passes,Total Touches In Opposition Box,Interceptions,Aerial Duels won,Ground Duels won,Aerial Duels lost,Times Tackled,Starts,Open Play Passes,PutThrough/Blocked Distribution,Total Tackles,Offsides,Successful Crosses open play,Touches,Unsuccessful Short Passes,Leftside Passes,Successful Passes Opposition Half,Substitute Off,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Successful Launches,Penalty Goals Conceded,Forward Passes,Time Played,Total Fouls Won,Foul Attempted Tackle,Duels,Overruns,Unsuccessful Long Passes,Successful Passes Own Half,Appearances,Index,Total Clearances,Total Fouls Conceded,Goals Conceded Inside Box,Ground Duels,Successful Long Passes,Unsuccessful Crosses & Corners,Aerial Duels,Rightside Passes,Backward Passes,Shots Off Target (inc woodwork),Successful Crosses & Corners,Tackles Won,Total Passes,Yellow Cards,Tackles Lost,Successful Dribbles,Duels lost,Unsuccessful Passes Opposition Half,Corners Won,Throw Ins to Own Player,Games Played,Successful Short Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Total Shots,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Unsuccessful Launches,Duels won,Key Passes (Attempt Assists),Blocks,Total Losses Of Possession,Unsuccessful Passes Own Half,Winning Goal,Substitute On,Foul Won Penalty,Successful Lay-offs,Shots On Target ( inc goals ),Goals,Total Red Cards,Handballs conceded,Headed Goals,Straight Red Cards,Unsuccessful Corners into Box,Through balls,Corners Taken (incl short corners),Blocked Shots,Right Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Goal Assists,Penalties Conceded,Unsuccessful lay-offs,Hit Woodwork,Goals from Outside Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Assists (Intentional),Penalties Taken,Penalty Goals,Clearances Off the Line,Successful Corners into Box,Saves Made from Inside Box,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made,Own Goal Scored,Red Cards - 2nd Yellow,Saves made - parried,Punches,Saves made - caught,Catches,Goalkeeper Smother,Penalties Faced,Penalties Off Target,Successful Fifty Fifty,Fifty Fifty,Second Goal Assists,Saves from Penalty,Penalties Saved,Crosses not Claimed,Drops,Last Player Tackle,Other Goals
Mexico_Liga_MX,2020-2021,Club León,2ufp5icqczg2wvcxl5axnxu96,F. Ambríz,Midfielder,5,2.0,41.0,,1.0,3.0,3.0,3.0,,1.0,48.0,1.0,3.0,,,62.0,6.0,16.0,22.0,,1.0,7.0,,1.0,,,15.0,91.0,,2.0,11.0,,1.0,19.0,2.0,10.0,2.0,3.0,,5.0,1.0,,6.0,13.0,4.0,1.0,,1.0,48.0,,2.0,,5.0,4.0,,,2.0,40.0,,41.0,,2.0,2.0,1.0,,1.0,6.0,,2.0,8.0,3.0,0.0,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club León,9h4vvepqxghptj4mak1v8nsnp,P. Aquino,Midfielder,18,83.0,939.0,13.0,8.0,25.0,73.0,34.0,19.0,16.0,1031.0,32.0,45.0,,1.0,1257.0,77.0,354.0,443.0,5.0,10.0,92.0,6.0,20.0,1.0,3.0,237.0,1383.0,20.0,18.0,215.0,2.0,15.0,514.0,20.0,10.0,21.0,35.0,10.0,156.0,55.0,3.0,59.0,309.0,148.0,7.0,1.0,33.0,1048.0,3.0,12.0,8.0,117.0,56.0,1.0,,20.0,901.0,3.0,956.0,4.0,8.0,99.0,,,6.0,98.0,8.0,6.0,135.0,39.0,0.0,4.0,,1.0,1.0,,2.0,3.0,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club León,84r1msh0g1qj25wss1n4fv74l,S. Barreiro,Defender,21,23.0,1035.0,18.0,26.0,45.0,37.0,44.0,5.0,22.0,1214.0,26.0,16.0,3.0,1.0,1475.0,107.0,508.0,381.0,2.0,18.0,181.0,2.0,11.0,11.0,5.0,554.0,1944.0,17.0,6.0,149.0,,74.0,706.0,22.0,10.0,60.0,17.0,16.0,60.0,120.0,,89.0,136.0,69.0,4.0,1.0,12.0,1267.0,2.0,4.0,5.0,67.0,108.0,1.0,5.0,22.0,966.0,,1086.0,8.0,5.0,80.0,2.0,,28.0,82.0,3.0,10.0,200.0,73.0,0.0,,1.0,,1.0,,1.0,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club León,ai1q7eeu5k90x364z6g4bxl91,A. Blanco,Goalkeeper,1,,37.0,,,,,,,3.0,39.0,,,,,98.0,,14.0,13.0,,1.0,5.0,,,,,35.0,270.0,,,,,5.0,55.0,3.0,10.0,2.0,,1.0,,19.0,,,24.0,,,,,73.0,,,,,3.0,,,3.0,49.0,,68.0,2.0,,22.0,,,2.0,,1.0,,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,35.0,23.0,3.0,3.0,5.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,
Mexico_Liga_MX,2020-2021,Club León,av5uo0p5jq933l06f12zt9mtx,G. Burón,Defender,3,3.0,84.0,1.0,,1.0,2.0,2.0,,2.0,94.0,3.0,1.0,,,114.0,9.0,33.0,49.0,1.0,1.0,10.0,,,,,29.0,135.0,1.0,2.0,8.0,,1.0,38.0,2.0,10.0,1.0,3.0,1.0,5.0,2.0,,3.0,15.0,20.0,,,,97.0,,1.0,,5.0,3.0,,5.0,2.0,85.0,,87.0,1.0,,4.0,,,1.0,3.0,,1.0,12.0,7.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club León,bzb96y82gcod1quxxvz6csvyt,J. Campbell,Forward,12,64.0,270.0,35.0,1.0,6.0,86.0,22.0,39.0,7.0,327.0,16.0,12.0,2.0,,552.0,49.0,105.0,201.0,6.0,6.0,58.0,14.0,3.0,,3.0,71.0,909.0,44.0,16.0,178.0,1.0,9.0,77.0,22.0,10.0,4.0,20.0,6.0,150.0,9.0,10.0,28.0,62.0,97.0,11.0,1.0,8.0,335.0,1.0,4.0,30.0,86.0,57.0,5.0,5.0,22.0,268.0,10.0,277.0,1.0,20.0,29.0,,,4.0,92.0,10.0,,132.0,11.0,1.0,15.0,,9.0,9.0,1.0,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,0.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club León,5jj07az7i7svdgh5egd1s5dqt,R. Cota,Goalkeeper,30,1.0,181.0,,,5.0,9.0,,,20.0,214.0,,4.0,,,625.0,4.0,116.0,35.0,,17.0,87.0,,,14.0,5.0,225.0,1800.0,6.0,1.0,15.0,,83.0,289.0,20.0,10.0,15.0,1.0,15.0,10.0,66.0,,5.0,70.0,,,,3.0,411.0,,1.0,,1.0,60.0,,,20.0,258.0,,324.0,8.0,,166.0,2.0,,26.0,14.0,,,94.0,27.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,32.0,215.0,146.0,40.0,26.0,58.0,,,21.0,8.0,,12.0,2.0,5.0,,,,,,,,1.0,1.0,
Mexico_Liga_MX,2020-2021,Club León,avtehqak54q1s9suu9rlk6qz8,J. Dominguez,Goalkeeper,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club León,30q9d8i2c8kgscpgze0x5h0b9,V. Dávila,Forward,10,34.0,335.0,69.0,4.0,20.0,40.0,17.0,19.0,14.0,431.0,26.0,6.0,4.0,1.0,627.0,79.0,116.0,261.0,10.0,8.0,97.0,9.0,7.0,1.0,,82.0,1197.0,26.0,7.0,111.0,,18.0,83.0,18.0,10.0,2.0,16.0,7.0,74.0,35.0,17.0,37.0,125.0,117.0,24.0,1.0,4.0,440.0,2.0,2.0,10.0,51.0,98.0,7.0,3.0,18.0,308.0,15.0,343.0,1.0,42.0,38.0,1.0,,,60.0,18.0,1.0,158.0,16.0,0.0,4.0,2.0,17.0,18.0,5.0,,4.0,2.0,,2.0,,4.0,10.0,,5.0,5.0,0.0,2.0,,3.0,2.0,,1.0,,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club León,5ftsfmgd1oqfh7m2gc3tqvzrp,E. Gigliotti,Forward,20,51.0,171.0,70.0,1.0,18.0,24.0,21.0,24.0,19.0,233.0,7.0,8.0,4.0,,420.0,55.0,64.0,123.0,14.0,15.0,62.0,12.0,1.0,,3.0,49.0,1527.0,7.0,16.0,114.0,1.0,7.0,78.0,21.0,10.0,9.0,27.0,13.0,75.0,4.0,3.0,39.0,60.0,90.0,17.0,,3.0,263.0,3.0,5.0,9.0,72.0,61.0,6.0,2.0,21.0,197.0,3.0,201.0,1.0,33.0,22.0,2.0,,1.0,42.0,10.0,,128.0,4.0,3.0,2.0,1.0,6.0,16.0,7.0,,,2.0,,,1.0,,7.0,5.0,7.0,3.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
