root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Touches In Opposition Box,Unsuccessful Launches,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Substitute On,Unsuccessful Crosses & Corners,Open Play Passes,Total Tackles,Goals Conceded,Successful Dribbles,Successful Crosses open play,Index,Successful Open Play Passes,Rightside Passes,Shots On Target ( inc goals ),Time Played,PutThrough/Blocked Distribution Won,Ground Duels won,Throw Ins to Opposition Player,Foul Attempted Tackle,Successful Passes Opposition Half,Total Losses Of Possession,Duels,Times Tackled,Forward Passes,Tackles Lost,Unsuccessful Short Passes,Leftside Passes,Unsuccessful lay-offs,Duels lost,Tackles Won,Touches,Unsuccessful Passes Own Half,Shots Off Target (inc woodwork),Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Appearances,Total Fouls Won,Starts,Unsuccessful Long Passes,Throw Ins to Own Player,Successful Launches,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Unsuccessful Crosses open play,Hit Woodwork,Goals Conceded Inside Box,Games Played,Duels won,Unsuccessful Passes Opposition Half,Substitute Off,Successful Long Passes,Successful Lay-offs,Total Clearances,Successful Short Passes,Successful Crosses & Corners,Goals Conceded Outside Box,Aerial Duels lost,Aerial Duels won,Recoveries,Ground Duels lost,Aerial Duels,Total Fouls Conceded,Backward Passes,Overruns,Corners Won,Successful Passes Own Half,Winning Goal,Offsides,Red Cards - 2nd Yellow,Total Red Cards,Key Passes (Attempt Assists),Through balls,Goal Kicks,GK Successful Distribution,Interceptions,Yellow Cards,Second Goal Assists,Successful Corners into Box,Corners Taken (incl short corners),Blocked Shots,Handballs conceded,Clean Sheets,Unsuccessful Corners into Box,Goal Assists,Goals,Assists (Intentional),Goals from Inside Box,Penalty Goals,Left Foot Goals,Penalties Taken,Home Goals,Away Goals,Blocks,Attempts from Set Pieces,Foul Won Penalty,Straight Red Cards,Right Foot Goals,Last Player Tackle,Clearances Off the Line,Goals from Outside Box,Headed Goals,Saves made - parried,Saves Made from Outside Box,Saves made - caught,Drops,Catches,Saves Made from Inside Box,Saves Made,GK Unsuccessful Distribution,Crosses not Claimed,Punches,Set Pieces Goals,Goalkeeper Smother,Penalties Conceded,Penalties Saved,Saves from Penalty,Penalties Faced,Penalty Goals Conceded,Other Goals,Own Goal Scored
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,aw1stc4erqzwcmiv4m2yyqdt6,N. Aune,Defender,24,3.0,3.0,16.0,62.0,78.0,4.0,1.0,76.0,5.0,3.0,,,10.0,60.0,12.0,1.0,192.0,,6.0,2.0,1.0,15.0,21.0,23.0,,23.0,3.0,9.0,36.0,,12.0,2.0,107.0,5.0,2.0,16.0,3.0,5.0,1.0,1.0,7.0,2.0,1.0,,,1.0,,2.0,5.0,11.0,12.0,,6.0,,7.0,56.0,,1.0,2.0,5.0,6.0,10.0,7.0,7.0,7.0,,,47.0,0.0,,,,,,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,3h4klx76chahvxu5t810fze21,D. Barnathan,Defender,2,6.0,14.0,21.0,228.0,285.0,,6.0,278.0,3.0,10.0,1.0,1.0,10.0,221.0,59.0,,579.0,4.0,8.0,4.0,1.0,99.0,76.0,43.0,3.0,126.0,1.0,28.0,59.0,,22.0,2.0,374.0,16.0,1.0,57.0,1.0,7.0,4.0,7.0,29.0,19.0,8.0,2.0,8.0,6.0,,8.0,7.0,21.0,47.0,2.0,27.0,2.0,11.0,201.0,1.0,2.0,9.0,13.0,31.0,13.0,22.0,7.0,41.0,,1.0,130.0,0.0,1.0,,,6.0,,,,11.0,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,bh8ci2ku56str20jzftbv3mqx,A. Billhardt,Midfielder,20,31.0,,60.0,138.0,175.0,1.0,11.0,171.0,9.0,8.0,12.0,,10.0,134.0,26.0,8.0,543.0,6.0,27.0,,4.0,97.0,91.0,70.0,20.0,49.0,3.0,34.0,53.0,,37.0,6.0,306.0,5.0,5.0,37.0,13.0,7.0,7.0,6.0,3.0,6.0,,10.0,12.0,7.0,,7.0,7.0,33.0,43.0,4.0,8.0,2.0,2.0,130.0,,1.0,4.0,6.0,24.0,33.0,10.0,7.0,47.0,4.0,6.0,41.0,1.0,3.0,,,12.0,2.0,,,1.0,1.0,,,2.0,6.0,,,2.0,1.0,2.0,,,,2.0,,0.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,97d846tm7ngsjqwkbz8xm3alm,A. Bosua,Forward,9,7.0,,16.0,33.0,51.0,3.0,1.0,49.0,1.0,3.0,,,10.0,31.0,12.0,1.0,157.0,1.0,5.0,,1.0,21.0,36.0,33.0,4.0,15.0,1.0,18.0,6.0,2.0,21.0,,85.0,6.0,1.0,18.0,2.0,5.0,4.0,2.0,,,,,6.0,1.0,,2.0,5.0,12.0,13.0,2.0,1.0,1.0,4.0,32.0,,1.0,10.0,7.0,6.0,11.0,17.0,5.0,18.0,,,12.0,0.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,6irdqdoxw9rw7crvf90itm4no,C. Cole,Defender,3,1.0,3.0,4.0,18.0,25.0,1.0,,23.0,2.0,1.0,,,10.0,16.0,8.0,,96.0,,2.0,1.0,,3.0,8.0,13.0,,10.0,1.0,4.0,2.0,,10.0,1.0,34.0,6.0,1.0,7.0,1.0,2.0,,1.0,3.0,,,,1.0,,,1.0,2.0,3.0,1.0,,1.0,,2.0,17.0,,,8.0,1.0,2.0,2.0,9.0,1.0,5.0,,,15.0,0.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,eulwjq6luuo75u1288u6gp9uc,G. Cox,Midfielder,33,,,6.0,2.0,5.0,2.0,1.0,5.0,2.0,,,,10.0,2.0,,,8.0,1.0,3.0,,1.0,2.0,5.0,6.0,,4.0,2.0,3.0,,,3.0,,13.0,,,3.0,,2.0,1.0,,,2.0,,,1.0,1.0,,,2.0,3.0,4.0,,,,,2.0,,,,,,3.0,,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,8vxptg3hrexqg02k1gbrj16hg,Gui França,Defender,14,,13.0,21.0,197.0,244.0,1.0,1.0,235.0,10.0,6.0,,1.0,10.0,191.0,85.0,,411.0,,11.0,,3.0,65.0,52.0,43.0,2.0,108.0,,19.0,39.0,,18.0,10.0,290.0,14.0,,47.0,,6.0,1.0,5.0,28.0,1.0,5.0,,,1.0,,6.0,6.0,25.0,34.0,2.0,23.0,,13.0,174.0,1.0,,8.0,14.0,13.0,10.0,22.0,7.0,12.0,,,133.0,0.0,,,,,,3.0,3.0,6.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,e3mvxgy6ggpbhm4lzv20ouig9,S. Fitch,Midfielder,4,16.0,6.0,35.0,255.0,288.0,,11.0,282.0,13.0,10.0,3.0,6.0,10.0,249.0,9.0,1.0,699.0,7.0,20.0,4.0,1.0,141.0,64.0,56.0,7.0,91.0,4.0,24.0,127.0,,28.0,9.0,448.0,12.0,4.0,33.0,5.0,8.0,4.0,8.0,9.0,65.0,2.0,3.0,8.0,11.0,,9.0,8.0,28.0,32.0,2.0,17.0,,13.0,238.0,6.0,1.0,13.0,8.0,23.0,15.0,21.0,7.0,61.0,,2.0,120.0,0.0,1.0,,,9.0,,,,4.0,1.0,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,dhh0p6sdet3puhqt4m8cm5yxg,G. Garnett,Midfielder,38,4.0,15.0,20.0,277.0,317.0,1.0,1.0,298.0,9.0,9.0,1.0,,10.0,258.0,67.0,,579.0,5.0,13.0,,2.0,53.0,46.0,44.0,1.0,124.0,2.0,17.0,103.0,,20.0,7.0,376.0,20.0,1.0,40.0,1.0,8.0,3.0,7.0,23.0,2.0,8.0,,7.0,1.0,,7.0,8.0,24.0,21.0,2.0,23.0,,18.0,254.0,,2.0,13.0,11.0,18.0,7.0,24.0,2.0,23.0,,,224.0,0.0,,,,,,17.0,17.0,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,6yne6epdxnlfi60dn4ki0nv9w,João Gomiero,Midfielder,8,1.0,2.0,16.0,76.0,88.0,5.0,3.0,82.0,1.0,4.0,4.0,2.0,10.0,70.0,24.0,1.0,147.0,1.0,6.0,,3.0,54.0,23.0,19.0,3.0,35.0,1.0,9.0,17.0,,13.0,,125.0,2.0,3.0,12.0,4.0,6.0,1.0,1.0,3.0,,1.0,1.0,3.0,3.0,,3.0,6.0,6.0,13.0,,4.0,2.0,,72.0,6.0,1.0,3.0,,9.0,10.0,3.0,5.0,12.0,1.0,2.0,28.0,0.0,,,,4.0,,,,1.0,,1.0,4.0,5.0,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,d9uufe2go7dw3obmmw2m5r9jo,N. Hiort-Wright,Defender,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Richmond Kickers,Richmond_Kickers,a6esshxr2z2k8280meh1wzwt1,P. Jara,Goalkeeper,1,,11.0,,51.0,70.0,,,48.0,,4.0,,,10.0,37.0,18.0,,270.0,,,,,6.0,20.0,1.0,,34.0,,,18.0,,,,92.0,6.0,,19.0,,3.0,,3.0,19.0,,2.0,,,,,3.0,3.0,1.0,13.0,,13.0,,3.0,38.0,,1.0,,1.0,16.0,,1.0,,,,,45.0,0.0,,,,,,16.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,3.0,5.0,5.0,,2.0,,1.0,,,,,,,
