liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Yellow Cards,Goals Conceded Inside Box,Duels won,Unsuccessful Launches,Successful Short Passes,Leftside Passes,Times Tackled,Foul Attempted Tackle,Through balls,Unsuccessful Passes Opposition Half,Time Played,Games Played,Ground Duels won,Total Clearances,Substitute On,Backward Passes,Unsuccessful Crosses open play,Penalty Goals Conceded,Unsuccessful Passes Own Half,Index,Total Fouls Conceded,Total Passes,Open Play Passes,Duels,PutThrough/Blocked Distribution Won,Aerial Duels,Right Foot Goals,Rightside Passes,Total Losses Of Possession,Unsuccessful Dribbles,Corners Won,Throw Ins to Opposition Player,Successful Open Play Passes,Key Passes (Attempt Assists),Successful Passes Opposition Half,Substitute Off,Unsuccessful Crosses & Corners,Goals,Tackles Won,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Unsuccessful Long Passes,Ground Duels,Goals from Inside Box,Assists (Intentional),Duels lost,Interceptions,Blocked Shots,Forward Passes,Successful Dribbles,Touches,Goals Conceded,PutThrough/Blocked Distribution,Successful Passes Own Half,Total Touches In Opposition Box,Penalties Conceded,Successful Long Passes,Recoveries,Appearances,Tackles Lost,Successful Crosses & Corners,Shots On Target ( inc goals ),Total Tackles,Successful Crosses open play,Starts,Ground Duels lost,Total Fouls Won,Throw Ins to Own Player,Clean Sheets,Unsuccessful Short Passes,Total Shots,Blocks,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Launches,Aerial Duels won,Aerial Duels lost,Home Goals,Away Goals,Winning Goal,Goals from Outside Box,Corners Taken (incl short corners),Successful Lay-offs,Left Foot Goals,Offsides,Shots Off Target (inc woodwork),Successful Corners into Box,Unsuccessful Corners into Box,Handballs conceded,Second Goal Assists,Clearances Off the Line,Foul Won Penalty,Penalty Goals,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Total Red Cards,Straight Red Cards,GK Unsuccessful Distribution,Red Cards - 2nd Yellow,Hit Woodwork,Unsuccessful lay-offs,Drops,Last Man Tackle,GK Successful Distribution,Saves Made from Inside Box,Penalties Faced,Crosses not Claimed,Saves made - parried,Catches,Saves Made from Outside Box,Saves Made,Punches,Goalkeeper Smother,Saves made - caught,Headed Goals,Other Goals,Own Goal Scored,Saves from Penalty,Penalties Saved
Canada_Canadian_Premier_League,2022,HFX Wanderers FC,8snso1du8nzroaj663tw8q8lw,L. Amla,Forward,0,,,4.0,13.0,,19.0,6.0,5.0,2.0,,14.0,228.0,9.0,10.0,1.0,7.0,11.0,,,1.0,10.0,5.0,34.0,29.0,30.0,1.0,10.0,,9.0,23.0,2.0,3.0,,14.0,,7.0,2.0,,,3.0,19.0,1.0,,20.0,,,17.0,,1.0,8.0,2.0,62.0,5.0,3.0,12.0,8.0,,,3.0,9.0,1.0,,1.0,4.0,,2.0,10.0,4.0,,,15.0,3.0,,15.0,,3.0,7.0,,,0.0,,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,HFX Wanderers FC,9daagbp9cole1exslz991cqhg,K. Baskett,Goalkeeper,1,,2.0,10.0,5.0,32.0,94.0,37.0,,,,62.0,810.0,9.0,1.0,10.0,,,,,18.0,10.0,,217.0,105.0,5.0,,4.0,,35.0,82.0,,,,73.0,,23.0,,,,,137.0,2.0,79.0,1.0,,,,,,145.0,,317.0,12.0,,114.0,,,43.0,77.0,9.0,,,,,,9.0,,1.0,,5.0,1.0,,,80.0,9.0,4.0,,,,0.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,111.0,16.0,,1.0,4.0,5.0,10.0,26.0,5.0,3.0,2.0,,,,,
Canada_Canadian_Premier_League,2022,HFX Wanderers FC,4t92bvofxxvfqe6f2w9gs8t0p,C. Bent,Forward,23,,1.0,15.0,58.0,4.0,208.0,58.0,23.0,7.0,4.0,93.0,999.0,19.0,53.0,9.0,8.0,76.0,18.0,1.0,22.0,10.0,10.0,301.0,291.0,101.0,7.0,10.0,2.0,69.0,170.0,14.0,9.0,7.0,212.0,11.0,130.0,10.0,34.0,2.0,8.0,220.0,2.0,15.0,91.0,1.0,,43.0,11.0,4.0,98.0,16.0,548.0,17.0,16.0,95.0,22.0,,12.0,59.0,19.0,8.0,5.0,6.0,16.0,,11.0,38.0,21.0,40.0,,66.0,9.0,,81.0,1.0,5.0,5.0,1.0,1.0,0.0,1.0,17.0,2.0,,15.0,3.0,4.0,9.0,,1.0,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,HFX Wanderers FC,3prrba15wxlc1asrqih8s371m,C. Campagna,Defender,0,,1.0,3.0,30.0,7.0,279.0,100.0,1.0,3.0,1.0,30.0,563.0,7.0,18.0,22.0,1.0,13.0,,,23.0,10.0,3.0,359.0,348.0,45.0,1.0,19.0,,96.0,60.0,,,,295.0,1.0,81.0,,,,10.0,306.0,2.0,23.0,26.0,,,15.0,15.0,,150.0,2.0,440.0,5.0,3.0,225.0,2.0,,27.0,34.0,7.0,5.0,,,15.0,,6.0,8.0,1.0,2.0,3.0,30.0,2.0,4.0,53.0,6.0,12.0,7.0,,,0.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,HFX Wanderers FC,7e4doqzolxn7u9s2txuyclejt,A. Daniels,Forward,0,,1.0,20.0,68.0,2.0,408.0,110.0,53.0,6.0,1.0,89.0,1298.0,21.0,61.0,4.0,5.0,140.0,9.0,1.0,22.0,10.0,10.0,516.0,494.0,144.0,11.0,10.0,,127.0,197.0,21.0,11.0,,405.0,17.0,253.0,11.0,19.0,1.0,16.0,424.0,4.0,19.0,134.0,1.0,,76.0,13.0,8.0,139.0,18.0,799.0,24.0,18.0,185.0,25.0,,16.0,65.0,21.0,15.0,14.0,11.0,31.0,7.0,16.0,73.0,12.0,8.0,1.0,73.0,21.0,3.0,92.0,,7.0,3.0,0.0,1.0,0.0,,11.0,8.0,1.0,2.0,10.0,4.0,5.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,HFX Wanderers FC,dt797hve9mdpnuyy1z4pnpp1w,A. De Rosario,Goalkeeper,40,,,,,4.0,11.0,1.0,,,,5.0,90.0,1.0,,1.0,,,,,3.0,10.0,,19.0,14.0,,,,,4.0,8.0,,,,9.0,,,,,,,11.0,1.0,7.0,,,,,,,14.0,,32.0,1.0,,11.0,,,,12.0,1.0,,,,,,1.0,,,,,1.0,,,8.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,11.0,2.0,,,,,1.0,3.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2022,HFX Wanderers FC,biem3dwfsgt4z8crmv9vdv8q,G. Escobar,Defender,0,,1.0,,14.0,,44.0,4.0,3.0,3.0,,22.0,200.0,5.0,11.0,6.0,2.0,19.0,4.0,,5.0,10.0,3.0,72.0,70.0,22.0,2.0,5.0,,21.0,33.0,2.0,1.0,3.0,48.0,2.0,18.0,3.0,5.0,,6.0,50.0,,6.0,17.0,,,8.0,10.0,1.0,28.0,1.0,135.0,,6.0,34.0,2.0,,6.0,8.0,5.0,2.0,2.0,,8.0,2.0,3.0,6.0,2.0,16.0,,16.0,,,22.0,,3.0,2.0,,,0.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,HFX Wanderers FC,6yyhtcimqzsoqhp2clnj5x3sa,Z. Fernandez,Midfielder,0,4.0,6.0,26.0,160.0,28.0,671.0,352.0,38.0,8.0,2.0,204.0,2100.0,24.0,132.0,37.0,,168.0,43.0,3.0,82.0,10.0,31.0,925.0,888.0,260.0,16.0,43.0,,25.0,411.0,29.0,15.0,34.0,665.0,31.0,451.0,4.0,58.0,,31.0,697.0,4.0,66.0,217.0,,3.0,100.0,29.0,1.0,380.0,19.0,1644.0,30.0,57.0,272.0,35.0,,26.0,102.0,24.0,31.0,26.0,2.0,62.0,16.0,24.0,85.0,51.0,231.0,7.0,162.0,3.0,6.0,228.0,4.0,28.0,15.0,,,0.0,,20.0,4.0,,4.0,1.0,7.0,7.0,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,HFX Wanderers FC,3taaxk54b4giax55pxd4195p0,N. Gagan,Defender,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,HFX Wanderers FC,cqu6f2gdqsceak3ifi433tyvp,J. Gagnon-Laparé,Midfielder,28,1.0,6.0,17.0,120.0,7.0,760.0,220.0,37.0,19.0,5.0,198.0,1719.0,22.0,101.0,27.0,2.0,236.0,12.0,2.0,36.0,10.0,34.0,1034.0,1003.0,226.0,17.0,37.0,,282.0,314.0,7.0,7.0,2.0,822.0,42.0,440.0,3.0,47.0,,36.0,847.0,4.0,49.0,189.0,,1.0,106.0,12.0,4.0,296.0,7.0,1409.0,21.0,33.0,429.0,25.0,,87.0,123.0,22.0,23.0,22.0,2.0,59.0,2.0,20.0,88.0,35.0,14.0,6.0,138.0,12.0,4.0,187.0,4.0,19.0,18.0,,,0.0,,34.0,6.0,,,10.0,13.0,19.0,2.0,,,,,,3.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
