root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Successful Open Play Passes,Substitute On,Aerial Duels,Forward Passes,Total Clearances,Games Played,Goals Conceded Outside Box,Ground Duels lost,Appearances,Successful Crosses open play,Successful Long Passes,Time Played,GK Successful Distribution,Ground Duels,Total Shots,Successful Passes Own Half,Aerial Duels lost,Index,Key Passes (Attempt Assists),Total Touches In Opposition Box,Blocks,Open Play Passes,Successful Passes Opposition Half,Starts,Ground Duels won,Goals Conceded Inside Box,Shots Off Target (inc woodwork),Touches,Unsuccessful Short Passes,Tackles Won,Substitute Off,Leftside Passes,Backward Passes,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Fouls Conceded,Duels,Aerial Duels won,Throw Ins to Own Player,Tackles Lost,Goal Assists,Interceptions,Unsuccessful Passes Opposition Half,Assists (Intentional),Duels lost,Goals Conceded,Unsuccessful Launches,Total Fouls Won,Goal Kicks,Duels won,Foul Attempted Tackle,Total Losses Of Possession,Successful Launches,Unsuccessful Long Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Unsuccessful Crosses & Corners,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Crosses & Corners,Total Passes,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Dribbles,Throw Ins to Opposition Player,Total Tackles,Winning Goal,Successful Lay-offs,Blocked Shots,Penalties Taken,Corners Won,Clean Sheets,Penalty Goals Conceded,Through balls,Foul Won Penalty,Handballs conceded,Penalty Goals,Yellow Cards,Right Foot Goals,Goals from Inside Box,Left Foot Goals,Goals,Successful Dribbles,Offsides,Headed Goals,Shots On Target ( inc goals ),Overruns,Home Goals,Away Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Penalties Conceded,Own Goal Scored,Hit Woodwork,Catches,Punches,GK Unsuccessful Distribution,Saves made - parried,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Goals from Outside Box,Drops,Saves made - caught,Penalties Faced,Penalties Saved,Saves from Penalty,Red Cards - 2nd Yellow,Crosses not Claimed,Last Player Tackle,Attempts from Set Pieces,Other Goals,Clearances Off the Line,Set Pieces Goals,Penalties Off Target,Last Man Tackle,Goalkeeper Smother,Second Goal Assists
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Atlanta United 2,Atlanta_United_2,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,Defender,3,326.0,7.0,10.0,165.0,35.0,14.0,2.0,21.0,14.0,1.0,19.0,813.0,9.0,47.0,3.0,253.0,3.0,10.0,3.0,6.0,8.0,395.0,94.0,7.0,26.0,14.0,3.0,566.0,20.0,13.0,1.0,55.0,45.0,4.0,7.0,29.0,9.0,57.0,7.0,16.0,4.0,1.0,18.0,46.0,1.0,24.0,16.0,18.0,9.0,9.0,33.0,3.0,94.0,1.0,51.0,36.0,346.0,327.0,4.0,152.0,71.0,1.0,417.0,7.0,11.0,4.0,4.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Atlanta United 2,Atlanta_United_2,abbr148gjj0whyyijov67knv9,O. Alonso,Midfielder,66,28.0,1.0,,12.0,,1.0,,,1.0,,3.0,27.0,,,,14.0,,10.0,,,,28.0,15.0,,,,,30.0,,,,8.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,29.0,26.0,,7.0,,,29.0,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Atlanta United 2,Atlanta_United_2,a63su8pudaernrvj1fi9006qc,L. Brennan,Midfielder,7,358.0,,14.0,144.0,2.0,25.0,5.0,132.0,25.0,9.0,11.0,2124.0,,280.0,21.0,128.0,11.0,10.0,21.0,75.0,3.0,441.0,242.0,25.0,148.0,36.0,12.0,938.0,71.0,24.0,12.0,124.0,136.0,60.0,17.0,16.0,33.0,294.0,3.0,13.0,8.0,5.0,17.0,127.0,3.0,143.0,41.0,3.0,54.0,,151.0,16.0,304.0,,12.0,91.0,361.0,350.0,60.0,40.0,83.0,9.0,444.0,82.0,44.0,63.0,1.0,32.0,0.0,1.0,4.0,1.0,20.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,62.0,14.0,1.0,9.0,13.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Atlanta United 2,Atlanta_United_2,a29pwoud2d1pgg0f4rroww2s4,M. Brick,Defender,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Atlanta United 2,Atlanta_United_2,astn4ytzoaav30ifi17s4dn8,A. Carleton,Midfielder,18,296.0,12.0,12.0,109.0,3.0,19.0,2.0,26.0,19.0,3.0,22.0,722.0,,59.0,1.0,185.0,5.0,10.0,10.0,5.0,3.0,343.0,136.0,7.0,33.0,10.0,,472.0,32.0,8.0,6.0,89.0,81.0,6.0,2.0,10.0,9.0,71.0,7.0,2.0,5.0,1.0,7.0,57.0,1.0,31.0,12.0,1.0,16.0,,40.0,5.0,93.0,1.0,16.0,43.0,313.0,291.0,19.0,82.0,48.0,8.0,361.0,11.0,3.0,6.0,,13.0,1.0,4.0,,,1.0,1.0,,1.0,,,,2.0,,,,,4.0,,,1.0,,,,9.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Atlanta United 2,Atlanta_United_2,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,Midfielder,21,417.0,8.0,21.0,120.0,19.0,26.0,5.0,85.0,26.0,19.0,11.0,1694.0,,175.0,7.0,211.0,17.0,10.0,21.0,40.0,4.0,480.0,230.0,18.0,90.0,32.0,4.0,861.0,47.0,20.0,8.0,98.0,165.0,49.0,12.0,21.0,19.0,196.0,4.0,39.0,7.0,2.0,13.0,95.0,2.0,102.0,37.0,9.0,38.0,,94.0,9.0,205.0,2.0,16.0,71.0,422.0,411.0,53.0,102.0,63.0,19.0,485.0,51.0,30.0,36.0,2.0,27.0,1.0,4.0,3.0,,17.0,2.0,3.0,,1.0,2.0,,6.0,,1.0,1.0,1.0,25.0,3.0,,3.0,6.0,1.0,0.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Atlanta United 2,Atlanta_United_2,89knzhfu5cbjg3iqxcvz00aqy,M. Chol,Forward,30,54.0,,3.0,11.0,1.0,3.0,,8.0,3.0,,,166.0,,17.0,3.0,25.0,3.0,10.0,4.0,8.0,,65.0,31.0,3.0,9.0,2.0,1.0,93.0,8.0,2.0,3.0,13.0,21.0,,,2.0,2.0,20.0,,1.0,,1.0,2.0,9.0,1.0,11.0,2.0,,2.0,,9.0,2.0,18.0,,3.0,8.0,56.0,56.0,,22.0,11.0,,67.0,5.0,3.0,3.0,,2.0,0.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,5.0,1.0,,2.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Atlanta United 2,Atlanta_United_2,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,Defender,24,806.0,,37.0,414.0,60.0,18.0,4.0,24.0,18.0,,83.0,1552.0,17.0,48.0,4.0,695.0,15.0,10.0,4.0,6.0,19.0,992.0,169.0,18.0,24.0,25.0,1.0,1212.0,71.0,14.0,3.0,451.0,53.0,,8.0,71.0,11.0,85.0,22.0,,5.0,1.0,14.0,118.0,1.0,39.0,29.0,30.0,4.0,17.0,46.0,3.0,203.0,9.0,118.0,82.0,864.0,781.0,,135.0,189.0,,1053.0,2.0,15.0,1.0,1.0,19.0,0.0,,,,,3.0,3.0,1.0,,,,2.0,1.0,3.0,,3.0,1.0,,2.0,3.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Atlanta United 2,Atlanta_United_2,5t1wvh34lm993otbc3469uzxm,J. Conway,Forward,36,149.0,6.0,34.0,52.0,11.0,14.0,1.0,40.0,14.0,1.0,8.0,858.0,,76.0,22.0,78.0,17.0,10.0,3.0,28.0,,197.0,101.0,8.0,36.0,21.0,10.0,364.0,42.0,7.0,3.0,46.0,59.0,2.0,7.0,19.0,22.0,110.0,17.0,3.0,6.0,1.0,3.0,32.0,1.0,57.0,22.0,2.0,17.0,,53.0,7.0,91.0,,7.0,22.0,178.0,170.0,2.0,70.0,49.0,1.0,227.0,13.0,13.0,5.0,,13.0,1.0,7.0,,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,4.0,5.0,,5.0,6.0,3.0,1.0,12.0,1.0,1.0,4.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Atlanta United 2,Atlanta_United_2,ctiorjdoewl12d0mtj1nqmas4,M. Dejianne,Forward,40,3.0,3.0,2.0,,1.0,3.0,,1.0,3.0,,,13.0,,2.0,,1.0,1.0,10.0,,,,3.0,2.0,,1.0,,,8.0,,,,2.0,,,,,1.0,4.0,1.0,,,,,,,2.0,,,1.0,,2.0,,2.0,,,,3.0,3.0,,1.0,,,3.0,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
