liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded,Forward Passes,Interceptions,Substitute On,Total Losses Of Possession,Total Passes,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Own Goal Scored,Games Played,Unsuccessful Launches,Open Play Passes,Blocks,Goals Conceded Inside Box,Successful Long Passes,Unsuccessful Long Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Successful Passes Opposition Half,Touches,Index,Appearances,Winning Goal,Goal Kicks,Saves made - parried,Penalties Faced,Successful Passes Own Half,Total Clearances,GK Successful Distribution,Penalty Goals Conceded,Rightside Passes,GK Unsuccessful Distribution,Recoveries,Unsuccessful Passes Own Half,Goals Conceded Outside Box,Successful Short Passes,Saves Made from Inside Box,Punches,Duels,Duels won,Aerial Duels,Starts,Saves Made,Aerial Duels won,Saves Made from Outside Box,Leftside Passes,Tackles Won,Foul Attempted Tackle,Tackles Lost,Total Tackles,Total Fouls Conceded,Handballs conceded,Duels lost,Total Touches In Opposition Box,Ground Duels lost,Ground Duels won,Substitute Off,Aerial Duels lost,Unsuccessful Short Passes,Ground Duels,Successful Lay-offs,Shots Off Target (inc woodwork),Clean Sheets,Backward Passes,Yellow Cards,Offsides,PutThrough/Blocked Distribution,Total Shots,Shots On Target ( inc goals ),PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Unsuccessful lay-offs,Times Tackled,Successful Dribbles,Unsuccessful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses & Corners,Unsuccessful Crosses open play,Total Fouls Won,Successful Corners into Box,Through balls,Penalties Conceded,Blocked Shots,Penalties Taken,Throw Ins to Opposition Player,Clearances Off the Line,Overruns,Key Passes (Attempt Assists),Catches,Crosses not Claimed,Last Player Tackle,Right Foot Goals,Goals from Inside Box,Goals,Corners Won,Penalty Goals,Home Goals,Away Goals,Assists (Intentional),Attempts from Set Pieces,Unsuccessful Corners into Box,Goal Assists,Successful Crosses open play,Goals from Outside Box,Saves from Penalty,Penalties Saved,Total Red Cards,Straight Red Cards,Saves made - caught,Headed Goals,Second Goal Assists,Goalkeeper Smother,Foul Won Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Hit Woodwork,Left Foot Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Scored,Final Third Touches,Total Big Chances Missed,Drops,Total Big Chances Saved,Goals Openplay,Set Pieces Goals,Direct Setpiece Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Jamaica,9py5kadlbjllnk306xobfvnys,A. Reid,Defender,0,,1.0,,1.0,,4.0,,,4.0,,,,1.0,,4.0,,,1.0,,4.0,1.0,2.0,4.0,1.0,1.0,0.0,,,,2.0,,,,2.0,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Jamaica,a1xpw1z47rckplb2asm9ptdec,K. Anderson,Midfielder,16,3.0,38.0,2.0,6.0,25.0,172.0,,18.0,147.0,19.0,2.0,,7.0,,165.0,,2.0,6.0,7.0,154.0,244.0,82.0,214.0,29.0,7.0,0.0,,,,74.0,2.0,,,60.0,,17.0,,1.0,148.0,,,37.0,21.0,5.0,1.0,,3.0,,47.0,8.0,4.0,4.0,12.0,6.0,,16.0,1.0,14.0,18.0,1.0,2.0,11.0,32.0,3.0,2.0,,27.0,,1.0,4.0,2.0,,3.0,1.0,,4.0,2.0,1.0,2.0,2.0,,4.0,1.0,,,,,,,1.0,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,57.0,24.0,,,18.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Jamaica,61esp7ett8p66f2agq9nuryp6,J. Anglin,Midfielder,19,,11.0,,2.0,4.0,22.0,,4.0,18.0,4.0,,,2.0,1.0,22.0,,,3.0,2.0,18.0,29.0,12.0,27.0,10.0,2.0,0.0,,,,7.0,,,,4.0,,3.0,,,15.0,,,3.0,1.0,1.0,,,,,4.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,,3.0,,,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,9.0,4.0,,,7.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Jamaica,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,Forward,0,,10.0,,,15.0,28.0,,9.0,19.0,8.0,,,1.0,,28.0,,,3.0,1.0,19.0,90.0,12.0,43.0,50.0,1.0,0.0,,,,7.0,,,,3.0,,3.0,1.0,,16.0,,,12.0,7.0,2.0,1.0,,,,8.0,,,,,,,5.0,,3.0,7.0,,2.0,8.0,10.0,1.0,,1.0,7.0,,,1.0,,,,1.0,1.0,3.0,2.0,,,,,5.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Jamaica,5aocd8ha3hl7fd1l8tg1zufsa,D. Atkinson,Midfielder,12,,1.0,,1.0,2.0,5.0,,1.0,4.0,1.0,,,1.0,,5.0,,,,,4.0,8.0,3.0,8.0,10.0,1.0,0.0,,,,1.0,1.0,,,1.0,,1.0,,,4.0,,,2.0,1.0,,,,,,3.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,1.0,2.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Jamaica,4jyrztlaueae7eg18kuvxa489,L. Bailey,Midfielder,7,,10.0,,1.0,20.0,40.0,,9.0,31.0,9.0,3.0,,2.0,,40.0,,,2.0,2.0,31.0,124.0,25.0,72.0,10.0,2.0,0.0,,,,10.0,1.0,,,3.0,,5.0,1.0,,29.0,,,16.0,8.0,4.0,1.0,,2.0,,12.0,1.0,1.0,,1.0,1.0,,8.0,6.0,6.0,6.0,,2.0,7.0,12.0,1.0,1.0,1.0,15.0,,,1.0,4.0,3.0,,2.0,,5.0,4.0,1.0,2.0,4.0,,1.0,1.0,,,,1.0,,,,5.0,,,,,,,3.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,22.0,11.0,2.0,,,1.0,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Jamaica,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,Forward,0,2.0,1.0,,2.0,12.0,16.0,,2.0,11.0,4.0,,,2.0,,13.0,,1.0,,1.0,14.0,64.0,11.0,30.0,15.0,2.0,0.0,,,,3.0,,,,2.0,,3.0,,1.0,14.0,,,10.0,1.0,,,,,,8.0,,,,,2.0,,9.0,4.0,9.0,1.0,,,1.0,10.0,,,,5.0,,1.0,,,,,5.0,,5.0,1.0,2.0,3.0,,2.0,,,,,2.0,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,14.0,10.0,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Jamaica,cd9o30ebm183hfyfp79flgixh,A. Bell,Defender,3,2.0,37.0,1.0,,17.0,99.0,,11.0,85.0,7.0,8.0,,2.0,1.0,96.0,,1.0,2.0,4.0,88.0,180.0,42.0,125.0,10.0,2.0,0.0,,,,46.0,2.0,,,44.0,,8.0,4.0,1.0,86.0,,,12.0,8.0,,2.0,,,,8.0,5.0,1.0,,5.0,2.0,,4.0,2.0,4.0,8.0,,,7.0,12.0,,,1.0,10.0,,,1.0,,,,1.0,,2.0,1.0,,,,,2.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,17.0,1.0,,8.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Jamaica,5ykgwunfc9pg5iq8h5cihg3xl,D. Bernard,Defender,0,,35.0,2.0,,12.0,86.0,2.0,11.0,73.0,5.0,,,2.0,3.0,84.0,1.0,,6.0,6.0,75.0,135.0,24.0,97.0,26.0,2.0,0.0,,,,51.0,1.0,,,20.0,,3.0,6.0,,69.0,,,11.0,6.0,3.0,2.0,,2.0,,30.0,2.0,,,2.0,4.0,,5.0,1.0,4.0,4.0,1.0,1.0,5.0,8.0,,,1.0,1.0,,,4.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,12.0,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Jamaica,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,1,3.0,73.0,,,30.0,132.0,7.0,27.0,81.0,21.0,,,6.0,17.0,98.0,,2.0,15.0,26.0,105.0,540.0,10.0,185.0,10.0,6.0,0.0,21.0,1.0,,95.0,4.0,44.0,,28.0,4.0,59.0,6.0,1.0,90.0,8.0,,,,,6.0,18.0,,9.0,31.0,,,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,14.0,6.0,,,,,,1.0,,,
