liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Assists (Intentional),Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Substitute On,Yellow Cards,Attempts from Set Pieces,Clearances Off the Line,GK Successful Distribution,Goal Kicks,Successful Launches,Total Big Chances Saved,Penalties Conceded,Second Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Right Foot Goals,Home Goals,Away Goals,Unsuccessful lay-offs,Last Player Tackle,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Hit Woodwork,Total Big Chances Scored,Left Foot Goals,Direct Setpiece Goals,Set Pieces Goals,Headed Goals,Penalty Goals Conceded,Straight Red Cards,Total Red Cards,Own Goal Scored,Other Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Saves made - caught,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2026,Vancouver Whitecaps FC,bhzjqo4qidpkmh7lqqir9h4ic,J. Badwal,Midfielder,59,12.0,8.0,4.0,12.0,,90.0,1.0,3.0,107.0,3.0,,5.0,84.0,37.0,47.0,209.0,62.0,3.0,12.0,,6.0,5.0,1.0,72.0,29.0,43.0,,9.0,11.0,89.0,,337.0,1.0,50.0,8.0,6.0,35.0,105.0,11.0,2.0,4.0,9.0,4.0,,3.0,3.0,1.0,19.0,5.0,309.0,227.0,94.0,313.0,4.0,9.0,2.0,,3.0,809.0,18.0,3.0,4.0,2.0,8.0,29.0,73.0,346.0,6.0,318.0,13.0,29.0,28.0,487.0,,6.0,6.0,6.0,,1.0,30.0,4.0,27.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,
USA_MLS,2026,Vancouver Whitecaps FC,54b4j04ondrq28e4eenma1rai,S. Berhalter,Midfielder,16,13.0,5.0,8.0,13.0,4.0,131.0,7.0,1.0,168.0,1.0,63.0,10.0,114.0,49.0,65.0,378.0,217.0,20.0,13.0,4.0,9.0,7.0,2.0,101.0,44.0,57.0,,11.0,30.0,215.0,,689.0,,75.0,18.0,8.0,69.0,178.0,34.0,16.0,9.0,12.0,6.0,21.0,35.0,9.0,3.0,15.0,63.0,581.0,433.0,227.0,562.0,16.0,18.0,2.0,,7.0,1034.0,10.0,9.0,1.0,8.0,27.0,20.0,221.0,741.0,25.0,625.0,34.0,16.0,116.0,1032.0,33.0,77.0,30.0,5.0,15.0,55.0,175.0,18.0,61.0,3.0,1.0,3.0,4.0,,,,4.0,,,3.0,6.0,5.0,3.0,3.0,6.0,2.0,4.0,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,1.0,1.0,,,,,,
USA_MLS,2026,Vancouver Whitecaps FC,3qw81ws1dvf6ye83m2sd9vje1,T. Blackmon,Defender,33,27.0,14.0,13.0,12.0,,37.0,4.0,9.0,207.0,4.0,,4.0,70.0,35.0,35.0,92.0,311.0,4.0,12.0,,10.0,7.0,3.0,43.0,21.0,22.0,,8.0,4.0,337.0,2.0,785.0,,89.0,7.0,,56.0,128.0,3.0,2.0,3.0,12.0,,,1.0,1.0,4.0,,42.0,706.0,314.0,421.0,692.0,5.0,3.0,,5.0,9.0,1080.0,5.0,1.0,2.0,57.0,15.0,10.0,99.0,813.0,5.0,734.0,8.0,17.0,79.0,964.0,,1.0,1.0,3.0,11.0,31.0,60.0,20.0,48.0,1.0,,2.0,,,5.0,5.0,4.0,,1.0,,1.0,,1.0,,,0.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,
USA_MLS,2026,Vancouver Whitecaps FC,1g87lk1nglquvmvpowjfpcpre,I. Boehmer,Goalkeeper,32,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,7.0,,1.0,,1.0,1.0,,,,,,,,,,3.0,,,,,3.0,1.0,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,,,,,,23.0,,,,,,1.0,5.0,8.0,,3.0,,,5.0,14.0,,,,,3.0,4.0,4.0,1.0,1.0,0.0,1.0,,,,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Vancouver Whitecaps FC,98fc9z0bao7tnkwk7cl9dvms4,K. Cabrera,Forward,17,8.0,4.0,4.0,8.0,1.0,40.0,1.0,,50.0,,,,36.0,16.0,20.0,130.0,53.0,,8.0,2.0,1.0,,1.0,28.0,12.0,16.0,,1.0,3.0,13.0,,149.0,,28.0,16.0,5.0,15.0,43.0,5.0,1.0,,1.0,1.0,,,,6.0,2.0,4.0,124.0,104.0,20.0,120.0,2.0,4.0,1.0,,4.0,235.0,7.0,1.0,,2.0,2.0,4.0,46.0,149.0,1.0,124.0,6.0,7.0,25.0,203.0,,9.0,9.0,5.0,1.0,1.0,33.0,1.0,24.0,0.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Vancouver Whitecaps FC,7qhtzau92pghywcovf29pk8pg,B. Caicedo,Forward,14,3.0,2.0,1.0,7.0,2.0,37.0,8.0,,71.0,,,8.0,42.0,19.0,23.0,144.0,9.0,1.0,7.0,2.0,2.0,2.0,,39.0,17.0,22.0,1.0,1.0,,2.0,,75.0,1.0,57.0,4.0,1.0,14.0,27.0,2.0,9.0,6.0,2.0,2.0,,1.0,1.0,12.0,1.0,1.0,59.0,53.0,7.0,58.0,2.0,3.0,,,5.0,274.0,13.0,2.0,1.0,,4.0,5.0,59.0,75.0,15.0,59.0,5.0,44.0,16.0,176.0,,12.0,12.0,10.0,,,25.0,3.0,16.0,0.0,5.0,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Vancouver Whitecaps FC,8yu7irbyel9lwn1l3u7oke1ud,A. Cubas,Midfielder,20,12.0,4.0,8.0,11.0,,66.0,2.0,2.0,114.0,3.0,,1.0,115.0,39.0,76.0,154.0,113.0,14.0,11.0,1.0,6.0,6.0,,103.0,35.0,68.0,,23.0,6.0,142.0,,474.0,,45.0,17.0,10.0,69.0,172.0,7.0,2.0,1.0,10.0,5.0,,1.0,1.0,5.0,7.0,25.0,407.0,247.0,180.0,401.0,22.0,30.0,1.0,,,864.0,8.0,,,7.0,18.0,12.0,92.0,493.0,3.0,426.0,52.0,5.0,67.0,657.0,,2.0,2.0,4.0,8.0,22.0,57.0,12.0,45.0,0.0,1.0,5.0,,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,Vancouver Whitecaps FC,604cszor20la2imm4xb42gvmc,N. Djordjevic,Defender,41,,,,1.0,,4.0,,,2.0,,,,3.0,2.0,1.0,6.0,1.0,1.0,1.0,,,,,3.0,2.0,1.0,,,,,,5.0,,,,,1.0,,,,,,,,,,,,,4.0,4.0,,4.0,1.0,,,,,8.0,,,,,1.0,,2.0,5.0,,4.0,1.0,1.0,1.0,7.0,,,,,,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Vancouver Whitecaps FC,3zd7mw27i3s6y7kkuu5xxmkgk,R. Elloumi,Forward,19,4.0,3.0,1.0,9.0,,4.0,,,10.0,,,,22.0,13.0,9.0,20.0,3.0,2.0,9.0,,1.0,1.0,,18.0,10.0,8.0,,2.0,,6.0,,17.0,,6.0,,,4.0,4.0,,,1.0,,,,,,,1.0,,12.0,10.0,2.0,12.0,2.0,1.0,1.0,,,69.0,6.0,,,2.0,4.0,5.0,18.0,17.0,1.0,12.0,3.0,5.0,5.0,49.0,,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Vancouver Whitecaps FC,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,Defender,29,4.0,1.0,3.0,5.0,,15.0,1.0,,23.0,1.0,,,27.0,11.0,16.0,38.0,21.0,,5.0,,2.0,1.0,1.0,23.0,10.0,13.0,,,,1.0,,78.0,1.0,13.0,2.0,2.0,5.0,44.0,,,,2.0,1.0,,,,2.0,,,71.0,24.0,50.0,74.0,5.0,3.0,,4.0,12.0,207.0,4.0,,,4.0,6.0,3.0,23.0,81.0,,74.0,8.0,3.0,7.0,136.0,,5.0,5.0,4.0,1.0,2.0,10.0,2.0,5.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
