liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Appearances,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Successful Passes Opposition Half,Total Fouls Conceded,Times Tackled,Total Passes,Touches,Duels,Goals Conceded Inside Box,Successful Long Passes,Ground Duels lost,Fifty Fifty,Foul Attempted Tackle,Backward Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,Index,Total Tackles,Successful Passes Own Half,Aerial Duels,PutThrough/Blocked Distribution,Time Played,Unsuccessful Long Passes,Aerial Duels lost,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Substitute Off,Successful Short Passes,Tackles Won,Unsuccessful Launches,Throw Ins to Own Player,Unsuccessful Passes Opposition Half,Duels lost,Total Losses Of Possession,Rightside Passes,Games Played,Substitute On,Total Touches In Opposition Box,Duels won,Blocked Shots,Forward Passes,Tackles Lost,Handballs conceded,Leftside Passes,Interceptions,Ground Duels,Successful Dribbles,Yellow Cards,Recoveries,Starts,Ground Duels won,Successful Fifty Fifty,Unsuccessful Passes Own Half,Home Goals,Away Goals,Winning Goal,Aerial Duels won,Unsuccessful Crosses open play,Corners Won,Unsuccessful Crosses & Corners,Total Clearances,Successful Crosses & Corners,Offsides,Key Passes (Attempt Assists),Set Pieces Goals,Left Foot Goals,Penalties Taken,Hit Woodwork,Throw Ins to Opposition Player,Attempts from Set Pieces,Successful Lay-offs,Shots Off Target (inc woodwork),Second Goal Assists,Shots On Target ( inc goals ),Goals from Outside Box,Goals,Goals from Inside Box,Through balls,Assists (Intentional),Goal Assists,Total Fouls Won,Unsuccessful lay-offs,Right Foot Goals,Successful Crosses open play,Penalty Goals Conceded,Total Shots,Straight Red Cards,Successful Corners into Box,Corners Taken (incl short corners),Total Red Cards,Unsuccessful Corners into Box,Clean Sheets,Penalty Goals,Successful Launches,Blocks,Headed Goals,Red Cards - 2nd Yellow,Penalties Conceded,GK Successful Distribution,Catches,Saves made - parried,GK Unsuccessful Distribution,Saves Made from Outside Box,Goalkeeper Smother,Saves Made,Punches,Saves Made from Inside Box,Saves made - caught,Drops,Penalties Faced,Foul Won Penalty,Last Man Tackle,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Penalties Saved,Saves from Penalty,Crosses not Claimed,Overruns,Goals Openplay,Other Goals,Goal Kicks,Last Player Tackle
USA_MLS,2021,Atlanta United FC,9i90uqmmz5zmi5m9tod2yse7d,Mohammed Adams,Midfielder,29,2.0,6.0,66.0,1.0,24.0,7.0,4.0,76.0,107.0,23.0,3.0,1.0,10.0,5.0,3.0,20.0,5.0,5.0,1.0,62.0,8.0,47.0,3.0,2.0,146.0,3.0,3.0,71.0,71.0,2.0,2.0,70.0,6.0,1.0,1.0,4.0,13.0,17.0,21.0,6.0,4.0,1.0,10.0,1.0,13.0,2.0,2.0,22.0,3.0,20.0,2.0,1.0,6.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Atlanta United FC,f0fqjc9ziamgluwg9vi45d2vp,M. Ambrose,Defender,33,5.0,4.0,32.0,,16.0,1.0,1.0,39.0,50.0,4.0,1.0,2.0,2.0,3.0,,10.0,1.0,6.0,1.0,1.0,1.0,17.0,1.0,1.0,63.0,1.0,,38.0,33.0,,1.0,31.0,1.0,1.0,3.0,7.0,2.0,10.0,17.0,4.0,3.0,1.0,2.0,,11.0,,,1.0,,3.0,,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Atlanta United FC,9crw9og5xe70mc0m1etggpdk9,E. Barco,Midfielder,8,146.0,26.0,880.0,12.0,668.0,7.0,64.0,1094.0,1632.0,285.0,20.0,47.0,85.0,35.0,2.0,247.0,27.0,164.0,23.0,73.0,13.0,280.0,7.0,35.0,2228.0,18.0,7.0,1042.0,930.0,7.0,2.0,883.0,10.0,1.0,28.0,176.0,92.0,338.0,372.0,26.0,2.0,66.0,193.0,22.0,279.0,3.0,2.0,196.0,7.0,278.0,76.0,4.0,88.0,24.0,193.0,17.0,28.0,5.0,2.0,1.0,,11.0,19.0,40.0,,18.0,4.0,49.0,2.0,2.0,1.0,4.0,3.0,16.0,22.0,20.0,2.0,20.0,3.0,7.0,4.0,8.0,4.0,6.0,104.0,3.0,5.0,4.0,4.0,40.0,1.0,13.0,49.0,1.0,22.0,8.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Atlanta United FC,amqmqon7171ulckz522wp1atw,J. Bauer,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Atlanta United FC,61zjhp2dn7uy819kdei4qqqga,G. Bello,Defender,21,117.0,30.0,900.0,19.0,457.0,18.0,41.0,1069.0,1663.0,226.0,21.0,20.0,75.0,68.0,12.0,302.0,29.0,136.0,19.0,52.0,34.0,488.0,42.0,49.0,2523.0,19.0,24.0,1036.0,933.0,8.0,2.0,913.0,24.0,8.0,169.0,120.0,99.0,289.0,398.0,30.0,3.0,83.0,127.0,9.0,294.0,10.0,,75.0,28.0,184.0,35.0,3.0,131.0,27.0,109.0,29.0,56.0,1.0,0.0,1.0,18.0,40.0,21.0,40.0,21.0,12.0,6.0,17.0,,1.0,,2.0,10.0,,4.0,11.0,,9.0,,1.0,1.0,5.0,3.0,3.0,40.0,1.0,,12.0,4.0,20.0,,,1.0,,,8.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Atlanta United FC,ebhq4fl7e2p1zwhwpeu65a4iy,G. Campbell,Defender,32,36.0,15.0,304.0,4.0,83.0,11.0,4.0,366.0,481.0,77.0,7.0,16.0,18.0,11.0,7.0,35.0,7.0,54.0,1.0,39.0,16.0,229.0,24.0,10.0,629.0,18.0,11.0,358.0,312.0,,2.0,296.0,11.0,6.0,1.0,25.0,29.0,67.0,54.0,15.0,9.0,4.0,48.0,,131.0,5.0,,146.0,10.0,53.0,15.0,2.0,45.0,6.0,35.0,8.0,29.0,1.0,0.0,1.0,13.0,,,,30.0,,,2.0,,,,,,,,2.0,,1.0,,1.0,1.0,1.0,,,4.0,,,,1.0,3.0,,,,,,2.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Atlanta United FC,89knzhfu5cbjg3iqxcvz00aqy,M. Chol,Forward,30,18.0,9.0,69.0,10.0,41.0,6.0,12.0,89.0,169.0,50.0,8.0,1.0,19.0,7.0,1.0,28.0,8.0,19.0,7.0,58.0,7.0,29.0,15.0,15.0,426.0,1.0,10.0,88.0,70.0,,2.0,69.0,4.0,1.0,4.0,21.0,29.0,47.0,17.0,9.0,5.0,23.0,21.0,,24.0,3.0,2.0,20.0,2.0,35.0,5.0,,13.0,4.0,16.0,3.0,4.0,0.0,0.0,0.0,5.0,6.0,1.0,6.0,4.0,,4.0,3.0,,,,,,,,4.0,,1.0,,,,,,1.0,4.0,1.0,,,1.0,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Atlanta United FC,5t1wvh34lm993otbc3469uzxm,J. Conway,Forward,36,14.0,8.0,17.0,1.0,13.0,7.0,6.0,36.0,74.0,40.0,3.0,,16.0,7.0,5.0,5.0,4.0,15.0,,100.0,3.0,8.0,15.0,3.0,236.0,1.0,6.0,32.0,21.0,1.0,2.0,21.0,2.0,,,15.0,22.0,30.0,10.0,8.0,6.0,15.0,18.0,4.0,12.0,1.0,,9.0,,25.0,3.0,1.0,5.0,2.0,9.0,3.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,2.0,,3.0,,1.0,1.0,,,,3.0,1.0,,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Atlanta United FC,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,22,18.0,11.0,59.0,2.0,43.0,5.0,5.0,78.0,143.0,31.0,1.0,1.0,10.0,7.0,2.0,26.0,2.0,19.0,3.0,76.0,7.0,25.0,5.0,5.0,183.0,1.0,2.0,78.0,59.0,1.0,1.0,58.0,5.0,,4.0,31.0,12.0,45.0,4.0,11.0,10.0,11.0,19.0,,17.0,2.0,1.0,31.0,1.0,26.0,7.0,1.0,10.0,1.0,16.0,2.0,4.0,0.0,0.0,0.0,3.0,14.0,3.0,16.0,2.0,9.0,1.0,6.0,,,,,,,,1.0,,,,,,,,,2.0,,,9.0,,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Atlanta United FC,eqaoe97hsczveao8o4tbnj26t,A. De John,Defender,3,9.0,4.0,45.0,1.0,13.0,2.0,1.0,62.0,78.0,12.0,3.0,6.0,3.0,3.0,,5.0,4.0,14.0,1.0,65.0,,35.0,7.0,1.0,122.0,5.0,2.0,57.0,48.0,1.0,,42.0,,1.0,2.0,7.0,5.0,16.0,8.0,4.0,3.0,2.0,7.0,,30.0,,,19.0,3.0,5.0,1.0,,4.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,5.0,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
