liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Successful Corners into Box,Corners Taken (incl short corners),Attempts from Set Pieces,Unsuccessful Corners into Box,Clearances Off the Line,Goals from Inside Box,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Left Foot Goals,Last Man Tackle,Total Touches In Opposition Box,Foul Won Penalty,Headed Goals,Own Goal Scored,Punches,Goalkeeper Smother,Drops,Penalties Faced,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Penalties Off Target,Set Pieces Goals
USA_MLS,2013,Portland Timbers,4fxnafz5s1b6djxhipp4rsul1,W. Johnson,Midfielder,4.0,32.0,11.0,4.0,,,,,,15.0,3.0,2880.0,15.0,78.0,15.0,9.0,1529.0,9.0,229.0,26.0,761.0,64.0,71.0,31.0,5.0,37.0,433.0,628.0,91.0,194.0,1628.0,26.0,13.0,1133.0,25.0,53.0,265.0,510.0,34.0,262.0,13.0,,241.0,32.0,73.0,2219.0,32.0,7.0,243.0,4.0,427.0,77.0,194.0,22.0,230.0,2.0,52.0,38.0,10.0,318.0,62.0,30.0,70.0,2.0,1.0,2.0,87.0,462.0,1284.0,1363.0,75.0,15.0,3.0,3.0,7.0,74.0,124.0,17.0,45.0,156.0,,21.0,70.0,16.0,44.0,,7.0,3.0,3.0,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,3.0
USA_MLS,2013,Portland Timbers,agzwlg0uzsy90ocx0ca3mhknp,P. Kah,Defender,44.0,24.0,,9.0,1.0,1.0,,,,2.0,4.0,2081.0,3.0,3.0,20.0,,797.0,1.0,24.0,,206.0,96.0,99.0,5.0,2.0,53.0,359.0,396.0,47.0,140.0,841.0,32.0,5.0,478.0,20.0,9.0,239.0,193.0,6.0,174.0,1.0,,104.0,24.0,67.0,1268.0,24.0,18.0,114.0,,501.0,63.0,148.0,4.0,124.0,,17.0,79.0,1.0,246.0,207.0,22.0,2.0,1.0,,,45.0,123.0,569.0,602.0,132.0,11.0,,,1.0,34.0,98.0,13.0,56.0,69.0,1.0,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,dra3o9hf1qct87zn5j9b0de51,M. Kočić,Goalkeeper,30.0,2.0,,,,,,,,,,180.0,,,3.0,,26.0,,,,8.0,8.0,29.0,,1.0,,29.0,19.0,1.0,,56.0,,,14.0,1.0,,29.0,4.0,,28.0,,,25.0,2.0,1.0,83.0,2.0,,1.0,,43.0,76.0,1.0,,13.0,,,,,1.0,4.0,2.0,,,,,,9.0,18.0,27.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,7.0,16.0,4.0,3.0,2.0,4.0,3.0,17.0,,,,,,,3.0,,,,,,,,,
USA_MLS,2013,Portland Timbers,cblfj2ztxm1etd4ntpe50n9p1,R. McKenzie,Defender,31.0,1.0,,,,,,,,,,90.0,,,,,20.0,1.0,,,3.0,3.0,2.0,,,1.0,5.0,14.0,,2.0,21.0,1.0,,13.0,4.0,,4.0,8.0,,3.0,,,5.0,1.0,1.0,28.0,1.0,,2.0,,6.0,10.0,2.0,,4.0,,1.0,1.0,,4.0,4.0,4.0,,,,,1.0,7.0,16.0,17.0,2.0,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,b9f8at7q0alogdflrkug976c5,R. Miller,Defender,2.0,7.0,,,,,,3.0,2.0,6.0,,350.0,38.0,3.0,1.0,,147.0,4.0,30.0,1.0,67.0,8.0,7.0,,,5.0,53.0,54.0,12.0,23.0,150.0,4.0,,115.0,7.0,,30.0,2.0,2.0,31.0,,6.0,13.0,4.0,5.0,252.0,7.0,1.0,30.0,,47.0,27.0,16.0,,5.0,1.0,3.0,1.0,3.0,36.0,7.0,7.0,6.0,1.0,,,15.0,71.0,117.0,120.0,6.0,2.0,,,,8.0,20.0,4.0,12.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,d38mrccgoud3qomh3supk202d,D. Nagbe,Midfielder,6.0,38.0,10.0,1.0,,,,,17.0,16.0,6.0,3183.0,14.0,124.0,2.0,10.0,1546.0,21.0,412.0,4.0,986.0,8.0,16.0,20.0,4.0,39.0,500.0,346.0,35.0,213.0,1557.0,11.0,77.0,1289.0,32.0,46.0,229.0,358.0,49.0,209.0,19.0,2.0,190.0,38.0,36.0,2183.0,38.0,4.0,377.0,2.0,406.0,69.0,238.0,26.0,39.0,4.0,98.0,28.0,51.0,444.0,12.0,36.0,16.0,1.0,,3.0,167.0,381.0,1318.0,1328.0,67.0,8.0,14.0,3.0,20.0,29.0,206.0,6.0,12.0,210.0,,,1.0,,,,8.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,ca7fxyynm7cr14c5oeu4polx,M. Nanchoff,Midfielder,17.0,1.0,,,,,,1.0,,,,8.0,,,,,4.0,,2.0,,,,1.0,,,,1.0,3.0,,,4.0,1.0,,3.0,,,1.0,1.0,,1.0,,,1.0,,,4.0,1.0,,1.0,,1.0,10.0,,,,,,,,1.0,,,,,,,1.0,,3.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,d4udecoyycb5bmxmiaq1vkyd,F. Piquionne,Forward,9.0,23.0,2.0,,,,,15.0,7.0,16.0,12.0,825.0,6.0,20.0,,,226.0,10.0,47.0,3.0,130.0,1.0,4.0,15.0,1.0,47.0,168.0,20.0,8.0,75.0,226.0,20.0,13.0,139.0,5.0,25.0,79.0,56.0,9.0,87.0,6.0,,28.0,8.0,8.0,423.0,23.0,1.0,84.0,,77.0,47.0,99.0,10.0,8.0,3.0,13.0,65.0,16.0,196.0,32.0,6.0,16.0,1.0,4.0,3.0,50.0,46.0,147.0,147.0,112.0,1.0,7.0,4.0,1.0,6.0,97.0,2.0,2.0,34.0,,,,1.0,,,2.0,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,a2gv17of9vi5s2fujggusz7it,A. Powell,Defender,2.0,5.0,,1.0,,,,1.0,2.0,17.0,1.0,382.0,24.0,2.0,2.0,,102.0,2.0,16.0,3.0,41.0,13.0,16.0,2.0,,5.0,99.0,23.0,19.0,26.0,103.0,3.0,8.0,55.0,7.0,2.0,42.0,2.0,2.0,49.0,2.0,13.0,28.0,4.0,10.0,250.0,5.0,1.0,54.0,,48.0,10.0,35.0,,6.0,3.0,4.0,4.0,11.0,63.0,10.0,7.0,17.0,,,,23.0,37.0,60.0,61.0,9.0,,,,1.0,18.0,28.0,1.0,11.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,5i0nk8664iksr4m1rcr7ln74l,D. Ricketts,Goalkeeper,1.0,36.0,,2.0,,,,,,,,3240.0,,,52.0,,238.0,,,,98.0,114.0,240.0,,4.0,,376.0,143.0,1.0,16.0,497.0,,3.0,117.0,35.0,,256.0,36.0,1.0,224.0,,,327.0,36.0,32.0,1076.0,36.0,,13.0,,413.0,50.0,21.0,,124.0,,8.0,8.0,,21.0,26.0,39.0,,,,,,48.0,149.0,241.0,8.0,14.0,,,,,,1.0,2.0,13.0,,,,,,,,,,104.0,311.0,31.0,37.0,25.0,67.0,23.0,163.0,,,,,,,17.0,4.0,3.0,5.0,,1.0,,,,
USA_MLS,2013,Portland Timbers,64xx8r29csvjmiowxma2gu3f9,S. Rincón,Forward,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,96ssjvdnc80gviyw0m52lopn9,B. Ring,Midfielder,18.0,4.0,,,,,,1.0,,,,271.0,,,5.0,,93.0,,7.0,,19.0,5.0,8.0,1.0,1.0,5.0,21.0,60.0,5.0,7.0,94.0,1.0,,69.0,7.0,1.0,15.0,22.0,,12.0,,,11.0,3.0,3.0,137.0,4.0,3.0,8.0,,31.0,95.0,12.0,,10.0,,1.0,6.0,,19.0,21.0,8.0,,,,,2.0,34.0,78.0,79.0,11.0,,,,,5.0,7.0,,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,4d63zg6lppvmlw71brelnve8l,M. Silvestre,Defender,27.0,8.0,,2.0,,,,,1.0,,1.0,688.0,1.0,1.0,4.0,,355.0,,15.0,1.0,89.0,26.0,29.0,2.0,,20.0,106.0,203.0,9.0,44.0,364.0,11.0,2.0,242.0,9.0,2.0,73.0,107.0,1.0,49.0,,,43.0,8.0,24.0,490.0,8.0,3.0,30.0,,167.0,50.0,41.0,,49.0,1.0,5.0,25.0,,75.0,56.0,9.0,,,,,14.0,75.0,286.0,291.0,45.0,2.0,,,,4.0,34.0,5.0,31.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,6ia6d4vaynzgzxn1og0q85wph,D. Tucker-Gangnes,Defender,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,a6zfgjf17p31522rdkrofzob9,M. Urruti,Forward,37.0,9.0,1.0,1.0,,,,5.0,4.0,2.0,7.0,435.0,,12.0,,1.0,100.0,3.0,26.0,,64.0,1.0,2.0,5.0,2.0,18.0,51.0,10.0,7.0,24.0,100.0,8.0,1.0,67.0,3.0,8.0,26.0,30.0,4.0,23.0,,,17.0,4.0,5.0,159.0,9.0,,37.0,,17.0,79.0,29.0,3.0,7.0,,8.0,13.0,6.0,68.0,1.0,5.0,2.0,,,,21.0,27.0,74.0,74.0,31.0,,4.0,,,6.0,39.0,1.0,3.0,16.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,75wb5wd6m1xkle7ghs96lshjp,J. Valencia,Forward,20.0,23.0,1.0,2.0,,,,18.0,4.0,12.0,5.0,674.0,5.0,20.0,,,185.0,13.0,55.0,2.0,136.0,2.0,6.0,8.0,,42.0,117.0,14.0,8.0,32.0,186.0,18.0,20.0,144.0,7.0,14.0,38.0,49.0,9.0,42.0,6.0,,25.0,5.0,8.0,350.0,23.0,,100.0,,33.0,88.0,51.0,6.0,4.0,2.0,12.0,11.0,23.0,153.0,3.0,7.0,12.0,2.0,,3.0,60.0,49.0,147.0,148.0,53.0,1.0,4.0,3.0,,8.0,102.0,,2.0,40.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,e5d62a8i9q48nxddohhp80r11,D. Valeri,Midfielder,8.0,35.0,11.0,2.0,,,,3.0,17.0,56.0,10.0,2542.0,12.0,94.0,3.0,11.0,1208.0,28.0,187.0,45.0,756.0,8.0,33.0,31.0,4.0,36.0,643.0,215.0,42.0,296.0,1255.0,44.0,26.0,851.0,25.0,59.0,329.0,284.0,56.0,416.0,20.0,1.0,154.0,32.0,44.0,1911.0,35.0,,284.0,2.0,505.0,64.0,139.0,28.0,75.0,9.0,52.0,19.0,21.0,339.0,12.0,29.0,131.0,6.0,6.0,7.0,164.0,279.0,893.0,926.0,55.0,4.0,10.0,8.0,35.0,34.0,200.0,8.0,17.0,120.0,,32.0,92.0,12.0,53.0,,9.0,1.0,1.0,,,,,,,,,,,8.0,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,e9q3q6g92qe9o1b34majj6j11,R. Wallace,Midfielder,22.0,31.0,7.0,4.0,,,,6.0,4.0,66.0,14.0,2272.0,55.0,71.0,7.0,,1058.0,22.0,246.0,23.0,591.0,24.0,30.0,19.0,3.0,66.0,484.0,250.0,44.0,213.0,1061.0,47.0,23.0,803.0,25.0,39.0,243.0,372.0,29.0,255.0,17.0,3.0,169.0,25.0,54.0,1642.0,31.0,2.0,228.0,,330.0,100.0,131.0,20.0,15.0,23.0,17.0,47.0,42.0,341.0,39.0,28.0,66.0,7.0,1.0,7.0,144.0,113.0,815.0,818.0,113.0,9.0,7.0,8.0,3.0,29.0,210.0,15.0,35.0,84.0,,,,,,,7.0,,,,,,,,,,,5.0,,8.0,,2.0,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,9mpcpygxd11icgc7mnb4e75cl,B. Zemanski,Midfielder,14.0,27.0,1.0,5.0,1.0,1.0,,18.0,1.0,20.0,,1015.0,24.0,15.0,5.0,1.0,494.0,7.0,54.0,4.0,218.0,18.0,17.0,5.0,2.0,14.0,178.0,182.0,55.0,93.0,506.0,23.0,3.0,365.0,17.0,7.0,110.0,92.0,7.0,103.0,1.0,8.0,80.0,9.0,27.0,746.0,27.0,2.0,117.0,1.0,202.0,53.0,78.0,2.0,31.0,4.0,7.0,13.0,7.0,144.0,24.0,19.0,20.0,,,1.0,52.0,158.0,384.0,396.0,27.0,,,1.0,1.0,36.0,66.0,19.0,27.0,65.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Portland Timbers,e5943gbco6auoe61tswisvyl1,S. Zizzo,Midfielder,7.0,10.0,1.0,,,,,8.0,,14.0,,255.0,27.0,5.0,1.0,,102.0,,24.0,5.0,46.0,9.0,7.0,,1.0,3.0,63.0,41.0,13.0,14.0,103.0,1.0,3.0,77.0,2.0,2.0,21.0,6.0,3.0,32.0,,2.0,18.0,2.0,4.0,217.0,10.0,1.0,32.0,,29.0,95.0,28.0,2.0,5.0,4.0,7.0,5.0,2.0,40.0,15.0,3.0,15.0,,,,9.0,44.0,81.0,82.0,8.0,1.0,,,,9.0,12.0,4.0,5.0,23.0,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
