liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Time Played,Recoveries,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Successful Passes Own Half,Total Passes,Ground Duels won,Starts,Throw Ins to Own Player,Unsuccessful Launches,Ground Duels lost,Aerial Duels lost,Successful Dribbles,Aerial Duels won,Unsuccessful Short Passes,Goals Conceded Inside Box,Unsuccessful Long Passes,Games Played,Aerial Duels,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Substitute Off,Duels lost,Total Losses Of Possession,Backward Passes,Appearances,Index,Open Play Passes,Successful Long Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Rightside Passes,Unsuccessful Passes Opposition Half,Overruns,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Duels,Unsuccessful Crosses open play,Forward Passes,Duels won,Winning Goal,Times Tackled,Foul Attempted Tackle,Tackles Won,Total Fouls Conceded,Leftside Passes,Total Tackles,Successful Launches,Blocks,Interceptions,Unsuccessful Dribbles,Handballs conceded,Substitute On,Total Shots,Total Fouls Won,Shots On Target ( inc goals ),Yellow Cards,Key Passes (Attempt Assists),Successful Lay-offs,Saves Made,Goal Kicks,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Shots Off Target (inc woodwork),Through balls,Total Touches In Opposition Box,Tackles Lost,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Saves Made from Outside Box,Punches,Goals from Outside Box,Goals,Right Foot Goals,Home Goals,Away Goals,Successful Crosses & Corners,Corners Won,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Goal Assists,Successful Corners into Box,Blocked Shots,Saves made - parried,Goalkeeper Smother,Assists (Intentional),Red Cards - 2nd Yellow,Goals from Inside Box,Headed Goals,Own Goal Scored,Catches,Clean Sheets,Hit Woodwork,Unsuccessful lay-offs,Penalty Goals Conceded,Left Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Other Goals,Penalties Faced,Penalties Conceded,Goals Conceded Outside Box,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Saved,Total Big Chances Missed,Goals Openplay,Total Big Chances Created,Total Big Chances Scored,Direct Setpiece Goals,Set Pieces Goals,Penalties Off Target,Drops,Second Goal Assists,Penalties Saved,Saves from Penalty
USA_US_Open_Cup,2024,Detroit City FC,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,Defender,30,136.0,300.0,20.0,11.0,59.0,85.0,172.0,10.0,3.0,1.0,10.0,7.0,1.0,1.0,8.0,15.0,5.0,13.0,3.0,9.0,17.0,144.0,136.0,,8.0,34.0,13.0,3.0,10.0,164.0,8.0,4.0,8.0,59.0,18.0,,,28.0,210.0,7.0,6.0,1.0,26.0,1.0,71.0,18.0,0.0,1.0,2.0,,3.0,29.0,3.0,1.0,1.0,3.0,1.0,,,1.0,7.0,1.0,2.0,2.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Detroit City FC,3nyl7lxka41yl4yep8rzj95d6,V. Bezerra,Forward,7,21.0,136.0,3.0,1.0,11.0,12.0,26.0,3.0,1.0,,,5.0,4.0,,3.0,3.0,2.0,,3.0,7.0,8.0,23.0,23.0,1.0,9.0,12.0,9.0,3.0,10.0,24.0,,,,6.0,2.0,,,3.0,46.0,1.0,2.0,,15.0,,6.0,6.0,0.0,4.0,,,,5.0,,,,2.0,3.0,,2.0,4.0,3.0,,,1.0,1.0,,,,,,,4.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Detroit City FC,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,Midfielder,12,79.0,196.0,4.0,5.0,30.0,55.0,100.0,4.0,2.0,13.0,1.0,,1.0,,2.0,9.0,5.0,6.0,3.0,3.0,4.0,85.0,79.0,1.0,1.0,19.0,3.0,3.0,10.0,94.0,6.0,2.0,3.0,9.0,11.0,,1.0,15.0,136.0,3.0,6.0,1.0,7.0,1.0,45.0,6.0,0.0,,,,,43.0,1.0,1.0,,6.0,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Detroit City FC,28a0n53jofx4bk7vd74yqcb11,S. Carroll,Defender,5,149.0,300.0,22.0,17.0,53.0,112.0,199.0,12.0,3.0,1.0,8.0,3.0,1.0,,12.0,16.0,5.0,18.0,3.0,13.0,15.0,165.0,145.0,,4.0,38.0,15.0,3.0,10.0,182.0,20.0,5.0,6.0,55.0,17.0,,,34.0,253.0,16.0,6.0,,28.0,,73.0,24.0,0.0,1.0,1.0,6.0,1.0,56.0,7.0,2.0,5.0,4.0,,,,1.0,5.0,1.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Detroit City FC,ec0smr0qtiikutfhfksx7j3rp,A. Coote,Midfielder,10,38.0,120.0,7.0,3.0,26.0,14.0,47.0,7.0,1.0,,,3.0,2.0,2.0,,6.0,2.0,1.0,2.0,2.0,10.0,40.0,40.0,1.0,5.0,13.0,14.0,2.0,10.0,45.0,,,5.0,17.0,6.0,,,7.0,66.0,,3.0,2.0,12.0,1.0,7.0,7.0,0.0,1.0,2.0,2.0,2.0,9.0,2.0,,,,,,1.0,2.0,3.0,2.0,,,1.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Detroit City FC,7o3vvz5w2ftz08ba23b79mgkq,A. Diop,Midfielder,8,98.0,259.0,14.0,6.0,71.0,29.0,122.0,8.0,3.0,,1.0,9.0,2.0,1.0,2.0,20.0,5.0,3.0,3.0,4.0,17.0,99.0,88.0,1.0,11.0,31.0,17.0,3.0,10.0,121.0,11.0,1.0,5.0,39.0,18.0,,,23.0,151.0,1.0,6.0,1.0,21.0,1.0,29.0,10.0,0.0,5.0,2.0,3.0,2.0,37.0,3.0,,1.0,3.0,3.0,,,4.0,4.0,2.0,,3.0,2.0,,,,,,,2.0,,4.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Detroit City FC,8fo1eg63j93qmtb4qy8u7xxck,D. Espeleta,Midfielder,14,28.0,108.0,8.0,3.0,17.0,11.0,33.0,7.0,1.0,,1.0,7.0,2.0,1.0,2.0,3.0,,2.0,3.0,4.0,14.0,28.0,26.0,1.0,9.0,13.0,9.0,3.0,10.0,33.0,2.0,,1.0,6.0,2.0,,,5.0,57.0,,,,18.0,,8.0,9.0,0.0,5.0,2.0,3.0,2.0,10.0,6.0,,,2.0,3.0,,2.0,4.0,,2.0,,2.0,,,,,,,,2.0,,5.0,3.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Detroit City FC,63td0sigm6tp2tg8yovf5npm2,D. Gasso,Midfielder,24,9.0,35.0,2.0,2.0,6.0,3.0,14.0,3.0,,,,4.0,,,1.0,3.0,,2.0,2.0,1.0,7.0,9.0,9.0,,4.0,8.0,2.0,2.0,10.0,14.0,,1.0,1.0,3.0,3.0,,,5.0,26.0,3.0,,,8.0,,5.0,4.0,0.0,2.0,1.0,,1.0,4.0,3.0,,1.0,,1.0,,2.0,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Detroit City FC,7v7c25arh4yqd7tz8demrxa6t,B. Levis,Defender,17,25.0,62.0,2.0,1.0,20.0,7.0,31.0,3.0,1.0,1.0,,2.0,,,3.0,4.0,3.0,,2.0,3.0,5.0,27.0,27.0,1.0,2.0,9.0,10.0,2.0,10.0,29.0,,1.0,3.0,8.0,8.0,,,4.0,43.0,,3.0,5.0,8.0,2.0,9.0,6.0,0.0,,2.0,1.0,2.0,4.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,3.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Detroit City FC,dkz41wgsey0h302smmrh3ds0k,Y. Matthews,Forward,27,34.0,209.0,7.0,2.0,28.0,9.0,52.0,8.0,2.0,,,12.0,7.0,,4.0,12.0,3.0,3.0,3.0,11.0,20.0,37.0,36.0,1.0,19.0,33.0,15.0,3.0,10.0,49.0,1.0,1.0,2.0,15.0,13.0,,,15.0,101.0,5.0,4.0,,31.0,,13.0,12.0,0.0,10.0,1.0,4.0,1.0,9.0,5.0,,,,7.0,,1.0,8.0,3.0,5.0,,4.0,2.0,,,,,,,3.0,,13.0,1.0,,,,,,,1.0,1.0,0.0,1.0,,1.0,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
