liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Ground Duels lost,Shots Off Target (inc woodwork),Successful Dribbles,Total Fouls Conceded,Leftside Passes,Penalty Goals Conceded,Ground Duels won,Throw Ins to Opposition Player,Recoveries,Throw Ins to Own Player,Goals Conceded Outside Box,Total Passes,Clearances Off the Line,Touches,Aerial Duels lost,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Duels,Total Touches In Opposition Box,Corners Won,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Index,Duels won,Hit Woodwork,Yellow Cards,Successful Open Play Passes,Successful Passes Own Half,Successful Lay-offs,Successful Short Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Duels lost,Successful Crosses & Corners,Successful Crosses open play,Total Shots,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Unsuccessful Short Passes,Backward Passes,Forward Passes,Aerial Duels won,Appearances,Clean Sheets,Successful Passes Opposition Half,Unsuccessful Dribbles,Games Played,Total Clearances,Tackles Won,Tackles Lost,Aerial Duels,Open Play Passes,Key Passes (Attempt Assists),Unsuccessful Launches,Times Tackled,Successful Long Passes,Total Fouls Won,Rightside Passes,Successful Launches,PutThrough/Blocked Distribution,Interceptions,Blocks,Starts,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Winning Goal,Corners Taken (incl short corners),Through balls,Substitute Off,Substitute On,Unsuccessful Corners into Box,Goals from Inside Box,Handballs conceded,Goals,Right Foot Goals,Blocked Shots,Overruns,Unsuccessful lay-offs,Home Goals,Away Goals,Successful Corners into Box,Last Player Tackle,Left Foot Goals,Offsides,Goals from Outside Box,Headed Goals,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Penalties Conceded,Attempts from Set Pieces,Red Cards - 2nd Yellow,Goal Kicks,GK Successful Distribution,Foul Won Penalty,Second Goal Assists,Saves Made from Outside Box,Saves Made,Penalties Faced,GK Unsuccessful Distribution,Punches,Catches,Goalkeeper Smother,Saves Made from Inside Box,Drops,Saves made - parried,Set Pieces Goals,Penalties Taken,Penalty Goals,Own Goal Scored,Saves made - caught,Saves from Penalty,Penalties Saved,Crosses not Claimed,Other Goals,Penalties Off Target
Mexico_Liga_MX,2023-2024,CF Cruz Azul,4051hgvu9v8jnu9rbbd0pr9bd,U. Antuna,Forward,7,168.0,35.0,13.0,15.0,5.0,185.0,4.0,45.0,,54.0,9.0,5.0,439.0,,669.0,15.0,12.0,12.0,368.0,1226.0,101.0,55.0,17.0,80.0,35.0,17.0,35.0,10.0,51.0,,2.0,360.0,122.0,8.0,361.0,6.0,9.0,50.0,11.0,10.0,25.0,22.0,71.0,7.0,65.0,144.0,81.0,6.0,14.0,1.0,257.0,11.0,14.0,2.0,4.0,3.0,21.0,431.0,17.0,3.0,29.0,7.0,23.0,29.0,,18.0,8.0,1.0,14.0,3.0,94.0,1.0,2.0,2.0,5.0,,,5.0,1.0,5.0,4.0,6.0,4.0,2.0,3.0,2.0,1.0,,1.0,5.0,,,,,4.0,4.0,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,,,,,,,
Mexico_Liga_MX,2023-2024,CF Cruz Azul,bwt2bwbltrqe5bpzlcr2vli50,A. Cabañas,Goalkeeper,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Cruz Azul,4w5az9axyx9vldc8u8ean1bs9,D. Cambindo,Forward,28,121.0,59.0,16.0,12.0,30.0,36.0,3.0,21.0,,28.0,,7.0,151.0,,314.0,45.0,9.0,11.0,97.0,828.0,149.0,47.0,4.0,80.0,1.0,14.0,1.0,10.0,45.0,3.0,4.0,78.0,38.0,9.0,96.0,4.0,7.0,104.0,1.0,1.0,25.0,21.0,54.0,4.0,50.0,48.0,42.0,24.0,16.0,,60.0,7.0,16.0,9.0,1.0,3.0,69.0,132.0,6.0,1.0,29.0,1.0,5.0,25.0,,14.0,1.0,2.0,9.0,14.0,44.0,0.0,,2.0,6.0,7.0,,4.0,2.0,4.0,2.0,6.0,2.0,2.0,1.0,3.0,,,2.0,10.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Mexico_Liga_MX,2023-2024,CF Cruz Azul,bi761u0ei5o7uu0ayfewln3f8,K. Castaño,Midfielder,5,100.0,33.0,5.0,4.0,11.0,145.0,1.0,30.0,,61.0,3.0,1.0,519.0,,620.0,11.0,3.0,19.0,445.0,762.0,80.0,3.0,2.0,63.0,2.0,8.0,3.0,10.0,36.0,1.0,2.0,428.0,192.0,9.0,409.0,20.0,6.0,44.0,1.0,,8.0,9.0,74.0,15.0,54.0,87.0,153.0,6.0,13.0,,254.0,1.0,13.0,5.0,10.0,5.0,17.0,500.0,2.0,5.0,10.0,36.0,11.0,134.0,3.0,16.0,5.0,1.0,9.0,7.0,58.0,0.0,1.0,,6.0,4.0,,,1.0,,,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Cruz Azul,7ka0c0gm382nt1vhccu787g15,W. Ditta,Defender,4,155.0,33.0,3.0,12.0,16.0,99.0,4.0,43.0,5.0,123.0,40.0,7.0,804.0,1.0,1019.0,31.0,3.0,60.0,674.0,1348.0,125.0,5.0,3.0,76.0,4.0,18.0,4.0,10.0,61.0,,4.0,657.0,471.0,1.0,593.0,73.0,13.0,64.0,2.0,2.0,6.0,25.0,130.0,24.0,57.0,34.0,312.0,18.0,15.0,2.0,205.0,1.0,15.0,28.0,17.0,7.0,49.0,784.0,3.0,35.0,7.0,81.0,7.0,359.0,5.0,21.0,16.0,10.0,15.0,9.0,74.0,0.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,1.0,0.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Cruz Azul,ebd087qhfyhs6i8k2442xgb11,J. Dueñas,Midfielder,0,12.0,4.0,,,1.0,26.0,1.0,4.0,,10.0,1.0,1.0,89.0,,104.0,3.0,,3.0,81.0,78.0,12.0,,1.0,8.0,,2.0,1.0,10.0,5.0,,,80.0,30.0,,75.0,3.0,1.0,7.0,1.0,,,3.0,8.0,2.0,5.0,12.0,16.0,1.0,6.0,,52.0,1.0,6.0,,2.0,,4.0,88.0,2.0,,2.0,6.0,2.0,35.0,,2.0,,1.0,,1.0,6.0,0.0,2.0,,,6.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Cruz Azul,7fm8dugdhdzp2d7ikjlk9lel0,J. Díaz,Defender,209,6.0,2.0,,2.0,2.0,,,3.0,,,3.0,,15.0,,26.0,,,,12.0,45.0,5.0,1.0,,5.0,2.0,1.0,2.0,10.0,3.0,,,11.0,8.0,,12.0,2.0,1.0,2.0,,,,1.0,3.0,,1.0,2.0,6.0,,1.0,,4.0,,1.0,,,,,14.0,,,,,1.0,7.0,,1.0,1.0,,,2.0,5.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Cruz Azul,64d0bjnplywbybkge20roti39,J. Escobar,Defender,24,136.0,35.0,,1.0,18.0,231.0,5.0,43.0,3.0,84.0,13.0,5.0,670.0,,873.0,19.0,3.0,36.0,555.0,1222.0,136.0,15.0,4.0,78.0,2.0,17.0,2.0,10.0,82.0,,7.0,532.0,405.0,,501.0,62.0,7.0,54.0,2.0,2.0,3.0,22.0,115.0,25.0,53.0,42.0,239.0,39.0,14.0,2.0,152.0,4.0,14.0,57.0,17.0,8.0,58.0,644.0,3.0,17.0,6.0,54.0,17.0,158.0,6.0,13.0,22.0,8.0,14.0,7.0,81.0,0.0,,,1.0,,,,1.0,,,3.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Cruz Azul,8dw29j8k2379f7hvij6mna4lx,A. Escoboza,Midfielder,17,19.0,1.0,,2.0,1.0,2.0,,4.0,2.0,7.0,8.0,1.0,28.0,,59.0,,,2.0,20.0,75.0,5.0,1.0,,5.0,6.0,2.0,7.0,10.0,4.0,,,20.0,13.0,,20.0,4.0,,1.0,,,,3.0,8.0,1.0,4.0,8.0,8.0,,4.0,,7.0,1.0,4.0,4.0,,1.0,,28.0,,3.0,1.0,,1.0,10.0,,2.0,1.0,,,,13.0,0.0,1.0,,,4.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Cruz Azul,bc4lkvpu7xma5dejq23ikv1ed,G. Fernández,Forward,21,263.0,77.0,22.0,19.0,19.0,70.0,1.0,66.0,,55.0,4.0,4.0,349.0,,684.0,67.0,15.0,20.0,221.0,1491.0,287.0,71.0,11.0,143.0,8.0,11.0,8.0,10.0,143.0,3.0,1.0,198.0,62.0,9.0,216.0,,14.0,144.0,,,37.0,15.0,128.0,14.0,128.0,61.0,100.0,77.0,20.0,,159.0,29.0,20.0,19.0,10.0,4.0,144.0,325.0,18.0,,52.0,5.0,33.0,118.0,,31.0,3.0,2.0,18.0,12.0,116.0,0.0,1.0,,11.0,2.0,,6.0,,7.0,3.0,10.0,2.0,3.0,4.0,3.0,,,1.0,5.0,1.0,3.0,,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,
