liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Shots Off Target (inc woodwork),Foul Attempted Tackle,Blocks,Goal Assists,Through balls,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Penalties Off Target,Foul Won Penalty,Hit Woodwork,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Clean Sheets,Drops,Penalties Faced,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Headed Goals,Clearances Off the Line,Straight Red Cards,Second Goal Assists,Penalty Goals Conceded,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Last Man Tackle,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2018,Tampa Bay Rowdies,2co6fedrz8anjzy9ise76dplh,J. Blake,Midfielder,18,13.0,,1502.0,3.0,1.0,2.0,950.0,8.0,164.0,4.0,451.0,15.0,4.0,52.0,15.0,7.0,9.0,272.0,360.0,32.0,,126.0,985.0,5.0,22.0,11.0,733.0,26.0,25.0,178.0,4.0,236.0,20.0,184.0,13.0,,102.0,16.0,35.0,28.0,1238.0,20.0,23.0,135.0,2.0,298.0,20.0,10.0,72.0,11.0,2.0,74.0,,17.0,12.0,11.0,156.0,11.0,33.0,,34.0,23.0,14.0,,75.0,287.0,779.0,807.0,21.0,27.0,84.0,5.0,11.0,60.0,7.0,35.0,14.0,14.0,2.0,4.0,5.0,,,,,,,,,,,,2.0,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Tampa Bay Rowdies,batcfhsceppouuwba2wes6h9l,S. Bonomo,Forward,56,3.0,10.0,1149.0,7.0,1.0,6.0,303.0,13.0,90.0,1.0,142.0,1.0,3.0,8.0,10.0,4.0,61.0,202.0,59.0,12.0,,108.0,316.0,8.0,18.0,12.0,192.0,13.0,30.0,116.0,,83.0,10.0,110.0,9.0,2.0,30.0,13.0,22.0,9.0,555.0,,20.0,103.0,,86.0,80.0,10.0,118.0,15.0,,8.0,1.0,24.0,75.0,16.0,239.0,22.0,17.0,2.0,3.0,20.0,,2.0,60.0,57.0,187.0,200.0,136.0,6.0,121.0,6.0,4.0,43.0,7.0,27.0,15.0,8.0,1.0,3.0,1.0,10.0,,,,,,,,,,,4.0,,,1.0,1.0,6.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Tampa Bay Rowdies,7uxy0em7vvd4cu133nrnzqa51,J. Chávez,Forward,17,1.0,4.0,229.0,1.0,,1.0,53.0,1.0,14.0,1.0,36.0,,1.0,,1.0,,10.0,19.0,8.0,3.0,,11.0,54.0,2.0,4.0,1.0,43.0,1.0,9.0,11.0,,19.0,6.0,12.0,4.0,,3.0,2.0,3.0,,89.0,,5.0,12.0,,11.0,14.0,10.0,10.0,2.0,1.0,,1.0,1.0,5.0,,27.0,,1.0,,1.0,5.0,,,7.0,10.0,42.0,43.0,15.0,,17.0,3.0,,5.0,3.0,4.0,7.0,2.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Tampa Bay Rowdies,wf6ih47zgj6me89wweom5ck5,J. Cole,Midfielder,26,15.0,2.0,1950.0,9.0,1.0,4.0,815.0,8.0,179.0,11.0,378.0,8.0,10.0,48.0,21.0,4.0,24.0,251.0,320.0,35.0,1.0,117.0,852.0,13.0,41.0,21.0,628.0,23.0,19.0,165.0,2.0,228.0,21.0,156.0,8.0,,136.0,23.0,40.0,30.0,1167.0,7.0,30.0,180.0,2.0,262.0,35.0,10.0,100.0,9.0,3.0,59.0,8.0,29.0,15.0,10.0,219.0,15.0,27.0,1.0,21.0,30.0,5.0,2.0,95.0,183.0,654.0,687.0,39.0,26.0,119.0,9.0,29.0,85.0,7.0,34.0,10.0,32.0,6.0,2.0,5.0,4.0,,,,,,,,,,,3.0,,,,1.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Tampa Bay Rowdies,2c6r4sltjqdwkd209daaitwph,N. Collins,Defender,3,,,810.0,1.0,8.0,,469.0,2.0,18.0,,87.0,16.0,1.0,42.0,4.0,2.0,11.0,101.0,302.0,7.0,,50.0,481.0,,10.0,2.0,336.0,10.0,7.0,92.0,,190.0,1.0,73.0,,,43.0,9.0,6.0,19.0,574.0,,9.0,22.0,,183.0,15.0,10.0,48.0,1.0,,53.0,,5.0,37.0,,70.0,37.0,12.0,,,9.0,,,11.0,90.0,378.0,389.0,48.0,4.0,22.0,3.0,14.0,11.0,,,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Tampa Bay Rowdies,7pcs0b81r4galsdda6p8oj4d1,K. Curinga,Defender,2,4.0,,276.0,32.0,,,108.0,,29.0,1.0,32.0,12.0,1.0,19.0,1.0,1.0,4.0,49.0,45.0,4.0,,15.0,110.0,1.0,4.0,,74.0,3.0,,34.0,,,,31.0,,9.0,12.0,4.0,3.0,7.0,174.0,,4.0,10.0,,53.0,1.0,10.0,8.0,,,2.0,1.0,1.0,4.0,,18.0,5.0,4.0,,4.0,4.0,,,6.0,28.0,74.0,76.0,8.0,4.0,10.0,,4.0,4.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Tampa Bay Rowdies,djgso05a8y6kxtc4idb56uvh1,P. Diakité,Defender,4,3.0,,1339.0,,12.0,,578.0,1.0,35.0,1.0,139.0,26.0,3.0,46.0,2.0,3.0,32.0,104.0,371.0,11.0,,44.0,599.0,1.0,26.0,5.0,461.0,14.0,5.0,90.0,,155.0,3.0,67.0,,1.0,89.0,15.0,5.0,26.0,770.0,,15.0,48.0,,236.0,12.0,10.0,62.0,,,48.0,1.0,9.0,39.0,3.0,119.0,68.0,17.0,,3.0,15.0,,,25.0,173.0,491.0,509.0,71.0,8.0,57.0,3.0,32.0,23.0,,,5.0,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,
USA_USL_Championship,2018,Tampa Bay Rowdies,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,Midfielder,11,56.0,11.0,1745.0,48.0,1.0,3.0,571.0,18.0,166.0,17.0,326.0,10.0,,25.0,13.0,5.0,35.0,346.0,123.0,41.0,,123.0,580.0,9.0,23.0,31.0,414.0,21.0,36.0,148.0,5.0,165.0,26.0,186.0,9.0,7.0,110.0,19.0,38.0,32.0,1067.0,17.0,28.0,198.0,,182.0,99.0,10.0,126.0,20.0,2.0,18.0,11.0,22.0,32.0,29.0,265.0,16.0,26.0,3.0,70.0,28.0,10.0,8.0,104.0,67.0,424.0,432.0,67.0,29.0,139.0,12.0,16.0,94.0,9.0,23.0,16.0,5.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,,1.0,3.0,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Tampa Bay Rowdies,7i7ysz3j5bhwh0vzmijx1hgwl,A. Fitzgerald,Goalkeeper,50,,,810.0,,34.0,,127.0,,,,44.0,56.0,,97.0,,1.0,,103.0,90.0,,,1.0,232.0,,,,71.0,12.0,,98.0,,27.0,1.0,83.0,,,81.0,9.0,,15.0,313.0,,9.0,,,176.0,,10.0,4.0,,,63.0,,,4.0,,4.0,7.0,13.0,,,9.0,,,,29.0,85.0,134.0,4.0,,,,,,,,,,,1.0,,,20.0,65.0,1.0,2.0,7.0,11.0,4.0,9.0,1.0,23.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Tampa Bay Rowdies,a4q9yjgjjcjq0qxqmg2nmijf9,J. Flemmings,Midfielder,7,46.0,15.0,1592.0,15.0,,6.0,335.0,28.0,74.0,17.0,186.0,,1.0,5.0,16.0,4.0,28.0,356.0,57.0,30.0,,114.0,345.0,5.0,18.0,39.0,223.0,21.0,51.0,119.0,1.0,66.0,21.0,156.0,15.0,3.0,92.0,18.0,44.0,10.0,860.0,3.0,26.0,252.0,,97.0,125.0,10.0,158.0,24.0,,3.0,16.0,63.0,31.0,41.0,311.0,1.0,25.0,1.0,47.0,26.0,1.0,2.0,125.0,108.0,216.0,226.0,59.0,19.0,153.0,11.0,5.0,127.0,8.0,14.0,27.0,6.0,1.0,5.0,2.0,4.0,,,,,,,,,,,4.0,,1.0,1.0,5.0,6.0,,,3.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,
