root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,atq1k4cv1xkb50pt444xaaj9,M. Seaton,Attacker,8.0,1,0,0,0,0,0,1,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,1h8qzdw50pdyosvi1f1enueol,R. Austin,Defender,17.0,6,1,2,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,ba0arukvcwn1gagiglyxqz5jp,G. Barnes,Attacker,9.0,6,2,0,0,0,0,0,4
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,1.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,3fz0ypg4zb6i01hpyrc7mgyj9,A. Clennon,Attacker,7.0,1,0,0,0,0,0,1,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,4u18dmdc49m4hsulm8yir8set,S. Dawkins,Midfielder,18.0,5,0,0,0,0,0,1,3
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,9t5wtxwfqie1iq1nda4m2t7f9,Joel Grant,Midfielder,,2,0,0,0,0,0,1,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,8xxeuttt1yy26qf8w73bqua51,M. Hector,Defender,3.0,4,0,0,0,0,0,1,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,a3la5i3s64m9xz831pktwkmvp,O. Holness,Midfielder,24.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,d7a3kprulscp1tta1751bzhzp,C. Humphrey,Midfielder,2.0,3,0,0,0,0,0,3,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,cdxvl7s5urjk3p6lhoze09gph,L. Laing,Midfielder,6.0,2,0,0,0,0,0,2,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,ctcf8m5r0uqvzgtr0qkfbnc9h,K. Lawrence,Defender,20.0,6,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,5kdcg5tlzqdsmqdvyvxf49rrp,A. Mariappa,Defender,19.0,6,0,1,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,e77l3wpj8gep8h3o736y18xjp,D. Mattocks,Attacker,11.0,5,2,1,2,1,1,3,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,8pzpt0kc4v0b61tv90jzn15g5,J. McAnuff,Midfielder,10.0,6,1,0,0,0,0,0,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,4oogur7f8tfx3z011ap58ao5x,G. McCleary,Attacker,22.0,6,2,2,0,0,0,0,2
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,6brdfx2ztpxkzfsmkq2y0lr6d,S. McFarlane,Defender,25.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,cegti98uvnxk3u3isjdlv7k5x,D. Miller,Goalkeeper,13.0,3,0,0,0,0,0,0,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,4nmoo21cjtv94uuzf5folxvx1,W. Morgan,Defender,4.0,6,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,1sqr6uoddu276mizsxpuchas5,R. Thompson,Goalkeeper,23.0,4,0,0,0,0,0,1,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,cpgpr1mnfqzd0rgvxsngr1pzp,A. Ottey,Attacker,,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,3y7ax96ce2fu6q67vqhj8o251,D. Phillips,Midfielder,12.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,a2gv17of9vi5s2fujggusz7it,A. Powell,Defender,5.0,1,0,0,0,0,0,1,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,b70vgav5g7ir93mntbp7bqxud,J. Taylor,Defender,21.0,3,0,0,0,0,0,0,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Jamaica,Jamaica,2wbdazjmsxba9yoqxk204ft1x,J. Watson,Defender,15.0,5,0,3,0,0,0,0,1
