liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Other Goals,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Unsuccessful lay-offs,Yellow Cards,Home Goals,Away Goals,Winning Goal,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Handballs conceded,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Substitute Off,Substitute On,Successful Lay-offs,Through balls,Unsuccessful Corners into Box,Foul Won Penalty,Goal Assists,Penalties Conceded,Successful Crosses & Corners,Successful Crosses open play,Throw Ins to Opposition Player,Assists (Intentional),Hit Woodwork,Successful Corners into Box,Left Foot Goals,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Last Player Tackle,Own Goal Scored,Straight Red Cards,Total Red Cards,Red Cards - 2nd Yellow,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Catches,Drops,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target
Mexico_Liga_MX,2025-2026,Querétaro FC,avqjtgic1daahqkc1od3fn1ii,L. Abascia,Defender,2,53.0,24.0,29.0,16.0,27.0,2.0,19.0,144.0,5.0,,2.0,129.0,64.0,65.0,38.0,195.0,9.0,,16.0,,,20.0,18.0,2.0,,76.0,40.0,36.0,,37.0,6.0,128.0,2.0,485.0,,,2.0,84.0,13.0,8.0,68.0,155.0,6.0,2.0,1.0,16.0,4.0,4.0,51.0,396.0,161.0,251.0,360.0,6.0,20.0,1.0,1440.0,4.0,1.0,,,,86.0,15.0,7.0,110.0,505.0,3.0,411.0,26.0,11.0,94.0,747.0,2.0,2.0,,23.0,50.0,60.0,36.0,44.0,,6.0,,,0.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Querétaro FC,okf3cwwp4y2zzqt67yfa5mac,A. Alcalá,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Querétaro FC,by4t4rs2gy19p0rvhucdv5d5h,G. Allison,Goalkeeper,25,4.0,,4.0,10.0,,,,7.0,2.0,,,4.0,,4.0,,144.0,,73.0,10.0,91.0,,16.0,15.0,1.0,,,,,,,,38.0,,63.0,,,1.0,2.0,,,71.0,17.0,,,,10.0,,14.0,48.0,45.0,39.0,70.0,61.0,,,,862.0,,,,4.0,,7.0,,,91.0,199.0,,109.0,,,90.0,273.0,,,,21.0,89.0,81.0,9.0,1.0,,1.0,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,47.0,30.0,19.0,11.0,3.0,1.0,2.0,1.0,,2.0,,3.0,6.0,
Mexico_Liga_MX,2025-2026,Querétaro FC,ckj0q7eip9j2wklh0g3ltur6c,J. Arellano,Midfielder,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Querétaro FC,46x1yk6a6kzfg9jjig7qb26wa,E. Armenta,Midfielder,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Querétaro FC,a2ky2el1th9684mo6aw2pl5yi,M. Carcelén,Midfielder,55,11.0,4.0,7.0,8.0,20.0,,3.0,10.0,,,,31.0,16.0,15.0,26.0,32.0,5.0,,8.0,,,4.0,3.0,1.0,,20.0,12.0,8.0,,4.0,4.0,27.0,,91.0,,1.0,1.0,6.0,5.0,1.0,6.0,14.0,4.0,2.0,,2.0,1.0,,2.0,66.0,40.0,28.0,66.0,3.0,,,250.0,4.0,,,,,8.0,7.0,4.0,37.0,93.0,2.0,68.0,3.0,6.0,25.0,141.0,1.0,1.0,3.0,3.0,6.0,19.0,7.0,19.0,,2.0,,,0.0,,,,1.0,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Querétaro FC,ao0lmxges27vrdcseovibfvmx,M. Coronel,Forward,37,19.0,15.0,4.0,17.0,65.0,3.0,1.0,126.0,3.0,,10.0,117.0,78.0,39.0,241.0,61.0,10.0,,17.0,,5.0,17.0,16.0,1.0,5.0,98.0,63.0,35.0,,4.0,12.0,43.0,17.0,223.0,,4.0,2.0,74.0,13.0,7.0,47.0,62.0,12.0,17.0,18.0,15.0,9.0,,6.0,160.0,126.0,44.0,161.0,4.0,5.0,2.0,1377.0,36.0,2.0,9.0,,5.0,2.0,16.0,18.0,162.0,231.0,35.0,167.0,9.0,63.0,64.0,447.0,12.0,12.0,20.0,6.0,13.0,65.0,11.0,51.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,,1.0,,2.0,,6.0,2.0,9.0,,,1.0,,,3.0,2.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Querétaro FC,9p3tllstztf07bhah89vftdsk,J. Cázares,Midfielder,190,3.0,3.0,,9.0,15.0,4.0,1.0,30.0,,,8.0,28.0,22.0,6.0,74.0,30.0,1.0,,9.0,,,4.0,3.0,1.0,,25.0,19.0,6.0,,1.0,7.0,12.0,1.0,73.0,,1.0,,16.0,7.0,4.0,16.0,16.0,7.0,3.0,,6.0,1.0,,2.0,51.0,40.0,16.0,49.0,,2.0,1.0,384.0,13.0,1.0,2.0,,,2.0,4.0,3.0,67.0,73.0,3.0,51.0,2.0,9.0,22.0,153.0,18.0,13.0,6.0,,6.0,36.0,4.0,16.0,,,,,0.0,,7.0,,1.0,,,,,7.0,3.0,2.0,1.0,5.0,,,,5.0,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Querétaro FC,4mi94jjfxixhr41c2nafhjswk,B. Duarte,Defender,22,9.0,5.0,4.0,10.0,20.0,3.0,2.0,46.0,2.0,,6.0,85.0,33.0,52.0,117.0,86.0,7.0,,10.0,,,4.0,3.0,1.0,,76.0,28.0,48.0,,11.0,10.0,59.0,,169.0,,1.0,1.0,33.0,12.0,7.0,25.0,10.0,10.0,2.0,1.0,8.0,6.0,1.0,9.0,118.0,81.0,49.0,114.0,15.0,19.0,54.0,728.0,6.0,1.0,,,,25.0,12.0,8.0,109.0,175.0,3.0,123.0,34.0,7.0,52.0,412.0,21.0,20.0,4.0,10.0,24.0,62.0,11.0,28.0,,4.0,,,0.0,,,,1.0,,,,,5.0,2.0,,,,,,,7.0,7.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Querétaro FC,er0xm9k5zv8kcvcy7bnwp086i,E. Dueñas,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
