temporada,link,liga_url,cod_liga,folder
2028,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2028/g5knrcuwg7dz2aha7w8gku8k/results,olympic-qualifying-concacaf-2028,g5knrcuwg7dz2aha7w8gku8k,Concacaf_Olympic_Qualifying_Concacaf
2020 Tokyo,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/results,olympic-qualifying-concacaf-2020-tokyo,678t6imup5cq4ndvauwfkb8q1,Concacaf_Olympic_Qualifying_Concacaf
