liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals Conceded,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Starts,Total Tackles,Rightside Passes,Time Played,Unsuccessful Long Passes,Times Tackled,Ground Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Losses Of Possession,Unsuccessful Short Passes,Goals Conceded Outside Box,Unsuccessful Passes Opposition Half,Tackles Lost,Tackles Won,Clean Sheets,Aerial Duels,Foul Attempted Tackle,Recoveries,Goals Conceded Inside Box,Total Passes,Successful Open Play Passes,Open Play Passes,Duels lost,Unsuccessful Passes Own Half,Interceptions,Touches,Aerial Duels won,Total Clearances,Ground Duels,Duels,Backward Passes,Successful Long Passes,Ground Duels lost,Forward Passes,Appearances,Index,Duels won,Successful Passes Own Half,Successful Short Passes,Key Passes (Attempt Assists),Leftside Passes,Blocks,Successful Passes Opposition Half,Home Goals,Away Goals,Winning Goal,Throw Ins to Own Player,Unsuccessful Launches,Unsuccessful Crosses open play,Substitute Off,Throw Ins to Opposition Player,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Substitute On,Total Shots,Unsuccessful Dribbles,Total Fouls Won,Aerial Duels lost,Successful Dribbles,Handballs conceded,Blocked Shots,Shots Off Target (inc woodwork),Successful Launches,Unsuccessful lay-offs,Successful Lay-offs,Offsides,Yellow Cards,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Total Touches In Opposition Box,Saves made - parried,Punches,Goals from Inside Box,Attempts from Set Pieces,Assists (Intentional),Right Foot Goals,Corners Won,Penalty Goals,Penalties Taken,Shots On Target ( inc goals ),Goal Assists,Successful Crosses & Corners,Goals,Successful Crosses open play,Goalkeeper Smother,Saves Made from Outside Box,Total Red Cards,Straight Red Cards,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Through balls,Second Goal Assists,Drops,Hit Woodwork,Left Foot Goals,Clearances Off the Line,Own Goal Scored,Headed Goals,Saves made - caught,Catches,Penalty Goals Conceded,Goals from Outside Box,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Foul Won Penalty,Set Pieces Goals,Other Goals
Concacaf_Concacaf_Champions_Cup,2021,LD Alajuelense,dszuj3a23wso9ffm3w6mp4qy2,B. Aguilera,Midfielder,28,1.0,,1.0,6.0,1.0,3.0,4.0,76.0,1.0,,3.0,5.0,7.0,4.0,,4.0,1.0,2.0,,1.0,1.0,1.0,,11.0,6.0,11.0,4.0,1.0,,16.0,,,6.0,7.0,3.0,,3.0,4.0,1.0,12.0,3.0,4.0,6.0,1.0,,,2.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,LD Alajuelense,d4u26caqbiaw8w05u26c6zm5l,B. Alfaro,Midfielder,26,1.0,1.0,2.0,24.0,1.0,,6.0,90.0,6.0,2.0,1.0,10.0,18.0,4.0,,10.0,,,,2.0,1.0,9.0,1.0,34.0,23.0,33.0,4.0,4.0,3.0,50.0,1.0,,4.0,6.0,6.0,1.0,3.0,14.0,1.0,21.0,2.0,8.0,23.0,,8.0,1.0,17.0,0.0,0.0,0.0,,3.0,1.0,,,,2.0,4.0,,2.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,LD Alajuelense,a9r1m43keu60rlo5vl961tcl,D. Arreola,Defender,4,2.0,2.0,3.0,59.0,2.0,,27.0,180.0,11.0,,4.0,21.0,22.0,10.0,,17.0,,,,7.0,2.0,8.0,2.0,80.0,54.0,75.0,5.0,4.0,6.0,98.0,6.0,4.0,8.0,15.0,6.0,3.0,4.0,35.0,2.0,36.0,10.0,38.0,56.0,,12.0,,21.0,0.0,0.0,0.0,,4.0,,,,,1.0,,,,,5.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,LD Alajuelense,14sohmfb7w796g74kq1f1hxt6,G. Castro,Forward,14,1.0,1.0,,4.0,,,1.0,6.0,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,5.0,4.0,5.0,,,1.0,6.0,,,,,2.0,,,2.0,1.0,65.0,,,4.0,,,,4.0,0.0,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,LD Alajuelense,5fdum0hnh3fh2699fyp5k02j9,J. Cubero,Midfielder,33,2.0,2.0,4.0,73.0,2.0,1.0,13.0,180.0,1.0,,5.0,5.0,8.0,4.0,,4.0,,1.0,,1.0,4.0,8.0,2.0,78.0,65.0,70.0,5.0,1.0,5.0,96.0,,2.0,9.0,10.0,9.0,6.0,4.0,26.0,2.0,43.0,5.0,41.0,67.0,1.0,30.0,,32.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,,,1.0,,4.0,1.0,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,LD Alajuelense,dq8i345pvf0c6o9v5hot9jj6d,J. Díaz,Defender,15,1.0,1.0,,15.0,1.0,3.0,7.0,90.0,2.0,1.0,4.0,8.0,14.0,6.0,,9.0,,3.0,,4.0,,5.0,1.0,23.0,13.0,21.0,2.0,1.0,4.0,50.0,3.0,,5.0,9.0,2.0,3.0,1.0,14.0,1.0,38.0,7.0,11.0,12.0,,,,4.0,0.0,0.0,0.0,10.0,,2.0,,3.0,2.0,2.0,2.0,,1.0,,1.0,1.0,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,LD Alajuelense,ecd8biit041jkxew2a8a6kdt5,F. Faerron,Defender,3,2.0,1.0,,32.0,1.0,2.0,1.0,107.0,4.0,,6.0,7.0,11.0,3.0,,8.0,,2.0,,,,4.0,1.0,39.0,31.0,38.0,,1.0,3.0,61.0,,1.0,6.0,6.0,6.0,3.0,,17.0,2.0,90.0,6.0,13.0,29.0,1.0,15.0,1.0,20.0,0.0,0.0,0.0,6.0,3.0,2.0,,,,2.0,2.0,1.0,,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,LD Alajuelense,aq748pp3jyntucwe1wk06rgiy,A. Gamboa,Defender,13,1.0,1.0,,10.0,,1.0,,20.0,,,2.0,,,,,,,1.0,,,,1.0,1.0,10.0,9.0,9.0,,,2.0,15.0,,1.0,2.0,2.0,1.0,2.0,,4.0,1.0,50.0,2.0,4.0,8.0,,5.0,,6.0,0.0,0.0,0.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,LD Alajuelense,bl9h0i753r79p2px22tlakudx,M. Hernández,Midfielder,9,1.0,1.0,2.0,17.0,1.0,,4.0,90.0,1.0,3.0,3.0,5.0,12.0,4.0,,4.0,,,,2.0,1.0,,1.0,22.0,16.0,21.0,6.0,1.0,,40.0,1.0,,8.0,10.0,6.0,,5.0,4.0,1.0,49.0,4.0,3.0,17.0,1.0,8.0,,14.0,0.0,0.0,0.0,,,,,,,1.0,,,5.0,1.0,2.0,1.0,1.0,,,4.0,,,1.0,3.0,,,,,,10.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,LD Alajuelense,8998nz6b58g8ew7ymtx95lk6i,I. Lawrence,Defender,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
