liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Crosses open play,Rightside Passes,Penalties Conceded,Blocked Shots,Ground Duels won,Total Shots,Goal Assists,Unsuccessful Crosses open play,Successful Corners into Box,Goals Conceded,Overruns,Foul Attempted Tackle,Clearances Off the Line,Aerial Duels lost,Successful Launches,Goals Conceded Inside Box,Second Goal Assists,Total Losses Of Possession,Yellow Cards,Unsuccessful Corners into Box,Starts,Unsuccessful Passes Own Half,Total Clearances,Corners Taken (incl short corners),Times Tackled,Games Played,Through balls,Successful Lay-offs,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Right Foot Goals,Leftside Passes,Penalties Taken,Tackles Won,Successful Short Passes,Successful Long Passes,Blocks,Successful Passes Opposition Half,Backward Passes,Successful Open Play Passes,Index,Penalty Goals Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Attempts from Set Pieces,Corners Won,GK Successful Distribution,Unsuccessful Dribbles,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Offsides,Key Passes (Attempt Assists),Goals from Inside Box,Shots On Target ( inc goals ),Total Tackles,Total Fouls Won,Appearances,Ground Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals from Outside Box,Duels won,Assists (Intentional),Aerial Duels won,Total Fouls Conceded,Duels lost,Unsuccessful Short Passes,Forward Passes,Touches,Aerial Duels,Goals,Interceptions,Penalty Goals,PutThrough/Blocked Distribution,Total Passes,Unsuccessful Passes Opposition Half,Total Touches In Opposition Box,Successful Dribbles,Successful Passes Own Half,Clean Sheets,Unsuccessful Launches,Time Played,Duels,Tackles Lost,Shots Off Target (inc woodwork),Successful Crosses & Corners,Goal Kicks,Handballs conceded,Set Pieces Goals,Ground Duels,Unsuccessful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Saves Made from Outside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Punches,Saves made - parried,Saves Made,Saves Made from Inside Box,Drops,Catches,Penalties Faced,Foul Won Penalty,Headed Goals,Hit Woodwork,Substitute Off,Substitute On,Throw Ins to Opposition Player,Last Player Tackle,Left Foot Goals,Own Goal Scored,Unsuccessful lay-offs,Penalties Saved,Saves made - caught,Saves from Penalty,Total Red Cards,Red Cards - 2nd Yellow,Straight Red Cards,Other Goals,Crosses not Claimed,Penalties Off Target
USA_MLS_Next_Pro,2024,Toronto FC II,bxwon00wl9tyjvu51my3gcvf8,N. Abraham,Goalkeeper,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Toronto FC II,dfnus4g6zypd1xcec6x7p85ey,L. Accettola,Midfielder,75,,1.0,,1.0,5.0,2.0,,1.0,,1.0,1.0,,,,,1.0,,8.0,,,,1.0,,,2.0,5.0,,,,1.0,1.0,8.0,,,13.0,1.0,,8.0,3.0,14.0,10.0,,14.0,17.0,,,,1.0,4.0,,,,2.0,1.0,1.0,1.0,,5.0,2.0,3.0,,5.0,,,,2.0,2.0,5.0,32.0,,1.0,,,,17.0,3.0,2.0,4.0,6.0,,,20.0,7.0,1.0,1.0,,,,,7.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Toronto FC II,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,Forward,82,2.0,144.0,,13.0,66.0,52.0,4.0,7.0,6.0,30.0,2.0,11.0,,8.0,,28.0,,213.0,6.0,15.0,20.0,20.0,3.0,30.0,51.0,23.0,6.0,13.0,6.0,13.0,11.0,121.0,5.0,2.0,410.0,44.0,,314.0,154.0,411.0,10.0,3.0,454.0,496.0,11.0,19.0,,27.0,56.0,2.0,3.0,6.0,32.0,8.0,31.0,4.0,33.0,23.0,77.0,87.0,3.0,69.0,3.0,3.0,17.0,85.0,74.0,122.0,844.0,11.0,11.0,5.0,4.0,21.0,541.0,95.0,84.0,29.0,148.0,1.0,3.0,1703.0,154.0,2.0,21.0,8.0,,2.0,3.0,143.0,28.0,5.0,6.0,3.0,,,,,,,,,,,2.0,,2.0,11.0,3.0,,,,,2.0,,,,1.0,1.0,,,,1.0
USA_MLS_Next_Pro,2024,Toronto FC II,6xu5v7x5zge1k83w40mmbxyzu,H. Ayari,Midfielder,81,5.0,92.0,,5.0,53.0,28.0,2.0,10.0,12.0,27.0,4.0,3.0,,12.0,,26.0,,225.0,1.0,22.0,15.0,24.0,3.0,38.0,48.0,23.0,5.0,18.0,10.0,4.0,3.0,159.0,1.0,7.0,441.0,11.0,1.0,341.0,162.0,440.0,10.0,1.0,452.0,533.0,4.0,18.0,,19.0,61.0,1.0,3.0,3.0,24.0,4.0,21.0,15.0,10.0,23.0,60.0,93.0,2.0,61.0,2.0,8.0,6.0,72.0,89.0,132.0,820.0,20.0,6.0,7.0,,28.0,545.0,110.0,71.0,28.0,130.0,1.0,3.0,1408.0,133.0,8.0,7.0,19.0,,,,113.0,41.0,5.0,1.0,0.0,,,,,,,,,,,,,,8.0,8.0,,,3.0,,4.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Toronto FC II,bx7d0ws7fi7iwgpi9ccomjehg,D. Barrow,Forward,91,,18.0,,,17.0,5.0,,1.0,,10.0,,11.0,,16.0,,9.0,,57.0,1.0,,4.0,2.0,2.0,,12.0,10.0,,3.0,4.0,2.0,,20.0,,1.0,58.0,1.0,2.0,34.0,33.0,50.0,10.0,2.0,59.0,72.0,,2.0,,8.0,17.0,1.0,,7.0,1.0,,1.0,1.0,12.0,10.0,31.0,22.0,,30.0,,13.0,19.0,47.0,20.0,10.0,163.0,29.0,,5.0,,5.0,81.0,21.0,19.0,4.0,25.0,,,412.0,77.0,,4.0,,,1.0,,48.0,1.0,,,0.0,,,,,,,,,,,,,,4.0,6.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Toronto FC II,7w2rw1jd8ouhu8bbvswvysu8k,J. Batiz,Forward,73,8.0,148.0,,9.0,109.0,17.0,3.0,22.0,14.0,38.0,9.0,13.0,1.0,23.0,,35.0,1.0,303.0,3.0,31.0,20.0,26.0,18.0,57.0,66.0,22.0,,7.0,15.0,18.0,,78.0,,21.0,363.0,18.0,4.0,275.0,144.0,357.0,10.0,4.0,381.0,466.0,2.0,28.0,,45.0,71.0,3.0,66.0,19.0,26.0,4.0,12.0,33.0,50.0,22.0,101.0,113.0,,131.0,3.0,22.0,22.0,124.0,95.0,124.0,1013.0,45.0,4.0,23.0,,40.0,494.0,149.0,70.0,28.0,131.0,2.0,15.0,1827.0,255.0,12.0,5.0,25.0,,,,210.0,62.0,2.0,2.0,2.0,,,,,,,,,,,3.0,,1.0,3.0,2.0,6.0,,4.0,1.0,,,,,,,,,,
USA_MLS_Next_Pro,2024,Toronto FC II,bje8wvncnbbx5w0l08uno88ru,M. Catavolo,Forward,70,2.0,27.0,,3.0,16.0,1.0,,3.0,,9.0,,3.0,,3.0,,9.0,,45.0,1.0,3.0,3.0,7.0,1.0,4.0,13.0,16.0,,5.0,,3.0,,23.0,,3.0,94.0,3.0,,72.0,37.0,92.0,10.0,1.0,97.0,111.0,,5.0,,6.0,9.0,,,3.0,2.0,,,6.0,10.0,16.0,19.0,19.0,,18.0,,2.0,5.0,22.0,16.0,29.0,176.0,5.0,,1.0,,3.0,116.0,18.0,9.0,1.0,27.0,,2.0,323.0,40.0,3.0,1.0,2.0,,,,35.0,6.0,,,0.0,,,,,,,,,,,,,,3.0,13.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Toronto FC II,48uytxtisot3s0ilflltvxwk4,J. Chukwu,Forward,65,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,1.0,,,,4.0,,,3.0,2.0,4.0,10.0,,4.0,5.0,,,,,,,,,,1.0,1.0,,,3.0,,1.0,,,,,,,1.0,2.0,9.0,,1.0,2.0,,,5.0,1.0,1.0,,1.0,,,22.0,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Toronto FC II,cgcpmpetc768pyqb51qthq61g,R. Chukwu,Defender,96,1.0,83.0,,,13.0,1.0,1.0,4.0,,9.0,,3.0,,3.0,3.0,9.0,,51.0,1.0,,6.0,19.0,13.0,,1.0,10.0,,,6.0,15.0,,11.0,,6.0,190.0,9.0,1.0,82.0,54.0,194.0,10.0,,199.0,233.0,,,,,13.0,,23.0,1.0,,,1.0,8.0,5.0,10.0,7.0,39.0,,18.0,,5.0,4.0,10.0,24.0,90.0,316.0,8.0,,2.0,,8.0,238.0,24.0,2.0,,118.0,,8.0,452.0,28.0,2.0,,1.0,,,,20.0,4.0,,,0.0,,,,,,,,,,,,,,6.0,4.0,3.0,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Toronto FC II,3wn0nn5q8g2mjzuc8yb4dvu2,M. Cimermancic,Midfielder,71,5.0,370.0,,6.0,76.0,15.0,1.0,5.0,,35.0,1.0,11.0,,6.0,7.0,32.0,,205.0,6.0,,18.0,60.0,21.0,,18.0,23.0,4.0,21.0,19.0,45.0,,181.0,,32.0,845.0,72.0,6.0,438.0,207.0,886.0,10.0,4.0,917.0,1041.0,,8.0,,4.0,114.0,3.0,25.0,1.0,18.0,4.0,8.0,45.0,8.0,23.0,51.0,155.0,,94.0,1.0,18.0,16.0,57.0,110.0,314.0,1356.0,24.0,4.0,27.0,,51.0,1072.0,100.0,37.0,23.0,484.0,1.0,21.0,1720.0,151.0,13.0,7.0,5.0,,1.0,,127.0,5.0,4.0,0.0,2.0,,,,,,,,,,,,,1.0,1.0,5.0,4.0,,4.0,,1.0,,,,,,,,,
