liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Assists (Intentional),Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Substitute On,Yellow Cards,Attempts from Set Pieces,Clearances Off the Line,GK Successful Distribution,Goal Kicks,Successful Launches,Total Big Chances Saved,Penalties Conceded,Second Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Right Foot Goals,Home Goals,Away Goals,Unsuccessful lay-offs,Last Player Tackle,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Hit Woodwork,Total Big Chances Scored,Left Foot Goals,Direct Setpiece Goals,Set Pieces Goals,Headed Goals,Penalty Goals Conceded,Straight Red Cards,Total Red Cards,Own Goal Scored,Other Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Saves made - caught,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2026,Portland Timbers,dh3ddfghtgeb2iu2608y96i5m,Antony,Forward,11,4.0,2.0,2.0,12.0,,125.0,8.0,1.0,113.0,,,4.0,90.0,55.0,35.0,252.0,60.0,6.0,12.0,1.0,19.0,14.0,5.0,86.0,53.0,33.0,1.0,8.0,9.0,51.0,4.0,345.0,3.0,49.0,27.0,12.0,47.0,109.0,10.0,9.0,3.0,10.0,7.0,,2.0,2.0,9.0,14.0,7.0,286.0,199.0,89.0,279.0,2.0,4.0,2.0,,3.0,855.0,31.0,1.0,4.0,1.0,10.0,18.0,128.0,345.0,12.0,286.0,6.0,25.0,59.0,508.0,,13.0,13.0,16.0,3.0,4.0,52.0,20.0,55.0,0.0,2.0,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,Portland Timbers,1j3bnj5t14cvv87xfff0f0msq,A. Aravena,Forward,28,7.0,6.0,1.0,11.0,,52.0,3.0,,70.0,,1.0,4.0,39.0,20.0,19.0,77.0,22.0,1.0,11.0,,8.0,6.0,2.0,32.0,14.0,18.0,,2.0,4.0,37.0,1.0,162.0,,30.0,6.0,2.0,19.0,54.0,4.0,3.0,6.0,4.0,4.0,,,,7.0,10.0,4.0,146.0,84.0,65.0,145.0,,2.0,,,,414.0,9.0,,2.0,2.0,2.0,9.0,35.0,165.0,9.0,149.0,2.0,14.0,16.0,226.0,1.0,5.0,3.0,3.0,,1.0,16.0,5.0,15.0,0.0,7.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,Portland Timbers,3n3jrt6gx6o1z1q2nq0qmaxhw,A. Bonetig,Defender,6,10.0,5.0,5.0,8.0,,16.0,,8.0,88.0,,,,32.0,15.0,17.0,6.0,113.0,1.0,8.0,,14.0,9.0,5.0,22.0,10.0,12.0,,10.0,,85.0,,327.0,,37.0,2.0,1.0,16.0,131.0,,,1.0,7.0,3.0,,,,2.0,,9.0,302.0,77.0,242.0,310.0,4.0,3.0,,,,650.0,4.0,,,33.0,5.0,3.0,35.0,345.0,1.0,319.0,7.0,4.0,26.0,430.0,,,,4.0,8.0,15.0,18.0,8.0,11.0,1.0,1.0,1.0,,,3.0,3.0,1.0,,,,1.0,,1.0,,,0.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,Portland Timbers,25pwi3q1y4tx1in9425eyln56,B. Bye,Defender,5,44.0,14.0,30.0,13.0,1.0,120.0,2.0,4.0,79.0,1.0,,13.0,111.0,53.0,58.0,253.0,194.0,6.0,13.0,1.0,23.0,17.0,6.0,67.0,39.0,28.0,1.0,7.0,12.0,175.0,1.0,492.0,1.0,44.0,30.0,5.0,44.0,13.0,11.0,5.0,1.0,12.0,1.0,,8.0,8.0,4.0,,12.0,374.0,204.0,188.0,372.0,7.0,15.0,1.0,9.0,77.0,1116.0,17.0,4.0,,49.0,11.0,3.0,200.0,502.0,6.0,384.0,22.0,31.0,118.0,799.0,,40.0,40.0,13.0,9.0,22.0,118.0,40.0,96.0,0.0,1.0,2.0,,,,,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,Portland Timbers,51gu23f6rpg1j0hs6d8dtpn56,J. Caicedo,Midfielder,30,12.0,5.0,7.0,7.0,,62.0,1.0,4.0,73.0,,,,59.0,22.0,37.0,65.0,113.0,4.0,7.0,,9.0,6.0,3.0,47.0,17.0,30.0,,8.0,4.0,136.0,,415.0,2.0,29.0,15.0,10.0,34.0,115.0,4.0,2.0,1.0,7.0,2.0,,,,2.0,8.0,18.0,368.0,192.0,187.0,361.0,7.0,11.0,1.0,,,504.0,5.0,,1.0,14.0,5.0,10.0,60.0,426.0,3.0,379.0,18.0,4.0,47.0,525.0,,,,3.0,4.0,9.0,33.0,14.0,38.0,0.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,Portland Timbers,b4etfnmz4dzoa4r9g0403catx,D. Chará,Midfielder,21,7.0,5.0,2.0,10.0,,48.0,,6.0,62.0,,,,54.0,22.0,32.0,42.0,97.0,2.0,10.0,,14.0,9.0,5.0,47.0,17.0,30.0,,6.0,5.0,108.0,,336.0,,18.0,7.0,6.0,34.0,94.0,5.0,1.0,,5.0,2.0,,1.0,1.0,1.0,5.0,11.0,312.0,152.0,171.0,311.0,16.0,4.0,,,,543.0,6.0,1.0,,8.0,6.0,9.0,37.0,347.0,1.0,322.0,20.0,1.0,25.0,428.0,,1.0,1.0,3.0,1.0,5.0,17.0,9.0,20.0,0.0,5.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,Portland Timbers,6pgcyaivg3sjcm6jju4nn3omi,C. Bassett,Midfielder,17,9.0,5.0,4.0,9.0,1.0,97.0,2.0,2.0,105.0,,,3.0,64.0,28.0,36.0,147.0,167.0,3.0,9.0,2.0,14.0,10.0,4.0,55.0,23.0,32.0,1.0,10.0,9.0,154.0,,529.0,,58.0,12.0,6.0,41.0,128.0,11.0,4.0,7.0,9.0,4.0,,4.0,4.0,7.0,6.0,16.0,481.0,253.0,248.0,481.0,4.0,10.0,,,2.0,745.0,10.0,1.0,2.0,11.0,10.0,11.0,80.0,546.0,11.0,497.0,14.0,21.0,49.0,680.0,,6.0,6.0,1.0,1.0,6.0,43.0,12.0,43.0,0.0,,1.0,,,,,1.0,,,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,Portland Timbers,bzmxjsk1tr4p2n7hwakvfomei,David da Costa,Midfielder,10,2.0,1.0,1.0,10.0,1.0,118.0,5.0,1.0,138.0,,,3.0,36.0,18.0,18.0,193.0,87.0,2.0,10.0,2.0,15.0,11.0,4.0,34.0,17.0,17.0,,4.0,11.0,88.0,2.0,418.0,,62.0,10.0,6.0,27.0,134.0,13.0,2.0,3.0,10.0,4.0,,1.0,1.0,2.0,24.0,11.0,377.0,250.0,136.0,374.0,4.0,2.0,3.0,,,806.0,13.0,1.0,,6.0,4.0,9.0,77.0,427.0,5.0,385.0,6.0,18.0,42.0,515.0,,8.0,8.0,5.0,,5.0,39.0,11.0,37.0,0.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,Portland Timbers,4758p8wg8z76pxjncaewx8mqc,E. Izoita,Midfielder,73,4.0,2.0,2.0,1.0,,7.0,,,9.0,,,1.0,12.0,9.0,3.0,12.0,17.0,1.0,1.0,,4.0,4.0,,8.0,7.0,1.0,,,,17.0,,49.0,1.0,1.0,2.0,1.0,1.0,9.0,,,1.0,1.0,,,,,,1.0,1.0,32.0,13.0,20.0,32.0,,1.0,,,,90.0,3.0,,,1.0,2.0,,21.0,50.0,1.0,33.0,1.0,1.0,17.0,67.0,,,,1.0,1.0,6.0,13.0,4.0,11.0,0.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_MLS,2026,Portland Timbers,dnm3m8nto9bof5syhtb6w8es5,E. Miller,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
