liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Penalties Conceded,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Games Played,Ground Duels lost,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Successful Lay-offs,Corners Won,Yellow Cards,Penalty Goals Conceded,Successful Dribbles,Goals Conceded Inside Box,Shots On Target ( inc goals ),Successful Long Passes,Unsuccessful Dribbles,Goals Conceded,Unsuccessful Crosses & Corners,Hit Woodwork,Leftside Passes,Clean Sheets,Substitute On,Blocks,Saves Made,GK Successful Distribution,Successful Launches,Punches,Penalties Saved,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Offsides,Throw Ins to Own Player,Successful Crosses & Corners,Throw Ins to Opposition Player,Successful Crosses open play,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Corners into Box,Goals Conceded Outside Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Goals,Headed Goals,Clearances Off the Line,Goals from Inside Box,Right Foot Goals,Goals from Outside Box,Left Foot Goals,Catches,Saves made - caught,Unsuccessful lay-offs,Second Goal Assists,Goalkeeper Smother,Drops,Foul Won Penalty,Set Pieces Goals,Penalties Taken,Penalty Goals,Last Man Tackle,Own Goal Scored,Penalties Off Target,Total Red Cards,Straight Red Cards
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Guastatoya,af5vua0j7lcb9q1u5wb5cpxat,I. Acuña,Midfielder,14,149.0,,33.0,8.0,16.0,,1.0,,2.0,9.0,15.0,12.0,2.0,8.0,37.0,1.0,3.0,27.0,2.0,9.0,10.0,1.0,8.0,4.0,2.0,,1.0,57.0,2.0,1.0,12.0,9.0,4.0,45.0,14.0,5.0,7.0,28.0,3.0,2.0,5.0,24.0,28.0,16.0,2.0,14.0,,,7.0,,1.0,,,,,1.0,,1.0,1.0,2.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Guastatoya,suissk0a0wxk7egdz2ie2d3p,J. Aparicio,Defender,25,168.0,,63.0,15.0,26.0,1.0,2.0,4.0,,2.0,15.0,31.0,6.0,6.0,65.0,1.0,4.0,55.0,,8.0,18.0,1.0,8.0,12.0,2.0,4.0,2.0,89.0,2.0,2.0,13.0,15.0,2.0,5.0,7.0,,,15.0,1.0,2.0,6.0,55.0,57.0,2.0,5.0,8.0,1.0,3.0,7.0,2.0,,,2.0,,1.0,1.0,,2.0,,2.0,2.0,,17.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Guastatoya,3s6m5uwhg8autjjszmz3quiuh,R. Barrientos,Midfielder,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Guastatoya,c21xh2oxjdfa87y0gevaumqc5,J. Calderón,Goalkeeper,1,180.0,,17.0,,8.0,8.0,17.0,,,,17.0,11.0,,,36.0,,,7.0,,17.0,3.0,,12.0,19.0,2.0,,5.0,54.0,2.0,,,29.0,,20.0,1.0,1.0,1.0,1.0,2.0,2.0,,9.0,19.0,1.0,,,,,,,,,,,,1.0,,12.0,,3.0,,,4.0,,,,7.0,14.0,6.0,1.0,,2.0,4.0,5.0,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Guastatoya,e69msmq9tic8e9v446rflgp91,M. Ceballos,Midfielder,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Guastatoya,etf7x75r5xkt5wg6j5erpniz9,S. Cincotta,Defender,21,180.0,,81.0,16.0,31.0,6.0,11.0,10.0,3.0,3.0,48.0,23.0,6.0,18.0,82.0,,4.0,44.0,4.0,29.0,25.0,,31.0,16.0,2.0,13.0,6.0,147.0,2.0,3.0,20.0,40.0,3.0,14.0,15.0,6.0,3.0,26.0,1.0,2.0,8.0,52.0,53.0,6.0,4.0,11.0,2.0,6.0,12.0,8.0,1.0,1.0,1.0,,1.0,1.0,1.0,9.0,2.0,3.0,8.0,,1.0,,,,,,1.0,,,,,,,,,,7.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Guastatoya,eb7udwxbmifjp6ipufisormga,J. Corena,Defender,28,180.0,,84.0,11.0,25.0,2.0,6.0,,1.0,6.0,21.0,49.0,8.0,6.0,85.0,,1.0,64.0,1.0,12.0,5.0,1.0,9.0,10.0,2.0,1.0,5.0,128.0,2.0,,12.0,29.0,,18.0,11.0,3.0,,18.0,4.0,2.0,1.0,73.0,73.0,6.0,6.0,7.0,2.0,5.0,11.0,2.0,,,,,,1.0,,9.0,,3.0,2.0,,40.0,,,,,,1.0,,,,,,,,,,9.0,1.0,5.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Guastatoya,5fta979yc0lu5d31wsyus8cet,O. Domínguez,Defender,2,180.0,,93.0,4.0,13.0,5.0,11.0,1.0,,2.0,17.0,66.0,1.0,5.0,95.0,,3.0,70.0,,16.0,22.0,1.0,11.0,8.0,2.0,1.0,5.0,110.0,2.0,3.0,6.0,36.0,2.0,6.0,3.0,,1.0,9.0,3.0,2.0,4.0,78.0,79.0,3.0,1.0,6.0,,7.0,2.0,,,,1.0,,1.0,1.0,,9.0,,3.0,,,33.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Guastatoya,1imzuiccb6k599sd8i7d96oyx,N. Flores,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Guastatoya,daj71t7ikmzfcvrkeh978980l,C. Gallardo,Defender,3,180.0,,114.0,10.0,25.0,5.0,12.0,3.0,1.0,4.0,31.0,71.0,4.0,13.0,121.0,,,83.0,1.0,25.0,41.0,,16.0,12.0,2.0,4.0,9.0,162.0,2.0,,9.0,57.0,1.0,17.0,8.0,1.0,1.0,14.0,4.0,2.0,2.0,90.0,96.0,5.0,3.0,6.0,1.0,11.0,7.0,,,,,,2.0,1.0,,13.0,,3.0,,,13.0,,,,,,,,,,,,,,,,7.0,,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
