liga,temporada,equipo,id,nombre,posicion,dorsal,Times Tackled,Aerial Duels won,Aerial Duels,Aerial Duels lost,Rightside Passes,Successful Passes Opposition Half,Unsuccessful Crosses open play,Right Foot Goals,Corners Taken (incl short corners),Goals Conceded,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Ground Duels,Appearances,Games Played,Starts,Total Fouls Won,Total Tackles,Tackles Won,Assists (Intentional),Foul Attempted Tackle,Index,Tackles Lost,Clean Sheets,Total Passes,Goals Conceded Outside Box,Backward Passes,Goals,Interceptions,Ground Duels lost,Yellow Cards,Shots Off Target (inc woodwork),Ground Duels won,Duels lost,Duels,Offsides,Successful Open Play Passes,Total Touches In Opposition Box,Penalties Conceded,Leftside Passes,Throw Ins to Opposition Player,Unsuccessful Launches,Successful Passes Own Half,Successful Crosses open play,PutThrough/Blocked Distribution,Blocks,Handballs conceded,Successful Long Passes,Unsuccessful Passes Own Half,Successful Dribbles,Total Clearances,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Unsuccessful Short Passes,Goal Assists,Shots On Target ( inc goals ),Time Played,Corners Won,Recoveries,Throw Ins to Own Player,Key Passes (Attempt Assists),Left Foot Goals,Successful Crosses & Corners,Penalty Goals Conceded,Total Shots,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Forward Passes,Touches,Duels won,Hit Woodwork,Total Fouls Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Blocked Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Successful Launches,Successful Lay-offs,Goals from Inside Box,Open Play Passes,Total Losses Of Possession,Home Goals,Away Goals,Winning Goal,Clearances Off the Line,Headed Goals,Red Cards - 2nd Yellow,Substitute Off,Total Red Cards,Substitute On,Through balls,GK Unsuccessful Distribution,GK Successful Distribution,Goals from Outside Box,Second Goal Assists,Unsuccessful Corners into Box,Successful Corners into Box,Straight Red Cards,Attempts from Set Pieces,Foul Won Penalty,Unsuccessful lay-offs,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Penalties Faced,Saves Made,Penalties Saved,Catches,Punches,Saves made - caught,Goalkeeper Smother,Saves from Penalty,Drops,Penalty Goals,Penalties Taken,Own Goal Scored,Set Pieces Goals,Other Goals,Penalties Off Target,Crosses not Claimed,Last Man Tackle
Canada_Canadian_Premier_League,2021,FC Edmonton,cseaof8mo75i2fufyg0b4bpat,F. Aird,Forward,33,26.0,8.0,22.0,14.0,83.0,469.0,82.0,5.0,100.0,36.0,162.0,30.0,173.0,28.0,28.0,24.0,11.0,60.0,33.0,5.0,18.0,10.0,27.0,3.0,999.0,6.0,122.0,5.0,24.0,78.0,3.0,16.0,95.0,92.0,195.0,2.0,645.0,27.0,1.0,245.0,42.0,73.0,291.0,24.0,46.0,6.0,4.0,115.0,74.0,24.0,37.0,14.0,154.0,159.0,5.0,11.0,2206.0,17.0,139.0,160.0,50.0,,74.0,3.0,27.0,401.0,19.0,549.0,1745.0,103.0,1.0,33.0,313.0,5.0,686.0,571.0,14.0,5.0,3.0,937.0,584.0,2.0,3.0,0.0,,,,6.0,,4.0,4.0,,,2.0,,56.0,36.0,,8.0,,,,,,,,,,,,,,,3.0,3.0,,,,,,
Canada_Canadian_Premier_League,2021,FC Edmonton,759r7l0y8jofaf394tnc7ytt6,P. Amanda,Midfielder,25,7.0,2.0,7.0,5.0,4.0,8.0,,,1.0,2.0,,1.0,17.0,3.0,3.0,,1.0,5.0,2.0,,,10.0,3.0,,20.0,1.0,5.0,,2.0,10.0,,,7.0,15.0,24.0,,10.0,1.0,,1.0,,1.0,5.0,,1.0,1.0,,,,1.0,1.0,,1.0,6.0,,,88.0,2.0,10.0,1.0,1.0,,,1.0,,7.0,4.0,10.0,50.0,9.0,,1.0,7.0,1.0,13.0,13.0,,,,17.0,20.0,0.0,0.0,0.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,FC Edmonton,cqmvrx028gh19yh8qh7w01y0a,R. Avila,Forward,13,9.0,1.0,3.0,2.0,14.0,26.0,,,,2.0,,1.0,55.0,6.0,6.0,3.0,12.0,18.0,12.0,,5.0,10.0,6.0,,61.0,1.0,9.0,,2.0,21.0,2.0,2.0,34.0,23.0,58.0,,33.0,14.0,,13.0,,,7.0,,6.0,,1.0,,6.0,4.0,,4.0,2.0,26.0,,1.0,211.0,,17.0,,1.0,,,1.0,3.0,22.0,4.0,25.0,124.0,35.0,,9.0,28.0,2.0,33.0,33.0,,,,61.0,43.0,0.0,0.0,0.0,,,,3.0,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,FC Edmonton,4mfkjyzeav79r253y6uktblyh,G. Boakye,Forward,23,2.0,,6.0,6.0,3.0,7.0,5.0,,,3.0,5.0,3.0,21.0,7.0,7.0,2.0,4.0,4.0,3.0,,,10.0,1.0,,36.0,,11.0,,1.0,11.0,,,10.0,17.0,27.0,,20.0,1.0,,2.0,2.0,2.0,14.0,,5.0,,,2.0,5.0,2.0,4.0,2.0,3.0,12.0,,,154.0,1.0,8.0,11.0,,,,1.0,,15.0,1.0,20.0,83.0,10.0,,3.0,15.0,1.0,21.0,19.0,1.0,1.0,,35.0,29.0,0.0,0.0,0.0,,,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,FC Edmonton,81ggmgps5zcnafmhlv9f0osiy,A. Caceres,Midfielder,20,13.0,2.0,4.0,2.0,40.0,54.0,1.0,,,5.0,1.0,3.0,45.0,11.0,11.0,3.0,3.0,11.0,3.0,,3.0,10.0,8.0,1.0,123.0,2.0,31.0,,3.0,23.0,,,22.0,25.0,49.0,,97.0,7.0,,22.0,,1.0,45.0,,9.0,,,3.0,13.0,8.0,,5.0,1.0,23.0,,1.0,362.0,2.0,29.0,,1.0,,,1.0,1.0,12.0,7.0,30.0,184.0,24.0,,4.0,24.0,1.0,99.0,96.0,1.0,2.0,,121.0,46.0,0.0,0.0,0.0,,,,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,FC Edmonton,79pboh9mzuchik3r2027wntgp,A. Đidić,Defender,55,6.0,63.0,87.0,24.0,153.0,296.0,,,,35.0,,29.0,71.0,24.0,24.0,23.0,6.0,28.0,19.0,,8.0,10.0,9.0,5.0,1063.0,6.0,39.0,3.0,57.0,33.0,4.0,13.0,38.0,57.0,158.0,,837.0,34.0,,407.0,1.0,46.0,566.0,1.0,19.0,15.0,2.0,134.0,66.0,4.0,147.0,9.0,96.0,106.0,1.0,8.0,2084.0,3.0,132.0,3.0,6.0,,1.0,3.0,21.0,136.0,2.0,464.0,1396.0,101.0,,19.0,202.0,2.0,861.0,727.0,14.0,,3.0,1034.0,224.0,3.0,0.0,0.0,,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,FC Edmonton,bmx7ahb6fjhgitdf1nm2olc6h,M. Durrans,Forward,26,6.0,3.0,18.0,15.0,10.0,33.0,1.0,,,7.0,1.0,6.0,31.0,16.0,16.0,2.0,6.0,6.0,4.0,,3.0,10.0,2.0,,74.0,1.0,25.0,,1.0,15.0,,5.0,16.0,30.0,49.0,3.0,44.0,23.0,,20.0,,,16.0,,5.0,,1.0,3.0,5.0,4.0,1.0,2.0,2.0,23.0,1.0,6.0,321.0,4.0,12.0,,6.0,,,1.0,11.0,21.0,2.0,19.0,135.0,19.0,1.0,7.0,25.0,5.0,49.0,46.0,,,,69.0,44.0,0.0,0.0,0.0,,,,1.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,FC Edmonton,1yufrkhruoxnyg54sxgduilt5,J. Esua,Defender,3,18.0,13.0,18.0,5.0,27.0,161.0,45.0,1.0,,16.0,45.0,14.0,67.0,19.0,19.0,8.0,7.0,11.0,10.0,,4.0,10.0,1.0,,355.0,2.0,91.0,1.0,14.0,31.0,1.0,5.0,36.0,36.0,85.0,2.0,277.0,19.0,,141.0,17.0,11.0,129.0,12.0,25.0,1.0,,31.0,23.0,18.0,21.0,9.0,20.0,57.0,,4.0,1101.0,10.0,77.0,63.0,11.0,,12.0,,9.0,99.0,15.0,96.0,650.0,49.0,,7.0,77.0,1.0,278.0,247.0,7.0,,,353.0,184.0,1.0,0.0,0.0,,,,2.0,1.0,11.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,FC Edmonton,9g6clvx09d2ou7dlk3rnnmdt6,T. Fayia,Midfielder,14,5.0,4.0,4.0,,32.0,33.0,3.0,,,8.0,3.0,7.0,46.0,10.0,10.0,4.0,6.0,19.0,11.0,,6.0,10.0,8.0,,108.0,1.0,27.0,,11.0,19.0,2.0,,27.0,19.0,50.0,,79.0,6.0,1.0,15.0,5.0,4.0,52.0,1.0,7.0,3.0,,5.0,7.0,2.0,7.0,6.0,5.0,19.0,,,356.0,1.0,27.0,38.0,1.0,,1.0,2.0,,20.0,4.0,34.0,233.0,31.0,,8.0,24.0,,84.0,79.0,1.0,,,101.0,45.0,0.0,0.0,0.0,1.0,,,2.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,FC Edmonton,3s473jpg95etwxxutofhcvch5,T. Gardner,Midfielder,28,13.0,4.0,13.0,9.0,66.0,108.0,,,1.0,5.0,1.0,5.0,51.0,10.0,10.0,5.0,7.0,9.0,8.0,,2.0,10.0,1.0,,214.0,,51.0,,4.0,28.0,,2.0,23.0,37.0,64.0,1.0,183.0,12.0,,36.0,,,78.0,1.0,8.0,,1.0,3.0,3.0,7.0,,5.0,5.0,24.0,,1.0,487.0,3.0,26.0,1.0,5.0,,1.0,,3.0,27.0,4.0,61.0,299.0,27.0,,9.0,29.0,2.0,185.0,182.0,,1.0,,212.0,65.0,0.0,0.0,0.0,,,,5.0,,5.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
