liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Passes Opposition Half,Successful Long Passes,Forward Passes,Starts,Saves Made from Outside Box,Open Play Passes,Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,GK Unsuccessful Distribution,Appearances,Recoveries,Catches,Total Passes,Saves Made from Inside Box,Goals Conceded,Unsuccessful Passes Own Half,Saves Made,Games Played,Index,Unsuccessful Long Passes,Time Played,Goal Kicks,Crosses not Claimed,Total Successful Passes ( Excl Crosses & Corners ) ,GK Successful Distribution,Leftside Passes,Total Losses Of Possession,Saves made - parried,Touches,Winning Goal,Headed Goals,Penalty Goals,Aerial Duels won,Successful Crosses & Corners,Through balls,Corners Won,Times Tackled,Tackles Lost,Blocks,Unsuccessful Crosses open play,Goals Conceded Outside Box,Successful Crosses open play,Backward Passes,Goals from Inside Box,Hit Woodwork,Duels lost,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Interceptions,Throw Ins to Own Player,Ground Duels lost,Goals,Ground Duels,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Successful Corners into Box,Unsuccessful Short Passes,Foul Attempted Tackle,Substitute Off,Successful Lay-offs,Right Foot Goals,Total Tackles,Aerial Duels lost,Successful Dribbles,Aerial Duels,Penalties Taken,Shots On Target ( inc goals ),Total Shots,Penalty Goals Conceded,Duels,Overruns,Substitute On,Duels won,Unsuccessful Dribbles,Handballs conceded,Unsuccessful Crosses & Corners,Attempts from Set Pieces,Total Fouls Won,Corners Taken (incl short corners),Shots Off Target (inc woodwork),Blocked Shots,Ground Duels won,Unsuccessful Corners into Box,Total Touches In Opposition Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Total Clearances,Offsides,Total Fouls Conceded,Key Passes (Attempt Assists),Home Goals,Away Goals,Left Foot Goals,Straight Red Cards,Goals from Outside Box,Successful Launches,Total Red Cards,Yellow Cards,Clearances Off the Line,Assists (Intentional),Goal Assists,Penalties Conceded,Clean Sheets,Penalties Faced,Punches,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Own Goal Scored,Red Cards - 2nd Yellow,Last Man Tackle,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Penalties Off Target,Other Goals
USA_USL_League_One,2023,Union Omaha,vgezof866rrausmdtsk6tn8p,D. Acoff,Forward,26,407.0,246.0,19.0,210.0,19.0,,547.0,17.0,197.0,423.0,33.0,124.0,136.0,,25.0,96.0,,550.0,,20.0,41.0,,25.0,10.0,25.0,1596.0,,,426.0,,187.0,298.0,,1045.0,1.0,,,16.0,17.0,1.0,25.0,49.0,8.0,3.0,53.0,3.0,17.0,120.0,1.0,,103.0,9.0,9.0,15.0,149.0,90.0,1.0,153.0,42.0,,23.0,,99.0,10.0,13.0,1.0,1.0,31.0,13.0,23.0,29.0,,4.0,7.0,1.0,182.0,6.0,6.0,79.0,33.0,,53.0,,9.0,,3.0,5.0,63.0,,35.0,46.0,,21.0,3.0,24.0,20.0,0.0,1.0,,,,,,3.0,,2.0,3.0,,1.0,,,,,,,,,,,2.0,,,,
USA_USL_League_One,2023,Union Omaha,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,Midfielder,9,672.0,401.0,85.0,288.0,23.0,,966.0,21.0,360.0,743.0,281.0,225.0,173.0,,31.0,110.0,,982.0,,23.0,60.0,,31.0,10.0,50.0,2062.0,,,757.0,,203.0,306.0,,1292.0,1.0,3.0,,63.0,4.0,7.0,8.0,18.0,7.0,4.0,8.0,2.0,4.0,210.0,4.0,1.0,124.0,11.0,18.0,15.0,4.0,83.0,5.0,147.0,37.0,,15.0,,175.0,19.0,12.0,30.0,1.0,22.0,41.0,8.0,104.0,,19.0,44.0,2.0,251.0,5.0,8.0,127.0,9.0,4.0,8.0,,34.0,,25.0,9.0,64.0,,86.0,,2.0,18.0,4.0,41.0,21.0,3.0,2.0,1.0,,1.0,6.0,,7.0,,3.0,5.0,,2.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Union Omaha,2jxho5va9q638vkklji2n8cx6,S. Brewer,Defender,28,632.0,275.0,41.0,261.0,23.0,,828.0,24.0,416.0,665.0,185.0,164.0,155.0,,30.0,169.0,,837.0,,29.0,58.0,,30.0,10.0,40.0,2136.0,,,673.0,,209.0,357.0,,1409.0,0.0,,,12.0,18.0,,15.0,35.0,8.0,3.0,49.0,5.0,18.0,182.0,1.0,,78.0,22.0,10.0,23.0,181.0,65.0,1.0,131.0,28.0,,13.0,,124.0,9.0,7.0,,,21.0,13.0,29.0,25.0,,3.0,5.0,4.0,156.0,2.0,7.0,78.0,22.0,,49.0,,16.0,,2.0,,66.0,,33.0,70.0,,41.0,4.0,20.0,32.0,1.0,0.0,1.0,,,3.0,,7.0,,,,,6.0,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2023,Union Omaha,4vdbw63j0s7npezknabq6p7xm,J. Brito,Forward,8,527.0,307.0,39.0,192.0,25.0,,645.0,24.0,269.0,521.0,149.0,126.0,128.0,,32.0,101.0,,692.0,,28.0,35.0,,32.0,10.0,27.0,2142.0,,,566.0,,120.0,249.0,,1107.0,1.0,,,18.0,10.0,1.0,16.0,37.0,11.0,4.0,31.0,4.0,6.0,231.0,5.0,,93.0,8.0,21.0,10.0,29.0,76.0,5.0,190.0,40.0,,29.0,3.0,99.0,6.0,16.0,15.0,5.0,40.0,17.0,23.0,35.0,,15.0,37.0,3.0,225.0,5.0,7.0,132.0,21.0,2.0,37.0,,51.0,10.0,22.0,14.0,114.0,5.0,76.0,2.0,,13.0,5.0,24.0,23.0,2.0,3.0,,,,,,5.0,,3.0,4.0,,1.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Union Omaha,6ki7cq3dsamhsfb1x1a7i5x3p,C. Doyle,Midfielder,22,878.0,472.0,108.0,522.0,26.0,,1154.0,32.0,555.0,934.0,247.0,233.0,232.0,,28.0,147.0,,1219.0,,38.0,57.0,,28.0,10.0,92.0,2333.0,,,986.0,,299.0,307.0,,1522.0,1.0,1.0,,29.0,41.0,1.0,10.0,4.0,15.0,13.0,13.0,6.0,6.0,151.0,1.0,,55.0,15.0,12.0,15.0,10.0,42.0,1.0,107.0,28.0,,24.0,32.0,141.0,12.0,1.0,7.0,,39.0,13.0,5.0,42.0,,6.0,16.0,5.0,149.0,,2.0,94.0,3.0,,56.0,1.0,21.0,69.0,10.0,5.0,65.0,35.0,3.0,,,26.0,,21.0,29.0,1.0,0.0,,,,4.0,,4.0,,6.0,6.0,1.0,6.0,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2023,Union Omaha,1bvo1q3jlflqdmjrvypnt2lzp,Steevan dos Santos,Forward,10,317.0,261.0,13.0,184.0,23.0,,525.0,20.0,71.0,326.0,96.0,200.0,188.0,,30.0,73.0,,530.0,,25.0,20.0,,30.0,10.0,14.0,2242.0,,,330.0,,117.0,366.0,,993.0,5.0,3.0,1.0,138.0,2.0,2.0,20.0,62.0,11.0,1.0,8.0,5.0,2.0,133.0,12.0,5.0,210.0,2.0,17.0,5.0,2.0,119.0,13.0,237.0,40.0,3.0,9.0,,186.0,15.0,10.0,35.0,7.0,20.0,91.0,21.0,229.0,1.0,28.0,65.0,1.0,466.0,3.0,7.0,256.0,16.0,6.0,8.0,,78.0,,37.0,16.0,118.0,,163.0,,9.0,23.0,7.0,48.0,28.0,8.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,,2.0,2.0,,3.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Union Omaha,5ayndruo1m9cwxp8nlkc2zgmh,J. Gallardo,Midfielder,7,298.0,204.0,31.0,122.0,17.0,,424.0,16.0,145.0,318.0,59.0,108.0,121.0,,29.0,74.0,,437.0,,19.0,29.0,,29.0,10.0,20.0,1379.0,,,329.0,,119.0,223.0,,717.0,1.0,,1.0,17.0,20.0,1.0,15.0,38.0,9.0,,38.0,3.0,14.0,137.0,4.0,1.0,99.0,6.0,10.0,7.0,3.0,82.0,5.0,139.0,24.0,,12.0,5.0,88.0,8.0,14.0,6.0,3.0,21.0,17.0,22.0,34.0,1.0,12.0,31.0,4.0,173.0,6.0,12.0,74.0,18.0,1.0,42.0,9.0,15.0,9.0,19.0,7.0,57.0,4.0,47.0,,2.0,4.0,1.0,18.0,22.0,3.0,2.0,2.0,1.0,1.0,,1.0,7.0,,4.0,4.0,,,,,,,,,,,,1.0,,,,,
USA_USL_League_One,2023,Union Omaha,b7g49688lk01udut8fusjfthw,Y. Galvan,Midfielder,30,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,10.0,,1.0,,,1.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Union Omaha,3o1ofvw8de8lo5wdn0cs5gxxx,L. Gil,Midfielder,20,638.0,500.0,49.0,314.0,26.0,,896.0,23.0,236.0,672.0,267.0,232.0,263.0,,33.0,115.0,,919.0,,28.0,49.0,,33.0,10.0,48.0,2201.0,,,687.0,,160.0,389.0,,1331.0,1.0,,,15.0,49.0,10.0,20.0,35.0,11.0,,30.0,5.0,10.0,178.0,2.0,2.0,86.0,4.0,16.0,19.0,2.0,62.0,2.0,139.0,42.0,,21.0,33.0,184.0,6.0,22.0,32.0,2.0,32.0,24.0,24.0,39.0,,14.0,35.0,3.0,178.0,4.0,7.0,92.0,19.0,1.0,80.0,1.0,21.0,74.0,21.0,15.0,77.0,41.0,61.0,,3.0,14.0,1.0,13.0,60.0,1.0,1.0,,,,1.0,,1.0,,9.0,9.0,,1.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Union Omaha,1t8175blmx5d87f21qc5hc4d0,E. Gordon,Defender,12,25.0,16.0,,10.0,,,24.0,3.0,9.0,22.0,2.0,3.0,3.0,,6.0,8.0,,28.0,,4.0,1.0,,6.0,10.0,1.0,60.0,,,25.0,,8.0,10.0,,44.0,0.0,,,,,,1.0,2.0,,,1.0,1.0,,8.0,,,8.0,,1.0,,,8.0,,13.0,2.0,,1.0,,2.0,2.0,,,,1.0,,1.0,,,,,1.0,13.0,,6.0,5.0,,,1.0,,3.0,,,,5.0,,1.0,,,1.0,,6.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
