root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Shots,Total Losses Of Possession,Index,Total Fouls Conceded,Substitute Off,Yellow Cards,Games Played,Foul Attempted Tackle,Successful Passes Own Half,PutThrough/Blocked Distribution Won,Total Tackles,Shots Off Target (inc woodwork),Ground Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Successful Open Play Passes,Substitute On,Unsuccessful Passes Opposition Half,Forward Passes,Penalty Goals Conceded,Tackles Won,Successful Short Passes,Touches,Successful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution,Duels,Recoveries,Backward Passes,Time Played,Duels won,Times Tackled,Unsuccessful Passes Own Half,Ground Duels,Open Play Passes,Goals Conceded,Starts,Leftside Passes,Unsuccessful Dribbles,Unsuccessful Short Passes,Appearances,Shots On Target ( inc goals ),Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Corners Won,Aerial Duels won,Aerial Duels,Rightside Passes,Duels lost,Key Passes (Attempt Assists),Home Goals,Away Goals,Winning Goal,Successful Long Passes,Total Fouls Won,Foul Won Penalty,Tackles Lost,Assists (Intentional),Successful Crosses & Corners,Total Clearances,Successful Dribbles,Hit Woodwork,Offsides,Goals from Inside Box,Goal Assists,Goals,Interceptions,Unsuccessful Crosses open play,Successful Lay-offs,Successful Crosses open play,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Throw Ins to Own Player,Blocked Shots,Unsuccessful Launches,Punches,Penalties Saved,Successful Launches,Catches,Saves Made,Saves from Penalty,Clean Sheets,Penalties Faced,Saves Made from Outside Box,GK Unsuccessful Distribution,GK Successful Distribution,Saves Made from Inside Box,Saves made - parried,Through balls,Corners Taken (incl short corners),Blocks,Set Pieces Goals,Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Penalty Goals,Unsuccessful lay-offs,Penalties Taken,Handballs conceded,Left Foot Goals,Headed Goals,Goalkeeper Smother,Total Red Cards,Straight Red Cards,Goals Conceded Outside Box,Fifty Fifty,Successful Fifty Fifty,Drops,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Saves made - caught,Last Man Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,United States,United_States,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Midfielder,23,3.0,58.0,10.0,9.0,1.0,2.0,6.0,4.0,92.0,4.0,12.0,2.0,22.0,13.0,3.0,202.0,1.0,35.0,82.0,1.0,7.0,187.0,327.0,118.0,16.0,12.0,43.0,35.0,30.0,496.0,20.0,5.0,15.0,38.0,245.0,1.0,5.0,75.0,2.0,30.0,6.0,1.0,250.0,207.0,1.0,43.0,1.0,3.0,4.0,5.0,63.0,23.0,3.0,0.0,0.0,0.0,20.0,2.0,,5.0,1.0,3.0,3.0,2.0,,,,1.0,,13.0,2.0,2.0,1.0,7.0,,,8.0,,3.0,,,1.0,,,,4.0,,,,,,,,5.0,3.0,,5.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,United States,United_States,6glxg9gvqn1uc1jmwisnml68l,P. Arriola,Forward,7,3.0,37.0,10.0,3.0,4.0,1.0,4.0,3.0,11.0,4.0,1.0,2.0,9.0,2.0,12.0,39.0,,20.0,16.0,,1.0,39.0,106.0,28.0,7.0,5.0,27.0,10.0,16.0,245.0,9.0,6.0,5.0,16.0,62.0,,4.0,24.0,4.0,21.0,4.0,1.0,62.0,39.0,,23.0,9.0,3.0,2.0,11.0,6.0,18.0,3.0,0.0,0.0,0.0,,4.0,,,,,2.0,2.0,1.0,1.0,,,,3.0,2.0,,,2.0,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,United States,United_States,61zjhp2dn7uy819kdei4qqqga,G. Bello,Defender,21,1.0,18.0,10.0,5.0,1.0,,2.0,4.0,17.0,2.0,4.0,1.0,10.0,2.0,7.0,31.0,,7.0,13.0,1.0,4.0,33.0,83.0,19.0,10.0,2.0,22.0,7.0,12.0,155.0,12.0,4.0,2.0,20.0,39.0,1.0,2.0,2.0,2.0,6.0,2.0,,42.0,34.0,1.0,8.0,,1.0,2.0,2.0,15.0,10.0,1.0,0.0,0.0,0.0,1.0,4.0,,,,2.0,1.0,2.0,,,,,,2.0,1.0,,2.0,1.0,,2.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,United States,United_States,3haxsyfrccsgw6x5jgbwdjze,G. Busio,Forward,6,5.0,59.0,10.0,3.0,2.0,,6.0,2.0,117.0,3.0,10.0,4.0,16.0,8.0,7.0,206.0,2.0,41.0,51.0,1.0,5.0,208.0,337.0,111.0,18.0,4.0,38.0,22.0,66.0,378.0,21.0,7.0,3.0,34.0,233.0,1.0,4.0,76.0,2.0,20.0,6.0,1.0,248.0,220.0,1.0,28.0,1.0,1.0,3.0,4.0,55.0,17.0,7.0,0.0,0.0,0.0,12.0,7.0,,5.0,1.0,8.0,1.0,1.0,1.0,,,1.0,,4.0,5.0,2.0,1.0,16.0,,,,,2.0,,,,,,,1.0,,,,,,,,16.0,2.0,,9.0,6.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,United States,United_States,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,2,1.0,16.0,10.0,2.0,1.0,,4.0,1.0,22.0,1.0,4.0,1.0,2.0,5.0,1.0,46.0,3.0,9.0,21.0,,2.0,45.0,86.0,24.0,4.0,1.0,7.0,9.0,17.0,130.0,4.0,,4.0,6.0,58.0,,1.0,17.0,,7.0,4.0,,58.0,46.0,,12.0,1.0,1.0,,1.0,3.0,3.0,,0.0,0.0,0.0,1.0,,,2.0,,,4.0,,,,,,,2.0,1.0,,,1.0,,2.0,11.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,United States,United_States,95i6b7d8vs250s7o4myqpyicq,D. Dike,Forward,11,9.0,37.0,10.0,4.0,3.0,,5.0,1.0,9.0,1.0,,4.0,13.0,2.0,22.0,32.0,1.0,15.0,14.0,1.0,,33.0,94.0,24.0,6.0,3.0,44.0,7.0,18.0,312.0,19.0,8.0,6.0,19.0,52.0,1.0,4.0,9.0,5.0,18.0,5.0,5.0,53.0,33.0,1.0,20.0,12.0,3.0,13.0,25.0,12.0,25.0,4.0,0.0,2.0,0.0,,2.0,,,,,,4.0,,1.0,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,United States,United_States,6817xzrpglzo7g2mfzlnq90tm,N. Gioacchini,Forward,8,7.0,30.0,10.0,3.0,1.0,,5.0,,8.0,1.0,3.0,3.0,9.0,1.0,18.0,30.0,5.0,17.0,13.0,1.0,3.0,27.0,91.0,22.0,16.0,3.0,29.0,5.0,14.0,142.0,19.0,6.0,2.0,25.0,46.0,1.0,,8.0,1.0,15.0,5.0,4.0,46.0,30.0,1.0,16.0,1.0,1.0,3.0,4.0,11.0,10.0,3.0,0.0,1.0,0.0,3.0,10.0,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,3.0,,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,United States,United_States,26r7731d42flwc6ikxb90jxlh,B. Guzan,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,United States,United_States,9ki0zmbky1zluxnz63008ozmy,M. Hoppe,Forward,13,7.0,60.0,10.0,11.0,4.0,,5.0,3.0,41.0,2.0,5.0,2.0,31.0,6.0,20.0,78.0,1.0,18.0,29.0,,3.0,73.0,190.0,41.0,17.0,8.0,55.0,22.0,32.0,357.0,19.0,13.0,10.0,48.0,104.0,,4.0,9.0,5.0,20.0,5.0,5.0,105.0,79.0,,26.0,5.0,6.0,2.0,7.0,35.0,36.0,2.0,1.0,0.0,1.0,6.0,7.0,,2.0,1.0,3.0,,6.0,,,1.0,1.0,1.0,,2.0,4.0,3.0,2.0,,,1.0,6.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,3.0,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,United States,United_States,4249onic3pa4kkqg7v00ro3x1,S. Johnson,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
