liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Goals Conceded Outside Box,Offsides,Right Foot Goals,Headed Goals,Goals from Inside Box,Throw Ins to Own Player,Set Pieces Goals,Successful Corners into Box,Attempts from Set Pieces,Penalties Taken,Throw Ins to Opposition Player,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Total Red Cards,Straight Red Cards,Foul Won Penalty,Second Goal Assists,Hit Woodwork,Penalty Goals,Crosses not Claimed,Other Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Own Goal Scored,Last Man Tackle,Penalties Off Target
Canada_Canadian_Premier_League,2019,HFX Wanderers FC,dvm23d66qze0kmrzxft68a0ru,M. Arnone,Defender,23,1.0,2094.0,,,11.0,2.0,847.0,1.0,64.0,,173.0,29.0,3.0,76.0,6.0,8.0,32.0,215.0,543.0,31.0,117.0,1.0,909.0,3.0,18.0,2.0,660.0,24.0,11.0,193.0,220.0,6.0,107.0,,114.0,24.0,11.0,87.0,1186.0,,24.0,11.0,9.0,79.0,,452.0,18.0,10.0,106.0,3.0,56.0,,16.0,61.0,2.0,172.0,103.0,30.0,,1.0,24.0,,1.0,,34.0,173.0,666.0,716.0,93.0,8.0,,,,20.0,66.0,11.0,48.0,45.0,6.0,,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,
Canada_Canadian_Premier_League,2019,HFX Wanderers FC,a64n44ysnv4a5napmtzg1o8kq,A. Bona,Defender,3,31.0,2053.0,3.0,,6.0,,814.0,13.0,106.0,6.0,292.0,28.0,6.0,63.0,15.0,11.0,26.0,430.0,299.0,66.0,191.0,2.0,839.0,1.0,30.0,23.0,554.0,26.0,14.0,254.0,36.0,15.0,189.0,6.0,163.0,22.0,36.0,96.0,1525.0,,25.0,16.0,7.0,182.0,,439.0,51.0,10.0,153.0,3.0,31.0,6.0,13.0,51.0,18.0,259.0,75.0,29.0,,31.0,25.0,,1.0,,80.0,258.0,566.0,585.0,77.0,5.0,,,2.0,49.0,106.0,17.0,33.0,102.0,3.0,2.0,,,,189.0,,,,,61.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,
Canada_Canadian_Premier_League,2019,HFX Wanderers FC,9xntliz4ut9p00wlwc0gd7e95,A. De Carolis,Defender,24,8.0,1246.0,2.0,,6.0,,440.0,8.0,92.0,5.0,137.0,23.0,3.0,51.0,7.0,6.0,17.0,249.0,200.0,35.0,85.0,,468.0,4.0,14.0,8.0,304.0,17.0,10.0,136.0,112.0,11.0,104.0,1.0,79.0,15.0,18.0,47.0,831.0,8.0,17.0,3.0,4.0,105.0,,244.0,10.0,10.0,64.0,4.0,28.0,3.0,7.0,15.0,12.0,137.0,35.0,21.0,,15.0,17.0,2.0,,,56.0,20.0,310.0,332.0,32.0,3.0,,,1.0,21.0,73.0,14.0,13.0,49.0,4.0,1.0,,,,99.0,,4.0,3.0,,51.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Canada_Canadian_Premier_League,2019,HFX Wanderers FC,ej15pecwc8l11pif9je6mo962,S. Firth,Midfielder,15,,287.0,6.0,1.0,1.0,,107.0,1.0,22.0,,41.0,4.0,,8.0,1.0,1.0,2.0,43.0,53.0,10.0,8.0,1.0,110.0,,1.0,1.0,88.0,5.0,3.0,16.0,26.0,1.0,17.0,1.0,15.0,2.0,1.0,7.0,166.0,9.0,8.0,1.0,1.0,25.0,,39.0,,10.0,14.0,2.0,6.0,,,3.0,2.0,30.0,3.0,7.0,,8.0,8.0,7.0,,,14.0,23.0,92.0,94.0,5.0,,,,,2.0,16.0,8.0,4.0,11.0,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,HFX Wanderers FC,26zoncn0ilfvg5gwn91dkqmt,A. García,Forward,11,18.0,2082.0,1.0,9.0,,7.0,381.0,28.0,126.0,1.0,204.0,,2.0,7.0,7.0,12.0,38.0,253.0,112.0,24.0,75.0,2.0,397.0,4.0,34.0,29.0,309.0,19.0,35.0,82.0,80.0,15.0,81.0,4.0,96.0,23.0,30.0,20.0,757.0,1.0,24.0,10.0,,205.0,1.0,98.0,79.0,10.0,107.0,23.0,6.0,1.0,45.0,9.0,20.0,252.0,5.0,24.0,3.0,19.0,24.0,1.0,6.0,,107.0,93.0,301.0,315.0,47.0,6.0,2.0,,1.0,17.0,145.0,7.0,2.0,98.0,5.0,16.0,4.0,,6.0,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2019,HFX Wanderers FC,2182gm4uwq97qv5c65jfes5hx,J. Gutiérrez,Midfielder,7,12.0,1240.0,5.0,3.0,2.0,2.0,340.0,7.0,95.0,12.0,191.0,,3.0,16.0,5.0,7.0,16.0,210.0,97.0,23.0,62.0,1.0,354.0,7.0,25.0,13.0,261.0,11.0,12.0,78.0,42.0,12.0,105.0,4.0,76.0,14.0,11.0,14.0,648.0,37.0,19.0,16.0,5.0,166.0,1.0,133.0,20.0,10.0,87.0,5.0,15.0,1.0,39.0,13.0,19.0,195.0,5.0,15.0,1.0,41.0,19.0,25.0,3.0,,92.0,84.0,265.0,276.0,29.0,2.0,,,,15.0,108.0,8.0,10.0,74.0,4.0,4.0,,1.0,1.0,7.0,,10.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
Canada_Canadian_Premier_League,2019,HFX Wanderers FC,b4fvyjouvib12km5n7fa11n85,C. Hocine,Defender,4,,352.0,,,2.0,,123.0,,8.0,,23.0,4.0,1.0,18.0,,,3.0,35.0,71.0,2.0,15.0,1.0,127.0,1.0,7.0,,84.0,3.0,,33.0,26.0,,20.0,,16.0,4.0,1.0,13.0,161.0,,4.0,3.0,7.0,10.0,,60.0,,10.0,9.0,,10.0,,1.0,6.0,,19.0,12.0,5.0,,,4.0,,,,7.0,33.0,92.0,94.0,9.0,1.0,,,,2.0,10.0,,8.0,3.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
Canada_Canadian_Premier_League,2019,HFX Wanderers FC,awlwtcxwgucwrkpb5lmsqlzsa,K. Iida,Midfielder,9,14.0,1180.0,8.0,9.0,,1.0,357.0,7.0,90.0,13.0,196.0,4.0,1.0,12.0,6.0,5.0,13.0,197.0,89.0,13.0,78.0,1.0,362.0,6.0,13.0,22.0,257.0,12.0,11.0,90.0,81.0,17.0,89.0,8.0,57.0,12.0,15.0,17.0,608.0,10.0,20.0,8.0,,124.0,1.0,111.0,25.0,10.0,75.0,6.0,15.0,6.0,36.0,4.0,16.0,141.0,1.0,15.0,1.0,16.0,20.0,1.0,2.0,2.0,53.0,80.0,267.0,272.0,17.0,1.0,1.0,2.0,,8.0,66.0,5.0,8.0,71.0,3.0,8.0,,,,3.0,,7.0,3.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,
Canada_Canadian_Premier_League,2019,HFX Wanderers FC,k4ndnkmqmqnfqi7vjt8itc5x,E. John,Defender,5,2.0,1435.0,1.0,1.0,1.0,,575.0,1.0,52.0,1.0,226.0,13.0,4.0,38.0,19.0,4.0,17.0,183.0,226.0,44.0,103.0,1.0,592.0,4.0,30.0,4.0,426.0,15.0,7.0,141.0,135.0,6.0,95.0,3.0,106.0,17.0,36.0,48.0,825.0,,18.0,19.0,10.0,140.0,,229.0,5.0,10.0,89.0,3.0,25.0,1.0,17.0,24.0,1.0,181.0,29.0,18.0,,2.0,18.0,,1.0,1.0,75.0,176.0,435.0,451.0,41.0,3.0,,1.0,,29.0,92.0,15.0,21.0,65.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,HFX Wanderers FC,9bu481g5htyonfco9whsamve2,M. Kourouma,Midfielder,12,70.0,1988.0,4.0,13.0,6.0,1.0,684.0,33.0,183.0,45.0,314.0,11.0,,40.0,21.0,32.0,31.0,474.0,210.0,57.0,177.0,1.0,696.0,8.0,22.0,19.0,449.0,17.0,49.0,217.0,207.0,42.0,271.0,19.0,168.0,22.0,59.0,59.0,1284.0,59.0,26.0,12.0,2.0,214.0,,234.0,53.0,10.0,124.0,17.0,30.0,13.0,27.0,23.0,28.0,268.0,9.0,23.0,1.0,113.0,26.0,32.0,3.0,3.0,113.0,72.0,473.0,479.0,54.0,5.0,1.0,3.0,3.0,41.0,144.0,16.0,18.0,101.0,6.0,4.0,,,1.0,25.0,,26.0,14.0,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,
