liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,CD Guadalajara,bqc9q35pmfzele2x6xb9z6tm2,D. Aguirre,Midfielder,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CD Guadalajara,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Forward,25,22.0,10.0,118.0,14.0,351.0,734.0,17.0,71.0,86.0,10.0,16.0,76.0,7.0,6.0,7.0,28.0,12.0,17.0,3.0,5.0,4.0,205.0,8.0,3.0,6.0,1.0,3.0,5.0,49.0,65.0,112.0,6.0,1.0,379.0,25.0,14.0,108.0,2.0,14.0,276.0,1.0,4.0,187.0,9.0,22.0,11.0,43.0,21.0,14.0,2.0,,2.0,436.0,45.0,72.0,1.0,66.0,16.0,90.0,15.0,30.0,6.0,361.0,1.0,1120.0,,157.0,40.0,60.0,,19.0,9.0,455.0,12.0,14.0,1.0,10.0,20.0,137.0,3.0,2.0,2.0,,1.0,,,1.0,,2.0,,,2.0,40.0,23.0,10.0,2.0,4.0,,,,,,,,3.0,1.0,,,2.0,2.0,,,,,,,1.0,,,,,
Mexico_Liga_MX,2024-2025,CD Guadalajara,42w1fj2n8ubc7of8feg5z5p90,F. Barajas,Midfielder,29,1.0,,6.0,,27.0,64.0,1.0,5.0,11.0,,,8.0,1.0,,1.0,,,2.0,,,1.0,24.0,,,2.0,,2.0,,5.0,3.0,11.0,,,27.0,5.0,2.0,11.0,,3.0,22.0,,,9.0,1.0,1.0,1.0,3.0,5.0,5.0,,,,35.0,6.0,8.0,,9.0,1.0,6.0,1.0,2.0,,27.0,,83.0,,16.0,6.0,7.0,5.0,1.0,,35.0,3.0,5.0,,10.0,5.0,11.0,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CD Guadalajara,c52rbcdu5hiukdhoshthvctbe,F. Beltrán,Midfielder,20,21.0,12.0,192.0,16.0,566.0,1003.0,9.0,86.0,66.0,16.0,30.0,109.0,10.0,6.0,6.0,44.0,9.0,23.0,7.0,1.0,8.0,219.0,10.0,1.0,4.0,2.0,7.0,,32.0,82.0,103.0,14.0,,610.0,27.0,16.0,118.0,3.0,4.0,429.0,2.0,7.0,160.0,9.0,20.0,12.0,25.0,24.0,18.0,1.0,,3.0,701.0,42.0,62.0,1.0,233.0,27.0,223.0,11.0,19.0,8.0,594.0,,1345.0,,152.0,77.0,82.0,2.0,33.0,9.0,719.0,11.0,18.0,,10.0,8.0,144.0,1.0,0.0,0.0,,,,,1.0,,3.0,1.0,,,12.0,8.0,3.0,,1.0,1.0,,,,,,,,4.0,,,,,,,,,,,1.0,,,,,
Mexico_Liga_MX,2024-2025,CD Guadalajara,bn8eqcglavl5j1kmlgyy3hed,A. Briseño,Defender,4,1.0,,198.0,7.0,246.0,398.0,9.0,41.0,28.0,7.0,8.0,55.0,3.0,13.0,,15.0,1.0,17.0,24.0,,,62.0,,1.0,26.0,2.0,2.0,,,15.0,19.0,1.0,,261.0,,3.0,38.0,,16.0,63.0,,,92.0,5.0,2.0,5.0,7.0,,8.0,7.0,,2.0,306.0,,12.0,,61.0,27.0,144.0,,1.0,13.0,252.0,,630.0,,69.0,21.0,28.0,1.0,6.0,,316.0,,8.0,,10.0,42.0,27.0,,,0.0,1.0,,1.0,1.0,6.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CD Guadalajara,52xjaejv3eeiyd2xn5642g2xh,I. Brizuela,Midfielder,11,3.0,,6.0,,12.0,35.0,2.0,1.0,4.0,,,8.0,1.0,,,1.0,1.0,4.0,,,1.0,11.0,,2.0,,,1.0,,,1.0,9.0,,1.0,13.0,1.0,1.0,4.0,,2.0,8.0,,1.0,3.0,2.0,2.0,2.0,7.0,,3.0,,,,21.0,1.0,2.0,,5.0,2.0,4.0,1.0,1.0,2.0,13.0,,46.0,,5.0,1.0,6.0,3.0,,1.0,21.0,,3.0,,10.0,2.0,3.0,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CD Guadalajara,ey0dok6grjk40qsvo6as36hre,José Castillo Pérez,Defender,21,28.0,1.0,328.0,17.0,558.0,984.0,15.0,60.0,40.0,14.0,28.0,99.0,4.0,17.0,1.0,26.0,11.0,35.0,34.0,,2.0,149.0,4.0,,19.0,6.0,3.0,,10.0,41.0,94.0,14.0,1.0,584.0,5.0,5.0,74.0,3.0,14.0,258.0,,105.0,134.0,14.0,8.0,17.0,9.0,10.0,17.0,6.0,,,671.0,7.0,26.0,,194.0,44.0,261.0,2.0,9.0,35.0,572.0,,1477.0,,100.0,69.0,55.0,,5.0,7.0,683.0,4.0,17.0,2.0,10.0,33.0,67.0,,,0.0,,17.0,,,8.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Mexico_Liga_MX,2024-2025,CD Guadalajara,es363spp9pgd4hralx6ni2xw4,M. Chávez,Defender,50,41.0,2.0,93.0,7.0,213.0,576.0,14.0,65.0,48.0,22.0,34.0,74.0,2.0,9.0,,17.0,15.0,25.0,9.0,,4.0,145.0,1.0,5.0,8.0,3.0,1.0,,25.0,57.0,50.0,12.0,,230.0,13.0,2.0,74.0,1.0,5.0,141.0,,84.0,13.0,3.0,8.0,4.0,13.0,25.0,12.0,2.0,,1.0,298.0,21.0,43.0,,135.0,20.0,106.0,4.0,12.0,12.0,224.0,,689.0,,113.0,39.0,54.0,5.0,11.0,11.0,304.0,3.0,12.0,,10.0,13.0,100.0,,,0.0,,7.0,,,3.0,,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CD Guadalajara,31e3kw8b8zovsaqjaduuvz6xh,C. Cisneros,Midfielder,24,4.0,,28.0,5.0,66.0,174.0,5.0,16.0,21.0,3.0,5.0,18.0,4.0,1.0,3.0,4.0,1.0,7.0,1.0,,6.0,57.0,5.0,3.0,1.0,,2.0,,15.0,15.0,33.0,2.0,1.0,70.0,7.0,7.0,26.0,2.0,5.0,53.0,,3.0,9.0,2.0,10.0,4.0,9.0,10.0,9.0,1.0,,,85.0,11.0,16.0,,20.0,2.0,26.0,11.0,4.0,1.0,67.0,,322.0,,37.0,13.0,16.0,4.0,6.0,2.0,88.0,5.0,9.0,,10.0,6.0,31.0,,,0.0,,2.0,,,1.0,,1.0,2.0,,1.0,12.0,5.0,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CD Guadalajara,5vjalgmy5e9xhfdjoeq6kxqwa,C. Cowell,Forward,16,22.0,4.0,24.0,10.0,123.0,401.0,10.0,43.0,76.0,6.0,10.0,34.0,15.0,2.0,12.0,7.0,9.0,9.0,2.0,5.0,8.0,153.0,8.0,4.0,5.0,,2.0,5.0,28.0,38.0,56.0,4.0,,130.0,27.0,27.0,53.0,1.0,15.0,114.0,1.0,2.0,28.0,8.0,12.0,9.0,52.0,28.0,13.0,1.0,,,164.0,47.0,61.0,4.0,55.0,3.0,25.0,8.0,19.0,2.0,130.0,1.0,844.0,,119.0,29.0,31.0,3.0,9.0,7.0,164.0,11.0,13.0,2.0,10.0,20.0,99.0,2.0,3.0,3.0,,,,,,,4.0,1.0,,,,,,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,
