liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Successful Open Play Passes,Unsuccessful Short Passes,Duels,Forward Passes,Corners Won,Throw Ins to Own Player,Goals Conceded Inside Box,Ground Duels lost,Unsuccessful Passes Own Half,Touches,Successful Passes Own Half,Substitute On,Penalty Goals Conceded,Index,Goals Conceded,Recoveries,Duels lost,Total Passes,Unsuccessful Crosses open play,Total Fouls Conceded,Yellow Cards,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Appearances,Games Played,Unsuccessful Dribbles,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Ground Duels,Successful Passes Opposition Half,Successful Short Passes,Home Goals,Away Goals,Winning Goal,Rightside Passes,Successful Long Passes,Goals Conceded Outside Box,Successful Launches,Total Tackles,Aerial Duels,Aerial Duels lost,Blocked Shots,Starts,Substitute Off,Total Touches In Opposition Box,Backward Passes,Unsuccessful Long Passes,Tackles Lost,Interceptions,Total Clearances,Unsuccessful Launches,Total Fouls Won,Aerial Duels won,Duels won,Tackles Won,Ground Duels won,Through balls,Successful Crosses & Corners,Handballs conceded,Last Man Tackle,Successful Crosses open play,Successful Dribbles,Key Passes (Attempt Assists),Foul Attempted Tackle,Blocks,Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Clean Sheets,Shots On Target ( inc goals ),Corners Taken (incl short corners),Throw Ins to Opposition Player,Unsuccessful Corners into Box,Total Shots,Left Foot Goals,Offsides,Goal Assists,Goals from Inside Box,Goals,Goals from Outside Box,Assists (Intentional),Hit Woodwork,Right Foot Goals,Penalties Taken,Successful Lay-offs,Unsuccessful lay-offs,Headed Goals,Penalty Goals,Foul Won Penalty,Second Goal Assists,GK Successful Distribution,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Penalties Conceded,Total Red Cards,Saves Made from Outside Box,Catches,Penalties Saved,Saves from Penalty,Saves made - parried,Punches,Saves Made,Penalties Faced,Saves Made from Inside Box,GK Unsuccessful Distribution,Drops,Overruns,Saves made - caught,Goal Kicks,Straight Red Cards,Penalties Off Target,Clearances Off the Line,Own Goal Scored,Goalkeeper Smother,Set Pieces Goals,Last Player Tackle,Crosses not Claimed
Mexico_Liga_MX,2021-2022,Club Puebla,2tlhmfokon6uywga5h0xtmuhh,C. Aboagye,Midfielder,8,2.0,14.0,1.0,10.0,9.0,,2.0,5.0,,,,1.0,,12.0,3.0,1.0,,10.0,1.0,1.0,2.0,10.0,,,,1.0,9.0,1.0,1.0,1.0,1.0,1.0,,,1.0,6.0,7.0,0.0,0.0,0.0,3.0,2.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Puebla,12pbzh0runi0dsqcxh9u36jca,D. Aguilar,Midfielder,23,2.0,45.0,2.0,10.0,8.0,1.0,2.0,2.0,,,,,,13.0,7.0,,,10.0,,1.0,,10.0,,,,2.0,8.0,3.0,1.0,1.0,,,,,2.0,1.0,8.0,0.0,0.0,0.0,4.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Puebla,1wzbok5h048nfbmusztsc3joq,M. Araújo,Forward,20,254.0,1509.0,85.0,286.0,201.0,71.0,233.0,88.0,17.0,14.0,12.0,91.0,26.0,724.0,97.0,1.0,3.0,10.0,15.0,105.0,109.0,300.0,33.0,21.0,1.0,116.0,215.0,40.0,19.0,19.0,38.0,61.0,28.0,57.0,204.0,136.0,206.0,1.0,0.0,1.0,99.0,9.0,3.0,1.0,27.0,29.0,18.0,6.0,18.0,12.0,50.0,73.0,14.0,15.0,11.0,9.0,8.0,52.0,11.0,124.0,12.0,113.0,,18.0,,,5.0,34.0,24.0,5.0,1.0,15.0,15.0,1.0,5.0,40.0,1.0,20.0,20.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,2.0,13.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Puebla,9rdsmagtddurspwjcqp5l4t05,F. Aristeguieta,Forward,9,89.0,518.0,48.0,132.0,85.0,44.0,102.0,30.0,1.0,2.0,4.0,23.0,12.0,245.0,36.0,7.0,1.0,10.0,6.0,14.0,53.0,138.0,2.0,5.0,2.0,38.0,90.0,38.0,13.0,13.0,3.0,16.0,8.0,2.0,39.0,55.0,87.0,1.0,0.0,0.0,33.0,3.0,2.0,,2.0,63.0,30.0,3.0,6.0,6.0,24.0,37.0,4.0,,1.0,8.0,1.0,16.0,33.0,49.0,2.0,16.0,,1.0,,,1.0,1.0,5.0,2.0,1.0,5.0,4.0,,8.0,,,,13.0,,3.0,,1.0,1.0,,,,1.0,1.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Puebla,6arf67ate5jmkjoo7248ghqwa,R. Castillo,Midfielder,24,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,,4.0,,1.0,,10.0,,,1.0,2.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,1.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Puebla,80jgo5f50a94hyuglcc2rxjo5,G. Corral,Defender,4,148.0,1168.0,87.0,461.0,378.0,52.0,85.0,163.0,4.0,59.0,14.0,33.0,24.0,725.0,251.0,2.0,4.0,10.0,16.0,60.0,42.0,488.0,19.0,12.0,2.0,83.0,401.0,166.0,17.0,17.0,7.0,15.0,19.0,20.0,60.0,163.0,356.0,1.0,0.0,0.0,87.0,45.0,2.0,4.0,13.0,25.0,9.0,4.0,15.0,9.0,7.0,72.0,35.0,5.0,13.0,17.0,20.0,7.0,16.0,43.0,8.0,27.0,,13.0,,,10.0,7.0,13.0,6.0,3.0,2.0,11.0,,2.0,1.0,9.0,,4.0,,2.0,3.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2021-2022,Club Puebla,d5v66qyfnyed52vg60c8xblxx,A. Escoto,Forward,7,58.0,421.0,32.0,101.0,69.0,24.0,72.0,36.0,3.0,3.0,5.0,18.0,4.0,188.0,27.0,14.0,3.0,10.0,6.0,24.0,35.0,104.0,6.0,12.0,2.0,34.0,72.0,28.0,17.0,17.0,2.0,3.0,6.0,6.0,35.0,47.0,67.0,1.0,0.0,0.0,22.0,5.0,1.0,,7.0,37.0,17.0,4.0,3.0,3.0,22.0,18.0,8.0,3.0,,4.0,2.0,7.0,20.0,37.0,4.0,17.0,,2.0,3.0,,1.0,4.0,5.0,6.0,,6.0,3.0,,3.0,2.0,,,9.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,3.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Puebla,ev3y77sf3a39805ri26547g0l,Gustavo Ferrareis,Forward,2,225.0,1180.0,78.0,287.0,209.0,64.0,140.0,97.0,13.0,78.0,11.0,60.0,24.0,680.0,86.0,7.0,4.0,10.0,13.0,61.0,77.0,288.0,45.0,24.0,5.0,99.0,210.0,110.0,20.0,20.0,20.0,36.0,29.0,45.0,106.0,136.0,197.0,0.0,0.0,0.0,11.0,13.0,2.0,3.0,15.0,34.0,17.0,2.0,13.0,6.0,30.0,70.0,14.0,8.0,21.0,22.0,10.0,11.0,17.0,63.0,7.0,46.0,,12.0,2.0,,11.0,20.0,18.0,13.0,4.0,11.0,15.0,3.0,4.0,1.0,30.0,,15.0,,2.0,2.0,,,,,1.0,,,3.0,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
Mexico_Liga_MX,2021-2022,Club Puebla,8wihma7941cp2e6m8vrl7bso9,E. Gularte,Defender,17,188.0,1309.0,146.0,467.0,325.0,76.0,132.0,262.0,2.0,30.0,12.0,40.0,49.0,716.0,206.0,1.0,4.0,10.0,14.0,79.0,59.0,479.0,2.0,27.0,3.0,100.0,333.0,128.0,17.0,17.0,2.0,7.0,19.0,3.0,84.0,128.0,292.0,0.0,1.0,0.0,43.0,41.0,2.0,10.0,35.0,48.0,19.0,1.0,16.0,7.0,9.0,46.0,70.0,13.0,25.0,47.0,39.0,5.0,29.0,73.0,22.0,44.0,,1.0,,,1.0,4.0,2.0,14.0,4.0,2.0,10.0,5.0,1.0,1.0,20.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Puebla,1qqjy9919v5jlwusuc40hq63u,A. Herrera,Midfielder,198,22.0,183.0,16.0,54.0,38.0,12.0,22.0,15.0,,1.0,,11.0,5.0,86.0,16.0,6.0,,10.0,,11.0,11.0,54.0,2.0,6.0,2.0,13.0,38.0,15.0,8.0,8.0,1.0,1.0,6.0,2.0,21.0,23.0,36.0,0.0,0.0,0.0,15.0,2.0,,,8.0,1.0,,1.0,2.0,2.0,,9.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,11.0,4.0,10.0,,1.0,,,1.0,,1.0,4.0,1.0,1.0,5.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
