liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,Colorado Rapids,33l6xyx4nhswaphl9ha38yx9l,L. Abubakar,Defender,6,255.0,19.0,57.0,25.0,,18.0,123.0,67.0,111.0,2.0,30.0,147.0,337.0,4.0,3.0,6.0,26.0,64.0,,,22.0,788.0,18.0,,18.0,53.0,,3.0,977.0,63.0,7.0,46.0,34.0,866.0,960.0,4.0,1605.0,6.0,1.0,83.0,58.0,25.0,208.0,,78.0,27.0,80.0,849.0,2.0,,10.0,13.0,56.0,19.0,111.0,4.0,6.0,1197.0,80.0,48.0,20.0,37.0,30.0,,328.0,658.0,8.0,8.0,1.0,0.0,0.0,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,4.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Colorado Rapids,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Midfielder,23,160.0,9.0,106.0,2.0,1.0,15.0,117.0,90.0,71.0,22.0,22.0,110.0,113.0,13.0,12.0,2.0,9.0,55.0,1.0,9.0,14.0,410.0,16.0,9.0,16.0,14.0,7.0,23.0,497.0,57.0,4.0,8.0,12.0,426.0,496.0,8.0,1231.0,5.0,7.0,55.0,64.0,21.0,238.0,7.0,16.0,4.0,7.0,425.0,11.0,5.0,12.0,8.0,47.0,19.0,65.0,9.0,8.0,685.0,20.0,14.0,10.0,47.0,43.0,1.0,118.0,189.0,15.0,31.0,0.0,2.0,1.0,1.0,5.0,,,,1.0,1.0,,,1.0,1.0,2.0,,12.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Colorado Rapids,6pgcyaivg3sjcm6jju4nn3omi,C. Bassett,Midfielder,23,116.0,24.0,104.0,1.0,2.0,13.0,146.0,84.0,67.0,30.0,13.0,113.0,101.0,11.0,12.0,3.0,3.0,63.0,5.0,7.0,10.0,364.0,15.0,11.0,15.0,11.0,11.0,18.0,443.0,60.0,8.0,14.0,15.0,376.0,433.0,2.0,1072.0,1.0,6.0,50.0,80.0,16.0,234.0,24.0,12.0,2.0,12.0,369.0,7.0,9.0,4.0,5.0,79.0,13.0,57.0,8.0,10.0,639.0,29.0,7.0,9.0,36.0,48.0,4.0,122.0,147.0,25.0,39.0,3.0,2.0,2.0,,7.0,,,10.0,3.0,5.0,,2.0,,1.0,5.0,,11.0,8.0,2.0,5.0,3.0,,,3.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,
USA_MLS,2020,Colorado Rapids,1zmuglf34st6duz1fq8ysv5nu,Andre Shinyashiki,Forward,9,81.0,26.0,106.0,7.0,2.0,14.0,199.0,154.0,88.0,50.0,22.0,185.0,96.0,22.0,22.0,2.0,7.0,108.0,,9.0,22.0,273.0,16.0,32.0,16.0,22.0,18.0,29.0,375.0,78.0,12.0,11.0,20.0,287.0,365.0,8.0,1115.0,2.0,11.0,77.0,84.0,14.0,186.0,18.0,14.0,2.0,8.0,277.0,11.0,11.0,8.0,10.0,59.0,12.0,62.0,15.0,13.0,666.0,31.0,10.0,14.0,66.0,88.0,,92.0,105.0,28.0,58.0,2.0,2.0,0.0,,6.0,1.0,3.0,,2.0,3.0,,,1.0,1.0,4.0,,18.0,,3.0,4.0,1.0,1.0,,4.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
USA_MLS,2020,Colorado Rapids,b6u6116764v2j7apsi25vx3v9,S. Beitashour,Defender,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Colorado Rapids,4ba5k9nags1osdel19zd25fpx,N. Benezet,Midfielder,10,130.0,12.0,57.0,1.0,8.0,5.0,111.0,70.0,49.0,16.0,12.0,74.0,64.0,15.0,12.0,1.0,5.0,35.0,1.0,6.0,9.0,232.0,13.0,10.0,13.0,10.0,15.0,7.0,287.0,44.0,7.0,,4.0,238.0,281.0,,536.0,1.0,5.0,39.0,59.0,13.0,181.0,20.0,6.0,,3.0,232.0,4.0,6.0,3.0,3.0,45.0,12.0,40.0,12.0,2.0,429.0,4.0,5.0,9.0,39.0,31.0,1.0,36.0,62.0,6.0,22.0,,,0.0,,5.0,2.0,,4.0,,,,,,,,,3.0,3.0,3.0,5.0,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
USA_MLS,2020,Colorado Rapids,6trmqwons1idaeoem1g7u467e,B. Galván,Midfielder,29,5.0,4.0,40.0,1.0,8.0,2.0,37.0,28.0,20.0,4.0,4.0,30.0,19.0,9.0,7.0,,,10.0,1.0,2.0,3.0,98.0,10.0,2.0,10.0,5.0,8.0,6.0,123.0,18.0,1.0,,2.0,103.0,122.0,4.0,253.0,,2.0,20.0,23.0,1.0,70.0,8.0,5.0,,,102.0,4.0,,2.0,1.0,100.0,1.0,13.0,8.0,2.0,188.0,2.0,2.0,2.0,20.0,8.0,1.0,59.0,35.0,7.0,9.0,0.0,1.0,0.0,,3.0,,,,,1.0,,,,,1.0,,2.0,,,2.0,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_MLS,2020,Colorado Rapids,eiv8bhmhfwk425x3tspucy7zd,M. Hundley,Forward,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Colorado Rapids,aij1pddtm5ch0o8dstl3mc1jp,C. Irwin,Goalkeeper,1,14.0,,,22.0,,4.0,36.0,1.0,35.0,,,1.0,59.0,,,1.0,,1.0,,,1.0,39.0,4.0,,4.0,21.0,,,98.0,1.0,,,,63.0,63.0,,360.0,1.0,,,14.0,8.0,12.0,,24.0,,3.0,41.0,,,,1.0,48.0,7.0,38.0,,,143.0,,34.0,,,1.0,,25.0,51.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,44.0,,2.0,7.0,7.0,2.0,8.0,2.0,,,14.0,1.0,,,,,,1.0,1.0,,25.0,1.0,1.0,,,,,,,,,,,,
USA_MLS,2020,Colorado Rapids,77bfpxhy1oo4cz9txm88qlnmd,K. Kamara,Forward,23,90.0,14.0,88.0,,7.0,11.0,130.0,53.0,67.0,20.0,3.0,151.0,52.0,8.0,14.0,2.0,4.0,72.0,1.0,24.0,9.0,217.0,18.0,9.0,18.0,8.0,9.0,22.0,290.0,66.0,8.0,56.0,42.0,223.0,279.0,1.0,1022.0,1.0,5.0,79.0,68.0,18.0,158.0,9.0,6.0,3.0,15.0,212.0,11.0,10.0,1.0,4.0,48.0,16.0,23.0,12.0,2.0,459.0,98.0,1.0,2.0,23.0,30.0,1.0,60.0,65.0,11.0,61.0,2.0,2.0,0.0,,7.0,1.0,1.0,,2.0,4.0,1.0,,,,4.0,,11.0,,4.0,,1.0,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,
