root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,273jgbsiowjk7q9ph9sro6bpx,M. Aceval,Defender,3.0,5,0,0,0,0,0,0,1
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,9odqxkb5kucctyhjx8t337emt,Q. Amarikwa,Attacker,18.0,14,1,0,0,0,0,8,4
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,cijslwbc730evygvnzcqzuimt,E. Ávila,Defender,8.0,24,1,1,0,0,0,8,11
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,ekd5grsk9i1ls5dt273gh1fbp,E. Burgos,Midfielder,33.0,2,0,0,0,0,0,2,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,5yr9at3qwohefo67k4w5z6klx,G. Caicedo,Defender,,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,cqf91x7ql1xilel9l7onue3th,A. Cann,Defender,12.0,10,0,1,0,0,0,2,1
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,4zp1ue2lk6t0448anh6br1qs5,O. Cordon,Midfielder,16.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,bongyxfj4elj6bc65ngon4n2t,J. de Guzmán,Midfielder,6.0,28,1,6,0,0,0,7,8
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,9e4zdo5b7v0rzrrbe63syb2s5,T. Dunfield,Midfielder,23.0,30,3,7,0,0,0,0,7
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,42c1x3ej71qcp0p5id3n0t3v9,R. Eckersley,Defender,27.0,33,0,5,0,0,0,1,3
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,aq86jccxvb053vatjy8oaplud,L. Emory,Defender,2.0,23,0,1,3,2,1,4,6
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,27fyf4lu42ovf02lksw45pjo5,S. Frei,Goalkeeper,24.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,46pvw9meekkbzoacrla68h239,T. Frings,Midfielder,22.0,20,2,5,0,0,0,0,4
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,17i0bligkriw1bcngkw9sizmd,J. Hall,Defender,25.0,23,1,1,0,0,0,4,2
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,dj8cw3uh8d5p3evbfr9rkq9xx,F. Hall,Goalkeeper,41.0,7,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,b497f6qa8olhhimer82ctgmvp,T. Harden,Defender,20.0,5,0,1,0,0,0,0,2
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,3gjwqrn2tbnphv86qkns1yymt,E. Hassli,Attacker,29.0,25,5,8,0,0,0,9,8
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,4y7p59unsumcfk5trk1naums5,D. Henry,Defender,4.0,18,1,3,0,0,0,7,3
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,5t43s1uce6nhvhli5rv3psvrp,R. Johnson,Attacker,9.0,31,7,6,0,0,0,0,1
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,dra3o9hf1qct87zn5j9b0de51,M. Kočić,Goalkeeper,30.0,27,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,dldnz71z88hvb8opywfdsjowl,D. Koevermans,Attacker,14.0,16,9,2,0,0,0,4,4
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,4zc79sei8ixg6dvtzglyast79,N. Lindsay,Midfielder,37.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,237sjjbozbv2dy42zspzd2fo5,K. Makubuya,Attacker,13.0,1,0,0,0,0,0,1,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,430fmloyoec76fbmths7zithx,A. Maund,Defender,21.0,15,0,2,0,0,0,6,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,ykzkzazvga55do4buqq0quhh,A. Morgan,Defender,5.0,30,0,7,0,0,0,3,1
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,dy97i0a7ja0h099kljo8vco9h,D. O'Dea,Defender,48.0,9,0,2,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,4649qle15zg22jj8udivc2ytx,J. Plata,Attacker,7.0,10,0,0,0,0,0,3,4
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,6qp7j3yg8y4mi6awsjk79hwph,Q. Roberts,Goalkeeper,40.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,aaenuriwp16d2ajxphaipm579,B. Rowe,Goalkeeper,41.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,erxgoewhliov1iaty10425dcl,L. Silva,Attacker,11.0,30,5,1,0,0,0,8,6
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,6egyyhlnfxd0de3mkkqk69dxx,N. Soolsma,Attacker,18.0,9,0,0,0,0,0,6,2
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,cfm80fd4n9r8exyjlk1c5z45x,M. Stinson,Midfielder,15.0,4,0,0,0,0,0,3,1
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,by4oo4tv2k7f7baascacd4s7p,R. Lambe,Attacker,19.0,27,2,3,0,0,0,5,8
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,a75gy3c6ukwtqx6t4y5xyam6t,A. Wiedeman,Attacker,32.0,20,2,0,0,0,0,12,6
testeo_ligas_norteamerica,USA_MLS,2012,Toronto FC,Toronto_FC,6djz3wvd39bmvets19njnq311,D. Williams,Defender,31.0,2,0,0,0,0,0,1,1
