root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Throw Ins to Own Player,Ground Duels,Aerial Duels won,Unsuccessful Passes Opposition Half,Attempts from Set Pieces,Aerial Duels,Blocks,Goals Conceded Outside Box,Duels,Shots On Target ( inc goals ),Index,Unsuccessful Passes Own Half,Total Tackles,Tackles Won,Total Losses Of Possession,Tackles Lost,Appearances,Starts,Times Tackled,Goals Conceded,Backward Passes,Interceptions,Unsuccessful Short Passes,Leftside Passes,Duels won,Ground Duels lost,Successful Dribbles,Rightside Passes,Total Passes,Successful Passes Opposition Half,Games Played,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels won,Duels lost,Unsuccessful Launches,Penalty Goals Conceded,Successful Long Passes,Touches,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Forward Passes,Total Shots,Successful Launches,Open Play Passes,Throw Ins to Opposition Player,Successful Open Play Passes,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Time Played,Unsuccessful Long Passes,Total Clearances,Successful Passes Own Half,Recoveries,Total Fouls Won,Winning Goal,Successful Crosses & Corners,Unsuccessful Dribbles,Total Fouls Conceded,Substitute On,Key Passes (Attempt Assists),Foul Attempted Tackle,Clearances Off the Line,Yellow Cards,Substitute Off,PutThrough/Blocked Distribution,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals from Outside Box,Successful Crosses open play,Goals,Successful Lay-offs,Left Foot Goals,Blocked Shots,Home Goals,Away Goals,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Unsuccessful Crosses open play,Saves Made,Penalties Faced,GK Successful Distribution,Saves made - parried,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Goal Kicks,Penalties Saved,Saves Made from Inside Box,Saves from Penalty,Drops,Corners Won,Goal Assists,Offsides,Unsuccessful lay-offs,Assists (Intentional),Straight Red Cards,Total Red Cards,Crosses not Claimed,Clean Sheets,Saves made - caught,Punches,Foul Won Penalty,Penalties Taken,Right Foot Goals,Goals from Inside Box,Penalty Goals,Successful Corners into Box,Second Goal Assists,Through balls,Handballs conceded,Headed Goals,Set Pieces Goals,Hit Woodwork,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guatemala Under 17,Guatemala_Under_17,376ybg8nllehkgn8ari5cil0,C. Aguilar,Defender,15,23.0,21.0,3.0,15.0,,9.0,,2.0,30.0,2.0,10.0,10.0,7.0,6.0,46.0,1.0,4.0,1.0,5.0,6.0,4.0,4.0,15.0,1.0,16.0,8.0,3.0,13.0,51.0,14.0,4.0,28.0,13.0,14.0,5.0,,3.0,128.0,25.0,23.0,6.0,33.0,2.0,2.0,49.0,12.0,27.0,2.0,4.0,186.0,8.0,2.0,14.0,5.0,3.0,0.0,,,2.0,3.0,,2.0,,,1.0,9.0,3.0,2.0,,,,1.0,,,1.0,1.0,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guatemala Under 17,Guatemala_Under_17,evrd3b76uptvvc6h6leccvhg4,D. Bolaños,Goalkeeper,1,,2.0,,19.0,,,,3.0,2.0,,10.0,13.0,,,33.0,,5.0,5.0,,12.0,,,4.0,22.0,2.0,,1.0,31.0,108.0,6.0,5.0,77.0,2.0,,5.0,,25.0,154.0,52.0,31.0,,55.0,,4.0,51.0,,45.0,1.0,9.0,442.0,27.0,1.0,71.0,43.0,1.0,0.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,12.0,,47.0,5.0,13.0,2.0,6.0,34.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guatemala Under 17,Guatemala_Under_17,a56nj5z3a1hn2ihnsz3wgfu38,N. Chinchilla,Defender,2,,2.0,1.0,4.0,,2.0,,,4.0,2.0,10.0,,1.0,1.0,4.0,,1.0,,,1.0,,,2.0,1.0,2.0,1.0,,4.0,14.0,1.0,1.0,10.0,1.0,2.0,,,2.0,19.0,8.0,4.0,1.0,9.0,2.0,1.0,12.0,,9.0,,1.0,45.0,2.0,2.0,9.0,1.0,,0.0,,,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guatemala Under 17,Guatemala_Under_17,6yud5bzf269oshvvsrklry6tw,J. De Leon,Forward,20,4.0,14.0,,7.0,,1.0,,1.0,15.0,,10.0,2.0,2.0,2.0,14.0,,3.0,,5.0,2.0,2.0,4.0,6.0,5.0,8.0,6.0,5.0,1.0,15.0,3.0,3.0,6.0,8.0,7.0,1.0,,,38.0,6.0,9.0,1.0,7.0,,,11.0,,4.0,,1.0,50.0,3.0,1.0,3.0,7.0,1.0,0.0,,1.0,,3.0,,,,,,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guatemala Under 17,Guatemala_Under_17,5xm3boxxk4drcfwv6ejfor85w,E. Elington,Defender,16,30.0,56.0,7.0,39.0,2.0,11.0,,1.0,67.0,3.0,10.0,11.0,14.0,10.0,88.0,4.0,5.0,4.0,13.0,6.0,6.0,8.0,28.0,2.0,37.0,26.0,6.0,22.0,85.0,33.0,5.0,39.0,30.0,30.0,6.0,,5.0,227.0,34.0,46.0,4.0,55.0,10.0,2.0,85.0,13.0,39.0,4.0,5.0,325.0,18.0,7.0,8.0,10.0,10.0,0.0,2.0,5.0,11.0,1.0,2.0,6.0,,,2.0,5.0,8.0,5.0,7.0,,2.0,,,,,,,,,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guatemala Under 17,Guatemala_Under_17,5e00w1rqym73habcl01wm7jtg,O. Escobar,Forward,19,,33.0,,39.0,2.0,4.0,,2.0,37.0,8.0,10.0,7.0,9.0,9.0,57.0,,5.0,5.0,5.0,11.0,16.0,7.0,29.0,16.0,18.0,15.0,2.0,32.0,107.0,38.0,5.0,67.0,18.0,19.0,3.0,,5.0,171.0,62.0,40.0,4.0,43.0,10.0,,102.0,1.0,65.0,6.0,9.0,405.0,11.0,1.0,30.0,20.0,7.0,0.0,1.0,,6.0,,1.0,6.0,,,2.0,5.0,6.0,3.0,2.0,,,4.0,,3.0,1.0,4.0,0.0,,1.0,1.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,4.0,2.0,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guatemala Under 17,Guatemala_Under_17,cb4jbs3oizj1wszzp3pkr0xsk,S. Garzaro,Midfielder,8,1.0,43.0,1.0,24.0,,7.0,,2.0,50.0,2.0,10.0,4.0,5.0,4.0,54.0,1.0,5.0,4.0,16.0,10.0,23.0,2.0,24.0,16.0,21.0,23.0,6.0,22.0,93.0,45.0,5.0,68.0,20.0,29.0,,,,161.0,68.0,25.0,6.0,32.0,5.0,,90.0,,66.0,3.0,8.0,336.0,1.0,1.0,25.0,14.0,9.0,1.0,2.0,3.0,5.0,1.0,4.0,2.0,,,2.0,4.0,9.0,2.0,3.0,,,2.0,,2.0,1.0,2.0,0.0,,5.0,3.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guatemala Under 17,Guatemala_Under_17,bwsp2krx9m0hpqczqwlqfpt04,O. Guerra,Forward,9,,24.0,2.0,8.0,,5.0,,1.0,29.0,1.0,10.0,3.0,6.0,6.0,28.0,,4.0,,8.0,2.0,3.0,,8.0,6.0,14.0,12.0,1.0,2.0,17.0,3.0,4.0,7.0,12.0,15.0,1.0,,1.0,58.0,6.0,10.0,3.0,6.0,5.0,,17.0,,7.0,1.0,1.0,114.0,2.0,,4.0,6.0,5.0,0.0,,1.0,3.0,4.0,,1.0,,2.0,,2.0,5.0,2.0,4.0,,,1.0,,1.0,1.0,1.0,0.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guatemala Under 17,Guatemala_Under_17,a58z5gwzrvlv3pdr6hjavenmc,K. Illescas,Midfielder,14,1.0,27.0,2.0,28.0,,8.0,1.0,3.0,35.0,,10.0,13.0,4.0,4.0,53.0,,4.0,4.0,8.0,9.0,10.0,5.0,21.0,28.0,14.0,15.0,2.0,30.0,115.0,33.0,4.0,75.0,12.0,21.0,9.0,,10.0,162.0,65.0,40.0,6.0,47.0,,,112.0,,73.0,1.0,6.0,360.0,19.0,5.0,42.0,24.0,6.0,0.0,,1.0,5.0,,,5.0,,1.0,,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guatemala Under 17,Guatemala_Under_17,27j3d0zm7vj00wesvlea10v10,A. Lon,Midfielder,6,,12.0,,3.0,,,,,12.0,,10.0,2.0,7.0,5.0,7.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,9.0,3.0,1.0,7.0,21.0,3.0,2.0,16.0,9.0,3.0,,,,38.0,16.0,5.0,,8.0,1.0,,21.0,,16.0,,3.0,93.0,2.0,1.0,13.0,4.0,1.0,0.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
