liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Hit Woodwork,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Offsides,Penalties Conceded,Goals,Successful Corners into Box,Total Red Cards,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Blocks,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Goals from Outside Box,Headed Goals,Last Man Tackle,Straight Red Cards,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Set Pieces Goals,Drops,Penalties Off Target,Crosses not Claimed,Own Goal Scored,Clearances Off the Line,Penalties Saved,Saves from Penalty,Other Goals
Mexico_Liga_MX,2017-2018,Club Tijuana Xoloitzcuintles de Caliente,14bw0a2azjioiorlbhhhbul05,P. Aguilar,Defender,12,,1775.0,5.0,,18.0,498.0,5.0,36.0,,184.0,55.0,7.0,90.0,5.0,10.0,4.0,35.0,183.0,235.0,41.0,71.0,580.0,,31.0,3.0,327.0,11.0,14.0,161.0,61.0,7.0,107.0,5.0,87.0,20.0,16.0,54.0,932.0,,20.0,18.0,108.0,336.0,37.0,10.0,149.0,4.0,,92.0,,29.0,79.0,1.0,222.0,142.0,15.0,,20.0,,38.0,147.0,359.0,419.0,114.0,8.0,,,1.0,23.0,73.0,18.0,51.0,70.0,,1.0,1.0,,,1.0,4.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Tijuana Xoloitzcuintles de Caliente,5oke66j421cvt69fsvhlrndud,J. Angulo,Midfielder,20,3.0,199.0,1.0,6.0,,59.0,1.0,12.0,,27.0,1.0,,4.0,2.0,,1.0,1.0,33.0,17.0,4.0,11.0,59.0,1.0,4.0,3.0,44.0,4.0,,15.0,5.0,2.0,18.0,,13.0,2.0,3.0,,100.0,,5.0,1.0,28.0,13.0,3.0,10.0,15.0,,,,,8.0,,4.0,29.0,,5.0,3.0,5.0,,13.0,29.0,44.0,44.0,1.0,,,,,3.0,14.0,1.0,3.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Tijuana Xoloitzcuintles de Caliente,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Tijuana Xoloitzcuintles de Caliente,dmwxlqucazmduaf7pg4p5vkyd,M. Bolaños,Forward,32,2.0,1177.0,,27.0,1.0,430.0,9.0,120.0,2.0,254.0,5.0,4.0,14.0,11.0,5.0,3.0,16.0,141.0,116.0,15.0,61.0,443.0,9.0,34.0,20.0,351.0,7.0,18.0,75.0,125.0,21.0,66.0,9.0,58.0,13.0,23.0,11.0,630.0,1.0,19.0,10.0,130.0,100.0,45.0,10.0,66.0,13.0,,17.0,2.0,23.0,8.0,11.0,154.0,3.0,10.0,2.0,19.0,,72.0,98.0,357.0,368.0,24.0,,2.0,1.0,4.0,11.0,88.0,4.0,2.0,58.0,6.0,9.0,,6.0,,2.0,,,,,,4.0,1.0,4.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,6.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Tijuana Xoloitzcuintles de Caliente,1o1kg75fknvi3w3kgunvnc4id,G. Bou,Forward,7,4.0,1166.0,7.0,12.0,1.0,359.0,9.0,63.0,5.0,222.0,,1.0,7.0,7.0,23.0,2.0,8.0,240.0,51.0,15.0,102.0,377.0,7.0,26.0,30.0,256.0,12.0,31.0,109.0,140.0,22.0,107.0,14.0,56.0,14.0,27.0,12.0,654.0,6.0,16.0,8.0,156.0,114.0,48.0,10.0,60.0,8.0,6.0,12.0,4.0,11.0,4.0,30.0,168.0,,14.0,10.0,16.0,2.0,100.0,60.0,255.0,268.0,12.0,1.0,6.0,4.0,5.0,10.0,108.0,5.0,7.0,56.0,2.0,11.0,,3.0,1.0,,,,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Tijuana Xoloitzcuintles de Caliente,fraqebh5kz50qaxm9w2krsgl,J. Chávez,Defender,44,,210.0,,,1.0,63.0,,4.0,,19.0,5.0,,11.0,,,1.0,,14.0,38.0,,2.0,70.0,2.0,,,50.0,2.0,,13.0,10.0,,9.0,,11.0,3.0,1.0,4.0,92.0,,3.0,,4.0,37.0,,10.0,9.0,,,7.0,,2.0,8.0,,12.0,8.0,3.0,,3.0,,3.0,19.0,51.0,57.0,8.0,,,,,,3.0,,8.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Tijuana Xoloitzcuintles de Caliente,ehwo68aazpcv1eqhaq5nusrmd,L. Chávez,Midfielder,24,4.0,913.0,2.0,6.0,,338.0,3.0,48.0,5.0,200.0,5.0,1.0,14.0,10.0,12.0,2.0,21.0,123.0,86.0,24.0,48.0,343.0,5.0,14.0,22.0,261.0,6.0,20.0,62.0,84.0,13.0,60.0,3.0,59.0,9.0,18.0,14.0,554.0,5.0,18.0,9.0,116.0,98.0,7.0,10.0,73.0,8.0,5.0,20.0,1.0,19.0,8.0,10.0,145.0,12.0,8.0,12.0,18.0,1.0,51.0,113.0,277.0,281.0,29.0,3.0,,1.0,,19.0,72.0,5.0,19.0,65.0,9.0,1.0,,2.0,3.0,,,,1.0,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Tijuana Xoloitzcuintles de Caliente,3aohfh2lcvzu8bqebyaukxo7p,J. García,Midfielder,34,,334.0,1.0,9.0,1.0,88.0,3.0,28.0,1.0,48.0,,,1.0,1.0,3.0,1.0,30.0,43.0,18.0,2.0,28.0,94.0,1.0,6.0,1.0,63.0,3.0,9.0,29.0,16.0,1.0,28.0,1.0,2.0,3.0,2.0,1.0,131.0,,8.0,3.0,21.0,33.0,11.0,10.0,34.0,6.0,,2.0,1.0,3.0,29.0,4.0,80.0,2.0,4.0,,8.0,1.0,16.0,17.0,59.0,65.0,59.0,,1.0,,,1.0,46.0,1.0,,5.0,5.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Tijuana Xoloitzcuintles de Caliente,p15qbnfeurims9pb39caem09,Mateus Gonçalves,Forward,17,4.0,204.0,,,,39.0,2.0,12.0,1.0,25.0,1.0,2.0,2.0,1.0,1.0,,3.0,33.0,8.0,3.0,7.0,41.0,1.0,2.0,13.0,29.0,2.0,5.0,9.0,17.0,4.0,10.0,1.0,10.0,2.0,4.0,3.0,99.0,1.0,5.0,1.0,43.0,9.0,12.0,10.0,21.0,4.0,,3.0,1.0,4.0,1.0,9.0,47.0,1.0,2.0,4.0,5.0,,23.0,3.0,30.0,32.0,4.0,,,1.0,,3.0,26.0,,1.0,20.0,3.0,,,2.0,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Tijuana Xoloitzcuintles de Caliente,6hq9a0pz5ybc67wdttd54xvbp,A. Guido,Midfielder,14,1.0,344.0,,1.0,1.0,160.0,,13.0,,84.0,5.0,,6.0,3.0,2.0,1.0,8.0,47.0,44.0,18.0,26.0,160.0,2.0,12.0,5.0,114.0,6.0,4.0,32.0,48.0,2.0,25.0,2.0,35.0,3.0,5.0,8.0,234.0,,12.0,7.0,55.0,56.0,,10.0,37.0,2.0,,14.0,,6.0,8.0,4.0,71.0,8.0,7.0,1.0,12.0,,26.0,43.0,128.0,128.0,16.0,,,,1.0,12.0,34.0,6.0,6.0,29.0,9.0,,,,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
