liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Own Player,Throw Ins to Opposition Player,Offsides,Goals from Outside Box,Attempts from Set Pieces,Left Foot Goals,Headed Goals,Handballs conceded,Hit Woodwork,Penalties Taken,Penalty Goals,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Penalties Conceded,Unsuccessful lay-offs,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Straight Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Foul Won Penalty,Last Man Tackle,Second Goal Assists,Penalties Off Target,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Overruns,Goal Kicks,Other Goals
Mexico_Liga_MX,2016-2017,Deportivo Toluca FC,1n4twaj9a6er7yby2039vspud,P. Barrientos,Midfielder,24,21.0,940.0,3.0,12.0,1.0,4.0,2.0,477.0,6.0,91.0,9.0,295.0,2.0,2.0,20.0,7.0,8.0,1.0,11.0,208.0,107.0,20.0,92.0,505.0,8.0,20.0,6.0,366.0,12.0,13.0,112.0,5.0,137.0,20.0,141.0,6.0,48.0,11.0,17.0,14.0,716.0,22.0,14.0,13.0,1.0,106.0,156.0,28.0,10.0,55.0,5.0,27.0,4.0,24.0,5.0,9.0,122.0,2.0,13.0,43.0,14.0,14.0,3.0,56.0,121.0,4.0,372.0,393.0,16.0,,3.0,2.0,14.0,67.0,6.0,5.0,50.0,13.0,,2.0,,2.0,2.0,,4.0,3.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Deportivo Toluca FC,6vgt9j0zmbngr8d718sy90zit,A. Benítez,Midfielder,0,11.0,359.0,1.0,,2.0,,,100.0,2.0,12.0,4.0,45.0,12.0,3.0,15.0,1.0,,1.0,4.0,64.0,28.0,3.0,18.0,102.0,2.0,14.0,2.0,62.0,2.0,,33.0,,10.0,3.0,29.0,,21.0,4.0,6.0,15.0,193.0,,5.0,8.0,,32.0,61.0,3.0,10.0,6.0,,7.0,4.0,1.0,,1.0,36.0,8.0,3.0,11.0,5.0,,,26.0,19.0,,67.0,69.0,4.0,1.0,,,2.0,30.0,1.0,12.0,6.0,30.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Deportivo Toluca FC,a1ifm5kvocs5jjejgg3tkp1x,D. Bottinelli,Midfielder,18,,27.0,2.0,,,,,32.0,1.0,3.0,,20.0,,,2.0,,1.0,,,7.0,6.0,1.0,4.0,32.0,,1.0,1.0,24.0,,1.0,6.0,,8.0,,6.0,,4.0,,,1.0,37.0,1.0,2.0,,,4.0,9.0,,10.0,2.0,,2.0,,,,,4.0,,,1.0,2.0,1.0,,2.0,12.0,,26.0,26.0,,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Deportivo Toluca FC,bp5iqkz8saj3o38enzx988tsl,E. Brambila,Midfielder,19,1.0,55.0,4.0,1.0,,,,38.0,,6.0,,36.0,,,,,1.0,,,5.0,2.0,1.0,1.0,39.0,,,,35.0,1.0,1.0,1.0,,16.0,2.0,2.0,,7.0,,,,51.0,,4.0,,,6.0,5.0,1.0,10.0,5.0,,3.0,,3.0,1.0,,7.0,,1.0,1.0,4.0,,,2.0,12.0,,37.0,38.0,1.0,,,,1.0,2.0,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Deportivo Toluca FC,2yy4oexmv3zgrg2q9ld2v8i51,M. Centeno,Goalkeeper,16,,270.0,,,11.0,,,40.0,,,,10.0,12.0,,23.0,,,,,25.0,43.0,,1.0,77.0,,,,30.0,5.0,,24.0,,13.0,,16.0,,28.0,3.0,,8.0,102.0,,3.0,,,,57.0,,10.0,,,23.0,,,,,,,5.0,,3.0,,,,7.0,,27.0,53.0,,,,,,,,,,,,,,,,,,,,,34.0,,,,,9.0,,,,,,4.0,2.0,5.0,1.0,,9.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Deportivo Toluca FC,ho3v35ftm2xtf18mvsn12uol,P. Da Silva,Defender,4,,1440.0,,1.0,6.0,,,551.0,3.0,43.0,,143.0,30.0,1.0,41.0,9.0,7.0,2.0,16.0,111.0,345.0,16.0,53.0,582.0,,7.0,,443.0,18.0,10.0,94.0,,156.0,2.0,62.0,2.0,75.0,16.0,11.0,32.0,768.0,,16.0,3.0,11.0,25.0,243.0,18.0,10.0,62.0,3.0,45.0,,6.0,42.0,,83.0,58.0,20.0,,16.0,,,5.0,140.0,,457.0,488.0,58.0,4.0,,,11.0,21.0,5.0,47.0,20.0,1.0,,1.0,,,,,1.0,3.0,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Deportivo Toluca FC,b2ju0ey2ikqc7g8gndf2kjg7p,C. Esquivel,Forward,29,35.0,1441.0,,8.0,4.0,3.0,1.0,609.0,9.0,123.0,20.0,406.0,4.0,1.0,12.0,16.0,14.0,2.0,13.0,216.0,137.0,21.0,87.0,622.0,6.0,20.0,19.0,505.0,18.0,20.0,99.0,12.0,101.0,14.0,128.0,11.0,73.0,17.0,29.0,18.0,909.0,29.0,17.0,15.0,1.0,130.0,139.0,39.0,10.0,70.0,6.0,18.0,8.0,18.0,12.0,18.0,155.0,3.0,20.0,47.0,17.0,10.0,2.0,72.0,259.0,2.0,512.0,523.0,25.0,2.0,2.0,,18.0,85.0,3.0,6.0,58.0,20.0,,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Mexico_Liga_MX,2016-2017,Deportivo Toluca FC,6x3dfv10crwwwsjowwhxmf8wl,G. Flores,Defender,33,36.0,1265.0,1.0,1.0,4.0,1.0,,484.0,13.0,38.0,6.0,245.0,16.0,7.0,41.0,11.0,8.0,2.0,17.0,203.0,148.0,43.0,73.0,501.0,2.0,25.0,5.0,350.0,16.0,9.0,114.0,,45.0,6.0,121.0,2.0,61.0,14.0,16.0,29.0,877.0,,15.0,19.0,5.0,114.0,234.0,15.0,10.0,90.0,1.0,37.0,6.0,22.0,21.0,5.0,152.0,36.0,18.0,36.0,15.0,,3.0,45.0,184.0,1.0,372.0,387.0,38.0,3.0,4.0,1.0,27.0,62.0,16.0,26.0,69.0,104.0,24.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Deportivo Toluca FC,d2x6y9u85a3ftxw4pd271og5x,A. Galindo,Defender,3,,387.0,2.0,,3.0,,,123.0,,5.0,,46.0,11.0,1.0,15.0,5.0,1.0,,8.0,34.0,58.0,10.0,13.0,132.0,1.0,3.0,,84.0,8.0,2.0,28.0,,21.0,1.0,17.0,,14.0,4.0,7.0,11.0,181.0,,6.0,2.0,,19.0,67.0,2.0,10.0,19.0,1.0,20.0,,2.0,7.0,,34.0,16.0,8.0,,6.0,,,7.0,39.0,,96.0,104.0,15.0,,,,8.0,15.0,2.0,8.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Deportivo Toluca FC,7h6he9xwp7yaquf46xo20f9at,D. Gama,Forward,0,1.0,30.0,3.0,1.0,,,,11.0,,4.0,,8.0,,,,,,,2.0,9.0,2.0,1.0,1.0,11.0,,2.0,,10.0,1.0,,1.0,,2.0,,2.0,,1.0,,,,21.0,,3.0,1.0,,8.0,1.0,3.0,10.0,3.0,,,,1.0,1.0,,11.0,,1.0,1.0,3.0,,,6.0,4.0,,10.0,10.0,3.0,,,,,8.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
