liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Guyana Under 17,dy8pdjx9je9peaqilaolcdq8k,S. David,Midfielder,8,51.0,6.0,2.0,10.0,4.0,1.0,,39.0,,48.0,5.0,124.0,7.0,13.0,14.0,315.0,37.0,20.0,2.0,24.0,4.0,15.0,10.0,19.0,4.0,70.0,8.0,72.0,4.0,34.0,25.0,44.0,8.0,9.0,1.0,23.0,10.0,75.0,212.0,4.0,26.0,66.0,4.0,121.0,76.0,1.0,5.0,6.0,3.0,3.0,6.0,7.0,17.0,39.0,4.0,4.0,,22.0,2.0,2.0,,7.0,1.0,,,,,,6.0,,,,,,,2.0,,,1.0,,4.0,1.0,,,,,,,,,2.0,,,1.0,2.0,,1.0,2.0,0.0,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,1.0,,,
Concacaf_Concacaf_U17,2025,Guyana Under 17,amm9wctlel4kv6mwu7l1lkvmc,M. De Freitas,Midfielder,20,31.0,2.0,1.0,,2.0,1.0,,11.0,4.0,13.0,1.0,30.0,2.0,6.0,3.0,154.0,7.0,16.0,,11.0,4.0,4.0,5.0,4.0,,16.0,5.0,42.0,,10.0,12.0,27.0,5.0,12.0,1.0,10.0,10.0,17.0,83.0,4.0,19.0,11.0,1.0,30.0,17.0,0.0,3.0,3.0,1.0,,1.0,4.0,6.0,11.0,6.0,,,9.0,4.0,4.0,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,2.0,,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Guyana Under 17,7tx5rzblx5w9p0es1izdid990,D. Drakes,Forward,9,43.0,6.0,2.0,10.0,1.0,15.0,6.0,32.0,1.0,35.0,2.0,91.0,,4.0,7.0,319.0,30.0,13.0,2.0,14.0,4.0,5.0,7.0,23.0,3.0,53.0,4.0,60.0,1.0,28.0,23.0,27.0,2.0,7.0,,13.0,10.0,49.0,183.0,4.0,20.0,36.0,4.0,84.0,56.0,0.0,4.0,7.0,3.0,4.0,9.0,16.0,22.0,26.0,3.0,,2.0,10.0,,10.0,,7.0,9.0,,,,,,3.0,,,,,,,1.0,,,5.0,1.0,3.0,4.0,,1.0,,,,,,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Guyana Under 17,dn42ap8tm2s3cwqef84ct7v2s,O. Dunn,Defender,13,7.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,1.0,,15.0,,3.0,,2.0,2.0,2.0,1.0,,,,1.0,5.0,1.0,1.0,2.0,5.0,,2.0,,,10.0,,10.0,2.0,5.0,1.0,1.0,1.0,,0.0,,2.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Guyana Under 17,8puf5hhekqv7nt97sil0wyvx0,Q. Fraser,Midfielder,7,66.0,6.0,1.0,1.0,7.0,,,39.0,,28.0,2.0,68.0,4.0,10.0,8.0,336.0,17.0,30.0,2.0,26.0,4.0,10.0,4.0,16.0,4.0,40.0,3.0,86.0,1.0,20.0,28.0,56.0,8.0,20.0,2.0,21.0,10.0,39.0,203.0,4.0,38.0,24.0,3.0,64.0,40.0,0.0,10.0,8.0,2.0,6.0,1.0,10.0,18.0,40.0,14.0,,2.0,10.0,7.0,20.0,,11.0,2.0,,,,,,,,,,,,,,,1.0,14.0,,5.0,15.0,17.0,3.0,4.0,4.0,9.0,1.0,24.0,14.0,8.0,,,5.0,1.0,,1.0,1.0,0.0,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Guyana Under 17,9w4qegawcawa567uk8eqlpc0k,J. Harris,Midfielder,10,53.0,9.0,1.0,3.0,3.0,,,18.0,,18.0,3.0,62.0,,8.0,1.0,345.0,16.0,22.0,2.0,24.0,4.0,5.0,1.0,16.0,4.0,41.0,3.0,52.0,,17.0,28.0,46.0,5.0,18.0,2.0,11.0,10.0,43.0,145.0,4.0,25.0,17.0,3.0,61.0,44.0,0.0,7.0,3.0,1.0,3.0,1.0,7.0,11.0,28.0,8.0,,5.0,18.0,,21.0,,6.0,4.0,,,,,,3.0,,,,,,,,,,4.0,,3.0,1.0,,2.0,,,,,,,6.0,1.0,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,1.0,2.0,,,,,,1.0,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Guyana Under 17,ayxxlqzb4y14ilmsm4siv47is,A. Herd,Midfielder,12,4.0,,,,,,,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,13.0,1.0,3.0,,1.0,1.0,,,,,2.0,,5.0,,,1.0,4.0,1.0,3.0,,1.0,10.0,2.0,13.0,1.0,3.0,1.0,,3.0,2.0,0.0,,,,2.0,,,,1.0,1.0,,1.0,2.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Guyana Under 17,3t6nsd6lbg92ywzsx4t4eopp0,I. Ifill,Forward,19,13.0,1.0,,,,,,8.0,3.0,10.0,2.0,19.0,1.0,4.0,1.0,61.0,2.0,7.0,,6.0,4.0,1.0,3.0,4.0,1.0,9.0,2.0,17.0,1.0,9.0,6.0,13.0,2.0,3.0,1.0,4.0,10.0,9.0,38.0,4.0,7.0,5.0,,19.0,9.0,0.0,1.0,,1.0,1.0,1.0,,7.0,7.0,2.0,,,3.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Guyana Under 17,5fxhmc2bxpcwwsl2su1texgyc,M. Joseph,Midfielder,4,29.0,,1.0,29.0,1.0,2.0,2.0,39.0,,51.0,4.0,143.0,28.0,5.0,35.0,314.0,54.0,11.0,2.0,7.0,4.0,5.0,14.0,26.0,4.0,78.0,6.0,62.0,2.0,16.0,17.0,18.0,1.0,4.0,,15.0,10.0,89.0,207.0,4.0,12.0,83.0,3.0,133.0,92.0,0.0,2.0,1.0,,1.0,4.0,11.0,2.0,38.0,2.0,1.0,,32.0,1.0,6.0,,6.0,10.0,,,,,,14.0,,,,,,,8.0,,,1.0,,5.0,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0
Concacaf_Concacaf_U17,2025,Guyana Under 17,ardgij0fllpv31eii5zvkw5xw,N. Kendall,Goalkeeper,1,,,,1.0,,,,10.0,2.0,11.0,,29.0,,,11.0,137.0,16.0,,,,3.0,,1.0,6.0,1.0,17.0,,11.0,,,,,,,,13.0,10.0,15.0,40.0,3.0,,14.0,,15.0,18.0,0.0,,,,,,,,2.0,,,,9.0,,,,,,,,,,9.0,1.0,,2.0,1.0,7.0,9.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
