liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Total Passes,Time Played,Goals Conceded,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Total Shots,Total Losses Of Possession,Backward Passes,Times Tackled,Appearances,Aerial Duels won,Aerial Duels lost,Foul Attempted Tackle,Successful Passes Own Half,Aerial Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Duels,Games Played,Rightside Passes,Corners Won,Forward Passes,Duels lost,Substitute On,Ground Duels,Starts,Tackles Won,Shots Off Target (inc woodwork),Successful Lay-offs,Total Fouls Conceded,Shots On Target ( inc goals ),Successful Passes Opposition Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Total Clearances,Leftside Passes,Unsuccessful Short Passes,Ground Duels won,Unsuccessful Dribbles,Assists (Intentional),Recoveries,Offsides,Goals Conceded Inside Box,Total Touches In Opposition Box,Substitute Off,Interceptions,Successful Short Passes,Touches,Goal Assists,Ground Duels lost,Blocked Shots,Index,Key Passes (Attempt Assists),Duels won,Winning Goal,Goals from Inside Box,Total Fouls Won,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Handballs conceded,Successful Launches,Left Foot Goals,Goals,Successful Long Passes,Throw Ins to Opposition Player,Overruns,Successful Dribbles,Yellow Cards,Unsuccessful Passes Own Half,Home Goals,Away Goals,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Throw Ins to Own Player,Blocks,Unsuccessful Launches,Successful Corners into Box,Through balls,Successful Crosses open play,Successful Crosses & Corners,Unsuccessful lay-offs,Corners Taken (incl short corners),Unsuccessful Corners into Box,Right Foot Goals,Hit Woodwork,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Headed Goals,Goal Kicks,GK Unsuccessful Distribution,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Saves Made from Outside Box,Saves Made,Saves Made from Inside Box,Catches,Goals Conceded Outside Box,Drops,Clean Sheets,Penalty Goals Conceded,Goals Openplay,Straight Red Cards,Penalties Conceded,Penalties Faced,Punches,Clearances Off the Line,Goalkeeper Smother,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Saves made - caught,Own Goal Scored,Last Player Tackle
USA_US_Open_Cup,2025,Detroit City FC,tc5nl1hz1w06jobp5ckktr3e,J. Adebayo-Smith,Forward,99,4.0,5.0,25.0,1.0,,1.0,,4.0,1.0,1.0,2.0,,1.0,,2.0,1.0,4.0,1.0,3.0,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,,2.0,1.0,1.0,5.0,,1.0,1.0,1.0,,,2.0,,1.0,,,1.0,4.0,11.0,1.0,1.0,,10.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Detroit City FC,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,Defender,30,42.0,58.0,135.0,5.0,,8.0,,15.0,4.0,3.0,2.0,,5.0,,35.0,5.0,48.0,2.0,10.0,2.0,17.0,2.0,29.0,8.0,1.0,5.0,1.0,2.0,,,,,13.0,,10.0,50.0,6.0,8.0,5.0,2.0,1.0,,6.0,,4.0,2.0,,,43.0,78.0,,3.0,,10.0,,2.0,0.0,,,5.0,,,,,,5.0,,,,,3.0,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Detroit City FC,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,Defender,12,33.0,50.0,102.0,3.0,2.0,8.0,1.0,18.0,2.0,,2.0,3.0,1.0,,24.0,4.0,36.0,1.0,10.0,2.0,4.0,,24.0,3.0,,6.0,2.0,1.0,1.0,,2.0,,12.0,,14.0,46.0,5.0,20.0,7.0,4.0,,,8.0,1.0,3.0,2.0,2.0,1.0,34.0,67.0,,2.0,1.0,10.0,,7.0,0.0,,1.0,7.0,,,1.0,,,2.0,,,2.0,,6.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Detroit City FC,28a0n53jofx4bk7vd74yqcb11,S. Carroll,Defender,5,33.0,50.0,90.0,4.0,3.0,8.0,,14.0,2.0,,1.0,1.0,,,24.0,1.0,36.0,1.0,3.0,1.0,9.0,,31.0,1.0,,2.0,1.0,,,,,,12.0,1.0,14.0,47.0,7.0,8.0,6.0,1.0,,,1.0,1.0,4.0,,,1.0,25.0,66.0,,1.0,,10.0,1.0,2.0,0.0,,,8.0,2.0,,7.0,,,11.0,,,,,6.0,,,,,1.0,3.0,8.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_US_Open_Cup,2025,Detroit City FC,9irc1xmfpa2395qef78rfyjje,J. Cedeño,Midfielder,10,31.0,42.0,113.0,5.0,1.0,12.0,1.0,23.0,14.0,,2.0,3.0,2.0,1.0,14.0,5.0,32.0,1.0,10.0,2.0,3.0,1.0,9.0,5.0,1.0,5.0,1.0,1.0,,1.0,2.0,1.0,21.0,,10.0,40.0,,16.0,7.0,2.0,,,3.0,,4.0,3.0,,,29.0,65.0,,3.0,,10.0,2.0,5.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,3.0,,,,,5.0,1.0,0.0,7.0,1.0,1.0,,1.0,1.0,,1.0,3.0,,5.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Detroit City FC,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,Midfielder,6,39.0,50.0,113.0,5.0,,5.0,,12.0,6.0,3.0,2.0,2.0,2.0,1.0,22.0,4.0,41.0,2.0,15.0,2.0,13.0,,14.0,9.0,1.0,11.0,1.0,1.0,,,1.0,,19.0,1.0,9.0,48.0,1.0,17.0,7.0,4.0,,1.0,11.0,,4.0,2.0,,,39.0,58.0,1.0,7.0,,10.0,3.0,6.0,0.0,,2.0,2.0,,,1.0,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Detroit City FC,1cqnjzgntshx2ag3crh0p2uzu,A. Diouf,Forward,32,6.0,10.0,89.0,1.0,1.0,4.0,4.0,13.0,3.0,5.0,1.0,1.0,,1.0,,1.0,7.0,,10.0,1.0,4.0,2.0,2.0,6.0,,9.0,1.0,,3.0,1.0,1.0,1.0,10.0,,3.0,9.0,,1.0,3.0,3.0,2.0,,3.0,1.0,,13.0,1.0,,7.0,34.0,,6.0,3.0,10.0,4.0,4.0,0.0,,2.0,,1.0,,,,,,,1.0,1.0,,1.0,,,2.0,1.0,,,,1.0,,1.0,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Detroit City FC,653qyopyxl1qrfmul2n3m5g16,M. Doner,Defender,33,19.0,28.0,90.0,1.0,6.0,9.0,1.0,18.0,9.0,2.0,1.0,,3.0,,12.0,3.0,19.0,1.0,11.0,1.0,2.0,,8.0,6.0,,8.0,1.0,,,,1.0,1.0,10.0,1.0,9.0,28.0,1.0,9.0,8.0,5.0,1.0,,1.0,,,4.0,,,19.0,63.0,,3.0,,10.0,1.0,5.0,0.0,1.0,4.0,1.0,3.0,,,,1.0,,1.0,1.0,,,3.0,1.0,0.0,3.0,3.0,11.0,,1.0,,,3.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Detroit City FC,63td0sigm6tp2tg8yovf5npm2,D. Gasso,Midfielder,24,33.0,41.0,90.0,1.0,2.0,5.0,,11.0,5.0,3.0,1.0,5.0,1.0,2.0,17.0,6.0,34.0,3.0,16.0,1.0,3.0,,19.0,7.0,,10.0,1.0,3.0,,3.0,2.0,,18.0,,7.0,40.0,3.0,14.0,4.0,4.0,1.0,,7.0,,,1.0,,1.0,32.0,61.0,,6.0,2.0,10.0,2.0,9.0,0.0,,1.0,3.0,2.0,,,,,2.0,,,,1.0,2.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Detroit City FC,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,Forward,23,18.0,24.0,67.0,,2.0,4.0,2.0,12.0,5.0,3.0,1.0,2.0,3.0,,5.0,5.0,19.0,1.0,13.0,1.0,8.0,,7.0,7.0,,8.0,1.0,,2.0,1.0,2.0,,14.0,1.0,5.0,23.0,,4.0,4.0,4.0,1.0,,4.0,,,5.0,1.0,,17.0,38.0,,4.0,,10.0,1.0,6.0,0.0,,3.0,1.0,,1.0,,,,2.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
