matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,dsq4o6vmp7hfan5kazvpeo93o,Nashville,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/1oogd0fpwledjm2ycsuv7afze,Inter Miami,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7a7uyvix8axi28h7d3bwl4tbe,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/match/view/dsq4o6vmp7hfan5kazvpeo93o,20/08/2023,2023,Concacaf_Leagues_Cup
3rd Place Final,a97lhsgc5rxxkac6osyzowhsk,Philadelphia,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/aq0m4zmew7kkplbi7fa0pv45c,Monterrey,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/233335xtoe3e3phg3hp91xguq,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/match/view/a97lhsgc5rxxkac6osyzowhsk,20/08/2023,2023,Concacaf_Leagues_Cup
Semi-finals,3a7vzjwb2tnxivwi4h3smyi38,Monterrey,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/233335xtoe3e3phg3hp91xguq,Nashville,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/1oogd0fpwledjm2ycsuv7afze,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/match/view/3a7vzjwb2tnxivwi4h3smyi38,16/08/2023,2023,Concacaf_Leagues_Cup
Semi-finals,25cpw5637ffp1816yih8873mc,Philadelphia,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/aq0m4zmew7kkplbi7fa0pv45c,Inter Miami,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7a7uyvix8axi28h7d3bwl4tbe,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/match/view/25cpw5637ffp1816yih8873mc,16/08/2023,2023,Concacaf_Leagues_Cup
Quarter-finals,87i6iidj0mfqt4y1qw36jxf6c,LAFC,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/c6e7kqqrkt389ysrth6yy6puy,Monterrey,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/233335xtoe3e3phg3hp91xguq,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/match/view/87i6iidj0mfqt4y1qw36jxf6c,12/08/2023,2023,Concacaf_Leagues_Cup
Quarter-finals,3fw79oiei1kh7sta3utr59uz8,Philadelphia,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/aq0m4zmew7kkplbi7fa0pv45c,Querétaro,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/ccye1b5fvtq8tzlz0gosyw10b,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/match/view/3fw79oiei1kh7sta3utr59uz8,12/08/2023,2023,Concacaf_Leagues_Cup
Quarter-finals,6p914uwh4x2i20qc32pxv03ro,Nashville,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/1oogd0fpwledjm2ycsuv7afze,Minnesota,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/dna80a164iz5ta6pp6ivk64rx,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/match/view/6p914uwh4x2i20qc32pxv03ro,12/08/2023,2023,Concacaf_Leagues_Cup
Quarter-finals,1g0o5tm54cqu627k4ovisxa8k,Inter Miami,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7a7uyvix8axi28h7d3bwl4tbe,Charlotte,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/dqq34048nqex146r77i5l8twq,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/match/view/1g0o5tm54cqu627k4ovisxa8k,12/08/2023,2023,Concacaf_Leagues_Cup
8th Finals,bnb7iffs9xc832fpwq0bm3cwk,LAFC,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/c6e7kqqrkt389ysrth6yy6puy,Salt Lake,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/29zyafx618w7tvp34n53pzwwb,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/match/view/bnb7iffs9xc832fpwq0bm3cwk,09/08/2023,2023,Concacaf_Leagues_Cup
8th Finals,a54ooznbu2hmrlixb3pr196hg,Tigres,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/6hmo9mrlz73nwxkshwuu5vsfm,Monterrey,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/233335xtoe3e3phg3hp91xguq,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/match/view/a54ooznbu2hmrlixb3pr196hg,09/08/2023,2023,Concacaf_Leagues_Cup
