root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Duels,Goals Conceded,Total Tackles,Rightside Passes,Total Losses Of Possession,Unsuccessful Passes Own Half,Successful Passes Own Half,Goals Conceded Inside Box,Shots On Target ( inc goals ),Unsuccessful Long Passes,Recoveries,PutThrough/Blocked Distribution,Touches,Total Shots,Total Passes,Aerial Duels,Starts,Ground Duels lost,Interceptions,Appearances,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Aerial Duels won,Time Played,Throw Ins to Own Player,Backward Passes,Successful Passes Opposition Half,Successful Open Play Passes,Successful Short Passes,Index,Tackles Won,Ground Duels won,Ground Duels,Total Touches In Opposition Box,Aerial Duels lost,Successful Long Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Clearances,Unsuccessful Passes Opposition Half,Duels won,Corners Won,Games Played,Duels lost,Winning Goal,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Penalties Taken,Unsuccessful lay-offs,Goals,Successful Lay-offs,Successful Corners into Box,Total Fouls Won,Corners Taken (incl short corners),Total Fouls Conceded,Unsuccessful Corners into Box,Times Tackled,Blocked Shots,Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Dribbles,Through balls,Goals from Outside Box,Attempts from Set Pieces,Shots Off Target (inc woodwork),Successful Crosses & Corners,Home Goals,Away Goals,PutThrough/Blocked Distribution Won,Substitute On,Tackles Lost,Foul Attempted Tackle,Foul Won Penalty,Unsuccessful Crosses open play,Yellow Cards,Substitute Off,Offsides,Goal Kicks,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Saves made - parried,GK Successful Distribution,GK Unsuccessful Distribution,Blocks,Successful Crosses open play,Hit Woodwork,Unsuccessful Launches,Clean Sheets,Successful Launches,Overruns,Handballs conceded,Goals from Inside Box,Headed Goals,Left Foot Goals,Second Goal Assists,Goal Assists,Assists (Intentional),Penalties Conceded,Red Cards - 2nd Yellow,Clearances Off the Line,Total Red Cards,Penalties Saved,Saves from Penalty,Catches,Punches,Penalties Faced,Goalkeeper Smother,Own Goal Scored,Goals Conceded Outside Box,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Saves made - caught,Crosses not Claimed,Other Goals,Last Man Tackle,Drops,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Universidad Nacional,Club_Universidad_Nacional,9nu96uyhtoq565f332lcyhzop,G. Alcalá,Goalkeeper,33,,1.0,3.0,,12.0,16.0,1.0,41.0,1.0,,14.0,17.0,1.0,75.0,,57.0,,3.0,1.0,,3.0,12.0,43.0,34.0,,270.0,,,2.0,28.0,31.0,10.0,,,1.0,,,12.0,33.0,14.0,2.0,13.0,,,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,14.0,4.0,4.0,,,17.0,5.0,,,,5.0,1.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Universidad Nacional,Club_Universidad_Nacional,bd9ov8z9402i9cceuu4dv4nv9,A. Aldrete,Defender,16,14.0,13.0,1.0,4.0,32.0,39.0,5.0,34.0,1.0,,10.0,7.0,4.0,141.0,1.0,91.0,2.0,2.0,5.0,2.0,3.0,4.0,67.0,85.0,2.0,171.0,10.0,10.0,37.0,61.0,61.0,10.0,2.0,6.0,11.0,3.0,,6.0,45.0,24.0,4.0,28.0,8.0,2.0,3.0,5.0,0.0,9.0,,3.0,,,,,1.0,1.0,6.0,2.0,3.0,2.0,,2.0,1.0,1.0,1.0,,,1.0,4.0,,,2.0,1.0,2.0,2.0,,4.0,1.0,1.0,,,,,,,,,1.0,2.0,,3.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Universidad Nacional,Club_Universidad_Nacional,2mcy76o0t3fqqdwtvc0v2n42y,P. Bennevendo,Defender,2,24.0,18.0,3.0,1.0,10.0,44.0,9.0,47.0,1.0,,7.0,13.0,11.0,187.0,1.0,140.0,7.0,3.0,7.0,,3.0,41.0,109.0,139.0,3.0,261.0,16.0,26.0,64.0,108.0,105.0,10.0,1.0,4.0,11.0,1.0,4.0,4.0,63.0,31.0,,29.0,7.0,1.0,3.0,11.0,0.0,7.0,,2.0,,,,,,2.0,,3.0,,2.0,,2.0,2.0,1.0,,,,1.0,2.0,,,5.0,,,2.0,,7.0,,1.0,,,,,,,,,,2.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Universidad Nacional,Club_Universidad_Nacional,51gu23f6rpg1j0hs6d8dtpn56,J. Caicedo,Midfielder,18,21.0,37.0,3.0,7.0,63.0,27.0,8.0,68.0,1.0,,5.0,36.0,4.0,206.0,1.0,175.0,13.0,3.0,9.0,4.0,3.0,45.0,149.0,169.0,9.0,268.0,,11.0,81.0,143.0,138.0,10.0,4.0,15.0,24.0,3.0,4.0,11.0,56.0,26.0,1.0,18.0,24.0,,3.0,13.0,0.0,,,,,,,1.0,,4.0,,5.0,,,1.0,5.0,,4.0,1.0,,,1.0,,,,3.0,,3.0,3.0,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Universidad Nacional,Club_Universidad_Nacional,b5sb95todbvuc6i7qgkzecrxm,M. Carreón,Midfielder,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Universidad Nacional,Club_Universidad_Nacional,ahinjunz19i5dwwuvg7l65rtg,M. Cásares,Defender,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Universidad Nacional,Club_Universidad_Nacional,1ufneb2htj56ng3i8n2e6o9n9,J. Dinenno,Forward,9,5.0,11.0,2.0,,8.0,8.0,2.0,9.0,,,,1.0,1.0,35.0,1.0,24.0,5.0,1.0,3.0,,3.0,5.0,19.0,21.0,1.0,91.0,,8.0,10.0,16.0,18.0,10.0,,3.0,6.0,2.0,4.0,1.0,3.0,5.0,,3.0,4.0,,3.0,7.0,0.0,,,,,,,,,1.0,,1.0,,2.0,2.0,1.0,,2.0,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Universidad Nacional,Club_Universidad_Nacional,6v5x7dgivlzvwdv298ctd32ll,R. Ergas,Defender,22,12.0,22.0,2.0,4.0,18.0,29.0,1.0,13.0,,,2.0,4.0,2.0,84.0,,41.0,3.0,1.0,3.0,,2.0,2.0,27.0,38.0,1.0,99.0,7.0,7.0,17.0,24.0,24.0,10.0,4.0,16.0,19.0,2.0,2.0,3.0,14.0,14.0,,21.0,17.0,,2.0,5.0,0.0,8.0,,1.0,,,,,,7.0,3.0,2.0,3.0,,,,,5.0,,,,,3.0,,,1.0,1.0,,1.0,,5.0,,1.0,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Universidad Nacional,Club_Universidad_Nacional,bc4lkvpu7xma5dejq23ikv1ed,G. Fernández,Forward,19,14.0,31.0,1.0,2.0,18.0,26.0,1.0,11.0,1.0,4.0,,4.0,5.0,95.0,6.0,52.0,13.0,2.0,9.0,,3.0,9.0,38.0,49.0,5.0,191.0,,9.0,29.0,35.0,35.0,10.0,2.0,9.0,18.0,11.0,8.0,3.0,16.0,14.0,3.0,13.0,14.0,2.0,3.0,17.0,0.0,,1.0,,,,2.0,4.0,,6.0,,2.0,,8.0,1.0,6.0,3.0,1.0,3.0,,,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club Universidad Nacional,Club_Universidad_Nacional,3fy0iphvltx8ujfyvm87tno16,R. Galindo,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
