liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Corners Won,Goal Assists,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Shots Created,Shots On Target ( inc goals ),Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Lay-offs,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Yellow Cards,Blocked Shots,Overruns,Successful Dribbles,Successful Crosses open play,Unsuccessful lay-offs,Own Goal Scored,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Conceded,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals,Goals Openplay,Goals from Inside Box,Offsides,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Left Foot Goals,Catches,Clearances Off the Line,Penalties Taken,Total Big Chances Missed,Foul Won Penalty,Handballs conceded,Headed Goals,Through balls,Attempts from Set Pieces,Hit Woodwork,Saves made - caught,Penalty Goals,Second Goal Assists,Goals Conceded Outside Box,Straight Red Cards,Total Red Cards,Last Player Tackle,Drops,Goals from Outside Box,Red Cards - 2nd Yellow,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Canada_Canadian_Premier_League,2026,FC Supra du Québec,37pbdttxfaqvayoufo0q0dxey,D. Abzi,Defender,11,2.0,1.0,1.0,4.0,28.0,1.0,49.0,,44.0,16.0,28.0,88.0,71.0,2.0,,4.0,,4.0,4.0,42.0,15.0,27.0,6.0,20.0,166.0,2.0,22.0,11.0,20.0,54.0,3.0,3.0,,3.0,18.0,134.0,80.0,62.0,122.0,4.0,11.0,299.0,11.0,5.0,5.0,7.0,70.0,173.0,4.0,140.0,15.0,7.0,33.0,286.0,7.0,11.0,40.0,13.0,22.0,0.0,,14.0,3.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,4.0,20.0,,11.0,20.0,7.0,6.0,3.0,3.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,FC Supra du Québec,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,Midfielder,2,4.0,2.0,2.0,5.0,40.0,1.0,35.0,,24.0,12.0,12.0,62.0,83.0,2.0,,5.0,,6.0,5.0,20.0,10.0,10.0,9.0,137.0,281.0,2.0,18.0,8.0,23.0,29.0,3.0,5.0,1.0,5.0,26.0,241.0,87.0,162.0,223.0,1.0,9.0,449.0,3.0,15.0,5.0,,52.0,289.0,3.0,249.0,10.0,5.0,40.0,396.0,3.0,10.0,28.0,13.0,30.0,0.0,,,,1.0,5.0,3.0,6.0,,,,,3.0,1.0,45.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2026,FC Supra du Québec,ea9zrwa4gggba3vajl9afzac4,E. Awonongbadje,Defender,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,FC Supra du Québec,am64w1ueohlr85v0nyhe965ii,C. Bayiha,Forward,12,1.0,1.0,,4.0,28.0,,21.0,,23.0,14.0,9.0,48.0,17.0,1.0,,4.0,,3.0,2.0,22.0,13.0,9.0,3.0,22.0,71.0,,9.0,7.0,5.0,5.0,1.0,4.0,4.0,,2.0,56.0,37.0,20.0,55.0,1.0,3.0,268.0,9.0,4.0,1.0,3.0,33.0,72.0,3.0,57.0,4.0,10.0,15.0,121.0,2.0,2.0,15.0,3.0,13.0,0.0,1.0,,3.0,1.0,2.0,4.0,3.0,2.0,,,,3.0,,3.0,,,3.0,3.0,6.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2026,FC Supra du Québec,ayacgu32o2a6yuysb2gkdwphw,R. Bey,Forward,77,1.0,1.0,,5.0,16.0,,29.0,,35.0,18.0,17.0,48.0,19.0,2.0,,5.0,,2.0,2.0,34.0,17.0,17.0,2.0,10.0,65.0,1.0,15.0,4.0,12.0,21.0,3.0,2.0,2.0,,,52.0,29.0,24.0,52.0,,6.0,215.0,12.0,,3.0,6.0,37.0,66.0,5.0,52.0,6.0,14.0,14.0,130.0,1.0,3.0,16.0,2.0,11.0,0.0,,,4.0,,6.0,3.0,6.0,2.0,3.0,,1.0,3.0,1.0,3.0,,,4.0,4.0,9.0,,2.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,FC Supra du Québec,dht42dfvrdg7672df9flczxuc,A. Biello,Midfielder,6,7.0,2.0,5.0,4.0,29.0,3.0,48.0,,49.0,26.0,23.0,38.0,44.0,3.0,,4.0,,4.0,4.0,42.0,24.0,18.0,16.0,40.0,159.0,2.0,29.0,5.0,22.0,49.0,1.0,4.0,2.0,,6.0,145.0,67.0,81.0,142.0,2.0,8.0,316.0,8.0,6.0,8.0,4.0,27.0,162.0,1.0,148.0,10.0,1.0,14.0,235.0,,1.0,8.0,6.0,13.0,0.0,,,1.0,,1.0,4.0,1.0,,,,,5.0,,2.0,,,,,3.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
Canada_Canadian_Premier_League,2026,FC Supra du Québec,f27wm8lnab03kbb4o7qzq59ed,O. Boughanmi,Midfielder,20,1.0,,1.0,1.0,9.0,1.0,10.0,,12.0,7.0,5.0,2.0,10.0,1.0,,1.0,,1.0,,11.0,7.0,4.0,2.0,10.0,41.0,,1.0,2.0,5.0,14.0,,1.0,1.0,,3.0,32.0,8.0,26.0,31.0,1.0,,61.0,4.0,4.0,2.0,1.0,14.0,43.0,,34.0,1.0,,9.0,62.0,5.0,5.0,5.0,4.0,4.0,0.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2026,FC Supra du Québec,azoivv43htr4ptswkwzvxysmi,C. Calaidjoglu,Midfielder,17,1.0,1.0,,2.0,5.0,,8.0,,11.0,6.0,5.0,15.0,7.0,1.0,,2.0,,1.0,1.0,10.0,5.0,5.0,,9.0,26.0,1.0,3.0,,1.0,5.0,2.0,1.0,1.0,,,23.0,15.0,8.0,23.0,2.0,2.0,73.0,3.0,1.0,2.0,1.0,8.0,26.0,2.0,23.0,4.0,1.0,3.0,44.0,2.0,3.0,2.0,2.0,,0.0,,,1.0,,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,FC Supra du Québec,6r8emgp7oeom6yyibdb4g77c9,D. Choinière,Forward,7,2.0,2.0,,5.0,29.0,,40.0,,41.0,23.0,18.0,99.0,32.0,1.0,,5.0,,5.0,4.0,39.0,21.0,18.0,,27.0,130.0,2.0,14.0,7.0,14.0,45.0,,4.0,2.0,,9.0,97.0,73.0,27.0,91.0,4.0,4.0,379.0,15.0,1.0,4.0,4.0,67.0,133.0,3.0,100.0,8.0,20.0,33.0,203.0,1.0,6.0,33.0,5.0,27.0,0.0,,,4.0,,6.0,3.0,6.0,3.0,1.0,,,3.0,,2.0,1.0,,5.0,5.0,6.0,,1.0,1.0,6.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2026,FC Supra du Québec,995fmi4dz0j07u5dgynegm784,M. Chrétien,Defender,4,3.0,2.0,1.0,5.0,11.0,8.0,58.0,,24.0,12.0,12.0,16.0,107.0,3.0,,5.0,,6.0,5.0,21.0,10.0,11.0,6.0,59.0,250.0,2.0,30.0,5.0,14.0,80.0,,4.0,,5.0,24.0,218.0,82.0,142.0,200.0,4.0,2.0,405.0,1.0,23.0,8.0,2.0,39.0,257.0,1.0,224.0,6.0,4.0,33.0,327.0,15.0,23.0,26.0,7.0,10.0,0.0,,,,,,3.0,,1.0,1.0,,,,2.0,4.0,,,,,,2.0,,,3.0,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,1.0,0.0,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,
