liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Opposition Player,Offsides,Goals,Right Foot Goals,Yellow Cards,Successful Corners into Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Goals from Inside Box,Penalties Taken,Penalty Goals,Penalties Conceded,Total Red Cards,Straight Red Cards,Unsuccessful lay-offs,Headed Goals,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Clearances Off the Line,Penalty Goals Conceded,Winning Goal,Times Tackled,Overruns,Own Goal Scored,Second Goal Assists,Home Goals,Away Goals,Saves from Penalty,Penalties Saved,Goal Kicks,Goals from Outside Box,Goalkeeper Smother,Crosses not Claimed,Red Cards - 2nd Yellow,Set Pieces Goals,Last Player Tackle,Penalties Off Target,Other Goals
Mexico_Liga_MX,2018-2019,CF Cruz Azul,14bw0a2azjioiorlbhhhbul05,P. Aguilar,Defender,23,2.0,1912.0,9.0,,,19.0,751.0,4.0,55.0,,192.0,55.0,143.0,5.0,9.0,2.0,48.0,235.0,384.0,33.0,71.0,790.0,,29.0,3.0,471.0,14.0,13.0,214.0,94.0,7.0,165.0,,80.0,22.0,15.0,51.0,1101.0,,22.0,8.0,23.0,89.0,359.0,30.0,10.0,115.0,4.0,,105.0,,23.0,60.0,3.0,197.0,104.0,16.0,2.0,22.0,,1.0,,34.0,282.0,554.0,576.0,108.0,10.0,,,22.0,82.0,11.0,54.0,55.0,4.0,2.0,3.0,,3.0,,,,1.0,3.0,,,,1.0,,,3.0,,,,,,,,,,,,,2.0,1.0,6.0,,,,0.0,3.0,,,,,,,1.0,,,,
Mexico_Liga_MX,2018-2019,CF Cruz Azul,bd9ov8z9402i9cceuu4dv4nv9,A. Aldrete,Defender,16,43.0,1943.0,154.0,,,14.0,654.0,7.0,114.0,22.0,347.0,38.0,72.0,14.0,8.0,2.0,25.0,334.0,214.0,45.0,100.0,711.0,2.0,23.0,7.0,486.0,12.0,13.0,172.0,233.0,22.0,177.0,2.0,86.0,22.0,39.0,64.0,1258.0,27.0,22.0,18.0,1.0,124.0,330.0,6.0,10.0,91.0,5.0,2.0,53.0,10.0,16.0,24.0,3.0,173.0,43.0,14.0,69.0,22.0,17.0,1.0,4.0,57.0,34.0,506.0,539.0,49.0,11.0,4.0,,31.0,82.0,14.0,28.0,67.0,55.0,1.0,1.0,,6.0,7.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,19.0,2.0,,,1.0,0.0,,,,1.0,,,1.0,,,,
Mexico_Liga_MX,2018-2019,CF Cruz Azul,by4t4rs2gy19p0rvhucdv5d5h,G. Allison,Goalkeeper,12,,90.0,,,,2.0,27.0,,,,4.0,7.0,13.0,,,,,14.0,23.0,,,40.0,,,,19.0,,,13.0,9.0,,10.0,,12.0,1.0,,3.0,49.0,,1.0,,,,22.0,,10.0,,,,8.0,,,,,,1.0,,,1.0,,,,,9.0,22.0,27.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,,,1.0,,2.0,2.0,,,4.0,,,0.0,,,,,,,,,7.0,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Cruz Azul,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Forward,25,25.0,1651.0,3.0,5.0,6.0,1.0,617.0,10.0,140.0,7.0,377.0,6.0,10.0,24.0,12.0,2.0,26.0,252.0,150.0,33.0,98.0,628.0,9.0,22.0,27.0,486.0,10.0,19.0,108.0,172.0,20.0,115.0,6.0,89.0,18.0,48.0,22.0,976.0,7.0,23.0,11.0,1.0,192.0,163.0,37.0,10.0,107.0,7.0,,34.0,5.0,34.0,13.0,21.0,231.0,6.0,12.0,29.0,23.0,4.0,2.0,4.0,98.0,153.0,509.0,520.0,39.0,4.0,4.0,2.0,21.0,124.0,12.0,14.0,94.0,2.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,65.0,3.0,,,2.0,0.0,,,,1.0,,,,,,,
Mexico_Liga_MX,2018-2019,CF Cruz Azul,f47fwbxgm35jx628hwpmfdrrp,R. Baca,Midfielder,22,15.0,1538.0,8.0,4.0,6.0,9.0,659.0,4.0,94.0,2.0,319.0,13.0,33.0,12.0,8.0,1.0,19.0,163.0,224.0,32.0,91.0,665.0,2.0,16.0,1.0,475.0,10.0,10.0,124.0,196.0,7.0,110.0,4.0,83.0,17.0,29.0,29.0,830.0,,21.0,11.0,4.0,70.0,208.0,12.0,10.0,46.0,2.0,,66.0,1.0,8.0,6.0,4.0,95.0,11.0,11.0,15.0,21.0,,1.0,,30.0,167.0,537.0,541.0,25.0,6.0,1.0,1.0,24.0,49.0,8.0,16.0,40.0,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,8.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Cruz Azul,bgzncyc6929doqcjo47z4stlh,M. Caraglio,Forward,9,6.0,1050.0,,7.0,16.0,,262.0,7.0,64.0,1.0,146.0,2.0,5.0,11.0,15.0,2.0,44.0,156.0,45.0,7.0,80.0,275.0,6.0,30.0,4.0,183.0,7.0,26.0,85.0,67.0,8.0,77.0,5.0,22.0,11.0,17.0,14.0,467.0,,18.0,13.0,1.0,95.0,64.0,51.0,10.0,89.0,11.0,,7.0,1.0,28.0,52.0,7.0,191.0,15.0,9.0,6.0,18.0,,1.0,1.0,58.0,80.0,177.0,190.0,96.0,2.0,1.0,,1.0,102.0,6.0,2.0,37.0,,14.0,5.0,1.0,3.0,,2.0,,2.0,5.0,2.0,1.0,,1.0,1.0,4.0,2.0,,,,,,,,,,,,,2.0,1.0,28.0,2.0,,,5.0,0.0,,,,,,,,,,1.0,
Mexico_Liga_MX,2018-2019,CF Cruz Azul,f3ny04nibnd8fus3t4a2viy8l,M. Cauteruccio,Forward,7,1.0,1198.0,1.0,8.0,15.0,,242.0,6.0,82.0,2.0,131.0,,3.0,5.0,10.0,,36.0,159.0,44.0,3.0,78.0,254.0,12.0,27.0,6.0,170.0,6.0,18.0,81.0,51.0,11.0,72.0,4.0,23.0,14.0,13.0,10.0,396.0,,22.0,5.0,,86.0,60.0,42.0,10.0,41.0,8.0,,3.0,2.0,12.0,21.0,10.0,143.0,3.0,6.0,1.0,22.0,,2.0,,66.0,61.0,162.0,173.0,57.0,1.0,,,3.0,102.0,,,20.0,1.0,6.0,5.0,3.0,4.0,,2.0,1.0,3.0,4.0,,,,,,3.0,,,,,,,,,,,,,,1.0,3.0,40.0,4.0,,,2.0,3.0,,,,1.0,,,,,,,
Mexico_Liga_MX,2018-2019,CF Cruz Azul,2lsqo8x3mbz4shb8nuv5catp1,Jesús Corona,Goalkeeper,1,,1980.0,,,,56.0,228.0,,,,133.0,98.0,197.0,,,2.0,1.0,204.0,236.0,,3.0,569.0,,1.0,,194.0,15.0,,200.0,65.0,,167.0,,183.0,22.0,1.0,33.0,748.0,,22.0,1.0,,3.0,429.0,,10.0,8.0,,,175.0,,2.0,7.0,,11.0,8.0,17.0,,22.0,,,,2.0,75.0,152.0,369.0,8.0,10.0,,,,3.0,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,62.0,232.0,2.0,2.0,6.0,20.0,16.0,41.0,2.0,2.0,60.0,,2.0,0.0,,,,,,,,,200.0,,2.0,2.0,,,,,
Mexico_Liga_MX,2018-2019,CF Cruz Azul,8b4hklavcf16tw99zrn9r8355,R. Cota,Midfielder,0,4.0,401.0,34.0,1.0,,2.0,158.0,1.0,22.0,2.0,63.0,6.0,14.0,1.0,,1.0,5.0,43.0,70.0,14.0,16.0,161.0,,3.0,4.0,118.0,3.0,,30.0,66.0,2.0,26.0,,27.0,4.0,3.0,8.0,258.0,,5.0,2.0,,35.0,64.0,,10.0,31.0,,,13.0,2.0,8.0,5.0,,45.0,10.0,4.0,4.0,5.0,,,,9.0,9.0,129.0,131.0,10.0,2.0,,,11.0,14.0,3.0,7.0,26.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Cruz Azul,dmqmxkyprphad4zlbcv0igcet,J. Domínguez,Defender,4,4.0,1981.0,38.0,1.0,1.0,16.0,895.0,4.0,60.0,2.0,324.0,40.0,69.0,8.0,5.0,2.0,44.0,175.0,455.0,30.0,69.0,915.0,,25.0,7.0,699.0,15.0,6.0,138.0,282.0,7.0,91.0,,112.0,22.0,18.0,51.0,1206.0,,23.0,10.0,8.0,87.0,391.0,16.0,10.0,90.0,1.0,,78.0,2.0,16.0,39.0,2.0,170.0,76.0,17.0,4.0,23.0,,,,36.0,182.0,760.0,777.0,83.0,10.0,,,18.0,80.0,12.0,31.0,51.0,13.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,8.0,3.0,,,,,,,,,,,,,,,
