liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels,Unsuccessful Passes Opposition Half,Starts,Leftside Passes,Penalty Goals Conceded,Total Touches In Opposition Box,Corners Taken (incl short corners),Shots On Target ( inc goals ),Appearances,Unsuccessful Passes Own Half,Aerial Duels,Unsuccessful Long Passes,Total Shots,Rightside Passes,Ground Duels won,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Yellow Cards,Successful Short Passes,Aerial Duels won,Backward Passes,Substitute Off,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Unsuccessful Corners into Box,Total Passes,Interceptions,PutThrough/Blocked Distribution,Duels lost,Time Played,Unsuccessful Dribbles,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Forward Passes,Unsuccessful Crosses open play,Successful Passes Own Half,Through balls,Aerial Duels lost,Substitute On,Successful Lay-offs,Total Losses Of Possession,Total Fouls Conceded,Goals Conceded Inside Box,Touches,Times Tackled,Shots Off Target (inc woodwork),Corners Won,Successful Passes Opposition Half,Ground Duels lost,Goals Conceded,Key Passes (Attempt Assists),Unsuccessful Launches,Games Played,Index,Successful Long Passes,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Foul Attempted Tackle,Open Play Passes,Total Fouls Won,Duels won,Winning Goal,Blocks,Tackles Lost,Handballs conceded,Total Tackles,Throw Ins to Opposition Player,Total Clearances,Goals,Tackles Won,Straight Red Cards,PutThrough/Blocked Distribution Won,Total Red Cards,Overruns,Goals Openplay,Goals from Inside Box,Headed Goals,Home Goals,Away Goals,Successful Dribbles,Successful Launches,Penalties Conceded,Successful Crosses open play,Successful Crosses & Corners,Successful Corners into Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Goals from Outside Box,Offsides,Blocked Shots,Last Player Tackle,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,Saves Made from Outside Box,Penalties Faced,Punches,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Assists (Intentional),Right Foot Goals,Hit Woodwork,Catches,Saves from Penalty,Penalties Saved,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Saves made - caught,Second Goal Assists,Other Goals,Penalties Off Target
Concacaf_Leagues_Cup,2025,Colorado Rapids,f1oc42nax0yel4gblge49py7e,D. Amadou,Midfielder,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Colorado Rapids,6pgcyaivg3sjcm6jju4nn3omi,C. Bassett,Midfielder,23,9.0,33.0,3.0,41.0,,1.0,10.0,2.0,3.0,5.0,5.0,5.0,4.0,36.0,4.0,117.0,23.0,,122.0,2.0,20.0,1.0,9.0,1.0,,7.0,151.0,1.0,4.0,8.0,225.0,1.0,128.0,14.0,54.0,7.0,39.0,,3.0,,3.0,50.0,2.0,3.0,196.0,1.0,2.0,1.0,92.0,5.0,4.0,2.0,3.0,3.0,10.0,6.0,18.0,15.0,,136.0,,6.0,0.0,,,,3.0,,2.0,,3.0,,1.0,,1.0,,,,,,1.0,,,1.0,3.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Colorado Rapids,brojcl8p98obldm2m5shg29uy,S. Bassett,Midfielder,18,7.0,8.0,1.0,9.0,,2.0,,,2.0,2.0,1.0,,,9.0,3.0,28.0,8.0,,26.0,,7.0,,3.0,1.0,1.0,,36.0,,3.0,5.0,103.0,,28.0,8.0,11.0,2.0,8.0,,1.0,1.0,,15.0,1.0,1.0,51.0,1.0,,,20.0,4.0,2.0,1.0,,2.0,10.0,2.0,8.0,2.0,1.0,36.0,2.0,3.0,0.0,,,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Colorado Rapids,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,4,5.0,7.0,2.0,16.0,,,,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,29.0,7.0,1.0,26.0,,7.0,1.0,5.0,1.0,11.0,,36.0,2.0,4.0,5.0,135.0,1.0,29.0,6.0,11.0,2.0,20.0,,1.0,,,17.0,2.0,1.0,69.0,1.0,1.0,,10.0,4.0,2.0,1.0,1.0,2.0,10.0,3.0,5.0,2.0,2.0,36.0,1.0,1.0,0.0,,,,,4.0,2.0,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Colorado Rapids,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,Defender,24,1.0,3.0,1.0,6.0,,,,,1.0,1.0,2.0,2.0,,6.0,1.0,19.0,4.0,,16.0,,,,1.0,1.0,,,23.0,,1.0,2.0,90.0,,19.0,3.0,11.0,,12.0,,2.0,,,4.0,,1.0,34.0,,,,7.0,,2.0,,2.0,1.0,10.0,3.0,2.0,,,23.0,,1.0,0.0,,1.0,,1.0,,10.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Colorado Rapids,efmny1f7zzlxe9u2xoia43tw4,A. Fadal,Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Colorado Rapids,6kfmf44wdx1btf9mwqdmo36z8,W. Frederick,Forward,13,6.0,5.0,2.0,9.0,,2.0,,,2.0,,2.0,,1.0,10.0,2.0,37.0,5.0,1.0,37.0,1.0,10.0,1.0,6.0,1.0,1.0,,43.0,2.0,1.0,5.0,135.0,1.0,38.0,8.0,14.0,,20.0,,1.0,,2.0,8.0,1.0,2.0,61.0,1.0,1.0,,18.0,4.0,3.0,,,2.0,10.0,1.0,5.0,,1.0,42.0,1.0,3.0,0.0,,,,1.0,,6.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Colorado Rapids,3my8ymhvy1bysbllwpoj3qctm,N. Hansen,Goalkeeper,41,,16.0,1.0,,,,,,1.0,4.0,,19.0,,1.0,,,20.0,,,,,,13.0,1.0,,,27.0,,,,90.0,,7.0,,26.0,,1.0,,,,,21.0,,1.0,52.0,,,,6.0,,2.0,,8.0,1.0,10.0,7.0,1.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,15.0,15.0,11.0,3.0,10.0,7.0,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Colorado Rapids,aaxjsoytwhpjq5l70tj5pso44,A. Harris,Forward,16,6.0,4.0,1.0,3.0,,5.0,,2.0,2.0,,2.0,1.0,3.0,3.0,4.0,9.0,3.0,,9.0,,2.0,,5.0,1.0,2.0,,12.0,,,4.0,108.0,,9.0,8.0,4.0,1.0,2.0,,2.0,1.0,,6.0,2.0,1.0,25.0,,1.0,1.0,7.0,2.0,2.0,,1.0,2.0,10.0,,2.0,1.0,1.0,12.0,2.0,4.0,0.0,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Colorado Rapids,8iak9g0hidtul7s5b298x7wq2,C. Harris,Forward,14,13.0,9.0,2.0,10.0,,6.0,,1.0,2.0,,4.0,,1.0,5.0,8.0,33.0,6.0,,31.0,4.0,18.0,1.0,6.0,,,,39.0,,1.0,5.0,163.0,4.0,33.0,17.0,6.0,3.0,8.0,,,,,19.0,,3.0,70.0,5.0,,4.0,26.0,5.0,3.0,1.0,,2.0,10.0,2.0,6.0,3.0,,39.0,4.0,12.0,0.0,,,,2.0,1.0,2.0,,2.0,,1.0,,1.0,,,,,,3.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
