liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Panama Under 17,4s03hniwxi1u8qw0o1x99s55g,A. Altamirano,Midfielder,9,32.0,3.0,,2.0,4.0,,,29.0,,21.0,2.0,98.0,,2.0,2.0,242.0,11.0,20.0,1.0,9.0,3.0,6.0,,38.0,3.0,77.0,4.0,47.0,2.0,19.0,10.0,29.0,,11.0,1.0,7.0,10.0,76.0,155.0,3.0,22.0,29.0,1.0,97.0,77.0,0.0,4.0,2.0,3.0,7.0,1.0,3.0,22.0,68.0,7.0,,,9.0,,19.0,,7.0,1.0,,,,,,,,,,,,,,,,6.0,,,8.0,2.0,,2.0,3.0,,2.0,,,7.0,,,8.0,1.0,,1.0,1.0,0.0,2.0,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Panama Under 17,98r7y70v4fi6ix1dh8duwrk0k,A. Aparicio,Goalkeeper,1,3.0,2.0,,1.0,,,,4.0,,6.0,,35.0,2.0,1.0,6.0,270.0,29.0,,1.0,3.0,3.0,,2.0,9.0,3.0,25.0,,6.0,,,3.0,3.0,1.0,,,17.0,10.0,20.0,48.0,3.0,,11.0,1.0,23.0,29.0,0.0,,,,,,,,,,,,15.0,,,,,,1.0,,,,12.0,4.0,,2.0,1.0,,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,Panama Under 17,evltjt88j9fpogn0jee2ob9qs,P. Aranda,Midfielder,5,19.0,2.0,,2.0,1.0,,,13.0,,18.0,4.0,102.0,3.0,6.0,7.0,197.0,32.0,7.0,1.0,7.0,3.0,4.0,5.0,29.0,3.0,72.0,1.0,24.0,1.0,11.0,10.0,14.0,2.0,2.0,2.0,13.0,10.0,80.0,128.0,3.0,9.0,29.0,1.0,98.0,84.0,0.0,,2.0,1.0,1.0,1.0,5.0,9.0,52.0,1.0,,2.0,35.0,,,,1.0,3.0,,,,,,12.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Panama Under 17,9x1bxisza63ktfug14h4805xw,D. Bonilla,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Panama Under 17,44oqyh4du0so2dxw56yhzo844,H. Brias,Defender,6,16.0,1.0,,4.0,2.0,1.0,,12.0,,18.0,,196.0,,,3.0,270.0,72.0,7.0,1.0,4.0,3.0,3.0,6.0,39.0,3.0,159.0,4.0,22.0,1.0,15.0,7.0,11.0,,2.0,,17.0,10.0,175.0,217.0,3.0,9.0,93.0,1.0,193.0,178.0,0.0,3.0,2.0,,3.0,,5.0,2.0,106.0,,,,62.0,,2.0,,3.0,3.0,,,,,1.0,19.0,,,,,1.0,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,Panama Under 17,7o6y8njr2vczw67802ho57ztg,E. Catuy,Forward,7,,,,,,,,4.0,,2.0,,6.0,,,,23.0,1.0,,,,1.0,1.0,,,1.0,4.0,,5.0,,2.0,,,,,1.0,,10.0,4.0,11.0,1.0,,2.0,,6.0,4.0,0.0,,,,,,,2.0,4.0,,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Panama Under 17,b1qk6kjjt4zic0266rva3ytqs,D. Giannotti,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Panama Under 17,2qdsx8tyjq7mjd9f86fw86qz8,G. Gordón,Forward,11,23.0,5.0,,1.0,,,,15.0,,13.0,,59.0,,,,190.0,6.0,7.0,1.0,13.0,3.0,2.0,,5.0,3.0,43.0,,30.0,,13.0,14.0,20.0,,6.0,3.0,11.0,10.0,45.0,108.0,3.0,9.0,16.0,1.0,58.0,46.0,2.0,8.0,2.0,3.0,4.0,2.0,3.0,14.0,40.0,6.0,,4.0,24.0,3.0,21.0,1.0,7.0,1.0,,,,,,3.0,,,,,,,,,,2.0,,3.0,2.0,,,,,,,,,7.0,1.0,,2.0,2.0,,2.0,1.0,1.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Panama Under 17,egbor150k26ducrtxmyiu3v2s,H. Guerra,Midfielder,16,12.0,2.0,,,2.0,,,9.0,3.0,8.0,,36.0,,1.0,,78.0,7.0,2.0,,6.0,3.0,2.0,,8.0,,27.0,,16.0,,8.0,10.0,8.0,1.0,2.0,,5.0,10.0,28.0,57.0,3.0,2.0,12.0,,36.0,28.0,0.0,3.0,,1.0,,1.0,4.0,6.0,21.0,1.0,,2.0,10.0,,5.0,,1.0,4.0,,,,,,1.0,,,,,,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Panama Under 17,abrghoxq2pi2cvosl4cj0tafo,C. Ibarra,Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
