liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Other Goals,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Unsuccessful lay-offs,Yellow Cards,Home Goals,Away Goals,Winning Goal,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Handballs conceded,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Substitute Off,Substitute On,Successful Lay-offs,Through balls,Unsuccessful Corners into Box,Foul Won Penalty,Goal Assists,Penalties Conceded,Successful Crosses & Corners,Successful Crosses open play,Throw Ins to Opposition Player,Assists (Intentional),Hit Woodwork,Successful Corners into Box,Left Foot Goals,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Last Player Tackle,Own Goal Scored,Straight Red Cards,Total Red Cards,Red Cards - 2nd Yellow,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Catches,Drops,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target
Mexico_Liga_MX,2025-2026,Atlas FC,11ixp4u1zzd34nqjg7dx6ldd5,M. Capasso,Defender,28,74.0,22.0,52.0,19.0,35.0,1.0,16.0,199.0,8.0,2.0,1.0,149.0,57.0,92.0,38.0,383.0,11.0,16.0,19.0,16.0,2.0,22.0,18.0,4.0,2.0,75.0,35.0,40.0,1.0,44.0,6.0,299.0,1.0,852.0,1.0,1.0,4.0,106.0,12.0,7.0,55.0,165.0,6.0,16.0,4.0,19.0,6.0,18.0,83.0,692.0,163.0,554.0,634.0,10.0,22.0,3.0,1710.0,4.0,1.0,2.0,1.0,1.0,144.0,26.0,2.0,185.0,882.0,20.0,717.0,32.0,28.0,165.0,1217.0,3.0,3.0,1.0,61.0,116.0,128.0,40.0,49.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Atlas FC,9c0nn4eotrbbbsje9t82fd8t1,U. Đurđević,Forward,32,29.0,16.0,13.0,15.0,42.0,6.0,,62.0,5.0,,6.0,102.0,61.0,41.0,185.0,28.0,3.0,,15.0,,5.0,12.0,9.0,3.0,5.0,73.0,45.0,28.0,,3.0,10.0,36.0,7.0,144.0,,1.0,1.0,27.0,8.0,1.0,24.0,55.0,10.0,17.0,13.0,13.0,4.0,,3.0,89.0,67.0,39.0,103.0,1.0,2.0,1.0,1182.0,26.0,1.0,2.0,,3.0,11.0,15.0,21.0,130.0,161.0,30.0,106.0,3.0,57.0,55.0,338.0,11.0,10.0,11.0,1.0,5.0,57.0,9.0,50.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,4.0,2.0,13.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Atlas FC,cb6oodfu9rk751khbomxg2yuh,E. Aguirre,Forward,19,56.0,35.0,21.0,19.0,71.0,2.0,1.0,63.0,,,3.0,145.0,84.0,61.0,181.0,39.0,4.0,,19.0,,1.0,14.0,12.0,2.0,1.0,89.0,49.0,40.0,,5.0,10.0,48.0,5.0,186.0,,1.0,1.0,25.0,19.0,9.0,19.0,51.0,11.0,10.0,5.0,13.0,5.0,,2.0,128.0,100.0,52.0,148.0,,1.0,2.0,1066.0,23.0,1.0,2.0,,1.0,5.0,24.0,35.0,119.0,209.0,15.0,150.0,1.0,40.0,59.0,375.0,4.0,4.0,4.0,,3.0,55.0,8.0,56.0,7.0,3.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,,11.0,6.0,13.0,,,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Atlas FC,ancqubjqqf22bdzlposz8okbt,G. Aguirre,Defender,13,39.0,16.0,23.0,16.0,63.0,3.0,5.0,70.0,6.0,,1.0,113.0,47.0,66.0,68.0,186.0,10.0,,16.0,,,17.0,13.0,4.0,,74.0,31.0,43.0,,22.0,4.0,191.0,1.0,480.0,,,3.0,32.0,10.0,8.0,40.0,46.0,5.0,7.0,,14.0,1.0,7.0,38.0,393.0,158.0,242.0,360.0,13.0,24.0,68.0,1247.0,2.0,1.0,,1.0,,48.0,16.0,5.0,129.0,486.0,7.0,398.0,37.0,12.0,88.0,757.0,1.0,1.0,1.0,22.0,42.0,64.0,25.0,46.0,,4.0,,,0.0,,,,,,,,,2.0,2.0,,,,,1.0,1.0,2.0,2.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Atlas FC,87ol1pdn8h3qa8zxas4i9pr10,L. Gamboa,Forward,251,5.0,3.0,2.0,13.0,21.0,2.0,,41.0,,,5.0,60.0,29.0,31.0,88.0,14.0,2.0,,13.0,,,4.0,4.0,,,55.0,26.0,29.0,,2.0,2.0,7.0,1.0,59.0,,,1.0,22.0,8.0,2.0,8.0,18.0,4.0,4.0,2.0,,10.0,,2.0,46.0,34.0,15.0,45.0,2.0,7.0,3.0,186.0,19.0,1.0,1.0,,,1.0,6.0,10.0,56.0,60.0,6.0,47.0,9.0,8.0,13.0,154.0,14.0,12.0,12.0,1.0,1.0,24.0,3.0,12.0,,2.0,,,0.0,,4.0,,1.0,,,,,,13.0,,,2.0,,2.0,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Atlas FC,7ryaeixwywl05esrvzbm5bjkl,M. García,Midfielder,8,8.0,4.0,4.0,12.0,52.0,1.0,2.0,68.0,,,4.0,68.0,34.0,34.0,91.0,43.0,6.0,,12.0,,1.0,7.0,5.0,2.0,1.0,60.0,30.0,30.0,,4.0,3.0,63.0,,237.0,,,1.0,24.0,13.0,6.0,31.0,80.0,4.0,2.0,2.0,6.0,6.0,1.0,11.0,207.0,116.0,92.0,197.0,3.0,12.0,,524.0,14.0,1.0,,,,3.0,6.0,9.0,62.0,238.0,4.0,208.0,15.0,6.0,30.0,333.0,5.0,4.0,9.0,,,25.0,10.0,30.0,2.0,,1.0,0.0,0.0,,,1.0,,,,,,6.0,6.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Atlas FC,dj0mnh206bmg6g2980038frp,A. González,Forward,58,39.0,20.0,19.0,18.0,137.0,7.0,1.0,130.0,1.0,,10.0,136.0,70.0,66.0,333.0,142.0,5.0,,18.0,,7.0,14.0,11.0,3.0,6.0,97.0,50.0,47.0,1.0,4.0,29.0,118.0,3.0,488.0,,2.0,3.0,66.0,33.0,9.0,50.0,115.0,29.0,4.0,9.0,14.0,9.0,,9.0,367.0,270.0,129.0,377.0,6.0,13.0,12.0,1169.0,36.0,2.0,2.0,,6.0,10.0,9.0,20.0,216.0,512.0,13.0,386.0,19.0,40.0,126.0,751.0,19.0,12.0,13.0,5.0,15.0,122.0,23.0,111.0,,1.0,3.0,4.0,3.0,2.0,17.0,4.0,,2.0,2.0,,,11.0,4.0,11.0,1.0,6.0,1.0,,,13.0,3.0,1.0,,1.0,8.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Atlas FC,bmch01bto969pz14vdb0hmoes,D. González,Forward,11,20.0,13.0,7.0,17.0,89.0,6.0,,127.0,2.0,,10.0,133.0,80.0,53.0,305.0,100.0,8.0,,17.0,,1.0,14.0,11.0,3.0,1.0,113.0,67.0,46.0,,7.0,30.0,109.0,10.0,329.0,,3.0,2.0,64.0,22.0,11.0,63.0,57.0,32.0,19.0,13.0,13.0,11.0,1.0,12.0,242.0,200.0,86.0,246.0,7.0,15.0,9.0,1190.0,41.0,7.0,6.0,,1.0,29.0,15.0,13.0,220.0,355.0,32.0,258.0,22.0,42.0,97.0,676.0,36.0,12.0,18.0,6.0,15.0,121.0,12.0,82.0,1.0,2.0,1.0,0.0,0.0,5.0,31.0,,3.0,1.0,1.0,,,7.0,4.0,7.0,2.0,11.0,1.0,2.0,,28.0,5.0,,1.0,2.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Atlas FC,e9ayqgoxmpwydtc6j8yg8irys,J. Guillén,Midfielder,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Atlas FC,ev3y77sf3a39805ri26547g0l,Gustavo Ferrareis,Forward,3,18.0,9.0,9.0,16.0,136.0,3.0,2.0,167.0,5.0,,8.0,82.0,44.0,38.0,275.0,161.0,7.0,,16.0,,,20.0,16.0,4.0,,64.0,35.0,29.0,,19.0,13.0,174.0,3.0,512.0,,1.0,4.0,106.0,23.0,10.0,54.0,49.0,13.0,3.0,9.0,15.0,5.0,5.0,35.0,422.0,261.0,187.0,394.0,4.0,12.0,87.0,1308.0,16.0,1.0,,,,37.0,14.0,8.0,175.0,520.0,12.0,429.0,16.0,20.0,91.0,844.0,34.0,24.0,12.0,14.0,32.0,108.0,17.0,59.0,,3.0,,,0.0,1.0,12.0,,1.0,,,,,5.0,1.0,3.0,1.0,5.0,,,,19.0,11.0,10.0,,,4.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
