liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Foul Won Penalty,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Headed Goals,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocks,Interceptions,Penalties Conceded,Successful Launches,Unsuccessful Launches,Corners Taken (incl short corners),Hit Woodwork,Successful Corners into Box,Through balls,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Offsides,Total Big Chances Missed,Unsuccessful lay-offs,Attempts from Set Pieces,Left Foot Goals,Clean Sheets,GK Successful Distribution,Goal Kicks,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Saves Made,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Overruns,Straight Red Cards,Total Red Cards,Punches,Saves Made from Inside Box,Total Big Chances Saved,Clearances Off the Line,Last Player Tackle,Goalkeeper Smother,Penalties Saved,Saves from Penalty,Own Goal Scored,Second Goal Assists,Crosses not Claimed,Red Cards - 2nd Yellow,Direct Corner Goals,Direct Setpiece Goals,Set Pieces Goals
USA_USL_League_One,2026,Charlotte Independence,f3d0x1nyin2vvtsuvbrvkvvqi,J. Amaya,Midfielder,24,10.0,7.0,3.0,7.0,37.0,2.0,48.0,,46.0,23.0,23.0,37.0,81.0,3.0,,7.0,2.0,8.0,8.0,,1.0,,2.0,36.0,16.0,20.0,,,1.0,56.0,224.0,,,3.0,20.0,7.0,2.0,25.0,2.0,51.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,,3.0,2.0,20.0,170.0,92.0,80.0,151.0,4.0,5.0,,1.0,456.0,3.0,,,7.0,8.0,8.0,64.0,225.0,5.0,171.0,9.0,,54.0,288.0,1.0,,1.0,21.0,39.0,16.0,33.0,3.0,0.0,2.0,1.0,1.0,7.0,,,9.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Charlotte Independence,elrk1g42unngk20wovqd2f6s4,M. Arango,Midfielder,44,,,,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Charlotte Independence,547hoahcy6nbgk48wvovoaind,Jon Bakero,Forward,10,1.0,,1.0,6.0,42.0,2.0,36.0,8.0,21.0,7.0,14.0,97.0,32.0,1.0,,6.0,,5.0,5.0,,,,,20.0,7.0,13.0,,,8.0,37.0,130.0,,,,14.0,2.0,,10.0,,28.0,11.0,4.0,3.0,5.0,5.0,1.0,8.0,4.0,2.0,7.0,8.0,103.0,73.0,47.0,104.0,1.0,4.0,,2.0,326.0,4.0,4.0,,5.0,1.0,6.0,56.0,139.0,7.0,112.0,5.0,11.0,27.0,213.0,17.0,6.0,2.0,2.0,40.0,4.0,25.0,1.0,,,0.0,,2.0,,,,12.0,1.0,6.0,2.0,5.0,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Charlotte Independence,dvdazk9wbdt2aq5hpkpk8irys,J. Burton,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Charlotte Independence,ati1tcjovp2p0b7z4d0sk2zmd,S. Coulibaly,Defender,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Charlotte Independence,3tufsrejg0sddkpj3ibf74qju,C. Dimick,Defender,17,18.0,12.0,6.0,7.0,39.0,1.0,47.0,2.0,38.0,24.0,14.0,104.0,72.0,2.0,,7.0,,9.0,9.0,,,,,20.0,12.0,8.0,,,8.0,76.0,189.0,,,3.0,20.0,4.0,1.0,15.0,,14.0,8.0,1.0,1.0,7.0,,,3.0,3.0,1.0,,8.0,148.0,85.0,77.0,151.0,2.0,2.0,8.0,57.0,630.0,5.0,1.0,,20.0,5.0,3.0,72.0,201.0,2.0,159.0,4.0,7.0,42.0,341.0,11.0,11.0,5.0,18.0,39.0,14.0,24.0,1.0,,,0.0,4.0,3.0,,1.0,11.0,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Charlotte Independence,7sqw5fec7o0k80cuegsoqy4no,M. Guffroy,Midfielder,13,12.0,8.0,4.0,3.0,15.0,1.0,29.0,4.0,40.0,29.0,11.0,57.0,12.0,2.0,,3.0,,3.0,3.0,,,,,28.0,21.0,7.0,1.0,,3.0,21.0,65.0,,,2.0,12.0,5.0,1.0,6.0,,17.0,3.0,2.0,1.0,3.0,3.0,,,,,1.0,2.0,49.0,34.0,15.0,47.0,,3.0,,,235.0,8.0,,,2.0,7.0,4.0,39.0,65.0,3.0,49.0,3.0,15.0,16.0,112.0,2.0,2.0,2.0,,14.0,4.0,16.0,,,,0.0,1.0,3.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Charlotte Independence,ajxa2yfzwct5nd0ded1sa9vmy,C. Jaime,Midfielder,8,5.0,5.0,,7.0,39.0,4.0,108.0,2.0,66.0,31.0,35.0,140.0,93.0,3.0,,7.0,,9.0,9.0,,,,,61.0,26.0,35.0,,,8.0,70.0,266.0,,,3.0,58.0,16.0,7.0,32.0,,66.0,8.0,2.0,2.0,7.0,2.0,,,,13.0,6.0,11.0,218.0,152.0,68.0,209.0,6.0,5.0,,3.0,623.0,19.0,2.0,,7.0,5.0,11.0,90.0,268.0,4.0,220.0,11.0,16.0,48.0,389.0,7.0,7.0,10.0,10.0,41.0,14.0,38.0,1.0,,,0.0,1.0,3.0,,2.0,6.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Charlotte Independence,dwul4lmviqip867mzy4go6kno,M. Levy,Goalkeeper,28,6.0,1.0,5.0,7.0,,,16.0,,11.0,2.0,9.0,,77.0,,,7.0,,9.0,9.0,,,,,5.0,1.0,4.0,,,,64.0,98.0,,,3.0,5.0,,,65.0,,25.0,,,,7.0,,,,,,,22.0,81.0,9.0,116.0,103.0,1.0,,,,630.0,,,,12.0,,4.0,42.0,166.0,,125.0,1.0,,41.0,251.0,,,,38.0,30.0,11.0,3.0,1.0,,,0.0,,,,8.0,17.0,,,,,,,,,,,,,2.0,62.0,40.0,5.0,2.0,11.0,4.0,25.0,8.0,2.0,6.0,,,,3.0,17.0,6.0,,1.0,2.0,1.0,1.0,,,,,,,
USA_USL_League_One,2026,Charlotte Independence,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,Defender,16,4.0,1.0,3.0,7.0,8.0,2.0,16.0,2.0,23.0,10.0,13.0,42.0,18.0,3.0,,7.0,1.0,2.0,2.0,,1.0,1.0,,19.0,9.0,10.0,,,1.0,19.0,51.0,,,1.0,9.0,6.0,2.0,2.0,,6.0,1.0,2.0,3.0,1.0,,6.0,3.0,3.0,1.0,,1.0,36.0,26.0,13.0,35.0,,4.0,,6.0,185.0,1.0,,1.0,7.0,6.0,5.0,26.0,51.0,5.0,36.0,4.0,9.0,15.0,102.0,2.0,2.0,1.0,1.0,12.0,5.0,14.0,2.0,1.0,0.0,0.0,,2.0,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
