liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,45gixbopfnftpzvoaj1apyrjd,J. Angulo,Midfielder,10.0,2,1,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,1wzbok5h048nfbmusztsc3joq,M. Araújo,Midfielder,11.0,2,0,0,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,74un8dglud0r1v8166vs3byfo,V. Arteaga,Midfielder,35.0,2,0,1,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,7psi7pfvwt7kf6xlwrs35fwt1,C. Baeza,Midfielder,23.0,2,0,1,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,277gxov17rifhp895d813d815,T. Belmonte,Midfielder,5.0,1,0,1,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,22ordu9o1km9p0qp29ge6gjro,R. Beltrán,Goalkeeper,32.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,ag3yusj9j6k1noj3eafkxt6ac,J. Domínguez,Midfielder,7.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,64d0bjnplywbybkge20roti39,J. Escobar,Defender,24.0,2,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,b1rg7kkgu7kcbf1rdsm1mdtk9,A. Figueroa,Midfielder,21.0,2,0,0,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,8vxhwfz07ihux3wl7w6y3akq2,J. Gamboa,Attacker,28.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,a9ozucptup49zbb1p3d4jkd4a,B. García,Defender,17.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,3lkhc5em4d8fx4cebnoaszzyt,L. García,Goalkeeper,22.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,5hjsl94zct7s9kakzo0avb845,V. Huerta,Defender,4.0,1,0,0,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,9quwujz5ask89g0yr9nzih20a,M. Isaís,Defender,12.0,2,1,1,2,1,1,0,1
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,1x3024jyfld3t00run6cxy044,P. Jurado,Goalkeeper,42.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,5ve60kqu4ko0aqjkgfd5bz8r8,E. López,Defender,36.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,44vxucwbmcdeh3lmhis7dt0tm,I. López,Attacker,19.0,2,0,0,0,0,0,2,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,36bbkyoy8zyyzsbos2ex0fzdh,J. Meneses,Midfielder,16.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,ct2l9vkkkxyv2i4y1m0copox6,A. Mora,Defender,27.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,e84l63g8g4unncwdg4snd9vjd,R. Morales,Attacker,31.0,2,1,0,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,5rigugxkjo6yummreudad70t1,C. Orrantía,Defender,8.0,2,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,9xbr3id8px3nuwy7m8b75a6wa,F. Pereira,Defender,6.0,1,1,0,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,equm498v3phbfizt7tbbjb0gk,J. Piñuelas,Defender,3.0,2,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,ay1p6l36o59nvdwcg7w3sbn8q,M. Ruíz,Midfielder,14.0,2,0,0,0,0,0,2,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,64gu02ctffkrmdh0pr3lojyeh,A. Vega,Attacker,25.0,2,0,0,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,5i6ehrn9cp7j0dttif42zrd3o,A. Villegas,Defender,33.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,40yigbbdtmmhjrubuykq5o6xg,I. Violante,Attacker,34.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,Deportivo Toluca FC,brtt0ikm2qzjxpsnxty79eklx,Tiago Volpi,Goalkeeper,1.0,2,0,0,0,0,0,0,0
