liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Index,Interceptions,Last Player Tackle,Leftside Passes,Open Play Passes,Penalties Conceded,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Corners Won,Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Headed Goals,Hit Woodwork,Key Passes (Attempt Assists),Left Foot Goals,Offsides,Overruns,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Successful Corners into Box,Successful Dribbles,Successful Lay-offs,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Shots,Unsuccessful Corners into Box,Unsuccessful Dribbles,Unsuccessful lay-offs,Home Goals,Away Goals,Foul Won Penalty,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Saves made - caught,Clearances Off the Line,Own Goal Scored,Red Cards - 2nd Yellow,Total Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Other Goals,Crosses not Claimed,Straight Red Cards,Direct Corner Goals,Direct Setpiece Goals,Penalties Off Target
USA_MLS,2025,Sporting Kansas City,r0s1fyyxaswujpkrv0yupt78,S. Afrifa,Forward,30,7.0,5.0,2.0,9.0,22.0,1.0,,46.0,,50.0,28.0,22.0,29.0,15.0,2.0,,9.0,,7.0,7.0,,43.0,23.0,20.0,,10.0,1.0,,17.0,64.0,,,23.0,6.0,4.0,8.0,10.0,1.0,1.0,8.0,,,,,55.0,44.0,11.0,55.0,2.0,3.0,,,3.0,132.0,1.0,6.0,6.0,35.0,64.0,55.0,5.0,25.0,9.0,133.0,4.0,4.0,,2.0,12.0,1.0,7.0,1.0,0.0,,,,2.0,,,,,,,1.0,3.0,,1.0,1.0,,,,,3.0,2.0,,9.0,1.0,16.0,,1.0,,5.0,,9.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Sporting Kansas City,2d5q8emajavaqvnofdqrccfoq,W. Agada,Forward,23,66.0,35.0,31.0,28.0,85.0,17.0,2.0,72.0,,157.0,99.0,58.0,26.0,27.0,16.0,,28.0,,18.0,16.0,2.0,91.0,64.0,27.0,2.0,10.0,2.0,,71.0,235.0,1.0,2.0,32.0,10.0,1.0,32.0,65.0,13.0,10.0,15.0,,,,6.0,183.0,130.0,66.0,190.0,5.0,2.0,,,1.0,1268.0,18.0,41.0,16.0,118.0,248.0,196.0,7.0,79.0,52.0,423.0,1.0,1.0,1.0,1.0,41.0,12.0,51.0,4.0,0.0,1.0,,,8.0,2.0,2.0,,2.0,,1.0,1.0,17.0,,8.0,1.0,,,1.0,,16.0,7.0,,5.0,21.0,23.0,2.0,5.0,1.0,23.0,,7.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
USA_MLS,2025,Sporting Kansas City,9jczt268kcld72pk5ho4xpzsa,J. Bartlett,Defender,16,20.0,15.0,5.0,30.0,149.0,1.0,13.0,229.0,2.0,124.0,66.0,58.0,57.0,239.0,14.0,,30.0,,42.0,39.0,3.0,104.0,51.0,53.0,1.0,10.0,30.0,1.0,346.0,1027.0,1.0,5.0,88.0,29.0,13.0,72.0,345.0,22.0,9.0,8.0,17.0,1.0,2.0,87.0,914.0,498.0,476.0,870.0,14.0,21.0,1.0,16.0,5.0,1934.0,44.0,28.0,15.0,194.0,1079.0,957.0,35.0,8.0,122.0,1393.0,27.0,2.0,14.0,45.0,123.0,26.0,77.0,8.0,0.0,1.0,,40.0,5.0,1.0,,,,,,,13.0,,,,,,,,2.0,1.0,16.0,3.0,10.0,11.0,2.0,,,3.0,19.0,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
USA_MLS,2025,Sporting Kansas City,3dev7rxsam4451gyu07wwrkkp,Z. Bassong,Defender,22,30.0,12.0,18.0,25.0,140.0,5.0,10.0,270.0,1.0,156.0,76.0,80.0,71.0,281.0,23.0,,25.0,,42.0,39.0,3.0,126.0,64.0,62.0,,10.0,20.0,,215.0,932.0,1.0,5.0,123.0,21.0,13.0,90.0,312.0,18.0,8.0,7.0,8.0,6.0,2.0,40.0,808.0,529.0,303.0,784.0,17.0,21.0,,,24.0,1667.0,26.0,38.0,15.0,182.0,948.0,824.0,38.0,14.0,124.0,1217.0,15.0,12.0,11.0,24.0,109.0,30.0,100.0,8.0,0.0,,,6.0,6.0,,1.0,,1.0,,,,13.0,,1.0,6.0,,,1.0,3.0,1.0,4.0,2.0,9.0,17.0,13.0,3.0,,,5.0,3.0,4.0,,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2025,Sporting Kansas City,84v7wkiby3gxavrnoqogo6e39,A. Brody,Defender,3,5.0,2.0,3.0,12.0,58.0,1.0,1.0,69.0,,25.0,5.0,20.0,,51.0,,,12.0,,9.0,7.0,2.0,20.0,3.0,17.0,,10.0,4.0,,87.0,210.0,,,36.0,7.0,3.0,15.0,18.0,6.0,5.0,6.0,4.0,4.0,,5.0,193.0,143.0,58.0,192.0,1.0,8.0,,1.0,21.0,490.0,12.0,1.0,4.0,35.0,214.0,197.0,9.0,8.0,17.0,304.0,6.0,6.0,1.0,2.0,17.0,6.0,15.0,,0.0,,,,,,,,,,,,7.0,,,,,,,1.0,,,,4.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Sporting Kansas City,7fow2xwajxenikljzfaixqkbu,J. Davis,Midfielder,17,25.0,16.0,9.0,28.0,154.0,8.0,3.0,276.0,1.0,182.0,96.0,86.0,99.0,352.0,19.0,,28.0,,44.0,40.0,4.0,157.0,80.0,77.0,1.0,10.0,22.0,1.0,404.0,1049.0,,2.0,131.0,47.0,17.0,94.0,167.0,19.0,8.0,9.0,16.0,11.0,7.0,57.0,873.0,636.0,281.0,844.0,18.0,24.0,4.0,10.0,52.0,1867.0,26.0,30.0,14.0,294.0,1077.0,901.0,42.0,38.0,176.0,1476.0,51.0,36.0,17.0,41.0,197.0,30.0,135.0,6.0,0.0,1.0,3.0,16.0,16.0,1.0,,,,,,,23.0,,,1.0,,,,,11.0,3.0,3.0,21.0,12.0,19.0,3.0,2.0,,14.0,12.0,8.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,
USA_MLS,2025,Sporting Kansas City,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,Defender,24,42.0,22.0,20.0,17.0,27.0,,9.0,166.0,,98.0,44.0,54.0,2.0,243.0,9.0,,17.0,,31.0,29.0,2.0,56.0,22.0,34.0,,10.0,13.0,1.0,200.0,703.0,,4.0,70.0,9.0,8.0,61.0,254.0,16.0,5.0,1.0,,,7.0,64.0,644.0,236.0,427.0,599.0,6.0,13.0,1.0,,3.0,1301.0,82.0,19.0,14.0,68.0,724.0,663.0,19.0,15.0,61.0,907.0,1.0,1.0,24.0,38.0,40.0,22.0,23.0,6.0,0.0,,,,,,,,,,,1.0,3.0,,2.0,,,,,,7.0,,,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Sporting Kansas City,al2rvel0kxbga5cplvaiwcg5x,Manu García,Midfielder,21,17.0,14.0,3.0,27.0,112.0,7.0,2.0,386.0,1.0,247.0,128.0,119.0,46.0,421.0,19.0,,27.0,,42.0,39.0,3.0,230.0,114.0,116.0,1.0,10.0,11.0,,279.0,1130.0,,5.0,179.0,43.0,15.0,103.0,341.0,23.0,7.0,4.0,17.0,9.0,,111.0,920.0,770.0,186.0,828.0,7.0,23.0,14.0,,4.0,2095.0,14.0,26.0,48.0,380.0,1153.0,939.0,30.0,29.0,214.0,1579.0,39.0,22.0,3.0,36.0,228.0,25.0,178.0,5.0,0.0,5.0,,20.0,8.0,6.0,2.0,2.0,2.0,,,1.0,38.0,,2.0,6.0,,,2.0,2.0,9.0,5.0,3.0,38.0,22.0,71.0,5.0,,1.0,14.0,13.0,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Sporting Kansas City,hranx8amv6zdzmvzda4to0lw,I. James,Defender,2,10.0,6.0,4.0,8.0,12.0,,8.0,75.0,,30.0,16.0,14.0,7.0,80.0,5.0,,8.0,,14.0,14.0,,20.0,10.0,10.0,,10.0,4.0,1.0,94.0,239.0,1.0,2.0,38.0,2.0,1.0,16.0,55.0,5.0,1.0,3.0,,,3.0,12.0,210.0,73.0,139.0,200.0,3.0,5.0,,,,491.0,27.0,5.0,,33.0,241.0,212.0,8.0,2.0,29.0,303.0,1.0,1.0,11.0,13.0,19.0,11.0,16.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2025,Sporting Kansas City,bhk5z3mh83w886y623pqpcn3d,D. Joveljić,Forward,9,106.0,61.0,45.0,32.0,254.0,12.0,1.0,158.0,2.0,272.0,161.0,111.0,117.0,137.0,15.0,,32.0,,67.0,62.0,5.0,166.0,100.0,66.0,4.0,10.0,2.0,,125.0,609.0,,5.0,71.0,38.0,7.0,54.0,185.0,31.0,9.0,1.0,,,,5.0,412.0,329.0,174.0,498.0,7.0,14.0,6.0,,,2767.0,20.0,38.0,30.0,342.0,701.0,503.0,21.0,196.0,198.0,1062.0,3.0,3.0,,1.0,166.0,35.0,197.0,4.0,3.0,1.0,1.0,,14.0,2.0,18.0,9.0,18.0,,3.0,2.0,29.0,3.0,11.0,4.0,6.0,5.0,12.0,,16.0,41.0,,17.0,58.0,61.0,5.0,12.0,12.0,57.0,,29.0,13.0,11.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
