liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Unsuccessful Dribbles,Duels,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Foul Won Penalty,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Penalty Goals,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Offsides,Successful Lay-offs,Unsuccessful Long Passes,Clean Sheets,Interceptions,Unsuccessful lay-offs,Successful Launches,Unsuccessful Launches,Blocks,Aerial Duels won,Total Clearances,Penalties Conceded,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Assists (Intentional),Through balls,Clearances Off the Line,Headed Goals,Crosses not Claimed,Other Goals
USA_US_Open_Cup,2016,Los Angeles Galaxy,6vd4rxmqub05u2dtduy028fyt,E. Boateng,Forward,24.0,4.0,,,,,,,2.0,4.0,330.0,1.0,,115.0,5.0,27.0,4.0,58.0,2.0,3.0,,6.0,67.0,31.0,5.0,27.0,117.0,2.0,15.0,84.0,3.0,5.0,32.0,1.0,48.0,6.0,36.0,1.0,1.0,24.0,4.0,4.0,4.0,202.0,5.0,4.0,1.0,37.0,,32.0,11.0,10.0,30.0,2.0,,1.0,3.0,6.0,7.0,47.0,3.0,,8.0,,4.0,,,11.0,10.0,,,83.0,85.0,10.0,1.0,,4.0,17.0,1.0,26.0,2.0,2.0,5.0,1.0,5.0,,,2.0,,4.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,
USA_US_Open_Cup,2016,Los Angeles Galaxy,dycp4gktxp56sugse0wipuead,A. Cole,Defender,3.0,2.0,,,,,,,,1.0,210.0,18.0,,76.0,,13.0,,34.0,2.0,,,5.0,26.0,29.0,4.0,10.0,78.0,2.0,2.0,60.0,2.0,,15.0,,20.0,1.0,15.0,1.0,5.0,9.0,2.0,2.0,1.0,135.0,,2.0,2.0,17.0,,39.0,1.0,10.0,11.0,,1.0,3.0,,5.0,2.0,22.0,2.0,,1.0,,,,,6.0,6.0,,,62.0,63.0,5.0,,,4.0,11.0,,11.0,,,5.0,1.0,5.0,,1.0,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Los Angeles Galaxy,b8ksowiiohtfnyf5mb01ej8ph,A. Covarrubias,Midfielder,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Los Angeles Galaxy,5xe2u24yitsgsf4lufmk2f105,A. DeLaGarza,Defender,20.0,2.0,,1.0,,,,,,2.0,210.0,9.0,,97.0,,9.0,,35.0,2.0,,,1.0,26.0,48.0,2.0,10.0,100.0,1.0,,74.0,1.0,,17.0,,16.0,,13.0,,3.0,10.0,2.0,3.0,6.0,131.0,,2.0,1.0,6.0,,39.0,,10.0,6.0,,,9.0,,1.0,,10.0,1.0,,2.0,,,,,3.0,36.0,,,80.0,83.0,4.0,,,2.0,4.0,,3.0,1.0,,7.0,1.0,5.0,,1.0,4.0,,3.0,7.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Los Angeles Galaxy,8x7ureyddmuodp6nl4rxfudw5,C. Diop,Goalkeeper,31.0,3.0,,,,,,,,,300.0,,,65.0,,,,18.0,,,,,47.0,37.0,1.0,,100.0,,1.0,29.0,3.0,,45.0,,14.0,,42.0,,,37.0,3.0,,3.0,130.0,,3.0,,2.0,,72.0,,10.0,3.0,,,26.0,,,,3.0,3.0,,,,,,,,14.0,,,39.0,55.0,1.0,,,1.0,,,2.0,,,45.0,1.0,,,18.0,28.0,,1.0,2.0,,4.0,26.0,1.0,,1.0,3.0,2.0,1.0,,1.0,15.0,,,,,1.0,
USA_US_Open_Cup,2016,Los Angeles Galaxy,ckos8fb7mf25htjurkxg1nt91,R. Garcia,Midfielder,25.0,3.0,,1.0,1.0,1.0,,,,7.0,227.0,24.0,,93.0,,16.0,,42.0,2.0,,,5.0,41.0,28.0,2.0,12.0,94.0,4.0,,66.0,4.0,,24.0,,10.0,,28.0,,6.0,9.0,3.0,2.0,3.0,154.0,,3.0,3.0,11.0,,50.0,1.0,10.0,8.0,,,4.0,,4.0,,18.0,4.0,,7.0,,,,,5.0,18.0,,,69.0,70.0,7.0,,,1.0,10.0,1.0,6.0,,1.0,12.0,,3.0,,2.0,7.0,,2.0,4.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Los Angeles Galaxy,d8ghjah6w8n3c0q2uvhuuuw9h,A. Gordon,Forward,9.0,4.0,1.0,,,,,1.0,3.0,1.0,210.0,,1.0,77.0,2.0,22.0,,47.0,1.0,3.0,,6.0,29.0,14.0,2.0,18.0,79.0,6.0,,61.0,3.0,5.0,18.0,,21.0,2.0,18.0,3.0,,3.0,3.0,3.0,1.0,113.0,,4.0,1.0,22.0,,17.0,6.0,10.0,19.0,2.0,,,,8.0,1.0,37.0,3.0,,1.0,,,,,12.0,19.0,1.0,,59.0,61.0,15.0,,,2.0,18.0,,10.0,1.0,,,,1.0,,,,,9.0,3.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Los Angeles Galaxy,dpfk0ip1oyfbs1pnvzrr5paz9,B. Husidic,Midfielder,6.0,4.0,,,,,,1.0,,,354.0,4.0,,177.0,1.0,30.0,1.0,102.0,3.0,3.0,,1.0,48.0,61.0,12.0,22.0,193.0,5.0,,148.0,4.0,3.0,31.0,,47.0,1.0,21.0,1.0,1.0,25.0,3.0,7.0,11.0,252.0,,4.0,5.0,36.0,,67.0,1.0,10.0,17.0,,,14.0,1.0,5.0,2.0,38.0,4.0,,1.0,,,,,20.0,49.0,,,152.0,162.0,2.0,3.0,,10.0,21.0,2.0,16.0,,1.0,9.0,1.0,8.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,3.0,,,,,
USA_US_Open_Cup,2016,Los Angeles Galaxy,1f4uhbkdhji7yu4swd35tqpjp,R. Keane,Forward,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Los Angeles Galaxy,9ncop9vzmynu8riois7gd5nth,D. Kennedy,Goalkeeper,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
