liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Time Played,Recoveries,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Successful Passes Own Half,Total Passes,Ground Duels won,Starts,Throw Ins to Own Player,Unsuccessful Launches,Ground Duels lost,Aerial Duels lost,Successful Dribbles,Aerial Duels won,Unsuccessful Short Passes,Goals Conceded Inside Box,Unsuccessful Long Passes,Games Played,Aerial Duels,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Substitute Off,Duels lost,Total Losses Of Possession,Backward Passes,Appearances,Index,Open Play Passes,Successful Long Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Rightside Passes,Unsuccessful Passes Opposition Half,Overruns,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Duels,Unsuccessful Crosses open play,Forward Passes,Duels won,Winning Goal,Times Tackled,Foul Attempted Tackle,Tackles Won,Total Fouls Conceded,Leftside Passes,Total Tackles,Successful Launches,Blocks,Interceptions,Unsuccessful Dribbles,Handballs conceded,Substitute On,Total Shots,Total Fouls Won,Shots On Target ( inc goals ),Yellow Cards,Key Passes (Attempt Assists),Successful Lay-offs,Saves Made,Goal Kicks,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Shots Off Target (inc woodwork),Through balls,Total Touches In Opposition Box,Tackles Lost,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Saves Made from Outside Box,Punches,Goals from Outside Box,Goals,Right Foot Goals,Home Goals,Away Goals,Successful Crosses & Corners,Corners Won,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Goal Assists,Successful Corners into Box,Blocked Shots,Saves made - parried,Goalkeeper Smother,Assists (Intentional),Red Cards - 2nd Yellow,Goals from Inside Box,Headed Goals,Own Goal Scored,Catches,Clean Sheets,Hit Woodwork,Unsuccessful lay-offs,Penalty Goals Conceded,Left Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Other Goals,Penalties Faced,Penalties Conceded,Goals Conceded Outside Box,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Saved,Total Big Chances Missed,Goals Openplay,Total Big Chances Created,Total Big Chances Scored,Direct Setpiece Goals,Set Pieces Goals,Penalties Off Target,Drops,Second Goal Assists,Penalties Saved,Saves from Penalty
USA_US_Open_Cup,2024,Los Angeles Force,anesjqhg77axxqftvcvlsrrx0,S. Ascencio,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Los Angeles Force,6jjh19atabkf30qmn3r8dl4b8,V. Blanco,Forward,0,3.0,18.0,1.0,,2.0,1.0,4.0,2.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,1.0,2.0,1.0,1.0,10.0,4.0,,,,1.0,1.0,,,1.0,9.0,,1.0,,4.0,,1.0,3.0,0.0,1.0,,2.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Los Angeles Force,bv4magvzhpikrafk2iaowkzu2,A. Bowers,Defender,3,32.0,118.0,7.0,5.0,10.0,25.0,55.0,2.0,1.0,2.0,1.0,1.0,3.0,,7.0,11.0,1.0,10.0,2.0,10.0,3.0,34.0,30.0,,4.0,23.0,5.0,2.0,10.0,53.0,4.0,1.0,2.0,12.0,16.0,,1.0,21.0,72.0,6.0,1.0,,13.0,,34.0,9.0,0.0,,2.0,,2.0,4.0,1.0,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Los Angeles Force,bf4r3iheqdrniz6cp01t0tono,D. Brigida,Forward,12,24.0,154.0,12.0,1.0,20.0,6.0,34.0,8.0,2.0,,1.0,4.0,2.0,2.0,,8.0,1.0,1.0,2.0,2.0,12.0,25.0,23.0,1.0,6.0,23.0,9.0,2.0,10.0,33.0,2.0,,2.0,4.0,11.0,2.0,,9.0,64.0,,1.0,3.0,14.0,3.0,12.0,8.0,0.0,3.0,1.0,1.0,1.0,9.0,2.0,,,,2.0,,,2.0,4.0,,,2.0,,,,,,,1.0,2.0,,10.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Los Angeles Force,1d75wd7w7jm56ai438cp5jh1w,J. Cartagena,Midfielder,17,56.0,180.0,12.0,3.0,29.0,28.0,79.0,10.0,2.0,,2.0,15.0,2.0,2.0,1.0,12.0,2.0,10.0,2.0,3.0,25.0,57.0,50.0,,17.0,31.0,8.0,2.0,10.0,74.0,7.0,2.0,4.0,18.0,20.0,,,22.0,115.0,5.0,2.0,1.0,28.0,,36.0,11.0,0.0,6.0,5.0,3.0,6.0,17.0,5.0,,1.0,2.0,1.0,,,1.0,3.0,,,,,,,,,,,1.0,,4.0,2.0,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Los Angeles Force,3ynj1na3pb37a2qsdqpiadw5w,O. Delgado,Midfielder,20,23.0,147.0,6.0,1.0,16.0,9.0,31.0,4.0,2.0,,,8.0,2.0,,1.0,7.0,1.0,1.0,2.0,3.0,12.0,23.0,23.0,2.0,10.0,16.0,8.0,2.0,10.0,31.0,,3.0,4.0,8.0,10.0,1.0,,8.0,58.0,5.0,1.0,3.0,15.0,2.0,11.0,5.0,0.0,3.0,1.0,1.0,1.0,4.0,1.0,,,1.0,1.0,,,,3.0,,,2.0,,,,,,,,,,6.0,,,,,,,,,,,,2.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Los Angeles Force,f4tsqwwvevep25hmrqrsr225m,I. Hernandez,Defender,80,49.0,90.0,,,15.0,35.0,56.0,3.0,1.0,,2.0,1.0,2.0,,5.0,3.0,1.0,3.0,1.0,7.0,4.0,50.0,42.0,,3.0,7.0,2.0,1.0,10.0,55.0,8.0,,,9.0,6.0,,,6.0,67.0,2.0,1.0,,11.0,,23.0,8.0,0.0,,1.0,1.0,1.0,22.0,2.0,4.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Los Angeles Force,4afeygvnf2337itdvsq4nmn84,G. Hogbin,Defender,4,81.0,180.0,4.0,3.0,31.0,53.0,98.0,2.0,2.0,,3.0,3.0,2.0,,8.0,4.0,2.0,10.0,2.0,10.0,5.0,84.0,74.0,,5.0,15.0,3.0,2.0,10.0,95.0,10.0,1.0,1.0,31.0,11.0,,,14.0,125.0,12.0,2.0,,15.0,,45.0,10.0,0.0,1.0,1.0,1.0,2.0,19.0,1.0,,2.0,2.0,,,,3.0,1.0,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Los Angeles Force,ej805kjoeriysfzh2pczjo5t6,J. Jovel,Midfielder,7,58.0,180.0,7.0,7.0,32.0,27.0,75.0,13.0,2.0,,4.0,7.0,2.0,1.0,1.0,10.0,2.0,6.0,2.0,3.0,20.0,59.0,55.0,,9.0,23.0,12.0,2.0,10.0,74.0,4.0,3.0,3.0,14.0,9.0,,,16.0,106.0,2.0,2.0,,23.0,,31.0,14.0,0.0,,4.0,7.0,4.0,18.0,10.0,1.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Los Angeles Force,5wh6uwpitd38kicoappcfl0id,D. Keinan,Defender,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
