liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Own Goal Scored,Clearances Off the Line,Headed Goals,Total Red Cards,Straight Red Cards,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Second Goal Assists,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal
USA_MLS,2016,Portland Timbers,ejmps4o7wp1pqmx1727prw91x,F. Adi,Forward,9,11.0,34.0,2649.0,3.0,3.0,55.0,,16.0,14.0,649.0,19.0,176.0,2.0,394.0,1.0,7.0,7.0,6.0,37.0,8.0,79.0,440.0,79.0,11.0,245.0,723.0,7.0,70.0,14.0,470.0,38.0,74.0,252.0,,216.0,41.0,244.0,14.0,,57.0,30.0,34.0,19.0,1183.0,,33.0,16.0,4.0,215.0,,205.0,186.0,58.0,150.0,37.0,,1.0,2.0,63.0,64.0,17.0,358.0,49.0,46.0,2.0,11.0,33.0,,2.0,2.0,,129.0,126.0,16.0,4.0,397.0,471.0,143.0,5.0,9.0,,2.0,,7.0,208.0,4.0,4.0,86.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_MLS,2016,Portland Timbers,9sikm3npb6t3adk1dsad7omvp,V. Andriuškevičius,Defender,5,18.0,1.0,916.0,63.0,1.0,,5.0,1.0,,363.0,3.0,78.0,7.0,156.0,18.0,2.0,28.0,,3.0,3.0,7.0,141.0,143.0,29.0,51.0,371.0,2.0,19.0,3.0,260.0,13.0,4.0,79.0,,136.0,10.0,70.0,1.0,25.0,32.0,10.0,4.0,27.0,608.0,1.0,11.0,8.0,1.0,73.0,,153.0,14.0,96.0,53.0,1.0,,32.0,7.0,15.0,7.0,,87.0,25.0,16.0,,18.0,11.0,,2.0,,,27.0,4.0,1.0,,284.0,292.0,14.0,2.0,,,,,23.0,34.0,6.0,19.0,46.0,1.0,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
USA_MLS,2016,Portland Timbers,eg1jixdu63wqkmsn1qvfi961h,G. Arokoyo,Defender,12,,,23.0,,1.0,,,,,15.0,,2.0,,4.0,2.0,,4.0,,,,,4.0,7.0,1.0,,15.0,,,,8.0,,,4.0,,1.0,,3.0,,,1.0,,,1.0,16.0,,1.0,,,1.0,,7.0,,1.0,1.0,,,3.0,,,,,1.0,,,,,1.0,,,,,,5.0,,,11.0,11.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Portland Timbers,6qmzaju2rlnvj46dvycvalrkl,D. Asprilla,Forward,27,6.0,6.0,489.0,4.0,3.0,3.0,,1.0,1.0,144.0,7.0,41.0,,81.0,2.0,1.0,2.0,9.0,4.0,2.0,10.0,93.0,24.0,16.0,38.0,145.0,3.0,8.0,4.0,102.0,9.0,7.0,40.0,,32.0,4.0,42.0,7.0,,28.0,6.0,14.0,4.0,280.0,,9.0,5.0,1.0,60.0,,46.0,22.0,31.0,33.0,3.0,,3.0,,5.0,8.0,14.0,78.0,8.0,11.0,,6.0,9.0,,,1.0,,35.0,26.0,1.0,1.0,104.0,105.0,18.0,,,,1.0,,11.0,45.0,5.0,7.0,25.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Portland Timbers,2ctjr7ezhy5er14sdnos80y51,J. Barmby,Midfielder,23,21.0,,381.0,13.0,17.0,1.0,2.0,1.0,,158.0,3.0,27.0,1.0,75.0,3.0,1.0,8.0,3.0,6.0,1.0,5.0,97.0,53.0,14.0,30.0,165.0,1.0,7.0,9.0,116.0,10.0,11.0,38.0,1.0,39.0,6.0,56.0,,,18.0,2.0,7.0,6.0,295.0,4.0,19.0,4.0,2.0,71.0,,62.0,17.0,17.0,33.0,5.0,2.0,11.0,,8.0,2.0,12.0,78.0,2.0,11.0,1.0,24.0,19.0,2.0,,2.0,,40.0,37.0,1.0,,122.0,127.0,7.0,,,,,,8.0,45.0,6.0,3.0,31.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_MLS,2016,Portland Timbers,czs553xsz7b0exjf8rqikd7th,N. Borchers,Defender,7,,,1813.0,1.0,,,16.0,1.0,1.0,669.0,,41.0,,134.0,28.0,1.0,59.0,11.0,2.0,6.0,19.0,153.0,423.0,29.0,65.0,681.0,3.0,10.0,,466.0,25.0,3.0,124.0,,91.0,1.0,87.0,2.0,,51.0,21.0,14.0,37.0,932.0,,21.0,2.0,18.0,58.0,,297.0,13.0,40.0,70.0,1.0,,91.0,,9.0,33.0,,110.0,97.0,31.0,,,21.0,,,,1.0,21.0,252.0,1.0,,547.0,557.0,52.0,3.0,,1.0,,,16.0,40.0,13.0,52.0,37.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Portland Timbers,cn8fovjei9tdslashum11dp05,N. Brett,Midfielder,25,,,1.0,,1.0,,,,,3.0,,,,,,,,,,,,2.0,1.0,,2.0,3.0,,,,1.0,,,2.0,,1.0,,1.0,,,1.0,,1.0,1.0,3.0,,1.0,,,,,2.0,,86.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Portland Timbers,b4etfnmz4dzoa4r9g0403catx,D. Chará,Midfielder,21,7.0,,2600.0,12.0,,8.0,4.0,,,1240.0,,96.0,,617.0,23.0,9.0,61.0,40.0,5.0,8.0,12.0,282.0,491.0,111.0,139.0,1308.0,2.0,86.0,11.0,1008.0,36.0,7.0,200.0,,354.0,15.0,151.0,2.0,2.0,156.0,30.0,62.0,56.0,1751.0,,30.0,73.0,10.0,315.0,,484.0,4.0,45.0,181.0,2.0,,100.0,,55.0,5.0,5.0,332.0,20.0,44.0,,7.0,30.0,,2.0,1.0,1.0,139.0,374.0,,,1044.0,1108.0,17.0,5.0,,1.0,,4.0,80.0,151.0,31.0,54.0,176.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Portland Timbers,2nyv3v533nekoje3n0lfr479x,J. Gleeson,Goalkeeper,90,,,2470.0,,1.0,,59.0,,,237.0,,,,137.0,165.0,1.0,332.0,,,6.0,,346.0,165.0,1.0,1.0,635.0,,1.0,,126.0,34.0,,333.0,,39.0,2.0,299.0,,,251.0,27.0,,34.0,950.0,,28.0,1.0,,3.0,,540.0,,92.0,8.0,,,176.0,,2.0,7.0,,10.0,29.0,40.0,,,28.0,,,,,2.0,56.0,,,112.0,302.0,7.0,6.0,,,,,1.0,2.0,,4.0,1.0,1.0,,,,,,112.0,262.0,,15.0,1.0,2.0,6.0,35.0,57.0,76.0,6.0,7.0,138.0,,,,,,,,,,,,,,
USA_MLS,2016,Portland Timbers,9bg21691mpmk9adnyypmqvg0l,N. Grabavoy,Midfielder,10,2.0,1.0,632.0,3.0,17.0,13.0,2.0,,,275.0,3.0,72.0,,162.0,2.0,3.0,3.0,6.0,2.0,1.0,8.0,60.0,90.0,16.0,29.0,284.0,6.0,12.0,5.0,250.0,7.0,4.0,32.0,,80.0,5.0,29.0,6.0,1.0,30.0,5.0,8.0,5.0,391.0,1.0,22.0,11.0,,78.0,,66.0,12.0,89.0,51.0,2.0,,2.0,,20.0,11.0,5.0,97.0,6.0,8.0,,2.0,22.0,,,1.0,,38.0,66.0,,,245.0,252.0,19.0,,1.0,,,,11.0,46.0,5.0,5.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
