liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels,Unsuccessful Passes Opposition Half,Starts,Leftside Passes,Penalty Goals Conceded,Total Touches In Opposition Box,Corners Taken (incl short corners),Shots On Target ( inc goals ),Appearances,Unsuccessful Passes Own Half,Aerial Duels,Unsuccessful Long Passes,Total Shots,Rightside Passes,Ground Duels won,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Yellow Cards,Successful Short Passes,Aerial Duels won,Backward Passes,Substitute Off,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Unsuccessful Corners into Box,Total Passes,Interceptions,PutThrough/Blocked Distribution,Duels lost,Time Played,Unsuccessful Dribbles,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Forward Passes,Unsuccessful Crosses open play,Successful Passes Own Half,Through balls,Aerial Duels lost,Substitute On,Successful Lay-offs,Total Losses Of Possession,Total Fouls Conceded,Goals Conceded Inside Box,Touches,Times Tackled,Shots Off Target (inc woodwork),Corners Won,Successful Passes Opposition Half,Ground Duels lost,Goals Conceded,Key Passes (Attempt Assists),Unsuccessful Launches,Games Played,Index,Successful Long Passes,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Foul Attempted Tackle,Open Play Passes,Total Fouls Won,Duels won,Winning Goal,Blocks,Tackles Lost,Handballs conceded,Total Tackles,Throw Ins to Opposition Player,Total Clearances,Goals,Tackles Won,Straight Red Cards,PutThrough/Blocked Distribution Won,Total Red Cards,Overruns,Goals Openplay,Goals from Inside Box,Headed Goals,Home Goals,Away Goals,Successful Dribbles,Successful Launches,Penalties Conceded,Successful Crosses open play,Successful Crosses & Corners,Successful Corners into Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Goals from Outside Box,Offsides,Blocked Shots,Last Player Tackle,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,Saves Made from Outside Box,Penalties Faced,Punches,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Assists (Intentional),Right Foot Goals,Hit Woodwork,Catches,Saves from Penalty,Penalties Saved,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Saves made - caught,Second Goal Assists,Other Goals,Penalties Off Target
Concacaf_Leagues_Cup,2025,New York Red Bulls,65p0a68vn2iw3ev3liepvchec,N. Benedetti,Midfielder,39,6.0,3.0,,4.0,,1.0,,,1.0,,,,1.0,1.0,1.0,6.0,3.0,,6.0,,3.0,,1.0,,,,9.0,,,5.0,24.0,,6.0,6.0,1.0,,,,,1.0,,5.0,2.0,,13.0,1.0,1.0,,6.0,5.0,,,,1.0,10.0,,3.0,,1.0,9.0,,1.0,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York Red Bulls,4e78f8a634m9hn5uxofi9eyac,W. Bogacz,Forward,7,7.0,6.0,1.0,8.0,,2.0,,,2.0,,2.0,,,3.0,1.0,11.0,6.0,,10.0,1.0,3.0,1.0,3.0,,,,17.0,,4.0,7.0,89.0,2.0,11.0,9.0,3.0,,3.0,,1.0,1.0,3.0,14.0,,,31.0,4.0,,,8.0,6.0,,,,2.0,10.0,1.0,6.0,,,17.0,1.0,2.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York Red Bulls,dug5046izrlh3owqk26hnvdre,W. Carmona,Midfielder,19,12.0,3.0,2.0,9.0,,3.0,,,2.0,3.0,1.0,1.0,1.0,7.0,9.0,23.0,6.0,,22.0,,9.0,2.0,6.0,,,,29.0,,2.0,4.0,106.0,1.0,23.0,13.0,4.0,,9.0,,1.0,,,12.0,1.0,,51.0,2.0,1.0,,14.0,3.0,,1.0,1.0,2.0,10.0,1.0,5.0,,,29.0,3.0,9.0,0.0,,,,2.0,,,,2.0,,2.0,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York Red Bulls,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,Forward,13,9.0,6.0,,1.0,,5.0,,1.0,2.0,1.0,8.0,1.0,1.0,5.0,5.0,5.0,7.0,,6.0,3.0,2.0,,,,,,13.0,,2.0,9.0,63.0,2.0,6.0,17.0,5.0,,1.0,,5.0,2.0,2.0,13.0,2.0,1.0,30.0,2.0,,,5.0,4.0,1.0,,,2.0,10.0,,6.0,,1.0,12.0,5.0,8.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York Red Bulls,9a17gcgta337bfvtu994p1x,C. Coronel,Goalkeeper,31,1.0,17.0,1.0,7.0,,,,,1.0,1.0,1.0,18.0,,2.0,1.0,10.0,18.0,,12.0,1.0,,,8.0,,,,34.0,,,,90.0,,16.0,2.0,25.0,,14.0,,,,,19.0,,1.0,50.0,,,,2.0,,1.0,,11.0,1.0,10.0,4.0,,,,18.0,1.0,2.0,0.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,12.0,9.0,4.0,,5.0,4.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York Red Bulls,a79oz5xhvq7gz2k2j20sa02dw,R. Donkor,Midfielder,48,15.0,11.0,2.0,34.0,,,,,2.0,2.0,4.0,3.0,,22.0,7.0,86.0,13.0,1.0,84.0,1.0,14.0,,11.0,,,,100.0,4.0,6.0,11.0,180.0,1.0,87.0,19.0,30.0,,24.0,2.0,3.0,,3.0,18.0,4.0,1.0,129.0,2.0,,,64.0,8.0,1.0,3.0,1.0,2.0,10.0,3.0,10.0,,3.0,99.0,4.0,8.0,0.0,,,,3.0,,4.0,,3.0,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York Red Bulls,1o6ncw2f6h5uodlhavzsswvrp,K. Duncan,Defender,6,8.0,9.0,1.0,28.0,,,,,2.0,2.0,3.0,5.0,,2.0,4.0,46.0,10.0,1.0,45.0,2.0,4.0,1.0,13.0,,6.0,,57.0,4.0,1.0,5.0,109.0,2.0,47.0,11.0,23.0,1.0,11.0,,1.0,1.0,,16.0,3.0,1.0,86.0,2.0,,1.0,36.0,4.0,1.0,1.0,3.0,2.0,10.0,2.0,5.0,1.0,,55.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,1.0,6.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York Red Bulls,dhy8f54t9uvukub7qbmsth8iy,D. Edelman,Midfielder,75,8.0,7.0,2.0,29.0,,,,,2.0,2.0,3.0,3.0,,20.0,6.0,88.0,8.0,1.0,84.0,1.0,18.0,1.0,7.0,,,,96.0,2.0,3.0,4.0,150.0,,88.0,11.0,29.0,1.0,33.0,1.0,2.0,,5.0,14.0,1.0,1.0,120.0,,,,55.0,2.0,1.0,2.0,2.0,2.0,10.0,4.0,5.0,1.0,1.0,96.0,2.0,7.0,0.0,,,,3.0,,4.0,,3.0,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York Red Bulls,817ltkyap93lk4mew1u7p8xk9,R. Edwards,Defender,44,9.0,11.0,1.0,1.0,,1.0,3.0,,2.0,8.0,4.0,2.0,1.0,18.0,5.0,31.0,16.0,,28.0,2.0,12.0,,7.0,,6.0,1.0,47.0,1.0,9.0,6.0,114.0,,31.0,13.0,16.0,1.0,14.0,,2.0,1.0,,23.0,2.0,,78.0,,1.0,,19.0,4.0,,1.0,2.0,2.0,10.0,3.0,14.0,3.0,1.0,47.0,,7.0,0.0,,1.0,,5.0,4.0,2.0,,4.0,,4.0,,,,,,,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,New York Red Bulls,3vescyd2jf8wxx19q0kfedx0q,N. Eile,Defender,3,7.0,9.0,2.0,36.0,,1.0,,,3.0,2.0,3.0,7.0,,24.0,6.0,86.0,11.0,,83.0,2.0,8.0,,13.0,,,,97.0,3.0,1.0,2.0,181.0,,86.0,10.0,29.0,,69.0,,1.0,1.0,,12.0,,2.0,123.0,,,,17.0,1.0,2.0,,3.0,3.0,10.0,3.0,4.0,,,97.0,1.0,8.0,0.0,4.0,,,3.0,,8.0,,3.0,,1.0,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
