equipo,link,logo,cod_equipo,cod_liga,liga
Antelope Valley Alta FC,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/teams/antelope-valley-alta-fc/5k28tjopifu9juvvzrvyh29lg,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5k28tjopifu9juvvzrvyh29lg,5k28tjopifu9juvvzrvyh29lg,5f940fvmfprt1qzzr7oyz3u38,usl-cup-2026
Athletic Club Boise,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/teams/athletic-club-boise/dximpkrem1plgw2j8utr6sn4k,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=dximpkrem1plgw2j8utr6sn4k,dximpkrem1plgw2j8utr6sn4k,5f940fvmfprt1qzzr7oyz3u38,usl-cup-2026
Birmingham Legion FC,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/teams/birmingham-legion-fc/c9xffml4i7ihblp1qhus9w3fu,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c9xffml4i7ihblp1qhus9w3fu,c9xffml4i7ihblp1qhus9w3fu,5f940fvmfprt1qzzr7oyz3u38,usl-cup-2026
Brooklyn FC,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/teams/brooklyn-fc/2s5f1z5hilfoywf3def0oy1w4,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2s5f1z5hilfoywf3def0oy1w4,2s5f1z5hilfoywf3def0oy1w4,5f940fvmfprt1qzzr7oyz3u38,usl-cup-2026
Charleston Battery,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/teams/charleston-battery/e3k8yw2rbmphyfu5htn4yi5jk,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=e3k8yw2rbmphyfu5htn4yi5jk,e3k8yw2rbmphyfu5htn4yi5jk,5f940fvmfprt1qzzr7oyz3u38,usl-cup-2026
Charlotte Independence,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/teams/charlotte-independence/1jonibkcr7qa3eozzxh0dcxd5,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1jonibkcr7qa3eozzxh0dcxd5,1jonibkcr7qa3eozzxh0dcxd5,5f940fvmfprt1qzzr7oyz3u38,usl-cup-2026
Chattanooga Red Wolves SC,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/teams/chattanooga-red-wolves-sc/f4x0hx78zcbx4hgnf6w65z8fe,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=f4x0hx78zcbx4hgnf6w65z8fe,f4x0hx78zcbx4hgnf6w65z8fe,5f940fvmfprt1qzzr7oyz3u38,usl-cup-2026
Colorado Springs Switchbacks FC,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/teams/colorado-springs-switchbacks-fc/ak0rmms5xl49w57i2rvid1tk9,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ak0rmms5xl49w57i2rvid1tk9,ak0rmms5xl49w57i2rvid1tk9,5f940fvmfprt1qzzr7oyz3u38,usl-cup-2026
Corpus Christi FC,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/teams/corpus-christi-fc/5hba9dcu2fos2x1aiio2fp2zu,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5hba9dcu2fos2x1aiio2fp2zu,5hba9dcu2fos2x1aiio2fp2zu,5f940fvmfprt1qzzr7oyz3u38,usl-cup-2026
Detroit City FC,https://www.scoresway.com/en_GB/soccer/usl-cup-2026/5f940fvmfprt1qzzr7oyz3u38/teams/detroit-city-fc/b1rpb2ox52uxcmjrsnqd95pk5,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=b1rpb2ox52uxcmjrsnqd95pk5,b1rpb2ox52uxcmjrsnqd95pk5,5f940fvmfprt1qzzr7oyz3u38,usl-cup-2026
