temporada,link,liga_url,cod_liga,folder
2024/2025,https://www.scoresway.com/en_GB/soccer/supercopa-mx-2024-2025/6ksb0wkglo292pojsx6ur8cus/fixtures,supercopa-mx-2024-2025,6ksb0wkglo292pojsx6ur8cus,Mexico_Supercopa_MX
2023/2024,https://www.scoresway.com/en_GB/soccer/supercopa-mx-2023-2024/czqn3gzrg3dxynge5eyyygu1g/results,supercopa-mx-2023-2024,czqn3gzrg3dxynge5eyyygu1g,Mexico_Supercopa_MX
2021/2022,https://www.scoresway.com/en_GB/soccer/supercopa-mx-2021-2022/92lofh20a1a0aw6wo2v3shzis/results,supercopa-mx-2021-2022,92lofh20a1a0aw6wo2v3shzis,Mexico_Supercopa_MX
2019,https://www.scoresway.com/en_GB/soccer/supercopa-mx-2019/401utkm99gmez4rqs0oxx1nje/results,supercopa-mx-2019,401utkm99gmez4rqs0oxx1nje,Mexico_Supercopa_MX
2018,https://www.scoresway.com/en_GB/soccer/supercopa-mx-2018/9sd31bfww5p23ipxgkqge2noq/results,supercopa-mx-2018,9sd31bfww5p23ipxgkqge2noq,Mexico_Supercopa_MX
2017,https://www.scoresway.com/en_GB/soccer/supercopa-mx-2017/2szgwkwwpg33yjktrrb4etc6h/results,supercopa-mx-2017,2szgwkwwpg33yjktrrb4etc6h,Mexico_Supercopa_MX
2016,https://www.scoresway.com/en_GB/soccer/supercopa-mx-2016/9w5arij4r3i5p4t8nfoi8yy21/results,supercopa-mx-2016,9w5arij4r3i5p4t8nfoi8yy21,Mexico_Supercopa_MX
