root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Corners Taken (incl short corners),Successful Dribbles,Duels lost,PutThrough/Blocked Distribution,Touches,Time Played,Ground Duels lost,Backward Passes,Total Fouls Won,Successful Crosses & Corners,Successful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Tackles Lost,Goals Conceded Inside Box,Penalty Goals Conceded,Starts,Key Passes (Attempt Assists),Total Touches In Opposition Box,Ground Duels won,Total Tackles,Successful Crosses open play,Tackles Won,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Substitute Off,Forward Passes,Unsuccessful Long Passes,Total Clearances,Total Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Successful Lay-offs,Aerial Duels,Index,Successful Passes Opposition Half,Total Losses Of Possession,Blocked Shots,Goals Conceded,Aerial Duels lost,Ground Duels,Interceptions,Duels won,Unsuccessful Crosses open play,Unsuccessful Dribbles,Leftside Passes,Aerial Duels won,Unsuccessful Launches,Total Shots,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Times Tackled,Recoveries,Unsuccessful Crosses & Corners,Appearances,Games Played,Blocks,Total Fouls Conceded,PutThrough/Blocked Distribution Won,Duels,Successful Open Play Passes,Successful Long Passes,Corners Won,Shots Off Target (inc woodwork),Rightside Passes,Winning Goal,Successful Launches,Clean Sheets,Saves Made from Outside Box,Saves made - parried,Saves Made,GK Successful Distribution,Goal Kicks,Catches,Punches,GK Unsuccessful Distribution,Saves Made from Inside Box,Substitute On,Foul Attempted Tackle,Shots On Target ( inc goals ),Goals from Inside Box,Handballs conceded,Right Foot Goals,Goals,Assists (Intentional),Yellow Cards,Goal Assists,Attempts from Set Pieces,Home Goals,Away Goals,Unsuccessful Corners into Box,Penalty Goals,Offsides,Penalties Taken,Successful Corners into Box,Throw Ins to Opposition Player,Own Goal Scored,Headed Goals,Second Goal Assists,Left Foot Goals,Penalties Conceded,Penalties Faced,Goals Conceded Outside Box,Through balls,Goalkeeper Smother,Foul Won Penalty,Clearances Off the Line,Saves from Penalty,Penalties Saved,Unsuccessful lay-offs,Last Man Tackle,Total Red Cards,Straight Red Cards,Drops,Saves made - caught,Goals from Outside Box,Hit Woodwork,Red Cards - 2nd Yellow,Fifty Fifty,Successful Fifty Fifty,Overruns,Crosses not Claimed,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,El Salvador,El_Salvador,c481wk3de3opu190d8z99w8yy,N. Flores,Defender,20,2.0,,,,10.0,13.0,,1.0,,1.0,2.0,5.0,1.0,,,,,,,,,,,2.0,1.0,,2.0,,1.0,6.0,,,,,10.0,4.0,3.0,,,,,,,,,,,,,5.0,5.0,,1.0,1.0,1.0,1.0,,,,,4.0,,1.0,,3.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,El Salvador,El_Salvador,6asw8cs421jmgxridtw5otzh1,E. Cabalceta,Defender,2,,,12.0,3.0,159.0,270.0,4.0,4.0,1.0,,86.0,95.0,10.0,2.0,4.0,,3.0,,4.0,5.0,4.0,,2.0,16.0,21.0,,49.0,11.0,16.0,124.0,,5.0,,12.0,10.0,17.0,23.0,1.0,4.0,8.0,9.0,2.0,9.0,,,31.0,4.0,3.0,1.0,116.0,103.0,1.0,13.0,,3.0,3.0,2.0,2.0,1.0,21.0,95.0,8.0,,1.0,40.0,0.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,El Salvador,El_Salvador,c7c2klmcg3j09uwe9qwx1x6mt,W. Canales,Defender,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,El Salvador,El_Salvador,9vkgwmwf1dv1i8x50k3vp3xpm,M. Cartagena,Midfielder,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,El Salvador,El_Salvador,9pwxnznkg0t5pjvpm3gc7ic45,R. Domínguez,Defender,3,,,3.0,1.0,46.0,107.0,2.0,2.0,2.0,,17.0,18.0,1.0,,2.0,,1.0,,,4.0,2.0,,2.0,4.0,5.0,,12.0,4.0,9.0,26.0,,2.0,,2.0,10.0,4.0,6.0,,2.0,1.0,6.0,3.0,5.0,1.0,,3.0,1.0,1.0,,25.0,21.0,,5.0,1.0,2.0,2.0,,1.0,1.0,8.0,21.0,3.0,,,9.0,0.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,El Salvador,El_Salvador,alcsob4r4cteko0p7n99lwpka,B. Gil,Forward,9,,2.0,22.0,1.0,61.0,248.0,12.0,13.0,,,11.0,27.0,6.0,1.0,4.0,,3.0,1.0,10.0,4.0,2.0,,1.0,5.0,6.0,3.0,3.0,,3.0,33.0,,1.0,1.0,12.0,10.0,16.0,16.0,,4.0,10.0,16.0,,6.0,,2.0,10.0,2.0,,4.0,26.0,27.0,5.0,1.0,,3.0,3.0,,6.0,,28.0,20.0,,2.0,2.0,7.0,0.0,,,,,,,,,,,,,3.0,2.0,,,1.0,1.0,,,,,0.0,1.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,El Salvador,El_Salvador,af3gjnmmo8bl66xvepe9fee7e,C. Gil,Forward,11,,,1.0,,8.0,22.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,5.0,1.0,,,,2.0,2.0,,1.0,,,3.0,,,,1.0,10.0,1.0,3.0,1.0,,,2.0,,2.0,,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,,,3.0,3.0,,,,3.0,1.0,,1.0,,,0.0,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,El Salvador,El_Salvador,e4du69gti42cnpbb710gs3giy,M. Gil,Midfielder,10,,2.0,5.0,,33.0,57.0,3.0,2.0,2.0,,6.0,15.0,2.0,,1.0,,,1.0,6.0,5.0,1.0,,1.0,5.0,3.0,,4.0,1.0,,18.0,,,,2.0,10.0,9.0,8.0,,1.0,2.0,8.0,,5.0,2.0,,5.0,,,4.0,18.0,15.0,2.0,2.0,2.0,3.0,3.0,,,,10.0,15.0,,,3.0,7.0,0.0,,,,,,,,,,,,3.0,,1.0,1.0,,,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,El Salvador,El_Salvador,w0yrcf7zojb1b9p0gvuz0qg9,M. González,Goalkeeper,1,,,1.0,,70.0,180.0,,,2.0,,26.0,20.0,,,2.0,,2.0,,,2.0,,,,15.0,20.0,,29.0,20.0,5.0,49.0,,5.0,,2.0,10.0,3.0,21.0,,2.0,1.0,2.0,,3.0,,,12.0,1.0,7.0,,20.0,29.0,,11.0,,2.0,2.0,,,,4.0,13.0,9.0,,,8.0,0.0,3.0,1.0,2.0,2.0,3.0,18.0,16.0,1.0,3.0,6.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,El Salvador,El_Salvador,bxxgsxabn34u2r3fuzokmwatx,J. Henríquez,Midfielder,17,7.0,5.0,15.0,3.0,119.0,204.0,14.0,17.0,3.0,3.0,17.0,33.0,12.0,2.0,2.0,,2.0,4.0,4.0,13.0,5.0,1.0,3.0,35.0,14.0,2.0,15.0,2.0,3.0,50.0,,2.0,3.0,1.0,10.0,22.0,51.0,1.0,2.0,1.0,27.0,1.0,13.0,9.0,1.0,13.0,,1.0,8.0,50.0,36.0,7.0,7.0,23.0,3.0,3.0,,2.0,1.0,28.0,36.0,3.0,3.0,6.0,5.0,0.0,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,2.0,,,5.0,,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
