liga,temporada,equipo,id,nombre,posicion,dorsal,Duels lost,Tackles Lost,Total Clearances,Aerial Duels won,Yellow Cards,Time Played,Unsuccessful Short Passes,Throw Ins to Own Player,Goals Conceded Outside Box,Assists (Intentional),Unsuccessful Dribbles,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Tackles Won,Blocked Shots,Successful Passes Own Half,Substitute On,Key Passes (Attempt Assists),Goals Conceded Inside Box,Substitute Off,Total Fouls Won,Successful Crosses & Corners,Successful Dribbles,Recoveries,Overruns,Throw Ins to Opposition Player,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Leftside Passes,Total Fouls Conceded,Goals Conceded,PutThrough/Blocked Distribution,Duels,Starts,Unsuccessful Launches,Through balls,Aerial Duels lost,Aerial Duels,Total Shots,Total Losses Of Possession,Successful Open Play Passes,Times Tackled,Ground Duels,Successful Crosses open play,Penalty Goals Conceded,Goal Assists,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Backward Passes,Penalties Conceded,Total Tackles,Touches,Interceptions,Successful Short Passes,Successful Passes Opposition Half,Successful Lay-offs,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful lay-offs,Total Passes,Blocks,Open Play Passes,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Ground Duels lost,Games Played,Rightside Passes,Index,PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Ground Duels won,Corners Won,Winning Goal,Right Foot Goals,Goals,Offsides,Left Foot Goals,Hit Woodwork,Headed Goals,Goals from Inside Box,Clean Sheets,Home Goals,Away Goals,Total Red Cards,Goal Kicks,GK Successful Distribution,Straight Red Cards,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Successful Corners into Box,Foul Won Penalty,Red Cards - 2nd Yellow,Set Pieces Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Penalties Taken,Penalty Goals,Handballs conceded,Other Goals,Own Goal Scored,Punches,Saves made - parried,Saves Made,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Saves Made from Inside Box,Penalties Faced,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Crosses not Claimed
USA_USL_League_One,2024,One Knoxville SC,adh40esco7jzggjieeeafvor8,K. Adjei,Midfielder,45,32.0,,4.0,2.0,1.0,529.0,27.0,3.0,,,7.0,31.0,34.0,1.0,34.0,2.0,4.0,41.0,11.0,5.0,4.0,4.0,12.0,2.0,11.0,27.0,4.0,,7.0,4.0,24.0,2.0,4.0,11.0,59.0,4.0,4.0,,6.0,8.0,10.0,72.0,123.0,18.0,51.0,2.0,,,15.0,5.0,5.0,24.0,43.0,,2.0,263.0,1.0,117.0,84.0,5.0,,123.0,1.0,157.0,,157.0,27.0,6.0,6.0,26.0,15.0,59.0,10.0,1.0,5.0,25.0,4.0,0.0,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,One Knoxville SC,4581ukyxidcskytai6xqghfjd,R. Ballard,Midfielder,17,37.0,1.0,5.0,5.0,2.0,428.0,28.0,2.0,,,7.0,42.0,34.0,8.0,32.0,3.0,3.0,51.0,10.0,5.0,4.0,5.0,14.0,1.0,7.0,28.0,1.0,,6.0,1.0,30.0,10.0,4.0,7.0,67.0,5.0,4.0,,10.0,15.0,2.0,69.0,134.0,14.0,52.0,1.0,,1.0,15.0,7.0,5.0,21.0,56.0,,4.0,266.0,3.0,129.0,85.0,3.0,,135.0,2.0,169.0,,168.0,30.0,1.0,6.0,27.0,15.0,41.0,10.0,5.0,5.0,25.0,,1.0,,1.0,1.0,1.0,,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,One Knoxville SC,c9dlhwb3ajgno1ck47rya4ay2,D. Benton,Defender,18,7.0,3.0,3.0,3.0,,60.0,2.0,11.0,,,1.0,21.0,9.0,,10.0,2.0,,23.0,3.0,,2.0,1.0,,1.0,,4.0,,3.0,7.0,2.0,8.0,1.0,2.0,1.0,15.0,1.0,4.0,,5.0,8.0,2.0,19.0,34.0,1.0,7.0,1.0,,1.0,4.0,2.0,3.0,4.0,10.0,,5.0,77.0,1.0,31.0,12.0,,3.0,34.0,,43.0,,43.0,8.0,,3.0,2.0,4.0,4.0,10.0,,3.0,5.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,One Knoxville SC,3n1x0x4dlcl53f0z5l0r9zso9,G. Calixtro,Forward,91,50.0,6.0,12.0,9.0,3.0,710.0,29.0,44.0,1.0,1.0,15.0,74.0,35.0,10.0,62.0,11.0,5.0,88.0,11.0,15.0,5.0,5.0,13.0,17.0,10.0,39.0,3.0,2.0,6.0,5.0,62.0,19.0,6.0,22.0,99.0,7.0,4.0,,8.0,17.0,6.0,115.0,201.0,20.0,82.0,9.0,1.0,1.0,18.0,9.0,36.0,21.0,78.0,,17.0,475.0,8.0,190.0,133.0,,4.0,204.0,,239.0,1.0,236.0,49.0,1.0,14.0,42.0,18.0,25.0,10.0,8.0,30.0,40.0,9.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,7.0,,,,5.0,12.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2024,One Knoxville SC,641y4ji285n1knqul0flhzsyy,R. Castro Jr.,Forward,9,48.0,4.0,2.0,2.0,1.0,705.0,36.0,2.0,2.0,,6.0,56.0,42.0,6.0,33.0,2.0,7.0,75.0,10.0,9.0,5.0,7.0,6.0,1.0,3.0,32.0,,,6.0,6.0,57.0,10.0,7.0,11.0,65.0,7.0,1.0,1.0,15.0,17.0,15.0,77.0,185.0,14.0,48.0,,,,17.0,13.0,4.0,22.0,62.0,,6.0,335.0,4.0,182.0,118.0,8.0,1.0,192.0,2.0,234.0,2.0,227.0,17.0,9.0,10.0,33.0,17.0,59.0,10.0,6.0,3.0,15.0,6.0,3.0,3.0,3.0,3.0,,,,2.0,,3.0,0.0,,,,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,One Knoxville SC,1kvjc217588h0ws1xccocijt,J. Crisler,Defender,5,64.0,6.0,81.0,60.0,5.0,1716.0,66.0,24.0,2.0,,1.0,387.0,177.0,14.0,131.0,18.0,1.0,474.0,1.0,1.0,13.0,,19.0,,1.0,58.0,,5.0,111.0,7.0,357.0,27.0,15.0,12.0,166.0,19.0,50.0,,23.0,83.0,11.0,202.0,700.0,5.0,83.0,,1.0,,20.0,51.0,5.0,18.0,61.0,,24.0,1177.0,27.0,665.0,259.0,,10.0,733.0,,910.0,20.0,866.0,102.0,4.0,68.0,41.0,20.0,105.0,10.0,5.0,5.0,42.0,1.0,0.0,,,2.0,,,,,8.0,,,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,One Knoxville SC,5jbmmf1sex63e9fbx3ktyewkq,Dani Fernandez,Defender,13,54.0,10.0,36.0,26.0,1.0,1509.0,47.0,12.0,1.0,,3.0,418.0,97.0,1.0,77.0,15.0,6.0,518.0,1.0,4.0,11.0,2.0,4.0,,4.0,75.0,,3.0,50.0,6.0,63.0,10.0,12.0,11.0,112.0,17.0,24.0,2.0,39.0,65.0,10.0,120.0,905.0,4.0,47.0,,1.0,,18.0,23.0,3.0,22.0,105.0,,25.0,1214.0,20.0,866.0,407.0,,6.0,925.0,,1022.0,9.0,1001.0,58.0,4.0,59.0,15.0,18.0,436.0,10.0,7.0,3.0,32.0,1.0,0.0,2.0,2.0,1.0,,1.0,,2.0,7.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,
USA_USL_League_One,2024,One Knoxville SC,bsax19dritucmf00cmvev55ka,J. Garibay,Goalkeeper,25,,,2.0,1.0,,376.0,,,,,,60.0,33.0,,30.0,,,69.0,1.0,,3.0,,2.0,,1.0,26.0,,,33.0,,28.0,,3.0,,4.0,4.0,15.0,,,1.0,,34.0,55.0,,3.0,,,,5.0,3.0,,,,,,149.0,,64.0,6.0,,2.0,75.0,,108.0,,65.0,4.0,,11.0,,5.0,20.0,10.0,,,3.0,,0.0,,,,,,,,2.0,,,,28.0,32.0,,,,,,,,,,,,,,,,1.0,5.0,12.0,15.0,3.0,3.0,9.0,,1.0,,,,,,,,
USA_USL_League_One,2024,One Knoxville SC,2sgayp3b20eybk6ht4t8p9pii,S. Haugli,Defender,3,102.0,13.0,57.0,66.0,9.0,1907.0,117.0,3.0,2.0,,2.0,327.0,169.0,10.0,116.0,18.0,7.0,527.0,1.0,11.0,15.0,5.0,15.0,1.0,6.0,66.0,1.0,,52.0,9.0,276.0,29.0,17.0,17.0,220.0,22.0,32.0,,47.0,113.0,13.0,204.0,873.0,11.0,107.0,1.0,1.0,1.0,23.0,54.0,1.0,27.0,158.0,,31.0,1306.0,19.0,841.0,367.0,28.0,7.0,893.0,,1062.0,12.0,1040.0,118.0,4.0,52.0,55.0,23.0,301.0,10.0,12.0,1.0,52.0,4.0,0.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,One Knoxville SC,72n63o5exsow0l5o2fpfd6kgk,C. Johnson,Midfielder,12,71.0,16.0,29.0,17.0,3.0,2013.0,109.0,,2.0,2.0,5.0,319.0,157.0,11.0,150.0,28.0,12.0,363.0,,21.0,16.0,5.0,16.0,18.0,6.0,79.0,,,48.0,11.0,223.0,16.0,18.0,34.0,154.0,23.0,20.0,1.0,21.0,38.0,20.0,229.0,804.0,13.0,116.0,6.0,1.0,4.0,23.0,41.0,34.0,23.0,193.0,,44.0,1254.0,19.0,780.0,472.0,37.0,5.0,817.0,1.0,974.0,5.0,950.0,83.0,9.0,37.0,50.0,23.0,239.0,10.0,17.0,9.0,66.0,10.0,0.0,,,1.0,,1.0,,,8.0,,,,,,,,,,7.0,,,,18.0,25.0,,,,,,,,,,,,,,,,,,,,,,
