liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Total Passes,Time Played,Goals Conceded,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Total Shots,Total Losses Of Possession,Backward Passes,Times Tackled,Appearances,Aerial Duels won,Aerial Duels lost,Foul Attempted Tackle,Successful Passes Own Half,Aerial Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Duels,Games Played,Rightside Passes,Corners Won,Forward Passes,Duels lost,Substitute On,Ground Duels,Starts,Tackles Won,Shots Off Target (inc woodwork),Successful Lay-offs,Total Fouls Conceded,Shots On Target ( inc goals ),Successful Passes Opposition Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Total Clearances,Leftside Passes,Unsuccessful Short Passes,Ground Duels won,Unsuccessful Dribbles,Assists (Intentional),Recoveries,Offsides,Goals Conceded Inside Box,Total Touches In Opposition Box,Substitute Off,Interceptions,Successful Short Passes,Touches,Goal Assists,Ground Duels lost,Blocked Shots,Index,Key Passes (Attempt Assists),Duels won,Winning Goal,Goals from Inside Box,Total Fouls Won,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Handballs conceded,Successful Launches,Left Foot Goals,Goals,Successful Long Passes,Throw Ins to Opposition Player,Overruns,Successful Dribbles,Yellow Cards,Unsuccessful Passes Own Half,Home Goals,Away Goals,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Throw Ins to Own Player,Blocks,Unsuccessful Launches,Successful Corners into Box,Through balls,Successful Crosses open play,Successful Crosses & Corners,Unsuccessful lay-offs,Corners Taken (incl short corners),Unsuccessful Corners into Box,Right Foot Goals,Hit Woodwork,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Headed Goals,Goal Kicks,GK Unsuccessful Distribution,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Saves Made from Outside Box,Saves Made,Saves Made from Inside Box,Catches,Goals Conceded Outside Box,Drops,Clean Sheets,Penalty Goals Conceded,Goals Openplay,Straight Red Cards,Penalties Conceded,Penalties Faced,Punches,Clearances Off the Line,Goalkeeper Smother,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Saves made - caught,Own Goal Scored,Last Player Tackle
USA_US_Open_Cup,2025,Long Island Rough Riders,86p4zof8r3pmwi24a7o9yii5m,T. Bernhard Jr.,Midfielder,25,2.0,6.0,9.0,,,4.0,,4.0,,,1.0,,,,1.0,,2.0,,,1.0,,,6.0,,1.0,,,,,,,,1.0,,4.0,6.0,,,2.0,,,,,,,,,,2.0,6.0,,,,10.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Long Island Rough Riders,42kt7b2c4mjniprgozwh7vn8q,S. Betz,Midfielder,21,3.0,12.0,44.0,3.0,1.0,7.0,,14.0,1.0,,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,7.0,1.0,1.0,3.0,,1.0,,,1.0,,1.0,,9.0,12.0,,,3.0,2.0,,,3.0,,3.0,1.0,,2.0,3.0,28.0,,1.0,1.0,10.0,,3.0,0.0,,1.0,6.0,,,,,,,,,,,2.0,,,,,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Long Island Rough Riders,2hr0yb7aewjt92vce6g9cdzpw,G. Cervoni,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Long Island Rough Riders,chkpcoskt521excz90dw2o5xw,L. D'ambrosio,Midfielder,10,17.0,36.0,120.0,3.0,3.0,14.0,3.0,33.0,10.0,6.0,1.0,1.0,6.0,2.0,9.0,7.0,22.0,1.0,26.0,1.0,1.0,,15.0,17.0,,19.0,1.0,,3.0,,2.0,,14.0,1.0,14.0,28.0,1.0,10.0,10.0,8.0,2.0,,11.0,1.0,3.0,3.0,,,18.0,71.0,,11.0,,10.0,,9.0,0.0,,4.0,4.0,1.0,,,,,4.0,,2.0,3.0,1.0,2.0,,,2.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Long Island Rough Riders,d0eom7ayxwhkfphcuhkdohroq,M. Diaz,Midfielder,7,10.0,13.0,76.0,,,3.0,1.0,5.0,3.0,2.0,1.0,,1.0,,4.0,1.0,11.0,,7.0,1.0,6.0,,3.0,6.0,,6.0,1.0,,,,,1.0,7.0,,2.0,12.0,1.0,1.0,1.0,1.0,,,1.0,,,3.0,1.0,1.0,11.0,21.0,,5.0,,10.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Long Island Rough Riders,6a55q9pqnqrdxeekm2csv8jys,E. Dymora,Goalkeeper,1,21.0,60.0,120.0,3.0,,23.0,,28.0,1.0,,1.0,1.0,,,15.0,1.0,32.0,,1.0,1.0,8.0,,42.0,,,,1.0,,,,,,17.0,,28.0,29.0,1.0,9.0,1.0,,,,15.0,,3.0,1.0,,,15.0,71.0,,,,10.0,1.0,1.0,0.0,,1.0,27.0,,,9.0,,,17.0,,,,,5.0,,,,,,,15.0,,,,,,,,,,,,,,,,19.0,10.0,15.0,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Long Island Rough Riders,77uivs2a038mgkdmeovhs0h04,D. Feratovic,Defender,16,8.0,9.0,41.0,2.0,,,,1.0,,,1.0,,1.0,,6.0,1.0,8.0,2.0,3.0,1.0,1.0,,6.0,1.0,1.0,2.0,,1.0,,,,,2.0,1.0,1.0,9.0,2.0,2.0,,2.0,,,2.0,,2.0,,,1.0,5.0,14.0,,,,10.0,,2.0,0.0,,,1.0,,,2.0,,,3.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Long Island Rough Riders,1jkxgtz59hiqw5nmaxgrwtn2s,J. Friedman,Forward,22,13.0,22.0,76.0,,4.0,7.0,2.0,15.0,5.0,4.0,1.0,,1.0,,4.0,1.0,13.0,2.0,9.0,1.0,1.0,,10.0,6.0,,8.0,1.0,1.0,2.0,,,,9.0,1.0,9.0,22.0,1.0,6.0,6.0,3.0,1.0,,10.0,,,,1.0,1.0,13.0,44.0,,5.0,,10.0,1.0,3.0,0.0,,1.0,3.0,2.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Long Island Rough Riders,dgp1g5ee8gmrfa3tqqirs7d3o,E. Khodri,Forward,11,4.0,10.0,58.0,3.0,1.0,4.0,3.0,12.0,1.0,3.0,1.0,,,1.0,2.0,,5.0,,6.0,1.0,6.0,,3.0,5.0,1.0,6.0,,,2.0,,2.0,1.0,4.0,,5.0,9.0,,,3.0,1.0,2.0,,2.0,,3.0,3.0,,,5.0,24.0,,5.0,1.0,10.0,1.0,1.0,0.0,1.0,,2.0,,,,,1.0,,,,1.0,,1.0,1.0,0.0,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Long Island Rough Riders,as58z243xh0lruogr391oqaz8,T. Lamille,Defender,5,16.0,24.0,120.0,3.0,1.0,7.0,1.0,14.0,8.0,2.0,1.0,3.0,4.0,,8.0,7.0,16.0,4.0,18.0,1.0,6.0,,7.0,7.0,,11.0,1.0,4.0,,,1.0,1.0,8.0,,8.0,24.0,2.0,3.0,7.0,8.0,1.0,,5.0,,3.0,1.0,,3.0,14.0,48.0,,3.0,,10.0,3.0,11.0,0.0,,2.0,1.0,,,,,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
