root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Open Play Passes,Ground Duels lost,Aerial Duels,Successful Dribbles,Duels won,Backward Passes,Key Passes (Attempt Assists),Throw Ins to Own Player,Tackles Won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots On Target ( inc goals ),Substitute On,Forward Passes,Blocked Shots,Aerial Duels lost,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Open Play Passes,Handballs conceded,Aerial Duels won,Foul Attempted Tackle,Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Successful Crosses open play,Goals Conceded,Shots Off Target (inc woodwork),Successful Long Passes,Offsides,Unsuccessful Crosses open play,Duels,Total Fouls Conceded,Goals Conceded Inside Box,Yellow Cards,Total Fouls Won,Successful Passes Own Half,Successful Passes Opposition Half,Unsuccessful Short Passes,Total Losses Of Possession,Ground Duels,Index,Successful Crosses & Corners,Penalties Conceded,Penalty Goals Conceded,Successful Lay-offs,Touches,Goals Conceded Outside Box,Leftside Passes,Total Touches In Opposition Box,Total Tackles,Unsuccessful Long Passes,Appearances,Total Successful Passes ( Excl Crosses & Corners ) ,Recoveries,Time Played,Successful Short Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Games Played,Ground Duels won,Total Shots,Total Passes,Total Clearances,Tackles Lost,Interceptions,Through balls,Unsuccessful Launches,Times Tackled,Blocks,Duels lost,Starts,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Goal Assists,Successful Launches,Substitute Off,Right Foot Goals,Goals,Goals from Inside Box,Left Foot Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Hit Woodwork,Total Red Cards,Penalty Goals,Penalties Taken,Set Pieces Goals,Attempts from Set Pieces,Unsuccessful lay-offs,Headed Goals,Penalties Faced,Last Man Tackle,GK Successful Distribution,Saves Made from Outside Box,Punches,Saves Made from Inside Box,Drops,Clean Sheets,Saves Made,Corners Taken (incl short corners),Catches,Saves made - parried,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Unsuccessful Corners into Box,Penalties Saved,Straight Red Cards,Successful Corners into Box,Second Goal Assists,Goalkeeper Smother,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Other Goals,Crosses not Claimed,Penalties Off Target
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Sporting Kansas City II,Sporting_Kansas_City_II,a3ql6wlh46755ab91dwvt0ljo,P. Agyei,Forward,35,1.0,11.0,7.0,3.0,3.0,7.0,5.0,,,,12.0,,3.0,3.0,,1.0,,,,23.0,1.0,2.0,1.0,10.0,11.0,,,2.0,,1.0,,,15.0,4.0,2.0,,2.0,7.0,7.0,12.0,24.0,12.0,10.0,,,,,44.0,,8.0,5.0,,,4.0,14.0,2.0,126.0,13.0,,,4.0,5.0,,26.0,,,,,,4.0,,8.0,1.0,0.0,0.0,0.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Sporting Kansas City II,Sporting_Kansas_City_II,6rd0z4mah4adr3jjf68bnmk4q,K. Alberto,Midfielder,97,4.0,54.0,13.0,,,5.0,11.0,,,3.0,16.0,,2.0,20.0,1.0,,3.0,,,70.0,,,4.0,20.0,15.0,,,2.0,1.0,2.0,,3.0,18.0,4.0,2.0,,1.0,24.0,30.0,13.0,26.0,18.0,10.0,,,,,100.0,,19.0,2.0,4.0,3.0,3.0,54.0,11.0,180.0,52.0,3.0,4.0,3.0,5.0,1.0,70.0,,1.0,4.0,,3.0,2.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Sporting Kansas City II,Sporting_Kansas_City_II,8opghgdvk9dv822u4qsqepdec,B. Bagayoko,Forward,66,6.0,138.0,28.0,29.0,7.0,46.0,63.0,4.0,1.0,6.0,36.0,7.0,4.0,40.0,2.0,14.0,1.0,,3.0,174.0,,15.0,9.0,51.0,31.0,6.0,1.0,12.0,4.0,4.0,1.0,1.0,88.0,9.0,11.0,2.0,14.0,52.0,92.0,36.0,74.0,59.0,10.0,1.0,,,4.0,291.0,1.0,25.0,26.0,10.0,,14.0,143.0,28.0,704.0,139.0,1.0,6.0,14.0,31.0,11.0,179.0,7.0,4.0,6.0,1.0,,16.0,2.0,42.0,10.0,4.0,0.0,1.0,,,,8.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Sporting Kansas City II,Sporting_Kansas_City_II,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,Goalkeeper,99,16.0,31.0,,1.0,,3.0,,,,,72.0,,,112.0,,,,,,56.0,,1.0,,27.0,56.0,,,10.0,,27.0,,,3.0,,9.0,,2.0,74.0,23.0,2.0,73.0,2.0,10.0,,,1.0,,227.0,1.0,30.0,,,70.0,5.0,97.0,46.0,450.0,70.0,,,5.0,2.0,,169.0,4.0,,,,25.0,,,,5.0,0.0,0.0,0.0,,,5.0,,,,,,,,,,,,,,,,1.0,,69.0,9.0,3.0,18.0,,1.0,27.0,,5.0,7.0,,,22.0,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Sporting Kansas City II,Sporting_Kansas_City_II,jpz5qzoursqh1fius1z0qt7u,D. Barnett,Defender,86,4.0,40.0,3.0,4.0,,6.0,1.0,,1.0,3.0,7.0,,3.0,26.0,,2.0,,,,47.0,,2.0,2.0,10.0,3.0,1.0,,2.0,,4.0,,,11.0,2.0,2.0,,,32.0,9.0,3.0,9.0,7.0,10.0,,,,,69.0,,11.0,,4.0,4.0,4.0,41.0,9.0,134.0,37.0,1.0,1.0,4.0,4.0,,48.0,6.0,1.0,2.0,,3.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Sporting Kansas City II,Sporting_Kansas_City_II,ai91s067gutqix5hw2n0f8zro,E. Bazan,Midfielder,36,4.0,67.0,5.0,,,5.0,15.0,,,2.0,8.0,,4.0,20.0,,,,,,75.0,,,1.0,20.0,4.0,,,4.0,,3.0,,,10.0,3.0,4.0,,2.0,37.0,31.0,7.0,16.0,10.0,10.0,,,,,95.0,,21.0,,3.0,1.0,6.0,68.0,9.0,210.0,65.0,2.0,4.0,6.0,5.0,,76.0,1.0,1.0,2.0,,,1.0,,5.0,2.0,0.0,0.0,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Sporting Kansas City II,Sporting_Kansas_City_II,5lwarg9t4o7hxcq5exe8gwydw,M. Bunbury,Forward,47,10.0,94.0,40.0,27.0,9.0,37.0,48.0,2.0,3.0,3.0,41.0,4.0,4.0,30.0,6.0,15.0,1.0,,5.0,135.0,,12.0,6.0,13.0,32.0,13.0,,12.0,4.0,3.0,4.0,1.0,92.0,9.0,10.0,2.0,10.0,32.0,63.0,38.0,92.0,65.0,10.0,,,1.0,2.0,258.0,2.0,45.0,25.0,6.0,3.0,10.0,95.0,24.0,633.0,92.0,1.0,12.0,10.0,25.0,8.0,136.0,5.0,3.0,6.0,,1.0,26.0,,55.0,6.0,2.0,2.0,1.0,1.0,1.0,,5.0,3.0,4.0,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Sporting Kansas City II,Sporting_Kansas_City_II,1nnd0b4qwlni7tqot2n2st4yy,O. Cisneros,Midfielder,25,2.0,41.0,7.0,2.0,,6.0,11.0,1.0,,3.0,7.0,,3.0,12.0,,1.0,1.0,,,48.0,1.0,1.0,1.0,17.0,6.0,2.0,,1.0,1.0,3.0,,1.0,14.0,3.0,1.0,,,20.0,22.0,6.0,17.0,12.0,10.0,1.0,,1.0,,69.0,,8.0,1.0,5.0,1.0,4.0,41.0,10.0,168.0,38.0,1.0,2.0,4.0,5.0,1.0,48.0,1.0,2.0,1.0,,,4.0,,8.0,1.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Sporting Kansas City II,Sporting_Kansas_City_II,1yohdc0hkzkom8hlhw3rjfn8q,N. Clarke,Midfielder,32,20.0,141.0,18.0,5.0,3.0,32.0,45.0,,53.0,16.0,46.0,,4.0,72.0,1.0,3.0,1.0,6.0,1.0,187.0,1.0,2.0,3.0,66.0,27.0,5.0,1.0,7.0,1.0,11.0,,1.0,53.0,6.0,6.0,,7.0,85.0,60.0,36.0,64.0,48.0,10.0,1.0,,,,317.0,1.0,7.0,2.0,20.0,10.0,9.0,144.0,32.0,501.0,133.0,1.0,5.0,9.0,30.0,1.0,190.0,8.0,4.0,6.0,,6.0,6.0,,21.0,5.0,0.0,0.0,0.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Sporting Kansas City II,Sporting_Kansas_City_II,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,Forward,61,19.0,327.0,52.0,14.0,9.0,52.0,100.0,15.0,2.0,20.0,70.0,14.0,6.0,95.0,5.0,7.0,40.0,,5.0,396.0,,7.0,6.0,121.0,91.0,18.0,5.0,23.0,11.0,35.0,2.0,22.0,111.0,6.0,20.0,,12.0,155.0,215.0,46.0,177.0,97.0,10.0,14.0,,1.0,2.0,661.0,3.0,110.0,33.0,24.0,24.0,19.0,356.0,58.0,1246.0,321.0,6.0,16.0,19.0,45.0,25.0,426.0,8.0,4.0,5.0,1.0,9.0,38.0,2.0,59.0,13.0,2.0,0.0,0.0,2.0,3.0,,2.0,2.0,2.0,2.0,,,,1.0,,1.0,1.0,,3.0,,,,,,,,,,3.0,,17.0,,,,,,11.0,,,5.0,,,,1.0,,,,
