liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Forward Passes,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Successful Short Passes,Unsuccessful Passes Own Half,Duels,Touches,Duels won,Corners Won,Unsuccessful Long Passes,Successful Passes Opposition Half,Ground Duels won,Times Tackled,Duels lost,Recoveries,Unsuccessful Short Passes,Total Tackles,Tackles Won,Total Passes,Leftside Passes,Ground Duels,Throw Ins to Own Player,Ground Duels lost,Total Losses Of Possession,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Home Goals,Away Goals,Winning Goal,Aerial Duels lost,Shots On Target ( inc goals ),Foul Won Penalty,Successful Lay-offs,Unsuccessful Crosses open play,Successful Passes Own Half,Unsuccessful Crosses & Corners,Unsuccessful Dribbles,Successful Open Play Passes,Goals Conceded,Right Foot Goals,Rightside Passes,Unsuccessful lay-offs,Interceptions,Offsides,Successful Dribbles,Shots Off Target (inc woodwork),Penalty Goals Conceded,Goals from Inside Box,Total Fouls Won,Goals Conceded Inside Box,Open Play Passes,Through balls,Starts,Aerial Duels won,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded Outside Box,Total Shots,Successful Long Passes,Total Clearances,Total Fouls Conceded,Backward Passes,Aerial Duels,Handballs conceded,Attempts from Set Pieces,Successful Crosses & Corners,Corners Taken (incl short corners),Unsuccessful Launches,Second Goal Assists,Successful Crosses open play,Penalties Taken,Throw Ins to Opposition Player,Penalty Goals,Tackles Lost,Headed Goals,Goals from Outside Box,Left Foot Goals,Clean Sheets,Successful Launches,Blocks,Goal Assists,Assists (Intentional),Hit Woodwork,Total Touches In Opposition Box,Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Set Pieces Goals,Last Man Tackle,Own Goal Scored,Catches,Saves made - parried,Goalkeeper Smother,Saves Made from Outside Box,GK Successful Distribution,GK Unsuccessful Distribution,Drops,Saves Made from Inside Box,Saves Made,Crosses not Claimed,Punches,Penalties Faced,Saves made - caught,Clearances Off the Line,Penalties Off Target,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2011,FC Dallas,9qjtctagf147jg0c5mk53bb9x,E. Alexander,Midfielder,24.0,28.0,,,,,,9.0,18.0,180.0,110.0,124.0,1467.0,444.0,22.0,96.0,788.0,50.0,9.0,19.0,275.0,42.0,26.0,46.0,82.0,105.0,29.0,24.0,595.0,154.0,82.0,11.0,40.0,196.0,22.0,471.0,28.0,0.0,0.0,0.0,6.0,3.0,,17.0,8.0,198.0,8.0,7.0,77.0,10.0,,117.0,,19.0,2.0,6.0,9.0,,,7.0,8.0,93.0,4.0,19.0,8.0,7.0,19.0,2.0,12.0,27.0,11.0,12.0,144.0,14.0,2.0,,2.0,,2.0,,2.0,,,,5.0,,,,,,3.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,FC Dallas,cijslwbc730evygvnzcqzuimt,E. Ávila,Midfielder,12.0,22.0,2.0,1.0,,,,9.0,7.0,137.0,110.0,96.0,1289.0,335.0,18.0,118.0,683.0,43.0,7.0,20.0,246.0,43.0,56.0,75.0,65.0,76.0,14.0,13.0,453.0,106.0,111.0,2.0,68.0,223.0,30.0,357.0,22.0,1.0,1.0,1.0,7.0,6.0,,12.0,21.0,124.0,32.0,13.0,31.0,17.0,2.0,114.0,1.0,11.0,,5.0,10.0,1.0,1.0,24.0,14.0,46.0,4.0,13.0,,3.0,20.0,3.0,16.0,22.0,6.0,11.0,96.0,7.0,,,13.0,16.0,5.0,1.0,9.0,,,,1.0,,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,FC Dallas,2b681vlph4trcngio2nb44rmd,J. Benítez,Defender,5.0,28.0,,2.0,,,,2.0,4.0,537.0,295.0,283.0,2321.0,700.0,57.0,138.0,1625.0,70.0,10.0,118.0,403.0,67.0,23.0,68.0,171.0,165.0,29.0,24.0,1093.0,46.0,130.0,164.0,63.0,467.0,37.0,810.0,28.0,0.0,0.0,0.0,5.0,3.0,,1.0,65.0,425.0,69.0,4.0,120.0,33.0,,414.0,,37.0,1.0,5.0,5.0,4.0,,33.0,25.0,155.0,6.0,26.0,3.0,9.0,29.0,8.0,8.0,110.0,44.0,24.0,96.0,8.0,3.0,9.0,18.0,6.0,85.0,3.0,17.0,,39.0,,5.0,,,,7.0,19.0,4.0,,,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,FC Dallas,awagggfalu3hw3eysu28ygiqd,F. Castillo,Midfielder,11.0,22.0,2.0,,,,,6.0,12.0,62.0,93.0,84.0,1363.0,189.0,11.0,155.0,546.0,52.0,16.0,9.0,167.0,52.0,85.0,103.0,33.0,75.0,13.0,10.0,281.0,61.0,151.0,6.0,99.0,235.0,65.0,197.0,22.0,2.0,0.0,0.0,4.0,8.0,,9.0,19.0,39.0,20.0,41.0,,17.0,1.0,92.0,4.0,6.0,23.0,30.0,15.0,2.0,2.0,9.0,12.0,,2.0,16.0,,5.0,13.0,5.0,23.0,8.0,1.0,11.0,66.0,4.0,2.0,,9.0,5.0,,,8.0,,,,3.0,1.0,,,1.0,1.0,,3.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,FC Dallas,epwle2k59oe6dny61sird3845,M. Chávez,Midfielder,18.0,32.0,6.0,4.0,,,,1.0,16.0,121.0,182.0,123.0,2594.0,338.0,18.0,262.0,968.0,132.0,27.0,19.0,268.0,128.0,84.0,130.0,122.0,104.0,48.0,44.0,477.0,128.0,247.0,12.0,119.0,368.0,47.0,354.0,32.0,3.0,3.0,3.0,11.0,28.0,,18.0,58.0,109.0,77.0,27.0,38.0,29.0,5.0,91.0,2.0,21.0,21.0,26.0,25.0,2.0,5.0,54.0,22.0,48.0,6.0,31.0,4.0,18.0,29.0,7.0,53.0,16.0,6.0,37.0,137.0,15.0,7.0,,23.0,33.0,5.0,2.0,10.0,,4.0,,4.0,,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,6.0,19.0,,13.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,FC Dallas,3szrvu57kaidtwbp6h9u040r9,D. Cruz,Midfielder,7.0,11.0,1.0,1.0,1.0,,1.0,5.0,5.0,111.0,62.0,70.0,566.0,181.0,14.0,71.0,365.0,35.0,1.0,15.0,142.0,28.0,11.0,36.0,43.0,55.0,15.0,10.0,269.0,58.0,53.0,2.0,25.0,100.0,83.0,199.0,11.0,0.0,1.0,1.0,11.0,3.0,,3.0,6.0,67.0,6.0,2.0,,11.0,1.0,68.0,1.0,10.0,,1.0,2.0,2.0,1.0,12.0,10.0,,3.0,6.0,7.0,2.0,9.0,1.0,5.0,18.0,6.0,13.0,32.0,18.0,,,10.0,8.0,2.0,1.0,3.0,,,,5.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,FC Dallas,663mj4g241wy4gfrp8a08fs9h,D. Ferreira,Midfielder,10.0,6.0,3.0,,,,,,1.0,85.0,81.0,49.0,505.0,148.0,3.0,68.0,347.0,38.0,5.0,9.0,130.0,36.0,22.0,30.0,12.0,40.0,7.0,7.0,206.0,38.0,63.0,8.0,27.0,125.0,70.0,157.0,6.0,2.0,1.0,0.0,3.0,5.0,,5.0,19.0,44.0,35.0,7.0,,9.0,1.0,42.0,1.0,2.0,1.0,10.0,4.0,1.0,3.0,19.0,8.0,,15.0,6.0,2.0,2.0,20.0,1.0,9.0,9.0,,5.0,41.0,5.0,2.0,1.0,17.0,26.0,,,6.0,1.0,1.0,,,,,2.0,1.0,,,1.0,1.0,1.0,,12.0,,6.0,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2011,FC Dallas,26ok8hxmfbl2scrwgijfm5a6t,M. Galindo,Forward,13.0,6.0,,,,,,5.0,1.0,18.0,13.0,10.0,147.0,49.0,2.0,12.0,92.0,6.0,2.0,1.0,39.0,6.0,5.0,6.0,11.0,9.0,4.0,4.0,59.0,13.0,11.0,,5.0,24.0,70.0,49.0,6.0,0.0,0.0,0.0,1.0,,,2.0,5.0,12.0,5.0,2.0,,5.0,,9.0,1.0,4.0,2.0,2.0,2.0,1.0,,,4.0,,,1.0,,,4.0,1.0,2.0,,,,19.0,1.0,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,FC Dallas,5xs9jt9zdxt7xfzvkg5iemthx,Jackson Gonçalves,Midfielder,6.0,29.0,4.0,7.0,1.0,,1.0,6.0,6.0,358.0,232.0,234.0,2042.0,402.0,50.0,248.0,1327.0,104.0,22.0,51.0,288.0,101.0,82.0,144.0,135.0,183.0,58.0,42.0,666.0,163.0,235.0,117.0,134.0,515.0,41.0,432.0,29.0,2.0,2.0,1.0,10.0,20.0,,12.0,48.0,154.0,48.0,28.0,39.0,22.0,3.0,78.0,3.0,46.0,9.0,19.0,29.0,1.0,2.0,24.0,19.0,64.0,12.0,23.0,3.0,10.0,19.0,3.0,49.0,30.0,33.0,41.0,67.0,13.0,3.0,,10.0,3.0,30.0,,9.0,,52.0,,16.0,,2.0,1.0,7.0,6.0,3.0,2.0,2.0,5.0,6.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,FC Dallas,eozf431befsv6x2sre6znwhqt,Bruno Guarda,Midfielder,8.0,11.0,,2.0,,,,6.0,3.0,61.0,36.0,45.0,500.0,148.0,14.0,43.0,280.0,19.0,2.0,6.0,87.0,18.0,8.0,24.0,26.0,39.0,9.0,6.0,207.0,53.0,39.0,,21.0,72.0,86.0,162.0,11.0,0.0,0.0,0.0,3.0,1.0,,8.0,5.0,75.0,5.0,1.0,46.0,9.0,,57.0,,12.0,,2.0,5.0,2.0,,7.0,6.0,62.0,2.0,5.0,1.0,,4.0,3.0,6.0,14.0,9.0,9.0,36.0,4.0,1.0,,,,6.0,1.0,,,,,3.0,,,,1.0,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
