liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Index,Interceptions,Last Player Tackle,Leftside Passes,Open Play Passes,Penalties Conceded,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Corners Won,Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Headed Goals,Hit Woodwork,Key Passes (Attempt Assists),Left Foot Goals,Offsides,Overruns,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Successful Corners into Box,Successful Dribbles,Successful Lay-offs,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Shots,Unsuccessful Corners into Box,Unsuccessful Dribbles,Unsuccessful lay-offs,Home Goals,Away Goals,Foul Won Penalty,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Saves made - caught,Clearances Off the Line,Own Goal Scored,Red Cards - 2nd Yellow,Total Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Other Goals,Crosses not Claimed,Straight Red Cards,Direct Corner Goals,Direct Setpiece Goals,Penalties Off Target
USA_MLS,2025,Minnesota United FC,1w1bsi9t9fl2xnsdj96h67vf9,M. Boxall,Defender,15,88.0,26.0,62.0,35.0,41.0,3.0,23.0,176.0,10.0,187.0,72.0,115.0,65.0,297.0,13.0,44.0,35.0,44.0,40.0,35.0,5.0,99.0,46.0,53.0,1.0,10.0,26.0,3.0,392.0,959.0,3.0,3.0,78.0,20.0,10.0,78.0,294.0,32.0,,3.0,5.0,5.0,7.0,55.0,842.0,196.0,716.0,852.0,10.0,15.0,,143.0,78.0,3009.0,218.0,37.0,25.0,296.0,1024.0,907.0,25.0,35.0,117.0,1675.0,10.0,10.0,21.0,37.0,89.0,38.0,80.0,7.0,0.0,1.0,,,13.0,1.0,1.0,,1.0,,1.0,,11.0,,3.0,,,,,4.0,1.0,1.0,,3.0,,7.0,3.0,,1.0,2.0,,4.0,,1.0,0.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,
USA_MLS,2025,Minnesota United FC,axq8237svjgfs0aljdfkgerfu,C. Calov,Midfielder,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Minnesota United FC,7unzngjpd0xtw1tjvi4wtk2dw,K. Chandler,Defender,33,1.0,,1.0,1.0,1.0,,,4.0,,4.0,1.0,3.0,,5.0,,,1.0,,1.0,1.0,,3.0,1.0,2.0,,10.0,1.0,,1.0,8.0,,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,5.0,2.0,3.0,5.0,2.0,,,,,65.0,3.0,,,7.0,8.0,5.0,2.0,,3.0,27.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Minnesota United FC,9izknjlz6zunwjpo4u94q855g,M. Dieng,Forward,29,11.0,4.0,7.0,4.0,6.0,1.0,,9.0,,17.0,8.0,9.0,16.0,8.0,,1.0,4.0,1.0,5.0,5.0,,6.0,4.0,2.0,,10.0,,,1.0,16.0,,,5.0,1.0,,2.0,4.0,1.0,,3.0,,,,,10.0,6.0,7.0,13.0,1.0,,,,,111.0,,2.0,1.0,15.0,19.0,13.0,1.0,6.0,6.0,36.0,2.0,2.0,,,8.0,,6.0,,0.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Minnesota United FC,f2sspwt1mtyf9y3z4xe1csgh6,H. Dotson,Midfielder,31,13.0,8.0,5.0,12.0,32.0,,3.0,24.0,2.0,38.0,18.0,20.0,18.0,58.0,3.0,,12.0,,6.0,5.0,1.0,25.0,10.0,15.0,,10.0,7.0,1.0,46.0,171.0,,,9.0,9.0,5.0,26.0,38.0,5.0,3.0,7.0,1.0,1.0,,5.0,132.0,66.0,70.0,130.0,1.0,5.0,2.0,1.0,,458.0,10.0,4.0,6.0,56.0,174.0,135.0,6.0,3.0,39.0,241.0,3.0,3.0,5.0,6.0,29.0,13.0,33.0,2.0,0.0,,,,1.0,,1.0,,,1.0,,,6.0,,1.0,,,,1.0,,,2.0,,3.0,2.0,4.0,2.0,,,2.0,,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Minnesota United FC,aqqjtiyr2nayy6rjq6wxk6ec4,M. Duggan,Defender,23,83.0,38.0,45.0,24.0,46.0,2.0,13.0,121.0,4.0,127.0,60.0,67.0,31.0,188.0,3.0,4.0,24.0,4.0,21.0,19.0,2.0,44.0,22.0,22.0,,10.0,11.0,,104.0,531.0,,1.0,84.0,9.0,5.0,51.0,202.0,16.0,1.0,8.0,,,5.0,30.0,439.0,134.0,312.0,416.0,9.0,10.0,1.0,6.0,22.0,1530.0,121.0,10.0,1.0,120.0,540.0,446.0,19.0,36.0,94.0,806.0,2.0,2.0,27.0,40.0,69.0,27.0,54.0,2.0,0.0,1.0,,,2.0,2.0,,,,,,,2.0,,2.0,1.0,,,,,3.0,4.0,,2.0,,7.0,2.0,1.0,,7.0,,4.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
USA_MLS,2025,Minnesota United FC,5ak7b1de78143s2mutcbtwpka,J. Díaz,Defender,28,103.0,50.0,53.0,30.0,78.0,6.0,13.0,157.0,5.0,236.0,121.0,115.0,57.0,409.0,19.0,6.0,30.0,6.0,28.0,25.0,3.0,133.0,71.0,62.0,1.0,10.0,28.0,,275.0,823.0,,2.0,88.0,27.0,19.0,93.0,75.0,27.0,15.0,3.0,5.0,5.0,7.0,26.0,642.0,299.0,361.0,629.0,12.0,20.0,,18.0,60.0,2158.0,105.0,38.0,17.0,248.0,837.0,655.0,32.0,60.0,182.0,1255.0,13.0,13.0,28.0,56.0,131.0,64.0,126.0,4.0,0.0,3.0,,,5.0,3.0,1.0,,1.0,,1.0,,12.0,,2.0,1.0,,,,,8.0,5.0,,16.0,2.0,16.0,3.0,1.0,1.0,13.0,,6.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Minnesota United FC,8bsy62y17rct1564zqmsf9638,A. Fariña,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Minnesota United FC,1795jw1oc3pkthyq0kqexh65m,B. Fischer,Defender,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Minnesota United FC,ma4y5oar3zqwlbtfisxvyuax,D. Fitz,Midfielder,7,2.0,2.0,,6.0,11.0,1.0,1.0,13.0,,10.0,8.0,2.0,44.0,21.0,1.0,,6.0,,3.0,3.0,,8.0,6.0,2.0,,10.0,1.0,,15.0,57.0,,,7.0,5.0,2.0,10.0,12.0,1.0,1.0,5.0,5.0,1.0,,3.0,40.0,35.0,12.0,39.0,,,,,,155.0,2.0,1.0,1.0,36.0,59.0,42.0,,7.0,17.0,97.0,5.0,3.0,,1.0,21.0,1.0,16.0,,0.0,,,6.0,2.0,,,,,,,,6.0,,1.0,1.0,,,,,,1.0,4.0,1.0,3.0,5.0,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
