liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Appearances,Leftside Passes,Total Passes,Unsuccessful Short Passes,Total Losses Of Possession,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Rightside Passes,Successful Passes Own Half,Unsuccessful Long Passes,Open Play Passes,Starts,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Saves Made from Inside Box,Total Clearances,Touches,Index,Penalties Faced,Punches,Recoveries,Unsuccessful Passes Own Half,Goals Conceded,Saves Made from Outside Box,Successful Short Passes,Goals Conceded Inside Box,Saves Made,Unsuccessful Passes Opposition Half,GK Successful Distribution,Unsuccessful Launches,Penalty Goals Conceded,Saves made - parried,Home Goals,Away Goals,Winning Goal,Total Tackles,Foul Attempted Tackle,Ground Duels,Duels,Successful Passes Opposition Half,Times Tackled,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Duels won,Ground Duels won,Duels lost,Successful Dribbles,Tackles Won,Total Fouls Won,Total Fouls Conceded,Ground Duels lost,Backward Passes,PutThrough/Blocked Distribution,Successful Long Passes,Aerial Duels,Interceptions,Aerial Duels lost,Throw Ins to Own Player,Aerial Duels won,Handballs conceded,Unsuccessful lay-offs,Throw Ins to Opposition Player,Tackles Lost,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Total Touches In Opposition Box,Successful Launches,Blocks,Penalties Conceded,Offsides,Blocked Shots,Key Passes (Attempt Assists),Right Foot Goals,Total Shots,Shots On Target ( inc goals ),Goals from Inside Box,GK Unsuccessful Distribution,Successful Crosses & Corners,Successful Lay-offs,Successful Crosses open play,Shots Off Target (inc woodwork),Goals from Outside Box,Assists (Intentional),Attempts from Set Pieces,Corners Won,Left Foot Goals,Overruns,Goal Assists,Clean Sheets,Goalkeeper Smother,Saves made - caught,Goal Kicks,Drops,Catches,Unsuccessful Corners into Box,Corners Taken (incl short corners),Headed Goals,Hit Woodwork,Foul Won Penalty,Successful Corners into Box,Penalties Taken,Penalty Goals,Through balls,Second Goal Assists,Saves from Penalty,Penalties Saved,Goals Conceded Outside Box,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Set Pieces Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,St. Kitts and Nevis,9xgy4pzbc717eynmza0henget,J. Archibald,Goalkeeper,0.0,2.0,,,,,,,,2.0,4.0,56.0,1.0,32.0,48.0,32.0,6.0,4.0,10.0,31.0,16.0,2.0,24.0,180.0,7.0,4.0,85.0,80.0,2.0,1.0,23.0,8.0,6.0,8.0,8.0,6.0,15.0,24.0,17.0,10.0,1.0,8.0,0.0,0.0,0.0,,,1.0,1.0,14.0,,,,,,1.0,,,,,1.0,,,16.0,,,,,,,,,,,,,5.0,,,,,,,,,,13.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,St. Kitts and Nevis,bx9ol6nw0rhk5vru59dmhi1gp,A. Burley,Defender,0.0,1.0,,,,,,,,1.0,6.0,13.0,,5.0,7.0,5.0,7.0,,7.0,5.0,11.0,1.0,8.0,90.0,,5.0,24.0,16.0,,,1.0,1.0,2.0,,7.0,2.0,,4.0,,1.0,,,0.0,0.0,0.0,1.0,,2.0,3.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,St. Kitts and Nevis,49en0zhww1w8am5iykrziprmc,K. Clarke,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,St. Kitts and Nevis,14lsn6xepxj62q406zgqhped,O. Flemming,Defender,0.0,2.0,,,,,,,1.0,2.0,3.0,36.0,9.0,19.0,26.0,16.0,18.0,4.0,13.0,7.0,32.0,2.0,20.0,129.0,,2.0,61.0,4.0,,,5.0,5.0,5.0,,17.0,5.0,,11.0,,3.0,,,0.0,0.0,0.0,3.0,1.0,9.0,9.0,7.0,,,1.0,5.0,5.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,,4.0,,5.0,,,,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,St. Kitts and Nevis,6f7m2lv9cra8ygrqz73ahgno5,R. Francis,Defender,0.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,11.0,,,2.0,1.0,,,,,1.0,,,1.0,,,,,,,0.0,0.0,0.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,St. Kitts and Nevis,2lcpjnpehrumgcmhfoyqzu1h,K. Freeman,Forward,0.0,2.0,,,,,,,,2.0,9.0,43.0,11.0,25.0,10.0,13.0,29.0,11.0,16.0,2.0,42.0,2.0,30.0,180.0,,,74.0,52.0,,,11.0,4.0,6.0,,30.0,6.0,,10.0,,1.0,1.0,,0.0,0.0,0.0,2.0,1.0,15.0,29.0,16.0,6.0,,1.0,12.0,6.0,17.0,1.0,1.0,3.0,2.0,9.0,13.0,4.0,,14.0,,8.0,1.0,6.0,,,,1.0,1.0,1.0,5.0,,,,1.0,,1.0,,6.0,4.0,,,2.0,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,St. Kitts and Nevis,d8z52pzd97to87spdvdw27jl5,X. French,Defender,0.0,1.0,,,,,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,,2.0,11.0,,,4.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,St. Kitts and Nevis,6grbozk0li8uyz2onwjtrmok5,Tahir Hanley,Midfielder,0.0,1.0,,,,,,1.0,,1.0,,6.0,1.0,2.0,2.0,1.0,5.0,4.0,3.0,,6.0,,5.0,28.0,,,11.0,22.0,,,2.0,,1.0,,5.0,1.0,,2.0,,,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,3.0,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,St. Kitts and Nevis,a4dtw7h0109713clusb7p5m8l,T. Leader,Defender,0.0,2.0,,,,,,,1.0,2.0,3.0,32.0,6.0,18.0,20.0,10.0,22.0,4.0,13.0,4.0,32.0,2.0,22.0,169.0,,2.0,63.0,13.0,,,7.0,2.0,5.0,,22.0,5.0,,8.0,,2.0,1.0,,0.0,0.0,0.0,3.0,,8.0,10.0,9.0,4.0,2.0,,5.0,4.0,5.0,,2.0,1.0,,4.0,5.0,1.0,,2.0,7.0,1.0,4.0,1.0,,,1.0,1.0,,,2.0,,3.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,St. Kitts and Nevis,8w6khhwug7h99g553qpkxwe7d,R. Liburd,Forward,0.0,2.0,,,,,,2.0,,2.0,3.0,12.0,5.0,7.0,2.0,5.0,6.0,4.0,3.0,,10.0,,7.0,58.0,,,15.0,13.0,,,1.0,1.0,2.0,,7.0,2.0,,4.0,,,1.0,,0.0,0.0,0.0,,,1.0,5.0,4.0,1.0,,,2.0,,3.0,,,,,1.0,3.0,,,4.0,,2.0,,2.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
