liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,Real Salt Lake,4eph69hyci7ap30ms501yc3x1,C. Arango,Forward,9,36.0,7.0,328.0,330.0,4.0,133.0,29.0,,8.0,37.0,76.0,98.0,16.0,107.0,6.0,143.0,27.0,1.0,50.0,155.0,26.0,32.0,6.0,,20.0,12.0,114.0,19.0,36.0,414.0,14.0,566.0,152.0,16.0,,37.0,49.0,149.0,36.0,90.0,190.0,57.0,6.0,,252.0,1095.0,2.0,4.0,26.0,163.0,19.0,,103.0,53.0,173.0,35.0,32.0,6.0,138.0,46.0,41.0,5.0,1.0,532.0,154.0,43.0,2399.0,388.0,356.0,380.0,73.0,7.0,,3.0,6.0,8.0,,15.0,15.0,7.0,2.0,17.0,,2.0,10.0,2.0,,2.0,11.0,3.0,3.0,10.0,9.0,,25.0,11.0,6.0,22.0,,,,,,,,2.0,,,7.0,,,,,,,,,,,,,,
USA_MLS,2024,Real Salt Lake,42w1fj2n8ubc7of8feg5z5p90,F. Barajas,Midfielder,17,2.0,1.0,42.0,106.0,1.0,14.0,6.0,,2.0,18.0,4.0,20.0,4.0,12.0,1.0,31.0,5.0,,6.0,35.0,3.0,17.0,6.0,2.0,5.0,3.0,50.0,2.0,13.0,132.0,14.0,148.0,16.0,5.0,,6.0,2.0,29.0,8.0,33.0,33.0,6.0,,,38.0,266.0,1.0,1.0,2.0,23.0,2.0,,9.0,10.0,29.0,,17.0,7.0,9.0,6.0,4.0,12.0,1.0,139.0,32.0,6.0,557.0,130.0,78.0,123.0,15.0,2.0,,0.0,2.0,1.0,,,2.0,,,,1.0,,,2.0,4.0,,,,2.0,5.0,5.0,9.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Real Salt Lake,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,Goalkeeper,35,,,1.0,15.0,9.0,1.0,16.0,118.0,,,1.0,,,,,158.0,11.0,,,86.0,,11.0,,8.0,,,,83.0,,214.0,45.0,298.0,84.0,21.0,,,,,20.0,199.0,,,3.0,,,427.0,54.0,,43.0,,,72.0,,,63.0,1.0,11.0,,1.0,,,,3.0,203.0,54.0,,990.0,171.0,88.0,146.0,102.0,4.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,20.0,16.0,36.0,13.0,4.0,,,,,,,12.0,,,1.0,,4.0,1.0,,,,,
USA_MLS,2024,Real Salt Lake,17x0wwjg47boyx7jua6vqf0gk,M. Bell,Forward,12,,,3.0,9.0,,1.0,1.0,,,,,1.0,,,,,,,,3.0,,1.0,,,1.0,1.0,4.0,,,11.0,88.0,12.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,3.0,16.0,,,,2.0,1.0,,2.0,1.0,1.0,,1.0,,2.0,,,1.0,,12.0,5.0,3.0,19.0,11.0,2.0,11.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Real Salt Lake,84v7wkiby3gxavrnoqogo6e39,A. Brody,Defender,2,12.0,,133.0,553.0,49.0,122.0,28.0,,4.0,15.0,51.0,22.0,2.0,5.0,192.0,452.0,23.0,11.0,1.0,193.0,2.0,34.0,9.0,5.0,20.0,16.0,257.0,52.0,15.0,1103.0,13.0,1277.0,174.0,61.0,2.0,21.0,9.0,41.0,34.0,559.0,68.0,4.0,4.0,2.0,82.0,1752.0,29.0,27.0,42.0,10.0,9.0,,41.0,17.0,128.0,24.0,34.0,9.0,65.0,2.0,27.0,11.0,3.0,1256.0,375.0,14.0,2138.0,1061.0,257.0,1084.0,99.0,6.0,28.0,0.0,1.0,1.0,,,1.0,,,,,,,1.0,,,1.0,,,7.0,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2024,Real Salt Lake,5v7jp7nq8ww95opuxy7apdip5,L. Brook,Forward,17,,1.0,17.0,43.0,3.0,11.0,4.0,,3.0,3.0,2.0,3.0,3.0,10.0,3.0,20.0,3.0,1.0,8.0,11.0,,7.0,,,4.0,1.0,16.0,5.0,1.0,61.0,10.0,77.0,16.0,2.0,,1.0,3.0,8.0,5.0,19.0,8.0,2.0,,,15.0,130.0,1.0,4.0,3.0,10.0,,,7.0,1.0,17.0,2.0,7.0,1.0,9.0,2.0,,4.0,,76.0,30.0,4.0,233.0,58.0,34.0,60.0,9.0,1.0,,0.0,,,,,2.0,,,,1.0,,,,2.0,,,,,3.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Real Salt Lake,2fyga1shd4mwcn90mze2pe4tl,J. Brown,Defender,91,4.0,2.0,125.0,279.0,68.0,74.0,15.0,,8.0,33.0,56.0,8.0,1.0,9.0,67.0,300.0,17.0,11.0,4.0,80.0,5.0,24.0,11.0,10.0,24.0,16.0,129.0,48.0,33.0,690.0,10.0,812.0,122.0,43.0,,17.0,19.0,25.0,19.0,422.0,43.0,5.0,2.0,1.0,69.0,1171.0,28.0,14.0,46.0,13.0,9.0,,44.0,3.0,112.0,38.0,24.0,11.0,82.0,14.0,18.0,7.0,2.0,797.0,303.0,8.0,1480.0,644.0,220.0,676.0,56.0,4.0,48.0,0.0,1.0,,,,,,,,,,,1.0,,,,,1.0,8.0,,,10.0,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,Real Salt Lake,bxnegxnynd1glae8g0vfigfvu,N. Caliskan,Midfielder,92,,,28.0,76.0,3.0,13.0,5.0,,3.0,,5.0,5.0,1.0,,,38.0,2.0,1.0,,47.0,3.0,6.0,,,6.0,3.0,15.0,8.0,,132.0,30.0,153.0,21.0,6.0,,3.0,3.0,14.0,6.0,56.0,17.0,,,,23.0,185.0,4.0,5.0,4.0,1.0,2.0,,9.0,3.0,15.0,2.0,6.0,,11.0,8.0,3.0,4.0,1.0,151.0,53.0,3.0,202.0,128.0,28.0,130.0,12.0,1.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Real Salt Lake,1udt0es1u7ffbh84vdsv2f4yd,M. Chang,Midfielder,16,3.0,2.0,47.0,106.0,6.0,37.0,7.0,,2.0,28.0,12.0,7.0,1.0,3.0,5.0,51.0,3.0,,,39.0,1.0,23.0,2.0,1.0,9.0,7.0,54.0,5.0,18.0,153.0,13.0,195.0,42.0,11.0,,24.0,6.0,17.0,9.0,52.0,26.0,3.0,,,35.0,303.0,3.0,3.0,13.0,14.0,10.0,,18.0,3.0,59.0,3.0,23.0,5.0,21.0,3.0,9.0,20.0,,189.0,51.0,8.0,363.0,140.0,87.0,149.0,20.0,2.0,,0.0,2.0,,,,2.0,,,,2.0,,,1.0,9.0,,,,,3.0,,15.0,10.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Real Salt Lake,al2o9s4x633kg6mveprla1ped,M. Crooks,Midfielder,25,19.0,8.0,243.0,512.0,25.0,137.0,23.0,,11.0,3.0,55.0,40.0,6.0,19.0,16.0,259.0,25.0,1.0,8.0,224.0,32.0,31.0,,2.0,37.0,26.0,197.0,15.0,3.0,778.0,13.0,930.0,152.0,20.0,,48.0,19.0,114.0,32.0,266.0,137.0,11.0,,,188.0,1256.0,5.0,21.0,24.0,46.0,25.0,,74.0,19.0,135.0,32.0,31.0,,106.0,57.0,23.0,6.0,3.0,919.0,250.0,24.0,2056.0,754.0,247.0,767.0,68.0,9.0,1.0,1.0,4.0,4.0,,3.0,18.0,2.0,,3.0,,,2.0,2.0,,,2.0,,,23.0,3.0,1.0,7.0,1.0,2.0,4.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
