liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guatemala,376ybg8nllehkgn8ari5cil0,C. Aguilar,Defender,14,1.0,,,,1.0,,1.0,,,,,,5.0,,1.0,,1.0,,,1.0,1.0,1.0,,,3.0,10.0,1.0,3.0,1.0,,1.0,,,1.0,,,,3.0,,0.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guatemala,87n9n1ci6e31j5cnla90f5w4p,P. Altán,Midfielder,10,40.0,,,,2.0,,2.0,1.0,1.0,2.0,19.0,,119.0,33.0,15.0,1.0,1.0,,,11.0,46.0,40.0,8.0,12.0,81.0,10.0,42.0,18.0,11.0,10.0,9.0,6.0,,48.0,,11.0,,17.0,,0.0,7.0,1.0,,,1.0,5.0,1.0,1.0,,1.0,,2.0,5.0,,10.0,,6.0,,,,4.0,,,,,3.0,5.0,1.0,1.0,,1.0,8.0,3.0,,1.0,,,,1.0,5.0,1.0,,,,3.0,1.0,,,,2.0,,3.0,,1.0,,,,,,,,,,2.0,2.0,,1.0,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guatemala,4izv3gaooz4fba3m4cds7ra0a,J. Ardón,Defender,2,78.0,1.0,3.0,,2.0,,2.0,2.0,1.0,5.0,15.0,,135.0,12.0,25.0,5.0,7.0,,,5.0,92.0,82.0,5.0,42.0,115.0,10.0,83.0,10.0,1.0,10.0,71.0,10.0,,93.0,,24.0,3.0,5.0,,0.0,5.0,1.0,3.0,,1.0,5.0,3.0,5.0,1.0,2.0,4.0,1.0,,1.0,2.0,,4.0,,1.0,1.0,1.0,,,,4.0,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guatemala,lzntno3pxgdthips678deiju,E. Cardoza,Forward,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guatemala,6mprdiwpfxi6c3jqc4k8rbjhm,Ó. Castellanos,Defender,17,57.0,,1.0,,2.0,,2.0,1.0,3.0,3.0,9.0,,100.0,31.0,19.0,2.0,2.0,,,3.0,67.0,60.0,8.0,25.0,80.0,10.0,60.0,4.0,3.0,4.0,29.0,7.0,,67.0,,18.0,1.0,4.0,,0.0,1.0,,,,,5.0,2.0,,,,,,1.0,,5.0,,1.0,,1.0,1.0,,,,,,2.0,,1.0,,,,3.0,,1.0,2.0,,,,,2.0,1.0,,,,2.0,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guatemala,5e00w1rqym73habcl01wm7jtg,O. Escobar,Midfielder,20,16.0,,3.0,,1.0,,1.0,1.0,,1.0,8.0,,61.0,10.0,4.0,3.0,,,,4.0,21.0,15.0,2.0,8.0,31.0,10.0,17.0,11.0,4.0,6.0,7.0,6.0,,23.0,,9.0,3.0,10.0,,0.0,7.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,,3.0,,,2.0,,6.0,,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,1.0,4.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guatemala,5i1h4whoscgg557czbyzcrpm2,J. Franco,Midfielder,22,93.0,,3.0,,2.0,,2.0,2.0,4.0,8.0,16.0,,180.0,44.0,33.0,3.0,2.0,,,8.0,106.0,94.0,8.0,36.0,136.0,10.0,101.0,16.0,5.0,8.0,57.0,12.0,,113.0,,31.0,3.0,10.0,,0.0,8.0,3.0,,,3.0,9.0,,6.0,,4.0,1.0,3.0,,,13.0,,5.0,,,,2.0,,2.0,,3.0,1.0,,,,,,1.0,,,2.0,,,,,5.0,,,,,3.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guatemala,6arhlk3kabe5msgda7zo2pql1,A. Galindo,Midfielder,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guatemala,17c8pf00gksybmi59xdznyvbo,E. Lémus,Forward,6,3.0,,,,1.0,,1.0,,,,1.0,,15.0,2.0,,,,,,1.0,3.0,3.0,,1.0,6.0,10.0,3.0,4.0,1.0,,1.0,,,3.0,,2.0,,3.0,,0.0,3.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,2.0,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Guatemala,dbh5vqqs93h38q04jydmuu31l,J. Martínez,Forward,19,8.0,,2.0,,1.0,,1.0,1.0,,,9.0,,45.0,6.0,2.0,,,,,3.0,11.0,6.0,2.0,1.0,21.0,10.0,8.0,8.0,1.0,5.0,2.0,5.0,,13.0,,7.0,2.0,4.0,,0.0,5.0,2.0,,,,5.0,,4.0,,,,,1.0,,3.0,,3.0,,1.0,,,,,1.0,2.0,2.0,,1.0,,,,2.0,,2.0,,,0.0,1.0,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
